cluster,count
acinar,19076
alpha,11589
beta_major,9796
duct_acinar_related,5978
duct_major,5946
acinar_minor_mhcclassII,4140
hybrid,3593
endothelial,2658
stellates,2163
beta_minor,1502
delta,1410
immune_stellates,832
pp,761
epsilon,201
