cluster,count
alpha,8826
beta_major,7287
acinar,6978
hybrid,2564
duct_acinar_related,1522
beta_minor,1372
endothelial,1016
delta,957
stellates,602
pp,373
duct_major,335
immune_stellates,195
epsilon,152
acinar_minor_mhcclassII,144
