,acinar,acinar_minor_mhcclassII,alpha,beta_major,beta_minor,delta,duct_acinar_related,duct_major,endothelial,epsilon,hybrid,immune_stellates,pp,stellates
ENSG00000086666,0.0,0.0,0.0,0.27789575,0.0,0.0,0.7577778,0.6975511,0.41885042,0.0,0.0,0.0,0.0,0.56986845
ENSG00000143401,0.0,0.0,0.0,0.22390868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000123353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2845705,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29937202
ENSG00000025796,0.27869475,0.0,0.60752165,0.42000893,0.0,0.40994814,0.5886059,0.3323858,0.0,0.0,0.3039709,0.0,0.0,0.5768736
ENSG00000269293,0.0,0.0,0.5852909,0.44535813,0.17357,0.3400765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136810,1.2191308,2.1218646,1.2990245,1.3262835,1.2726963,1.232341,2.3108065,2.4324,1.8376215,0.0,1.1509336,1.6791689,0.86561304,2.2156858
ENSG00000173418,0.29066712,0.61039996,1.144305,0.7932883,0.55090463,0.65691507,0.76432574,0.77834105,0.0,0.0,0.60084295,0.0,0.5552264,0.6705167
ENSG00000225921,0.0,0.30338418,0.5664955,0.43221557,0.0,0.38199738,0.86206853,0.75591564,1.0560336,0.0,0.0,0.0,0.0,0.8514848
ENSG00000196230,0.0,1.1712323,1.1473162,0.9095418,0.71834147,0.83068955,1.4028459,2.0444553,1.0130157,0.0,0.9204812,1.1789839,0.0,1.8431611
ENSG00000133773,0.19382067,0.0,0.0,0.2588492,0.0,0.0,0.3850959,0.0,0.0,0.0,0.0,0.0,0.0,0.4168334
ENSG00000196655,0.0,0.0,0.37204236,0.30541924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000070010,0.0,0.0,0.38796526,0.21031882,0.0,0.0,0.502758,0.44314623,0.0,0.0,0.0,0.0,0.0,0.447078
ENSG00000140941,0.47894877,0.3878938,1.0407085,0.6785607,0.44048595,0.57067865,1.591794,1.4192954,1.5395908,0.0,0.74549043,0.0,0.6809494,1.1151769
ENSG00000173674,0.5596426,0.8235905,0.71568507,0.53161633,0.3590486,0.57404506,1.240169,1.1230637,1.2956108,0.0,0.38056508,0.0,0.21453077,1.2311592
ENSG00000120963,0.637919,0.84301114,0.8644587,0.7549284,0.6672314,0.7767519,1.2242141,1.207301,1.207449,0.0,0.80896795,0.0,0.6380032,1.0469582
ENSG00000138772,0.0,0.0,0.0,0.0,0.0,0.0,0.6070204,1.0298381,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000310560,0.0,0.0,0.0,0.13042001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184277,0.0,0.0,0.33756742,0.31067458,0.0,0.23604122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112335,0.37333483,0.7562154,1.0426114,1.11696,0.98837715,0.9722648,1.2515144,1.3592057,1.5330551,0.0,0.89594233,1.0242754,0.7374093,1.4252288
ENSG00000111229,0.5267863,1.1159203,0.9942272,0.83285826,0.6663861,0.7551496,1.2687337,1.5539149,0.0,0.0,0.0,1.3961244,0.0,1.2412368
ENSG00000172380,0.0,0.0,0.0,0.0,0.0,0.0,0.5615148,0.6615422,0.0,0.0,0.0,0.0,0.0,0.45633098
ENSG00000175197,0.0,0.0,0.75979084,0.9125868,0.8861308,0.62732804,0.0,0.0,0.0,0.0,0.22681087,0.0,0.0,0.6879645
ENSG00000187954,0.0,0.0,0.0,0.207181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000146247,0.0,0.0,0.38172805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000126709,0.0,0.0,0.8379605,0.536037,0.35419828,0.7652159,0.0,0.0,0.0,0.0,1.2799416,0.0,0.9193315,0.0
ENSG00000127022,0.55469716,0.5567367,1.0548111,0.83545655,0.7450801,0.87816083,0.708772,0.89209247,0.0,0.0,0.70081675,0.0,0.64945376,0.83086264
ENSG00000114353,0.0,0.0,0.4942845,0.4030959,0.0,0.20020713,0.0,0.36929047,0.88793457,0.0,0.0,0.0,0.0,0.29396942
ENSG00000101166,0.0,0.0,0.0,0.34377155,0.0,0.0,0.23795804,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000149600,0.0,0.0,0.0,0.0,0.0,0.0,0.6015387,0.5989519,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143106,0.0,0.0,0.0,0.18997037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52783215
ENSG00000117118,0.0,0.0,0.0,0.22603571,0.0,0.0,0.5851794,0.6562984,0.0,0.0,0.0,0.0,0.0,0.5147902
ENSG00000145912,0.2670353,0.52415526,0.6480264,0.55397475,0.40392953,0.50471455,0.6206273,0.90647435,0.0,0.0,0.0,0.0,0.0,0.89711285
ENSG00000165283,0.0,0.0,0.0,0.31118137,0.0,0.0,0.4765684,0.60458684,0.0,0.0,0.0,0.0,0.0,0.7536772
ENSG00000196072,0.0,0.0,0.49139708,0.40489924,0.0,0.0,0.72739905,0.6317515,0.0,0.0,0.0,0.0,0.0,0.52800465
ENSG00000065154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6444942
ENSG00000166275,0.0,0.0,0.48348534,0.3207164,0.0,0.2896497,0.37297562,0.0,1.0345044,0.0,0.0,0.0,0.0,0.3485536
ENSG00000134333,0.5425396,0.91687644,0.5630227,0.0,0.0,0.0,0.5741221,1.0556045,1.3046912,0.0,0.0,0.0,0.0,1.6145246
ENSG00000093010,0.0,0.0,0.41358536,0.42515624,0.0,0.21749106,0.57217586,0.8360301,0.0,0.0,0.0,0.0,0.0,0.57115114
ENSG00000163902,0.0,0.0,0.37788126,0.0,0.0,0.0,0.31335086,0.5992292,0.0,0.0,0.0,0.0,0.0,0.46356237
ENSG00000164828,0.0,0.0,0.4132914,0.30197123,0.0,0.0,1.0391616,0.67410636,0.0,0.0,0.49162507,0.0,0.4689411,0.0
ENSG00000131981,0.40037653,0.8875371,0.0,0.0,0.0,0.0,1.4113094,1.6489333,0.5323745,0.0,0.0,1.580632,0.0,1.733515
ENSG00000168036,0.0,0.0,0.0,0.0,0.0,0.0,0.7879616,0.85359466,0.6383302,0.0,0.0,0.0,0.0,0.5810945
ENSG00000131171,0.0,0.0,0.0,0.4150215,0.0,0.14641711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55070436
ENSG00000007520,0.0,0.0,0.0,0.09797547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185475,0.0,0.0,0.0,0.18252178,0.0,0.0,0.0,0.58407754,0.0,0.0,0.0,0.0,0.0,0.47760743
ENSG00000081154,0.0,0.22683635,0.61400485,0.678238,0.5168439,0.54783297,0.54257846,0.6680755,0.0,0.0,0.511574,0.0,0.0,0.69462615
ENSG00000100612,0.0,0.0,0.0,0.49034002,0.070335545,0.48385492,1.0114435,1.1694076,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000014641,0.0,0.0,0.6116607,0.44763336,0.19105436,0.46587098,0.4565723,0.736557,0.0,0.0,0.0,0.0,0.0,0.6075661
ENSG00000109220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3220275
ENSG00000127184,1.7390208,2.4967628,2.0347834,2.2699246,2.3501096,2.1530528,2.1894531,2.6518462,1.7878128,0.0,2.3007536,1.8226773,1.6947167,2.1408422
ENSG00000233016,0.4050905,0.0,0.755332,0.80090964,0.56766754,0.0,0.9419849,0.44314623,0.6214297,0.0,0.5304198,0.0,0.6483636,0.34539914
ENSG00000120686,0.3049687,0.28678817,0.49675292,0.33417955,0.0,0.0,0.71963584,0.64853776,0.0,0.0,0.0,0.0,0.0,0.7850747
ENSG00000143420,0.0,0.23133257,0.814033,0.58949846,0.29975525,0.5467275,0.6938399,0.86729074,0.0,0.0,0.64311886,0.0,0.58309656,0.4721892
ENSG00000135862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35367444
ENSG00000006007,0.0,0.0,0.0,0.0,0.0,0.0,0.3910691,0.49218675,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000110700,2.9508233,3.4357357,2.8053641,2.8423998,2.8419828,2.698397,3.3388438,3.1750996,3.2172647,2.7184787,3.0477877,3.5920079,2.6213787,3.3674436
ENSG00000273841,0.4150653,0.20187828,0.5093237,0.41538876,0.0,0.34936383,0.8222401,0.64615136,0.0,0.0,0.2881164,0.0,0.0,0.5921496
ENSG00000070756,1.1933663,1.7170246,0.97787017,1.0306104,1.0211148,0.8859189,1.6094124,1.5808617,1.400871,0.0,1.5377443,1.7830627,0.977198,1.644922
ENSG00000204262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44067705
ENSG00000099341,0.28239828,0.23749518,1.2137737,0.6840237,0.40584624,0.7404372,1.0024252,1.0556045,1.251605,0.0,0.41719097,0.0,0.43935686,1.3017958
ENSG00000123395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35988867
ENSG00000074370,0.0,0.0,0.0,0.14483865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172428,0.79205495,0.9164593,1.0389352,0.95403695,0.78224564,0.885124,1.2291421,1.2503278,1.1824011,0.0,0.9059251,0.70593816,0.8819595,1.2083008
ENSG00000128595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1687834
ENSG00000100604,0.0,0.0,2.9017787,1.50414,1.6119957,1.5146846,0.0,0.0,0.0,2.4925666,1.4312042,0.0,1.5203841,0.0
ENSG00000013583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44270754,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000067334,0.0,0.0,0.4797607,0.0,0.0,0.0,0.5091269,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169100,1.5518459,2.2725015,1.6009403,1.8198011,1.7254403,1.6766901,1.6955034,1.9205332,1.4505556,0.0,1.6906109,1.7011575,1.4915372,2.344099
ENSG00000167468,0.45322496,1.181012,1.8825172,1.8767779,1.869849,1.9934596,1.4880034,2.002126,1.3532166,0.0,1.568126,1.9540108,1.4577638,1.840931
ENSG00000178913,0.0,0.0,0.64515877,0.49508783,0.0,0.5087895,0.6552534,0.6458921,0.5125352,0.0,0.3443213,0.0,0.39610595,0.5874512
ENSG00000104388,0.45516092,0.47940546,1.3046414,0.99393225,0.77779007,1.0362092,1.1711196,1.1272445,1.3972692,0.0,0.8603455,0.0,0.85193413,1.2035316
ENSG00000119632,0.0,0.0,0.9742111,0.76610607,0.62352526,0.85108715,0.20541571,0.74279743,0.0,0.0,0.0,0.0,0.6622009,0.4502403
ENSG00000165775,0.28226188,0.2720995,0.67274076,0.5774182,0.29299694,0.44054687,0.9200623,0.8904241,0.0,0.0,0.0,0.0,0.0,0.7572664
ENSG00000146386,0.0,0.0,0.0,0.27430555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168701,0.0,0.0,0.8911656,0.83477306,0.6514366,0.82464284,0.5377643,0.60458684,0.0,0.0,0.3737442,0.0,0.0,0.8006868
ENSG00000103942,0.0,0.0,0.0,0.0,0.0,0.0,0.3767444,0.5235131,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120860,0.0,0.0,0.0,0.14221407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145919,0.0,0.0,0.0,0.1689667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47966856
ENSG00000090060,0.4522398,0.5298244,0.91249764,0.7633204,0.49670678,0.6997962,1.21439,1.0607013,1.2804935,0.0,0.6948955,0.0,0.6083955,0.9052578
ENSG00000103187,0.0,0.0,0.6085897,0.0,0.0,0.0,0.26734638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000099385,0.0,0.0,0.0,0.0,0.0,0.0,0.402712,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198763,3.870346,3.3079238,3.8923542,3.609431,3.6387296,4.0700507,3.8921266,3.7404099,3.6649187,4.086025,3.896444,3.917553,4.2449484,3.2876859
ENSG00000179091,0.0,0.07868823,0.63306415,0.38341698,0.0,0.36694014,0.7600131,0.9297438,0.0,0.0,0.0,0.0,0.0,0.94515324
ENSG00000069956,0.0,0.0,0.0,0.0,0.0,0.0,0.4652493,0.0,0.0,0.0,0.0,0.0,0.0,0.28516072
ENSG00000184436,0.0,0.0,0.0,0.18729393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000242265,0.0,0.0,0.4590784,0.18374597,0.0,0.38438678,0.0,0.0,0.0,0.0,0.0,0.0,0.48737568,0.0
ENSG00000163618,0.0,0.0,0.0,0.17478722,0.0,0.34735346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185650,0.70169294,0.6740099,0.0,0.0,0.0,0.0,0.77873945,1.0106592,0.0,0.0,0.0,0.0,0.0,1.4839451
ENSG00000196781,0.0,0.0,0.0,0.0,0.0,0.0,0.40455037,0.45392603,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000008324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3323858,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000101654,0.0,0.0,0.4688963,0.2819054,0.0,0.18711117,0.7446975,0.0,0.0,0.0,0.0,0.0,0.0,0.4827187
ENSG00000146457,0.32232216,0.0,0.43731666,0.3022149,0.0,0.0,0.76965356,0.7381211,0.94433177,0.0,0.4596547,0.0,0.36075005,0.71352744
ENSG00000152684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09687361
ENSG00000082781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55657464
ENSG00000132963,0.6200762,1.1744498,1.5812967,1.0854867,0.850927,1.1306423,1.857126,1.8634797,2.074702,0.0,1.3702638,0.99954045,1.0399196,2.0155842
ENSG00000139329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2352433
ENSG00000159674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4413037
ENSG00000145425,3.2195075,3.8028374,3.0734277,3.0517232,2.971287,3.0167732,3.3694892,3.3251247,3.0836864,2.8138494,3.0748093,3.84893,2.90839,3.4562194
ENSG00000142615,4.030081,0.9964168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174738,0.0,0.0,0.56475306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000110696,0.20232497,0.16211513,1.1855054,1.0419786,0.8568212,1.0850161,1.1263282,1.1108948,1.5753441,0.0,0.95126516,0.55981946,1.0450314,1.2934148
ENSG00000162368,0.26635024,0.36295003,0.42675877,0.5850385,0.39559397,0.29235736,0.6379491,0.8520497,0.0,0.0,0.55143404,0.0,0.0,0.45602298
ENSG00000120438,0.0,0.0,0.43798807,0.45546147,0.22845963,0.0,0.6487361,0.7565453,0.5163528,0.0,0.0,0.0,0.0,0.5827827
ENSG00000134644,0.0,0.0,0.3888207,0.0,0.0,0.0,0.22350812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198408,0.0,0.0,0.0,0.0,0.0,0.0,0.29004854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162191,0.25151792,0.46848747,0.5343504,0.7738204,0.61569536,0.60304606,0.74575555,0.7886429,1.0162263,0.0,0.54822564,0.0,0.45560923,0.85388565
ENSG00000271869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60638297,0.0,0.34181362,0.0
ENSG00000143878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4484703,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000101443,0.0,0.0,0.0,0.0,0.0,0.0,0.45013553,0.88487333,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000081181,0.0,0.0,0.0,0.13792513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187051,0.26627532,0.30617723,1.107977,0.9030929,0.65141463,0.81130075,0.94165075,0.9974834,0.88742936,0.0,0.8334098,0.0,0.7556761,0.98951423
ENSG00000075790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42987496
ENSG00000128590,0.2562381,0.0,0.5005863,0.91842604,0.6978053,0.7530512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5526923
ENSG00000182774,2.063034,2.8666797,0.66099805,2.0129988,1.9676977,1.6851074,2.2551765,2.5342157,0.55975574,0.0,2.8294704,2.224345,1.7555115,2.3818753
ENSG00000113721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2914343
ENSG00000198356,0.0,0.0,0.3390392,0.27469224,0.0,0.0,0.49875265,0.6995073,0.0,0.0,0.0,0.0,0.0,0.5250176
ENSG00000116030,0.20069292,0.51370764,0.9406262,0.80051744,0.5889026,0.8178849,1.2858402,1.4510142,1.2796655,0.0,0.8220971,0.0,0.7318501,1.2074903
ENSG00000004779,0.23885798,0.21909708,1.1449618,0.7571979,0.45780802,0.85592324,0.9159235,0.9402218,1.104649,0.0,0.6316896,0.0,0.6506354,1.0017447
ENSG00000145494,0.41141912,0.45025682,1.1618221,0.79209673,0.6137812,0.8087835,0.8020272,1.1195768,0.0,0.0,0.5004087,0.0,0.32907438,1.2287961
ENSG00000109270,0.0,0.0,0.0,0.23946857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168653,0.8565952,1.4392818,1.8671026,1.5385098,1.3478892,1.5559772,1.811882,2.0565085,2.1107597,0.0,1.7288378,1.3845718,1.427091,2.0936732
ENSG00000262919,0.0,0.0,0.0,0.15613793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120265,0.0,0.0,0.5038056,0.484644,0.17732897,0.5211964,0.39201444,0.5423913,0.0,0.0,0.0,0.0,0.0,0.51864153
ENSG00000106554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32780388
ENSG00000113387,0.6057259,1.2028372,1.4837624,1.0938683,0.97725046,1.1061351,1.9685974,2.0068495,1.9090352,0.0,1.1461321,1.1789839,0.9799076,1.8741909
ENSG00000244067,0.0,0.20085299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164609,0.0,0.0,0.0,0.11688987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000054267,0.0,0.0,0.29657307,0.0,0.0,0.0,0.25214154,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000180879,1.9183593,1.8157765,2.6671462,2.1261916,2.0694036,2.538667,1.1823981,1.5187106,1.0717552,2.6801605,1.796167,1.4813882,2.2743266,1.7106162
ENSG00000166482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41286188
ENSG00000078902,0.0,0.0,0.5024097,0.3775419,0.0,0.25259715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000108828,0.0,0.0,0.0,0.34064966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30071884
ENSG00000174953,0.0,0.0,0.5171035,0.2930563,0.0,0.25591832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32426625
ENSG00000121351,0.0,0.0,0.0,2.2183857,1.9024329,0.22814359,0.0,0.0,0.0,0.0,0.5488856,0.0,0.0,0.0
ENSG00000129235,0.29083315,0.83730906,0.6886527,0.45679507,0.24878258,0.46742314,0.6066098,1.0273747,0.0,0.0,0.39662457,0.0,0.0,0.6134356
ENSG00000197746,0.5420799,0.6903077,1.589437,1.2242839,1.309968,1.3704267,1.4481301,1.6664282,1.1100757,1.1717916,1.3658059,2.0006502,1.4972568,1.6967914
ENSG00000142156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91296
ENSG00000140319,1.0838481,1.8472568,1.9478924,1.6542059,1.5509927,1.8275173,2.550412,2.6327198,2.6404257,1.4823308,1.6321228,2.2055643,1.6561468,2.4562654
ENSG00000165669,0.0,0.0,0.45900333,0.22803909,0.0,0.0,0.71801883,0.5419896,0.0,0.0,0.0,0.0,0.0,0.44200185
ENSG00000116539,0.0,0.0,0.35750407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000221983,2.4192834,2.9535842,2.4796667,2.261003,2.3212795,2.1423488,2.5978017,2.639549,2.6064286,1.9571955,2.5113788,2.9827297,2.162341,2.838419
ENSG00000153363,0.0,0.0,0.0,0.29148194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118785,0.0,0.0,0.0,0.0,0.0,0.0,0.89861274,2.7118385,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100201,0.0,0.0,0.42223173,0.25505203,0.101806164,0.23940232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7238121,0.0,0.0,2.0592318,0.0,3.2795718
ENSG00000204386,0.0,0.0,0.6524162,0.4780309,0.25653964,0.45344445,0.45533222,0.6444271,0.0,0.0,0.0,0.0,0.0,0.38288382
ENSG00000163110,0.0,0.0,0.0,0.0,0.0,0.0,0.37633044,0.44314623,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000178104,0.0,0.0,0.5524734,0.41975847,0.0,0.23980613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197343,0.0,0.0,0.0,0.0,0.0,0.0,0.37047783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111057,1.2364044,1.9969919,0.5438625,0.46228608,0.0,0.6168189,2.6922035,3.124407,0.0,0.0,0.3388846,0.0,0.23726219,0.0
ENSG00000099194,0.0,0.0,0.63864946,0.4224942,0.0,0.17717166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171223,0.0,0.29611343,0.68825865,0.56751794,0.5209062,0.7840327,0.48276538,0.8024823,2.065377,0.0,0.0,1.4813882,0.0,1.4370259
ENSG00000136754,0.0,0.0,0.0,0.0,0.0,0.0,0.5494113,0.39372024,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000140391,0.0,0.6134181,0.80646837,0.59288055,0.37358275,0.6412056,0.7620648,0.98712254,0.0,0.0,0.7294854,0.0,0.7366705,0.45159546
ENSG00000143549,0.0,0.4477886,1.1222247,0.9242999,0.6864531,0.59259117,1.214731,1.1243249,0.9749336,0.0,0.6877909,0.0,0.6002855,0.6205057
ENSG00000131871,0.15185156,0.1319458,0.5630227,0.45080385,0.0,0.5566216,0.9798734,0.93860793,0.9954358,0.0,0.29568028,0.0,0.0,1.2043891
ENSG00000123595,0.0,0.0,0.0,0.0,0.0,0.0,0.62339365,0.7265431,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174917,0.27591643,0.5628046,0.8298211,0.7967518,0.63205117,0.77936167,0.47644708,0.8603062,0.0,0.0,0.45610744,0.0,0.0,1.0181103
ENSG00000197930,0.0,0.0,0.0,0.0,0.0,0.0,0.41758856,0.48921433,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160570,0.0,0.0,0.33302838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197223,0.0,0.0,0.5745196,0.4185284,0.0,0.5161484,0.72665346,0.603196,0.38595062,0.0,0.0,0.0,0.0,0.5568285
ENSG00000134779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5141543,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000213639,0.0,0.2847023,0.79918516,0.70701325,0.6873728,0.68769217,0.76336116,1.0273747,0.0,0.0,0.8592454,0.0,0.6935975,0.53026724
ENSG00000205707,0.0,0.0,0.0,0.38545176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000176170,0.0,0.0,0.0,0.0,0.0,0.0,0.9391623,0.67410636,0.0,0.0,0.0,0.0,0.0,1.1729159
ENSG00000139233,0.0,0.0,0.0,0.0,0.0,0.0,0.22421297,0.0,0.0,0.0,0.0,0.0,0.0,0.44289073
ENSG00000110429,0.0,0.0,0.0,0.0,0.0,0.0,0.26908916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42548782
ENSG00000139637,0.0,0.0,0.0,0.34482506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000147123,0.7792244,0.9258385,1.2888863,0.9172969,0.7298571,1.0112988,0.9022301,1.1378303,0.0,0.0,0.71509767,0.0,0.8516644,1.0820792
ENSG00000072364,0.0,0.0,0.60026693,0.25400338,0.0,0.0,0.46785945,0.40681967,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112306,3.702417,4.466454,3.3423762,3.445906,3.4540718,3.3416398,3.8606458,3.9067483,3.7737072,3.0492272,3.6024904,4.052517,3.2319052,4.003847
ENSG00000157227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0487463
ENSG00000162244,3.1110601,3.5624113,2.5355396,2.5641375,2.6039371,2.4288518,3.033266,2.943803,2.9551463,2.0715451,2.7595072,3.4043636,2.3171132,3.315047
ENSG00000140497,0.0,0.0,0.0,0.0,0.0,0.0,0.26706976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34922183
ENSG00000100138,0.5401523,0.7519286,1.2893338,0.97787017,0.83626866,0.99363756,1.2968612,1.3190626,1.5501754,0.0,0.9157998,0.0,0.92846125,1.399795
ENSG00000143013,0.0,0.0,0.0,0.0,0.0,0.0,0.18530211,0.42607573,0.0,0.0,0.0,0.0,0.0,1.0799735
ENSG00000084090,0.0,0.0,0.0,0.0,0.0,0.0,0.45559785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000087448,0.0,0.0,0.0,0.2505927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100348,0.0,0.0,0.0,0.28869396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197061,0.0,0.0,0.0,0.64927906,0.333042,0.0,0.7085364,0.67016655,0.0,0.0,0.0,0.0,0.0,0.4671176
ENSG00000052795,0.0,0.0,0.5007014,0.13906242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
