reference,collection_name,dataset_title,normal_cell_count,total_cell_count,author_cell_type,embedding,first_author,journal,year,doi,collection_url,explorer_url,tissue,disease,collection_id,collection_version_id,dataset_id,dataset_version_id,is_preprint,revised_at,visibility,organism,filter_normal,metric,save_scores,save_cluster_summary,save_annotation,h5ad_url,tissue_ontology_term_id,assay_ontology_term_id,cell_type_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,sex_ontology_term_id,is_primary_data,donor_id_count,tissue_ontology_summary,assay_ontology_summary,cell_type_ontology_summary,disease_ontology_summary,sex_ontology_summary,development_stage_summary,organ,dataset,cluster_header,n_clusters,n_cells,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
unk,Construction of a human cell landscape at single-cell level,Construction of a human cell landscape at single-cell level,72090,599926,author_cell_type,X_umap,Han,Nature,2020,10.1038/s41586-020-2157-4,https://cellxgene.cziscience.com/collections/38833785-fac5-48fd-944a-0f62a4c23ed1,https://cellxgene.cziscience.com/e/2adb1f8a-a6b1-4909-8ee8-484814e2d4bf.cxg/,adipose tissue | adrenal gland | artery | ascending colon | bladder organ | blood | bone marrow | brain | cerebellum | chorionic villus | duodenum | embryonic stem cell | esophagus | eye | fallopian tube | gallbladder | heart | ileum | intestine | jejunum | kidney | liver | lung | muscle organ | omentum | ovary | pancreas | placenta | pleura | prostate gland | rectum | rib | sigmoid colon | skin of body | spinal cord | spleen | stomach | temporal lobe | testis | thymus | thyroid gland | trachea | transverse colon | umbilical cord blood | ureter | uterine cervix | uterus | vault of skull | vermiform appendix,normal,38833785-fac5-48fd-944a-0f62a4c23ed1,3386feb4-0595-4223-948d-44a57a78c7d4,2adb1f8a-a6b1-4909-8ee8-484814e2d4bf,74c3403a-451c-4a62-84e0-d8a8e45c7ea7,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/74c3403a-451c-4a62-84e0-d8a8e45c7ea7.h5ad,UBERON:0000160 | UBERON:0000945 | UBERON:0001043 | UBERON:0001052 | UBERON:0001154 | UBERON:0001156 | UBERON:0001157 | UBERON:0001159 | UBERON:0002114 | UBERON:0002115 | UBERON:0002116,EFO:0030002,CL:0000038 | CL:0000057 | CL:0000066 | CL:0000077 | CL:0000079 | CL:0000084 | CL:0000097 | CL:0000115 | CL:0000134 | CL:0000138 | CL:0000145 | CL:0000155 | CL:0000160 | CL:0000163 | CL:0000188 | CL:0000192 | CL:0000235 | CL:0000236 | CL:0000451 | CL:0000499 | CL:0000540 | CL:0000576 | CL:0000584 | CL:0000622 | CL:0000646 | CL:0000670 | CL:0000763 | CL:0000764 | CL:0000775 | CL:0000786 | CL:0000890 | CL:0002306 | CL:0002322 | CL:1000909 | CL:2000095,PATO:0000461,HsapDv:0000002 | HsapDv:0000047 | HsapDv:0000048 | HsapDv:0000049 | HsapDv:0000050 | HsapDv:0000135 | HsapDv:0000139 | HsapDv:0000141 | HsapDv:0000145 | HsapDv:0000146 | HsapDv:0000150 | HsapDv:0000153 | HsapDv:0000156 | HsapDv:0000158 | HsapDv:0000209,PATO:0000383 | PATO:0000384,TRUE,16,"""UBERON:0000160: 23",516; UBERON:0000945: 22,577; UBERON:0001157: 16,994; UBERON:0001043: 11,364; UBERON:0001052: 5,718; UBERON:0002115: 5,digestive_tract,digestive_tract_Han_2020,author_cell_type,34,72066,0.39346074783138524,0.327118368638724,0.3934104340116402,12,10,12,0.6383272673893992,0.6130760616465275
