clusterName,gene
Enterocyte progenitor,ENSG00000171747
Fetal enterocyte,ENSG00000125144
Fetal enterocyte,ENSG00000136810
Fetal enterocyte,ENSG00000177600
Fetal enterocyte,ENSG00000127184
Hepatocyte/Endodermal cell,ENSG00000110245
Hepatocyte/Endodermal cell,ENSG00000245532
Fetal epithelial progenitor,ENSG00000140319
Fetal epithelial progenitor,ENSG00000198755
Fetal epithelial progenitor,ENSG00000167526
B cell (Plasmocyte),ENSG00000132465
B cell,ENSG00000169442
B cell,ENSG00000019582
T cell,ENSG00000271503
T cell,ENSG00000205542
CB CD34+,ENSG00000103275
CB CD34+,ENSG00000128534
CB CD34+,ENSG00000196230
Mast cell,ENSG00000197253
Neutrophil,ENSG00000163221
Neutrophil,ENSG00000163993
Epithelial cell (intermediated),ENSG00000146674
Epithelial cell (intermediated),ENSG00000097021
Primordial germ cell,ENSG00000110492
Primordial germ cell,ENSG00000227081
Basal cell,ENSG00000196754
Stratified epithelial cell,ENSG00000161055
Goblet cell,ENSG00000160181
Gastric endocrine cell,ENSG00000011304
Gastric endocrine cell,ENSG00000225921
Gastric endocrine cell,ENSG00000113013
Gastric endocrine cell,ENSG00000155090
Gastric chief cell,ENSG00000256713
Gastric chief cell,ENSG00000096088
Fetal endocrine cell,ENSG00000100604
Epithelial cell,ENSG00000007306
Epithelial cell,ENSG00000091138
Enterocyte,ENSG00000166825
Enterocyte,ENSG00000233041
Monocyte,ENSG00000085265
Monocyte,ENSG00000163220
Monocyte,ENSG00000196154
Macrophage,ENSG00000173372
Macrophage,ENSG00000173369
M2 Macrophage,ENSG00000107798
M2 Macrophage,ENSG00000136279
Dendritic cell,ENSG00000196735
Dendritic cell,ENSG00000231389
Dendritic cell,ENSG00000223865
Fetal neuron,ENSG00000154277
Fetal neuron,ENSG00000067715
Endothelial cell,ENSG00000267107
Endothelial cell,ENSG00000169908
Endothelial cell (APC),ENSG00000213088
Endothelial cell (APC),ENSG00000165949
Smooth muscle cell,ENSG00000107796
Fetal Neuron,ENSG00000062716
Fetal Neuron,ENSG00000160307
Fetal stromal cell,ENSG00000204388
Fetal stromal cell,ENSG00000108821
Fetal mesenchymal progenitor,ENSG00000166598
Fetal mesenchymal progenitor,ENSG00000108821
Endothelial cell (endothelial to mesenchymal transition),ENSG00000142156
Endothelial cell (endothelial to mesenchymal transition),ENSG00000168542
Fibroblast,ENSG00000100234
Fibroblast,ENSG00000197766
Stromal cell,ENSG00000125730
Stromal cell,ENSG00000185201
