clusterName,NSForest_markers,f_score
Enterocyte progenitor,['ENSG00000171747'],0.4481363304158719
Fetal enterocyte,"['ENSG00000125144', 'ENSG00000136810', 'ENSG00000177600', 'ENSG00000127184']",0.0641025641025641
Hepatocyte/Endodermal cell,"['ENSG00000110245', 'ENSG00000245532']",0.3125
Fetal epithelial progenitor,"['ENSG00000140319', 'ENSG00000198755', 'ENSG00000167526']",0.3333333333333333
B cell (Plasmocyte),['ENSG00000132465'],0.9263403263403264
B cell,"['ENSG00000169442', 'ENSG00000019582']",0.5666985036612544
T cell,"['ENSG00000271503', 'ENSG00000205542']",0.6356288937531571
CB CD34+,"['ENSG00000103275', 'ENSG00000128534', 'ENSG00000196230']",0.5
Mast cell,['ENSG00000197253'],0.8497088791848617
Neutrophil,"['ENSG00000163221', 'ENSG00000163993']",0.6129032258064516
Epithelial cell (intermediated),"['ENSG00000146674', 'ENSG00000097021']",0.6818181818181818
Primordial germ cell,"['ENSG00000110492', 'ENSG00000227081']",0.5555555555555556
Basal cell,['ENSG00000196754'],0.8631697546319479
Stratified epithelial cell,['ENSG00000161055'],0.8506616257088847
Goblet cell,['ENSG00000160181'],0.7825563719280466
Gastric endocrine cell,"['ENSG00000011304', 'ENSG00000225921', 'ENSG00000113013', 'ENSG00000155090']",0.5555555555555556
Gastric chief cell,"['ENSG00000256713', 'ENSG00000096088']",0.9682176343707356
Fetal endocrine cell,['ENSG00000100604'],0.8765060240963856
Epithelial cell,"['ENSG00000007306', 'ENSG00000091138']",0.7198221092757306
Enterocyte,"['ENSG00000166825', 'ENSG00000233041']",0.6817008090893442
Monocyte,"['ENSG00000085265', 'ENSG00000163220', 'ENSG00000196154']",0.3094059405940594
Macrophage,"['ENSG00000173372', 'ENSG00000173369']",0.6702392047219633
M2 Macrophage,"['ENSG00000107798', 'ENSG00000136279']",0.7142857142857143
Dendritic cell,"['ENSG00000196735', 'ENSG00000231389', 'ENSG00000223865']",0.540722761596548
Fetal neuron,"['ENSG00000154277', 'ENSG00000067715']",0.9433962264150944
Endothelial cell,"['ENSG00000267107', 'ENSG00000169908']",0.3021148036253776
Endothelial cell (APC),"['ENSG00000213088', 'ENSG00000165949']",0.6988069150231312
Smooth muscle cell,['ENSG00000107796'],0.8275645059786029
Fetal Neuron,"['ENSG00000062716', 'ENSG00000160307']",0.6410256410256411
Fetal stromal cell,"['ENSG00000204388', 'ENSG00000108821']",0.1875
Fetal mesenchymal progenitor,"['ENSG00000166598', 'ENSG00000108821']",0.4545454545454545
Endothelial cell (endothelial to mesenchymal transition),"['ENSG00000142156', 'ENSG00000168542']",0.5072463768115942
Fibroblast,"['ENSG00000100234', 'ENSG00000197766']",0.7518579686209744
Stromal cell,"['ENSG00000125730', 'ENSG00000185201']",0.510958904109589
