author_cell_type,mean,std,median,count,q1,q3,f_score
Fetal endocrine cell,0.8852441952334537,0.17091578854546421,0.91611599757618,676,0.9006562051702861,0.9229351502447232,0.8765060240963856
Fetal neuron,0.8771720960575184,0.05650840099661721,0.9051819050181406,13,0.8776342547929302,0.9100883620593851,0.9433962264150944
Stratified epithelial cell,0.7729615748974422,0.1837794591321935,0.8141737172502084,838,0.7775542610186532,0.8366188695955635,0.8506616257088847
Gastric endocrine cell,0.7167679761576848,0.232313393474729,0.8104015324383663,5,0.8047031388728118,0.828080141578086,0.5555555555555556
Neutrophil,0.7620916646919096,0.18494860135618788,0.80766934234526,75,0.7595611426462658,0.8285664203836405,0.6129032258064516
Smooth muscle cell,0.5411809557084877,0.32875760711875596,0.6760307720476454,409,0.5849003667660285,0.7053972039592273,0.8275645059786029
B cell (Plasmocyte),0.6466955876144937,0.1354404197838572,0.6751657124668305,13094,0.6091720523045637,0.7224819366099365,0.9263403263403264
Epithelial cell (intermediated),0.5814126575567307,0.09911054895225994,0.604956179604702,6,0.5374065885526231,0.6374577247074236,0.6818181818181818
Mast cell,0.5300158441429672,0.2148787749466904,0.5942279940861233,600,0.48045056426679245,0.6546363619095311,0.8497088791848617
Basal cell,0.5455006078059639,0.1864232496873791,0.5914099358927745,3712,0.48512772759324174,0.6697296770302663,0.8631697546319479
Gastric chief cell,0.5225480078556035,0.19004211753400185,0.58228785163024,4973,0.4825707769069098,0.6376910214542757,0.9682176343707356
Fibroblast,0.4187129956748175,0.26752835150971016,0.5210699852862826,3958,0.39876405478574606,0.5683921069787603,0.7518579686209744
Epithelial cell,0.35704715490485,0.31260585648337025,0.4808123921889879,2306,0.35267506232303686,0.5269732362981105,0.7198221092757306
Enterocyte progenitor,0.396875011897362,0.22004080687042687,0.462161108859191,12163,0.3044138706299069,0.5560448916210158,0.4481363304158719
CB CD34+,0.2986086362379092,0.3458029799357039,0.44320934662653877,6,0.07529378956424278,0.5683512711167147,0.5
Fetal epithelial progenitor,0.31268806872168686,0.3989079986314299,0.4203775283859473,11,0.33986233654824344,0.506997257915948,0.3333333333333333
Enterocyte,0.3231406081974627,0.22289290494029831,0.3993035524148294,8668,0.2104297042979942,0.4769169559226068,0.6817008090893442
Monocyte,0.3037623600406131,0.22126234001566286,0.3876179432479411,136,0.26321767948250396,0.454920786503504,0.3094059405940594
Goblet cell,0.33396666907705647,0.21292559501377722,0.3847824732062396,4620,0.2715144446850202,0.4882931398997992,0.7825563719280466
Endothelial cell (APC),0.3176858100743312,0.19411207423598778,0.3796788953857193,1483,0.22172045036048932,0.4612155515683777,0.6988069150231312
B cell,0.19452951757811754,0.3419022280945513,0.3365077684436104,3067,0.12682966918765953,0.4110992267329111,0.5666985036612544
T cell,0.19765624215415442,0.3354456623862469,0.3281492878875668,2727,0.12282611684521941,0.421342850296556,0.6356288937531571
Fetal mesenchymal progenitor,-0.037179077585171354,0.46449648768419294,0.2156455882335011,7,-0.15651125695947288,0.2416647492380806,0.4545454545454545
Dendritic cell,0.06489299275549044,0.2709488464711391,0.20172532021174644,972,-0.18492382763389156,0.28771292009079363,0.540722761596548
M2 Macrophage,0.17330760028630007,0.1149733627236063,0.15338202168225495,6,0.11990683251898762,0.2707978435717364,0.7142857142857143
Hepatocyte/Endodermal cell,-0.07470465395937397,0.35574503650532974,0.11404180854739895,12,-0.5040591158019744,0.18234760736135586,0.3125
Macrophage,-0.10249151651789765,0.17800076656526514,-0.07759623788560185,1898,-0.19558596176003712,0.03300886690426485,0.6702392047219633
Endothelial cell,-0.10865823726057743,0.2180691778702242,-0.10742641644964004,174,-0.2764344196219078,0.1224205416141714,0.3021148036253776
Fetal enterocyte,-0.2562164423175989,0.2672154508627953,-0.11526871130151145,58,-0.542088072575928,-0.034557985572212575,0.0641025641025641
Stromal cell,-0.18268145381350392,0.22705495263535497,-0.1586920544047756,5284,-0.2664865956248008,-0.0051872194820876,0.510958904109589
Endothelial cell (endothelial to mesenchymal transition),-0.3780074870005609,0.26485064164721367,-0.332888295959124,37,-0.6688906686734125,-0.1507595962063342,0.5072463768115942
Fetal stromal cell,-0.4522035099475148,0.27445636477620855,-0.33758381942353266,48,-0.7896551843031764,-0.24004044202449507,0.1875
Fetal Neuron,-0.4713232793871642,0.20041182567300228,-0.3726641671260475,19,-0.7451744016713069,-0.31336723056766125,0.6410256410256411
Primordial germ cell,-0.6185769695066681,0.13469031697672607,-0.581941724697376,5,-0.5981499008499223,-0.5618344143702723,0.5555555555555556
