,Endothelial cell (lymphatic),Endothelial cell (vascular),Epithelial cell (alveolar type I),Epithelial cell (alveolar type II),Epithelial cell (basal),Epithelial cell (ciliated),Epithelial cell (club),Fibroblast,Immune (B cell),Immune (DC/macrophage),Immune (NK cell),Immune (T cell),Immune (alveolar macrophage),Immune (mast cell),Pericyte/SMC
GPM6A,2.3969865,0.0,2.3649213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WWC2,0.0,0.0,1.9054544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STOX2,2.5423687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.042117,0.0,0.0
SNX25,0.0,0.0,0.0,2.7499142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFAP96,0.0,0.0,0.0,0.0,0.0,2.2718453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAH5,0.0,0.0,0.0,0.0,0.0,2.1779046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIO,0.0,0.0,0.0,0.0,0.70688033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6710577,0.0,0.0
FBXL7,2.9232025,0.0,0.0,0.0,0.0,0.0,0.0,1.8202366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDZD2,0.0,0.0,1.8693316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPEF2,0.0,0.0,0.0,0.0,0.0,1.7765089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPLANE1,0.0,0.0,0.0,0.0,0.0,0.89026105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9951208,3.2158089,0.0,0.0,0.0
ARL15,0.0,2.3794656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8307148,0.0,0.0
PDE4D,0.0,0.0,2.1553228,4.1500154,3.0467474,3.1688046,3.205817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZSWIM6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0550659,0.0,0.0,1.1857815,0.0,0.0
MAST4,0.0,0.0,0.0,2.7058132,2.4375966,0.0,2.6579647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IQGAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.610659,0.0,0.0,0.0,0.0
SSBP2,0.0,0.0,0.0,0.0,2.0265174,1.5917587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEF2C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8531415,0.0,0.0,0.0,0.0,0.0,0.0
KIAA0825,0.0,0.0,0.0,0.0,0.0,2.256874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAM,0.0,0.0,2.0965147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFNA5,3.0579627,0.0,0.0,1.9362864,1.6334198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0618289,0.0
TMEM232,0.0,0.0,0.0,0.0,0.0,3.0735712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDC42SE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7928047,0.0,0.0,0.0,0.0
ARHGAP26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19085,0.0,0.0,1.2210155,0.0,0.0
CD74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4388847,0.0,0.0,0.0,0.0,0.0
EBF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7499142
RNF145,0.0,0.0,0.0,1.8395661,2.1294396,0.0,2.1226149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FABP6,0.0,0.0,0.0,0.0,0.0,1.635087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLIT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6393368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANBP17,0.0,0.0,2.4774687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.237695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7242525,0.0
FARS2,0.0,0.0,0.0,0.0,0.0,1.3058696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEDD9,0.0,0.0,1.70391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHACTR1,0.0,0.0,2.7242525,2.3157403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATXN1,0.0,0.0,1.8711891,1.4261292,0.0,1.707782,0.0,0.0,0.0,0.0,0.0,2.4779685,1.809477,0.0,0.0
CDKAL1,0.0,0.0,0.0,0.0,1.7674778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARMIL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.637325,0.0,0.0,0.0,0.0,0.0,0.0,1.8598843
HLA-C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6628337,0.0,0.0,0.0,0.0
HLA-B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8317204,0.0,1.8272045,0.0,0.0
FKBP5,0.0,2.705162,0.0,0.0,0.0,0.0,0.0,1.6881019,0.0,2.9069579,1.356834,3.1408665,2.5521228,0.0,2.4455945
ZFAND3,2.3265178,0.0,1.9777758,2.2677875,2.160213,1.7722654,2.113604,0.0,0.0,2.4809742,0.0,0.0,2.4726515,0.0,0.0
BTBD9,0.0,0.0,2.0526953,2.7875133,1.4731493,2.6810246,2.6390355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCND3,0.0,0.0,0.0,0.0,0.6445479,0.0,0.0,0.0,0.0,0.0,3.219295,2.816801,0.0,0.0,0.0
CLIC5,0.0,0.0,1.8417958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFHC1,0.0,0.0,0.0,0.0,0.0,1.6171625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DST,0.0,0.0,2.467039,0.0,0.0,0.0,0.0,2.952241,0.0,0.0,0.0,0.0,1.9853241,0.0,0.0
KHDRBS2,0.0,0.0,3.3401453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHIP,0.0,0.0,0.0,0.0,0.0,1.20972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN3,0.0,0.0,0.0,0.0,0.0,1.6388001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1040642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARMC2,0.0,0.0,0.0,0.0,0.0,1.7874064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AK9,0.0,0.0,0.0,0.0,0.0,1.7453012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REV3L,0.0,0.0,0.0,0.0,0.0,1.5169525,0.0,1.775898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FYN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8868234,2.8065128,0.0,0.0,0.0
THEMIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7097318,0.0,0.0,0.0
PTPRK,0.0,0.0,0.0,2.4218729,1.8361691,1.9015675,2.0727763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6913939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.745037,0.0,0.0,0.0,0.0
PDE7B,2.3525558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTRN,2.5018048,0.0,2.6564083,1.7619747,2.039666,1.4754715,1.7477483,0.0,0.0,0.0,2.7695317,0.0,1.0966163,0.0,0.0
ADGB,0.0,0.0,0.0,0.0,0.0,2.2168407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SASH1,2.6588748,2.678863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC170,0.0,0.0,0.0,0.0,0.0,1.6507943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYNE1,0.0,0.0,0.0,2.127809,0.0,2.8532295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARID1B,2.1612787,0.0,1.6323872,1.8855101,1.982367,1.560044,2.0918336,1.9413884,2.5031042,0.0,0.0,0.0,1.507118,0.0,2.068839
SYTL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9891067,0.0
PACRG,0.0,0.0,0.0,0.0,0.0,2.7651205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QKI,0.0,0.0,2.3196592,0.0,0.0,0.0,0.0,0.0,0.0,2.2029338,0.0,0.0,2.0568485,0.0,0.0
SDK1,0.0,0.0,0.0,0.0,0.0,2.5348399,0.0,2.6663175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDAC9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5192611,0.0,0.0,0.0,0.0,0.0,0.0
DNAH11,0.0,0.0,0.0,0.0,0.0,2.9190335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAPGEF5,0.0,0.0,0.0,1.5818586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAZF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7862988,0.0,0.0,0.0,0.0
CHN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5753508,0.0
BBS9,0.0,0.0,0.0,0.0,0.0,1.7013446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AOAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2446148,0.0,0.0,0.0,0.0
ELMO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8123772,0.0,2.0012033,0.0,0.0,1.6484729,0.0,0.0
AUTS2,2.4509158,0.0,0.0,3.1158116,1.6334198,0.0,2.3662357,1.9899442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALNT17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1171422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9373031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIP1,0.0,0.0,1.6222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5667975
CCDC146,0.0,0.0,0.0,0.0,0.0,2.0521095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAGI2,0.0,0.0,1.7838869,0.0,0.0,0.0,0.0,2.3519201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD36,3.2443767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEMA3A,2.898817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK14,0.0,0.0,0.0,0.0,0.0,0.0,1.8454982,0.0,2.5175958,0.0,0.0,0.0,0.0,0.0,0.0
AKAP9,0.0,0.0,0.0,0.0,0.0,2.3059478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP1R9A,0.0,0.0,0.0,1.662695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUX1,0.0,0.0,2.6345193,1.823711,0.4796344,0.0,1.8018401,2.0196865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXL13,0.0,0.0,0.0,0.0,0.0,1.805431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDHR3,0.0,0.0,0.0,0.0,0.0,2.972866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMMP2L,0.0,0.0,1.9115686,1.9799247,2.4624283,0.0,2.1634989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4190707
DOCK4,0.0,2.7269187,2.628834,0.0,0.0,2.168941,0.0,3.077691,0.0,2.357095,0.0,0.0,1.7928019,0.0,0.0
FOXP2,0.0,0.0,0.0,1.9120598,0.0,2.3540769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAV2,0.0,0.0,1.8591979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAV1,0.0,0.0,2.488029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CADPS2,0.0,0.0,0.0,2.3649213,0.0,0.0,2.305109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXOC4,0.0,0.0,0.0,1.6527255,0.88278997,2.136838,1.8898861,0.0,0.0,0.0,0.0,0.0,1.7059355,0.0,0.0
LRGUK,0.0,0.0,0.0,0.0,0.0,1.1627282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8716798
TBXAS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5247402,0.0,0.0,2.2350817,0.0,0.0
BRAF,0.0,0.0,0.0,1.6609657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8438175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8227344,0.0,0.0,2.6688116,0.0,0.0
DMD,0.0,0.0,0.0,0.0,0.0,2.3722057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.003556
CFAP47,0.0,0.0,0.0,0.0,0.0,2.4741592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIAPH2,0.0,0.0,2.197936,2.3124542,0.0,0.0,0.0,2.6750803,0.0,0.0,0.0,0.0,2.099337,0.0,2.3132746
CTSB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8386761,0.0,0.0,0.0,0.0,0.0
DLC1,0.0,0.0,2.316976,2.2173874,0.0,0.0,0.0,2.430336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8787832,0.0,0.0
MTUS1,0.0,0.0,0.0,2.439362,0.0,0.0,1.6935091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2568853,0.0,0.0
SFTPC,0.0,0.0,0.0,4.6647606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEBP4,0.0,0.0,0.0,1.5231826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOCK5,2.6369543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBPMS,0.0,0.0,0.0,2.1803377,1.6982853,0.0,2.2741864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9268026
RAB11FIP1,0.0,0.0,2.7830806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TACC1,0.0,0.0,1.908872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3132746
SPIDR,0.0,0.0,0.0,2.0345666,2.0233824,1.8693316,2.3042974,0.0,0.0,0.0,0.0,0.0,2.1915557,0.0,0.0
TOX,0.0,0.0,0.0,1.8869339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP1R42,0.0,0.0,0.0,0.0,0.0,1.6400622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSPP1,0.0,0.0,0.0,0.0,0.0,1.9207118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8orf34,0.0,0.0,0.0,1.8001418,0.0,2.6180656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9042375,0.0,0.0
NDUFAF6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0863578,0.0,0.0,0.0,0.0,0.0,0.0
NCALD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6242537,0.0,0.0,0.0,0.0
ZFPM2,2.8510878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGPT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.067632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKHD1L1,3.7712162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXT1,0.0,0.0,2.5163279,0.0,0.0,0.0,2.1037555,2.469016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMD12,0.0,0.0,1.5550936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNTB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6441796,0.0,0.0
NSMCE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563396,0.0,0.0
CYRIB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3459196,2.871685,0.0,1.372358,0.0,0.0
ASAP1,2.7149854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9799247,0.0,0.0
PTK2,0.0,0.0,0.0,0.0,1.9633112,0.0,1.9175023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOCK8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5041296,2.5742302,0.0,0.0,2.6675632,0.0,0.0
KANK1,0.0,0.0,0.0,2.150279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RFX3,0.0,0.0,0.0,0.0,0.0,2.9004393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLIS3,0.0,0.0,0.0,0.0,2.06677,2.0444589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRD,0.0,0.0,0.0,0.0,0.0,0.0,1.9008412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFIB,2.202221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BNC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1831274,0.0,0.0,0.0,0.0,0.0,2.5158048,0.0
DENND4C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3430784,0.0,0.0
DNAI1,0.0,0.0,0.0,0.0,0.0,1.9036481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL21,2.7691271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNC13B,0.0,0.0,2.0230937,2.1894403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZCCHC7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0796862,0.0,0.0,0.0,0.0,0.0,0.0
CNTNAP3B,2.4640965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIP5K1B,0.0,0.0,0.0,1.6949587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAMDC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1359959,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNA14,0.0,0.0,0.0,0.0,0.0,1.8252382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNAQ,0.0,0.0,2.2986348,2.0056427,0.0,1.7336822,1.7538316,0.0,0.0,2.8205047,0.0,0.0,2.3634663,0.0,0.0
AOPEP,0.0,0.0,0.0,0.0,1.861038,1.9519349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVEP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.609371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STRBP,0.0,0.0,0.0,0.0,0.0,2.1677318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCAI,0.0,0.0,1.7709217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTRH1,0.0,0.0,0.0,0.0,0.0,1.282587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFAP157,0.0,0.0,0.0,0.0,0.0,2.5411005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFL7,0.0,2.2399416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STK33,0.0,0.0,0.0,0.0,0.0,3.195932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBF2,2.4961743,0.0,0.0,0.0,0.0,0.0,0.0,2.0887418,0.0,1.8462759,0.0,0.0,1.9421482,0.0,0.0
GALNT18,0.0,2.313686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAV2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7444491,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCDC1,0.0,0.0,0.0,0.0,0.0,2.63332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIPK3,0.0,0.0,0.0,0.0,0.0,1.6234343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7265224,2.7163024,0.0
CSTPP1,0.0,0.0,0.0,0.0,0.0,2.0115101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CELF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5339303,0.0,0.0
MS4A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4153492,0.0
FTH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8289576,0.0,0.0,2.049153,0.0,0.0
RAD9A,0.0,0.0,0.0,0.0,0.0,1.2773597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHANK2,0.0,0.0,1.8798423,0.0,0.0,2.4350748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCHSD2,0.0,2.182444,0.0,0.0,0.0,0.0,0.0,0.0,3.11833,2.1873305,0.0,0.0,0.0,0.0,0.0
ACER3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9618496,0.0,0.0
DLG2,0.0,0.0,0.0,3.0445225,0.0,0.0,0.0,2.4885366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PICALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1993608,0.0,0.0,1.772846,0.0,0.0
MAML2,2.4890423,0.0,1.8998735,0.0,1.9473153,2.652926,2.5428975,2.7130113,0.0,2.713668,0.0,0.0,2.8499343,0.0,0.0
CEP126,0.0,0.0,0.0,0.0,0.0,1.810127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YAP1,0.0,0.0,0.0,0.0,0.7532856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYNC2H1,0.0,0.0,0.0,0.0,0.0,2.1142464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZBTB16,0.0,2.7012634,0.0,1.4769392,1.8492494,0.0,0.0,2.7798848,0.0,0.0,0.0,0.0,0.0,0.0,2.614342
CADM1,0.0,0.0,2.93464,2.3596954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIK3,0.0,0.0,0.0,0.0,1.3431823,1.9120604,0.0,0.0,0.0,0.0,0.0,0.0,1.5367887,0.0,0.0
NTM,0.0,0.0,3.6905527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CELF2,0.0,0.0,2.777053,2.5273862,0.0,0.0,0.0,2.5603466,0.0,2.605588,3.219295,3.199873,2.132383,2.6381292,0.0
CAMK1D,0.0,0.0,0.0,2.5821044,0.0,0.0,0.0,0.0,1.2542579,0.0,0.0,0.0,2.0578904,0.0,0.0
FRMD4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4184494,0.0,0.0
ITGA8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2996502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.373705,0.0,0.0
CACNB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.675395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLXDC2,2.328196,0.0,0.0,0.0,0.0,0.0,0.0,3.2091732,0.0,3.8078365,0.0,0.0,3.7023647,0.0,0.0
NEBL,0.0,0.0,3.0794706,2.3852644,0.0,0.0,0.0,2.0685372,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPAG6,0.0,0.0,0.0,0.0,0.0,1.6099181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIP4K2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9865503,0.0,0.0,0.0,0.0
ARMC3,0.0,0.0,0.0,0.0,0.0,2.0910559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
