cluster,count
Epithelial cell (alveolar type II),15103
Epithelial cell (alveolar type I),7274
Immune (alveolar macrophage),5121
Endothelial cell (vascular),2412
Fibroblast,1476
Immune (DC/macrophage),921
Epithelial cell (ciliated),896
Epithelial cell (club),660
Immune (T cell),613
Endothelial cell (lymphatic),334
Pericyte/SMC,163
Epithelial cell (basal),142
Immune (mast cell),57
Immune (B cell),56
Immune (NK cell),56
