,Endothelial cell (lymphatic),Endothelial cell (vascular),Epithelial cell (alveolar type I),Epithelial cell (alveolar type II),Epithelial cell (basal),Epithelial cell (ciliated),Epithelial cell (club),Fibroblast,Immune (B cell),Immune (DC/macrophage),Immune (NK cell),Immune (T cell),Immune (alveolar macrophage),Immune (mast cell),Pericyte/SMC
ENSG00000151718,0.0,0.0,1.9054544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173320,2.5423687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000151726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.042117,0.0,0.0
ENSG00000109762,0.0,0.0,0.0,2.7499142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000205129,0.0,0.0,0.0,0.0,0.0,2.2718453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000039139,0.0,0.0,0.0,0.0,0.0,2.1779046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000038382,0.0,0.0,0.0,0.0,0.70688033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6710577,0.0,0.0
ENSG00000183580,2.9232025,0.0,0.0,0.0,0.0,0.0,0.0,1.8202366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133401,0.0,0.0,1.8693316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152582,0.0,0.0,0.0,0.0,0.0,1.7765089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197603,0.0,0.0,0.0,0.0,0.0,0.89026105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000151883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9951208,3.2158089,0.0,0.0,0.0
ENSG00000185305,0.0,2.3794656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8307148,0.0,0.0
ENSG00000113448,0.0,0.0,2.1553228,4.1500154,3.0467474,3.1688046,3.205817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0550659,0.0,0.0,1.1857815,0.0,0.0
ENSG00000069020,0.0,0.0,0.0,2.7058132,2.4375966,0.0,2.6579647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.610659,0.0,0.0,0.0,0.0
ENSG00000145687,0.0,0.0,0.0,0.0,2.0265174,1.5917587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000081189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8531415,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185261,0.0,0.0,0.0,0.0,0.0,2.256874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145730,0.0,0.0,2.0965147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184349,3.0579627,0.0,0.0,1.9362864,1.6334198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000151422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0618289,0.0
ENSG00000186952,0.0,0.0,0.0,0.0,0.0,3.0735712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7928047,0.0,0.0,0.0,0.0
ENSG00000145819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19085,0.0,0.0,1.2210155,0.0,0.0
ENSG00000019582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4388847,0.0,0.0,0.0,0.0,0.0
ENSG00000164330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7499142
ENSG00000145860,0.0,0.0,0.0,1.8395661,2.1294396,0.0,2.1226149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170231,0.0,0.0,0.0,0.0,0.0,1.635087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6393368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204764,0.0,0.0,2.4774687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.237695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000113269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7242525,0.0
ENSG00000145982,0.0,0.0,0.0,0.0,0.0,1.3058696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111859,0.0,0.0,1.70391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112137,0.0,0.0,2.7242525,2.3157403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124788,0.0,0.0,1.8711891,1.4261292,0.0,1.707782,0.0,0.0,0.0,0.0,0.0,2.4779685,1.809477,0.0,0.0
ENSG00000145996,0.0,0.0,0.0,0.0,1.7674778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000079691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.637325,0.0,0.0,0.0,0.0,0.0,0.0,1.8598843
ENSG00000204525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6628337,0.0,0.0,0.0,0.0
ENSG00000234745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8317204,0.0,1.8272045,0.0,0.0
ENSG00000096060,0.0,2.705162,0.0,0.0,0.0,0.0,0.0,1.6881019,0.0,2.9069579,1.356834,3.1408665,2.5521228,0.0,2.4455945
ENSG00000156639,2.3265178,0.0,1.9777758,2.2677875,2.160213,1.7722654,2.113604,0.0,0.0,2.4809742,0.0,0.0,2.4726515,0.0,0.0
ENSG00000183826,0.0,0.0,2.0526953,2.7875133,1.4731493,2.6810246,2.6390355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112576,0.0,0.0,0.0,0.0,0.6445479,0.0,0.0,0.0,0.0,0.0,3.219295,2.816801,0.0,0.0,0.0
ENSG00000112782,0.0,0.0,1.8417958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000096093,0.0,0.0,0.0,0.0,0.0,1.6171625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000151914,0.0,0.0,2.467039,0.0,0.0,0.0,0.0,2.952241,0.0,0.0,0.0,0.0,1.9853241,0.0,0.0
ENSG00000112232,0.0,0.0,3.3401453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000146247,0.0,0.0,0.0,0.0,0.0,1.20972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118418,0.0,0.0,0.0,0.0,0.0,1.6388001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1040642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118690,0.0,0.0,0.0,0.0,0.0,1.7874064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000155085,0.0,0.0,0.0,0.0,0.0,1.7453012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000009413,0.0,0.0,0.0,0.0,0.0,1.5169525,0.0,1.775898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000010810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8868234,2.8065128,0.0,0.0,0.0
ENSG00000172673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7097318,0.0,0.0,0.0
ENSG00000152894,0.0,0.0,0.0,2.4218729,1.8361691,1.9015675,2.0727763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6913939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.745037,0.0,0.0,0.0,0.0
ENSG00000171408,2.3525558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152818,2.5018048,0.0,2.6564083,1.7619747,2.039666,1.4754715,1.7477483,0.0,0.0,0.0,2.7695317,0.0,1.0966163,0.0,0.0
ENSG00000118492,0.0,0.0,0.0,0.0,0.0,2.2168407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111961,2.6588748,2.678863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120262,0.0,0.0,0.0,0.0,0.0,1.6507943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000131018,0.0,0.0,0.0,2.127809,0.0,2.8532295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000049618,2.1612787,0.0,1.6323872,1.8855101,1.982367,1.560044,2.0918336,1.9413884,2.5031042,0.0,0.0,0.0,1.507118,0.0,2.068839
ENSG00000164674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9891067,0.0
ENSG00000112530,0.0,0.0,0.0,0.0,0.0,2.7651205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112531,0.0,0.0,2.3196592,0.0,0.0,0.0,0.0,0.0,0.0,2.2029338,0.0,0.0,2.0568485,0.0,0.0
ENSG00000146555,0.0,0.0,0.0,0.0,0.0,2.5348399,0.0,2.6663175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000048052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5192611,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000105877,0.0,0.0,0.0,0.0,0.0,2.9190335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136237,0.0,0.0,0.0,1.5818586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000153814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7862988,0.0,0.0,0.0,0.0
ENSG00000106069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5753508,0.0
ENSG00000122507,0.0,0.0,0.0,0.0,0.0,1.7013446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2446148,0.0,0.0,0.0,0.0
ENSG00000155849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8123772,0.0,2.0012033,0.0,0.0,1.6484729,0.0,0.0
ENSG00000158321,2.4509158,0.0,0.0,3.1158116,1.6334198,0.0,2.3662357,1.9899442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1171422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000049540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9373031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127946,0.0,0.0,1.6222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5667975
ENSG00000135205,0.0,0.0,0.0,0.0,0.0,2.0521095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187391,0.0,0.0,1.7838869,0.0,0.0,0.0,0.0,2.3519201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135218,3.2443767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000075213,2.898817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000058091,0.0,0.0,0.0,0.0,0.0,0.0,1.8454982,0.0,2.5175958,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127914,0.0,0.0,0.0,0.0,0.0,2.3059478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158528,0.0,0.0,0.0,1.662695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000257923,0.0,0.0,2.6345193,1.823711,0.4796344,0.0,1.8018401,2.0196865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000161040,0.0,0.0,0.0,0.0,0.0,1.805431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000128536,0.0,0.0,0.0,0.0,0.0,2.972866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184903,0.0,0.0,1.9115686,1.9799247,2.4624283,0.0,2.1634989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4190707
ENSG00000128512,0.0,2.7269187,2.628834,0.0,0.0,2.168941,0.0,3.077691,0.0,2.357095,0.0,0.0,1.7928019,0.0,0.0
ENSG00000128573,0.0,0.0,0.0,1.9120598,0.0,2.3540769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000105971,0.0,0.0,1.8591979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000105974,0.0,0.0,2.488029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000081803,0.0,0.0,0.0,2.3649213,0.0,0.0,2.305109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000131558,0.0,0.0,0.0,1.6527255,0.88278997,2.136838,1.8898861,0.0,0.0,0.0,0.0,0.0,1.7059355,0.0,0.0
ENSG00000155530,0.0,0.0,0.0,0.0,0.0,1.1627282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000122786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8716798
ENSG00000059377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5247402,0.0,0.0,2.2350817,0.0,0.0
ENSG00000157764,0.0,0.0,0.0,1.6609657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000047648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8438175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8227344,0.0,0.0,2.6688116,0.0,0.0
ENSG00000198947,0.0,0.0,0.0,0.0,0.0,2.3722057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.003556
ENSG00000165164,0.0,0.0,0.0,0.0,0.0,2.4741592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000147202,0.0,0.0,2.197936,2.3124542,0.0,0.0,0.0,2.6750803,0.0,0.0,0.0,0.0,2.099337,0.0,2.3132746
ENSG00000164733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8386761,0.0,0.0,0.0,0.0,0.0
ENSG00000164741,0.0,0.0,2.316976,2.2173874,0.0,0.0,0.0,2.430336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000038945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8787832,0.0,0.0
ENSG00000129422,0.0,0.0,0.0,2.439362,0.0,0.0,1.6935091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000156011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2568853,0.0,0.0
ENSG00000168484,0.0,0.0,0.0,4.6647606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134020,0.0,0.0,0.0,1.5231826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000147459,2.6369543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157110,0.0,0.0,0.0,2.1803377,1.6982853,0.0,2.2741864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9268026
ENSG00000156675,0.0,0.0,2.7830806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000147526,0.0,0.0,1.908872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3132746
ENSG00000164808,0.0,0.0,0.0,2.0345666,2.0233824,1.8693316,2.3042974,0.0,0.0,0.0,0.0,0.0,2.1915557,0.0,0.0
ENSG00000198846,0.0,0.0,0.0,1.8869339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000178125,0.0,0.0,0.0,0.0,0.0,1.6400622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104218,0.0,0.0,0.0,0.0,0.0,1.9207118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000165084,0.0,0.0,0.0,1.8001418,0.0,2.6180656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000076641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9042375,0.0,0.0
ENSG00000156170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0863578,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6242537,0.0,0.0,0.0,0.0
ENSG00000169946,2.8510878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000154188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.067632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000205038,3.7712162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182197,0.0,0.0,2.5163279,0.0,0.0,0.0,2.1037555,2.469016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177570,0.0,0.0,1.5550936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6441796,0.0,0.0
ENSG00000156831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.563396,0.0,0.0
ENSG00000153310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3459196,2.871685,0.0,1.372358,0.0,0.0
ENSG00000153317,2.7149854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9799247,0.0,0.0
ENSG00000169398,0.0,0.0,0.0,0.0,1.9633112,0.0,1.9175023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000107099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5041296,2.5742302,0.0,0.0,2.6675632,0.0,0.0
ENSG00000107104,0.0,0.0,0.0,2.150279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000080298,0.0,0.0,0.0,0.0,0.0,2.9004393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000107249,0.0,0.0,0.0,0.0,2.06677,2.0444589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000153707,0.0,0.0,0.0,0.0,0.0,0.0,1.9008412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000147862,2.202221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1831274,0.0,0.0,0.0,0.0,0.0,2.5158048,0.0
ENSG00000137145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3430784,0.0,0.0
ENSG00000122735,0.0,0.0,0.0,0.0,0.0,1.9036481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137077,2.7691271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198722,0.0,0.0,2.0230937,2.1894403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000147905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0796862,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000154529,2.4640965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000107242,0.0,0.0,0.0,1.6949587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000165072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1359959,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000156049,0.0,0.0,0.0,0.0,0.0,1.8252382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000156052,0.0,0.0,2.2986348,2.0056427,0.0,1.7336822,1.7538316,0.0,0.0,2.8205047,0.0,0.0,2.3634663,0.0,0.0
ENSG00000148120,0.0,0.0,0.0,0.0,1.861038,1.9519349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000165124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.609371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000165209,0.0,0.0,0.0,0.0,0.0,2.1677318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173611,0.0,0.0,1.7709217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187024,0.0,0.0,0.0,0.0,0.0,1.282587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160401,0.0,0.0,0.0,0.0,0.0,2.5411005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172889,0.0,2.2399416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130413,0.0,0.0,0.0,0.0,0.0,3.195932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133812,2.4961743,0.0,0.0,0.0,0.0,0.0,0.0,2.0887418,0.0,1.8462759,0.0,0.0,1.9421482,0.0,0.0
ENSG00000110328,0.0,2.313686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000166833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7444491,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170959,0.0,0.0,0.0,0.0,0.0,2.63332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000110422,0.0,0.0,0.0,0.0,0.0,1.6234343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000026508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7265224,2.7163024,0.0
ENSG00000149179,0.0,0.0,0.0,0.0,0.0,2.0115101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000149187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5339303,0.0,0.0
ENSG00000149534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4153492,0.0
ENSG00000167996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8289576,0.0,0.0,2.049153,0.0,0.0
ENSG00000172613,0.0,0.0,0.0,0.0,0.0,1.2773597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162105,0.0,0.0,1.8798423,0.0,0.0,2.4350748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137478,0.0,2.182444,0.0,0.0,0.0,0.0,0.0,0.0,3.11833,2.1873305,0.0,0.0,0.0,0.0,0.0
ENSG00000078124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9618496,0.0,0.0
ENSG00000150672,0.0,0.0,0.0,3.0445225,0.0,0.0,0.0,2.4885366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000073921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1993608,0.0,0.0,1.772846,0.0,0.0
ENSG00000184384,2.4890423,0.0,1.8998735,0.0,1.9473153,2.652926,2.5428975,2.7130113,0.0,2.713668,0.0,0.0,2.8499343,0.0,0.0
ENSG00000110318,0.0,0.0,0.0,0.0,0.0,1.810127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137693,0.0,0.0,0.0,0.0,0.7532856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187240,0.0,0.0,0.0,0.0,0.0,2.1142464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109906,0.0,2.7012634,0.0,1.4769392,1.8492494,0.0,0.0,2.7798848,0.0,0.0,0.0,0.0,0.0,0.0,2.614342
ENSG00000182985,0.0,0.0,2.93464,2.3596954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160584,0.0,0.0,0.0,0.0,1.3431823,1.9120604,0.0,0.0,0.0,0.0,0.0,0.0,1.5367887,0.0,0.0
ENSG00000182667,0.0,0.0,3.6905527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000048740,0.0,0.0,2.777053,2.5273862,0.0,0.0,0.0,2.5603466,0.0,2.605588,3.219295,3.199873,2.132383,2.6381292,0.0
ENSG00000183049,0.0,0.0,0.0,2.5821044,0.0,0.0,0.0,0.0,1.2542579,0.0,0.0,0.0,2.0578904,0.0,0.0
ENSG00000151474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4184494,0.0,0.0
