,act_CD4,act_CD8,act_unassigned,rest_CD4,rest_CD8,rest_unassigned
PSME2,0.8287450790405273,0.8,0.0,0.0,0.0,0.0
ISG20,0.8,0.0,0.0,0.9246690511703491,0.0,0.0
CALM2,0.2623519659042358,0.2797157406806946,0.23530784845352173,0.2,0.22963693141937255,0.0
SFPQ,1.0,0.0,0.0,0.0,0.0,0.0
SAP18,0.8,0.8200222849845886,0.0,0.0,0.0,0.0
HOPX,0.0,1.0,0.0,0.0,0.0,0.0
FKBP8,0.0,1.0,0.0,0.0,0.0,0.0
RPLP1,0.02180370092391968,0.0,0.015820848941802978,0.029458487033843996,0.002904665470123291,0.008554983139038085
ARPC3,0.4268957734107971,0.5018139600753784,0.0,0.4,0.4448090076446533,0.0
ATP5PF,0.8,0.8160459876060486,0.0,0.0,0.0,0.0
HNRNPC,0.8240965127944946,0.8,0.0,0.0,0.0,0.0
SSR4,0.4562164068222046,0.5337123036384582,0.0,0.4,0.4335209488868713,0.0
IRF1,1.0,0.0,0.0,0.0,0.0,0.0
TYMP,0.8,0.8487944841384888,0.0,0.0,0.0,0.0
UQCRH,0.807218587398529,0.8,0.0,0.0,0.0,0.0
SRGN,0.3745739579200745,0.44430636167526244,0.22931970357894899,0.2,0.2624699711799622,0.0
SNRPB2,0.8316941261291504,0.8,0.0,0.0,0.0,0.0
RPS14,0.01601775884628296,0.0,0.03235018253326416,0.0659860610961914,0.014940547943115234,0.0482213020324707
ENSG00000225067,0.6,0.0,0.6898140430450439,0.6539095759391784,0.0,0.0
RPL36,0.05468995571136474,0.0,0.04707151651382446,0.06886646747589112,0.001530921459197998,0.04381113052368164
CYTIP,0.8,0.8344101309776306,0.0,0.0,0.0,0.0
CAPZB,0.0,1.0,0.0,0.0,0.0,0.0
BOLA2B,0.8,0.8152771472930909,0.0,0.0,0.0,0.0
HSP90AA1,0.8201476812362671,0.8,0.0,0.0,0.0,0.0
SERP1,0.690992558002472,0.6800996780395507,0.0,0.6,0.0,0.0
DBI,0.8,0.8196598052978515,0.0,0.0,0.0,0.0
H3-3A,0.10338590145111085,0.09485245943069458,0.0,0.026621007919311525,0.07095866203308106,0.005657947063446045
ENSG00000189343,0.8,0.0,0.8666074872016907,0.0,0.0,0.0
EEF1D,0.0171566367149353,0.0,0.03966798782348633,0.16921967267990112,0.037881743907928464,0.07671998739242554
CXCR4,0.0,0.0,0.0,0.8,0.8217077016830444,0.0
CALM1,0.2315173864364624,0.30256197452545164,0.2,0.21234688758850098,0.2629431486129761,0.0
PCED1B-AS1,1.0,0.0,0.0,0.0,0.0,0.0
RPL15,0.027157688140869142,0.0,0.060401427745819095,0.045330142974853514,0.0033220887184143067,0.026133716106414795
RSL24D1,0.6182683944702149,0.6259020566940308,0.6,0.0,0.0,0.0
TAGLN2,0.8,0.809902012348175,0.0,0.0,0.0,0.0
COX5B,0.6351402759552002,0.6726244449615478,0.0,0.0,0.6,0.0
COMMD6,0.2,0.20654058456420898,0.3340248346328735,0.29043850898742674,0.27346842288970946,0.0
HSP90AB1,0.680868136882782,0.6425459861755372,0.6,0.0,0.0,0.0
ABRACL,1.0,0.0,0.0,0.0,0.0,0.0
HLA-E,0.11893775463104247,0.0573600172996521,0.04352952241897583,0.029367661476135253,0.03498053550720215,0.0
RAC1,0.8,0.8242103219032287,0.0,0.0,0.0,0.0
SUMO2,0.15785917043685913,0.12708890438079834,0.032987022399902345,0.05075469017028809,0.10674049854278564,0.0
SOCS1,1.0,0.0,0.0,0.0,0.0,0.0
NDUFS5,0.8,0.8033977150917053,0.0,0.0,0.0,0.0
ATP5F1E,0.100369131565094,0.1270107865333557,0.0054389357566833494,0.00891793966293335,0.06476984024047852,0.0
RPL28,0.0294389009475708,0.0008420109748840332,0.009607172012329102,0.03756735324859619,0.0,0.030425000190734863
CMPK1,1.0,0.0,0.0,0.0,0.0,0.0
ATP5F1B,0.808216655254364,0.8,0.0,0.0,0.0,0.0
SRSF2,0.8274342894554139,0.8,0.0,0.0,0.0,0.0
ATP5MC3,0.8,0.8143151998519897,0.0,0.0,0.0,0.0
SNRPD2,0.27463780641555785,0.28740633726119996,0.2,0.2021057724952698,0.22895206212997438,0.0
UQCR11,0.07613096237182618,0.13526644706726074,0.022377431392669678,0.02168353796005249,0.12341184616088867,0.0
RPS9,0.05232845544815064,0.0,0.05367602109909057,0.05950530767440796,0.0035020947456359864,0.03659290075302124
SNRPF,1.0,0.0,0.0,0.0,0.0,0.0
RPL37,0.07826852798461914,0.0,0.025914275646209718,0.07215265035629273,0.00011688470840454102,0.04253339767456055
EIF4G2,0.8339991927146911,0.8,0.0,0.0,0.0,0.0
DDX18,1.0,0.0,0.0,0.0,0.0,0.0
RPS15A,0.031458818912506105,0.0,0.06645733118057251,0.07541999816894532,0.014679288864135743,0.06270753145217896
EIF3H,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000237550,0.07882671356201172,0.0,0.14371991157531738,0.10332523584365845,0.004757297039031982,0.08199175596237182
ENO1,0.40835692882537844,0.41480077505111695,0.26445218324661257,0.2,0.21454662084579468,0.0
APRT,0.5129109859466553,0.47345585823059083,0.4297361373901367,0.4,0.0,0.0
ARHGDIA,0.8,0.828126323223114,0.0,0.0,0.0,0.0
MT-CO2,0.0020418524742126464,0.0647234559059143,0.0,0.026492822170257568,0.129700767993927,0.05504277944564819
CDC42,0.6283519744873047,0.6692479491233826,0.0,0.0,0.6,0.0
ARLN,0.0,1.0,0.0,0.0,0.0,0.0
UXT,1.0,0.0,0.0,0.0,0.0,0.0
CD2,0.44572632312774657,0.5046309471130371,0.0,0.4,0.497773265838623,0.0
CLIC1,0.6,0.7122742652893066,0.0,0.0,0.6034115314483642,0.0
ID2,0.0,1.0,0.0,0.0,0.0,0.0
SERF2,0.01614644527435303,0.07290807962417603,0.00020543336868286132,0.0,0.10475646257400513,0.0066680431365966795
HCST,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000233913,0.8,0.0,0.0,0.8680015683174134,0.0,0.0
RPS19,0.018979907035827637,0.0,0.0640110731124878,0.043694281578063966,0.010026812553405762,0.02288193702697754
S100A11,0.21943466663360595,0.3563939809799194,0.0,0.2581855297088623,0.3685376763343811,0.2
RPS29,0.02249464988708496,0.0,0.039304566383361814,0.03621431589126587,0.007023668289184571,0.0357660174369812
RPL19,0.03826284408569336,0.0,0.04395747184753418,0.0580483078956604,0.003952300548553467,0.036317074298858644
UBE2I,0.8449753642082214,0.8,0.0,0.0,0.0,0.0
RPL22,0.07822821140289307,0.00672835111618042,0.085006844997406,0.09324153661727905,0.0,0.047599267959594724
NICOL1,0.0,1.0,0.0,0.0,0.0,0.0
RPL6,0.07411026954650879,0.0051587939262390135,0.0488776683807373,0.0508112907409668,0.0,0.03297942876815796
COX17,0.8,0.8308558344841004,0.0,0.0,0.0,0.0
RABAC1,0.0,0.8,0.0,0.0,0.8321299314498901,0.0
HLA-A,0.029156768321990968,0.10401996374130248,0.02453209161758423,0.006672918796539307,0.07304115295410156,0.0
PTGES3,0.8085094571113587,0.8,0.0,0.0,0.0,0.0
S100A4,0.0,0.4,0.0,0.5536617040634155,0.643277359008789,0.4233023881912231
TPI1,0.5445340514183045,0.5584524154663086,0.0,0.4,0.4571371555328369,0.0
MT-ND3,0.0,0.07958967685699463,0.008112156391143798,0.03530452251434326,0.15601513385772706,0.07303202152252197
PARK7,0.8,0.8244506359100342,0.0,0.0,0.0,0.0
RPS27,0.0143310546875,0.0,0.05303575992584229,0.05220365524291992,0.015075254440307616,0.04414651393890381
SUB1,0.3582972288131714,0.36338903903961184,0.2829596519470215,0.2,0.2193433403968811,0.0
ENSG00000224631,0.8,0.0,0.0,0.8204108357429505,0.0,0.0
ELOC,0.8572370886802674,0.8,0.0,0.0,0.0,0.0
MT-CO1,0.0,0.07846449613571167,0.0004977703094482422,0.017936432361602785,0.12956987619400023,0.04453741312026978
TMA7,0.04484473466873169,0.0760118007659912,0.0,0.005244195461273193,0.057737100124359134,0.012178325653076172
MYL12A,0.0,0.13840256929397582,0.03706411123275757,0.06291598081588745,0.13983241319656373,0.009551918506622315
COX7B,0.8,0.8297569155693054,0.0,0.0,0.0,0.0
IL7R,0.0,0.0,0.0,0.8347408056259156,0.8,0.0
SARAF,0.0,0.005023062229156494,0.08112552165985107,0.26881866455078124,0.1467984437942505,0.2158738613128662
RPL7,0.05224056243896484,0.0,0.0796995997428894,0.07371091842651367,0.004098951816558838,0.034362637996673585
ARPC1B,0.44976181983947755,0.5000617980957032,0.0,0.4,0.4198673367500305,0.0
PPP1CA,0.8,0.8522860527038574,0.0,0.0,0.0,0.0
ENSG00000218175,0.03250519037246704,0.0,0.016081321239471435,0.11964672803878784,0.011275970935821533,0.025272893905639648
TMBIM6,0.6671590685844422,0.7362416505813598,0.0,0.0,0.6,0.0
RPL21,0.02785537242889404,0.0,0.0762380838394165,0.05560402870178223,0.010325193405151367,0.05467414855957031
TMSB10,0.09514302015304565,0.04591060876846313,0.012186741828918457,0.025599920749664308,0.003355860710144043,0.0
KRT10,1.0,0.0,0.0,0.0,0.0,0.0
SLC25A3,0.8078729033470153,0.8,0.0,0.0,0.0,0.0
ZFP36L2,0.0,0.0,0.0,0.8049777269363403,0.8,0.0
RPS4X,0.025740230083465578,0.0,0.07141014337539672,0.08200711011886597,0.016461265087127686,0.0362764835357666
NDUFA11,0.8,0.8261735916137696,0.0,0.0,0.0,0.0
EEF1A1,0.04394252300262451,0.0,0.057287847995758055,0.06006876230239868,0.004401266574859619,0.031023848056793212
LGALS1,0.0,0.8,0.0,0.0,0.8109765648841858,0.0
COX6C,0.38734259605407717,0.4318073630332947,0.2,0.2945467233657837,0.34140782356262206,0.0
ENSG00000228007,0.06775343418121338,0.0,0.10980355739593506,0.0823601245880127,0.0013080239295959473,0.06981323957443238
CLEC2D,0.6228830695152283,0.6,0.0,0.0,0.7306627631187439,0.0
ENSG00000229344,0.0,0.8,0.0,0.0,0.9106715679168701,0.0
BTF3,0.09804676771163941,0.023305559158325197,0.012767350673675537,0.0753364086151123,0.0,0.005098772048950195
SET,0.6112356901168823,0.6,0.6214580059051513,0.0,0.0,0.0
RPL5,0.09690537452697753,0.01037440299987793,0.06609122753143311,0.0606135368347168,0.0,0.034898459911346436
RWDD1,1.0,0.0,0.0,0.0,0.0,0.0
JTB,0.8,0.8252127647399903,0.0,0.0,0.0,0.0
RPS28,0.025686097145080567,0.0,0.04368518590927124,0.06578606367111206,0.015003609657287597,0.050409555435180664
ZFAS1,0.6,0.0,0.640283465385437,0.6450594782829284,0.0,0.0
CCL5,0.0,0.8,0.0,0.0,0.8542533278465271,0.0
CD7,0.323926043510437,0.46638988256454467,0.2615885972976685,0.2,0.23763668537139893,0.0
GSTP1,0.8,0.8280171275138855,0.0,0.0,0.0,0.0
SRSF9,0.8161202430725097,0.8,0.0,0.0,0.0,0.0
ENSG00000227615,0.2647389888763428,0.2,0.22997723817825316,0.3501763820648193,0.23057477474212645,0.0
RPLP2,0.01665304899215698,0.0,0.018303108215332032,0.04815661907196045,0.009627223014831543,0.0585250973701477
RPL8,0.04485465288162231,0.0051657319068908695,0.03823081254959106,0.06657310724258422,0.0,0.03184331655502319
UBE2D2,0.8371703505516053,0.8,0.0,0.0,0.0,0.0
OAZ1,0.10623483657836914,0.14716545343399048,0.0,0.0009860992431640625,0.0627406120300293,0.02909679412841797
RPS24,0.09565187692642212,0.013568854331970215,0.015440940856933594,0.013239014148712158,0.001985025405883789,0.0
ATP5ME,0.43136743307113645,0.49668967723846436,0.0,0.4,0.4534222364425659,0.0
APOBEC3G,0.0,1.0,0.0,0.0,0.0,0.0
CREM,1.0,0.0,0.0,0.0,0.0,0.0
TMED2,0.8,0.8692761659622192,0.0,0.0,0.0,0.0
HMGB1,0.4,0.4363170266151428,0.0,0.41709754467010496,0.5022937774658203,0.0
CD52,0.0,0.4,0.0,0.5335186958312989,0.5974992394447327,0.467513644695282
RPS6,0.044540011882781984,0.0,0.07990529537200927,0.06527136564254761,0.0013650894165039063,0.04107091426849365
TUBB,0.2765326499938965,0.35259448289871215,0.2153594374656677,0.2,0.24285415410995484,0.0
COX7A2,0.3286207437515259,0.37713003158569336,0.21620053052902222,0.2,0.2648798942565918,0.0
BATF,0.8,0.8127460479736328,0.0,0.0,0.0,0.0
YWHAQ,0.8047888875007629,0.8,0.0,0.0,0.0,0.0
ATP5MF,0.8,0.8160556554794312,0.0,0.0,0.0,0.0
BRK1,0.8,0.8362661004066467,0.0,0.0,0.0,0.0
NDUFB8,0.8,0.8187004566192627,0.0,0.0,0.0,0.0
CD63,0.0,0.8,0.0,0.0,0.8128325343132019,0.0
STK17B,0.0,1.0,0.0,0.0,0.0,0.0
SNHG29,0.10300979614257813,0.0,0.12691625356674194,0.1215790867805481,0.009476542472839355,0.12199277877807617
NOP53,0.037160062789916994,0.0,0.1800769329071045,0.19090958833694457,0.04033553600311279,0.11248276233673096
RPL18A,0.0470354437828064,0.0,0.037632203102111815,0.07349042892456055,0.006044328212738037,0.05043858289718628
PRMT1,1.0,0.0,0.0,0.0,0.0,0.0
DAD1,0.8,0.8598217248916626,0.0,0.0,0.0,0.0
PIM2,1.0,0.0,0.0,0.0,0.0,0.0
EEF1B2,0.18904190063476561,0.029086625576019286,0.09799463748931884,0.11437053680419922,0.0,0.020328104496002197
VIM,0.0,0.19762065410614013,0.007031190395355225,0.17523330450057983,0.25019723176956177,0.0532193660736084
PA2G4,0.8109975814819336,0.8,0.0,0.0,0.0,0.0
EIF5A,0.8165192604064941,0.8,0.0,0.0,0.0,0.0
EIF4A2,0.2575942397117615,0.2,0.43974695205688474,0.3812210440635681,0.24097118377685547,0.0
ENSG00000211751,0.0,0.0,0.0,0.8,0.8134898543357849,0.0
RPL37A,0.09482150077819824,0.006779372692108154,0.0133375883102417,0.030050134658813475,0.0,0.014092969894409179
ENSG00000226221,0.08424299955368042,0.012286996841430664,0.05687997341156006,0.04219199419021606,0.0,0.06414564847946166
PSMD8,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000237973,0.0,0.0,0.0,0.0,1.0,0.0
HNRNPM,0.8,0.8041518330574036,0.0,0.0,0.0,0.0
FXYD5,0.2241337537765503,0.22337082624435425,0.26301261186599734,0.3615359663963318,0.2,0.0
NKG7,0.0,0.8821333527565003,0.0,0.0,0.8,0.0
PSMB9,0.8423305869102478,0.8,0.0,0.0,0.0,0.0
LIMD2,0.2714536190032959,0.32781459093093873,0.26414153575897215,0.4122603178024292,0.2,0.0
SNRPD1,1.0,0.0,0.0,0.0,0.0,0.0
MICOS13,0.8,0.8307763934135437,0.0,0.0,0.0,0.0
PRDX1,0.8,0.8146799683570862,0.0,0.0,0.0,0.0
NCL,0.8240951061248779,0.8,0.0,0.0,0.0,0.0
NDUFB4,0.8,0.8155907034873963,0.0,0.0,0.0,0.0
CYCS,0.8,0.8074335575103759,0.0,0.0,0.0,0.0
HMGN1,0.8265537738800048,0.8,0.0,0.0,0.0,0.0
C11orf58,0.8340126156806946,0.8,0.0,0.0,0.0,0.0
MT-ND5,0.44029414653778076,0.5331893920898437,0.0,0.4,0.5118276953697205,0.0
RPL36A,0.4340408444404602,0.4,0.5135406136512757,0.4131328582763672,0.0,0.0
RPL35,0.051806437969207766,0.0,0.07965706586837769,0.03636751174926758,0.0018958687782287599,0.019764769077301025
ATP6V1G1,0.4479455351829529,0.5097354888916016,0.0,0.4,0.4643198728561401,0.0
RPL23A,0.019301724433898926,0.0,0.03365902900695801,0.05605452060699463,0.012607097625732422,0.05143847465515137
LAMTOR5,0.8,0.815723180770874,0.0,0.0,0.0,0.0
CHCHD2,0.35398929119110106,0.3577412009239197,0.22429268360137938,0.2,0.24868519306182862,0.0
NAP1L1,0.10722670555114747,0.009568679332733154,0.06366791725158691,0.14116331338882446,0.0,0.13392796516418456
ENSG00000232573,0.038253295421600345,0.0,0.13847813606262208,0.21341185569763182,0.038621830940246585,0.12341986894607544
UQCRQ,0.8,0.8081554412841797,0.0,0.0,0.0,0.0
SSR2,1.0,0.0,0.0,0.0,0.0,0.0
RPL26,0.029440009593963624,0.0,0.04350016117095947,0.056434690952301025,0.009472596645355224,0.041020870208740234
NDUFB7,0.8,0.8313772201538085,0.0,0.0,0.0,0.0
ENSG00000210082,0.015014457702636718,0.06078159809112549,0.0,0.021848976612091064,0.10217609405517578,0.10408885478973388
RPS13,0.050852859020233156,0.0,0.07389459609985352,0.07785705327987671,0.003098571300506592,0.05935245752334595
ENSG00000236552,0.8,0.0,0.0,0.8360016584396363,0.0,0.0
MT-ND1,0.03279184103012085,0.16319161653518677,0.0,0.03415738344192505,0.2077409505844116,0.08451486825942993
ENSG00000211459,0.6,0.6775426864624023,0.0,0.0,0.6475855112075806,0.0
PABPC1,0.09897977113723755,0.008346259593963623,0.07857227325439453,0.17297834157943726,0.0,0.14854347705841064
