,act_CD4,act_CD8,act_unassigned,rest_CD4,rest_CD8,rest_unassigned
SEC62,0.0,0.3760732,0.0,0.0,0.0,0.0
YBX1,1.5832175,1.3897132,1.1989311,1.2372715,1.1205913,1.177084
HLA-C,1.6927364,1.8743411,1.5302215,1.6511384,1.9439647,1.6052284
PLAAT4,0.0,0.0,0.0,0.0,0.81802124,0.0
ARHGDIB,0.5883607,0.74248695,0.0,1.04442,1.0947175,0.8144079
UBXN1,0.37569588,0.0,0.0,0.0,0.0,0.0
ENSG00000245910,0.93719995,0.80788755,1.1718726,0.982206,0.8711127,1.0649798
RPS10,2.0689917,1.8069905,2.2033935,2.14175,1.9290098,1.9803697
RPL27A,2.6921833,2.4717038,2.8255782,2.848281,2.6774397,2.81108
ANKRD12,0.5623314,0.69175714,0.77179146,0.0,0.0,0.0
ATP5MK,1.0321524,1.0813963,0.83912206,0.7477293,0.9446025,0.0
ENSG00000244398,2.344341,2.0566845,2.282576,2.270164,1.9920363,2.2636743
MYL6,1.4836171,1.7427793,1.1730039,1.3507549,1.6203178,1.3403847
GIMAP4,0.0,0.0,0.0,0.6558391,0.0,0.0
FKBP1A,0.5719214,0.0,0.0,0.0,0.0,0.0
MIF,0.75853837,0.648665,0.0,0.0,0.0,0.0
IL2RA,0.4412227,0.0,0.0,0.0,0.0,0.0
ACTG1,1.4333888,1.4201882,0.9993884,1.0210261,0.97657263,0.0
RPS18,3.336385,2.87403,3.3462186,3.3851995,2.977994,3.3023288
NEDD8,0.6653247,0.78609747,0.0,0.0,0.6451708,0.0
ARF1,0.47948715,0.45195466,0.0,0.0,0.0,0.0
HSPA8,1.0929103,0.90312356,0.38347656,0.73292875,0.0,0.0
RPL34,3.2841046,2.9262192,3.540268,3.5595555,3.1562986,3.3887446
GIMAP7,0.0,0.0,0.0,0.8522438,0.0,0.0
HNRNPF,0.6367564,0.65058756,0.0,0.0,0.0,0.0
NDUFB2,0.7522226,0.8596633,0.0,0.0,0.64783835,0.0
SNRPE,0.65655774,0.5575187,0.0,0.0,0.0,0.0
ENSG00000213442,1.057729,0.8333569,1.124284,1.082392,0.84942675,0.91637874
HERPUD1,0.4623043,0.551049,0.0,0.0,0.0,0.0
ENSG00000226976,0.602932,0.60513777,0.0,0.0,0.0,0.0
ENSG00000237986,0.0,0.0,0.0,2.9962955,3.2200027,0.0
XBP1,0.36221513,0.58783877,0.0,0.0,0.0,0.0
COX4I1,1.4158176,1.3326505,1.5705147,1.4122485,1.2553878,1.3624722
ST13,0.30621076,0.0,0.0,0.0,0.0,0.0
ENSG00000230076,0.9919611,0.8800963,1.0573698,1.0340325,0.9128297,0.0
ATP5PO,0.49646968,0.0,0.0,0.0,0.0,0.0
RPL10A,2.2772672,2.012619,2.189985,2.235876,1.9518405,2.0966513
EEF2,1.3717368,1.0686094,1.3933744,1.5855519,1.1486073,1.3477585
ERH,0.7038743,0.6605128,0.0,0.0,0.0,0.0
EIF3K,0.77206,0.7785447,0.36564273,0.75283194,0.5154029,0.0
COX8A,0.72286296,0.79654145,0.0,0.0,0.0,0.0
SNRPB,0.699139,0.65551126,0.0,0.0,0.0,0.0
DYNLL1,0.4452339,0.34707126,0.0,0.0,0.0,0.0
CIRBP,0.66317713,0.694764,0.0,0.5045762,0.0,0.0
FAU,2.2089534,2.1150763,2.24992,2.2791448,2.1568685,2.275843
PLP2,0.21102688,0.7744553,0.0,0.6371871,0.82083154,0.0
LY6E,0.5536183,0.0,0.0,0.0,0.0,0.0
UBB,1.0951055,1.1169286,1.1201836,0.6339424,0.86687034,0.0
OST4,1.0725255,1.1963295,1.129943,1.109882,1.2062185,1.2158024
SEC61G,0.80829185,0.9470035,0.0,0.0,0.0,0.0
RPL14,2.2922375,2.0758448,2.273231,2.3618865,2.159052,2.2329378
SF3B6,0.3368749,0.0,0.0,0.0,0.0,0.0
RAC2,0.38549694,0.3629557,0.0,0.0,0.0,0.0
VAMP8,0.0,0.36299476,0.0,0.0,0.0,0.0
ENSG00000234797,0.76138115,0.0,0.83901197,0.9529922,0.0,0.0
ENSG00000244313,1.9156952,1.676172,1.9826322,1.9410745,1.7124326,1.9177903
TUBA1B,1.2884386,1.4513301,1.1736803,0.87575984,1.156102,0.0
CFL1,1.588046,1.7290883,1.3947409,1.3009918,1.5339303,1.2403353
RAP1A,0.5318507,0.62874556,0.0,0.0,0.0,0.0
MT-ND2,2.072841,2.5387282,1.8386209,2.1223693,2.625697,2.274312
PCBP2,0.54162794,0.33381245,0.0,0.0,0.0,0.0
B2M,3.996463,4.092165,3.8939188,3.8453608,4.0468607,3.9144928
PSMA1,0.52847576,0.0,0.0,0.0,0.0,0.0
TPM3,0.6595856,0.77077657,0.0,0.0,0.0,0.0
ENSG00000248527,0.0,0.33989197,0.0,0.0,0.0,0.0
ANAPC16,0.803069,0.7864792,0.0,0.5195433,0.0,0.0
ENSG00000136149,0.6913923,0.3425466,0.96752244,1.1467774,0.9488485,0.0
SRSF5,0.56597304,0.6059137,0.0,0.72222364,0.6223564,0.0
ENSG00000233762,0.74556047,0.62399095,0.87780356,0.96139735,0.8439605,0.99985373
CEBPB,0.0,0.32219657,0.0,0.0,0.0,0.0
PSMB1,0.6769797,0.7109107,0.0,0.0,0.0,0.0
RPL11,2.6807811,2.3803093,2.764726,2.925519,2.5613027,2.8527465
ENSG00000230629,0.39113876,0.0,0.0,0.0,0.0,0.0
MT-CO3,2.0179908,2.275624,1.9646865,2.1853228,2.4982383,2.2442815
HNRNPA1L3,0.80406785,0.7075273,0.0,0.6357742,0.0,0.0
GTF3A,0.48298347,0.31266344,0.0,0.60943294,0.0,0.0
SRSF3,0.9377543,0.90603364,0.0,0.0,0.0,0.0
HNRNPA1L2,0.5777981,0.0,0.0,0.0,0.0,0.0
NFKBIA,1.0756886,1.1653732,0.8722039,0.0,0.0,0.0
RNF213,0.4795215,0.65058756,0.0,0.0,0.0,0.0
TNFRSF4,1.0369527,0.0,0.0,0.0,0.0,0.0
MT-CYB,1.7100167,2.2399173,1.8070078,1.8803474,2.3637986,1.9005623
SSBP1,0.55297375,0.4647417,0.0,0.0,0.0,0.0
NDUFA1,0.77325565,0.87756103,0.0,0.59014267,0.81781423,0.0
RHOA,0.5975972,0.8175027,0.0,0.0,0.0,0.0
ATP5MJ,0.75924695,0.8070802,0.0,0.5511865,0.594272,0.0
ELOB,1.0503489,1.1371957,1.0395497,0.8402117,1.0853019,0.0
TMEM59,0.0,0.32219657,0.0,0.0,0.0,0.0
IL32,1.8837925,2.4001198,1.7054229,1.7634621,1.9522207,1.5071068
RBM39,0.436772,0.0,0.0,0.0,0.0,0.0
CYTOR,0.45397443,0.6657289,0.0,0.0,0.0,0.0
CBX3,0.5686876,0.3424424,0.0,0.0,0.0,0.0
YWHAB,0.7640068,0.7374042,0.0,0.5767433,0.0,0.0
TNFRSF18,0.34415257,0.0,0.0,0.0,0.0,0.0
S100A6,1.557566,2.3854213,1.3953862,2.1680982,2.695869,2.0987966
CD53,0.0,0.50373316,0.0,0.0,0.0,0.0
RPL38,2.1915102,1.9538178,2.0910578,2.2345834,1.9983416,2.2487159
RPS27L,0.69377095,0.83271027,0.0,0.7028203,0.88804317,0.0
HSPE1,0.7791059,0.69966185,0.0,0.0,0.0,0.0
PFN1,2.2198427,2.3393576,1.926903,1.582917,1.9191228,1.4983442
SON,0.71448416,0.80587244,0.0,0.6387305,0.7815492,0.0
DDX5,1.1136949,1.1667113,1.0476648,1.0397176,1.0995908,0.0
PRDX5,0.1967103,0.5080261,0.0,0.0,0.0,0.0
ATP5F1D,0.7422755,0.82566655,0.0,0.68510747,0.74903387,0.0
DDIT4,0.27175927,0.0,0.0,0.0,0.0,0.0
RPS25,2.5720165,2.2905335,2.688934,2.7100506,2.429223,2.5896645
NOP10,0.7494508,0.84407115,0.0,0.0,0.0,0.0
ROMO1,0.0,0.30782664,0.0,0.0,0.0,0.0
ALOX5AP,0.0,0.0,0.0,0.0,0.5730588,0.0
UQCR10,0.62659675,0.6202404,0.0,0.0,0.0,0.0
