clusterName,NSForest_markers,f_score
MUC5B+ ductal cells,"['ENSG00000162896', 'ENSG00000099139']",0.3571428571428571
Ductal cells,"['ENSG00000001626', 'ENSG00000080493']",0.8169488217787969
Acinar-mix,"['ENSG00000142102', 'ENSG00000169783']",0.6078162856841883
Secretory acinar cells,['ENSG00000179751'],0.7705701497532
Stressed beta cells,"['ENSG00000175197', 'ENSG00000087074', 'ENSG00000163938']",0.6043085696182481
Beta cells,"['ENSG00000187634', 'ENSG00000171476']",0.789965074864276
Delta cells,"['ENSG00000152804', 'ENSG00000131016']",0.670832472629622
Alpha cells,['ENSG00000170561'],0.8333869307949575
Gamma cells,['ENSG00000108849'],0.8376024590163934
Endothelial cells,"['ENSG00000130300', 'ENSG00000102755']",0.719682659614658
Quiescent stellate cells,['ENSG00000107796'],0.4661016949152542
Activated stellate cells,"['ENSG00000163359', 'ENSG00000142156']",0.6628710858072387
Idling acinar cells,['ENSG00000133019'],0.5942796610169492
Macrophages,"['ENSG00000169554', 'ENSG00000019582']",0.4469273743016759
