clusterName,gene
VE_Arterial,DKK2
VE_Arterial,ANO2
VE_Capillary_B,KIAA1217
VE_Capillary_B,ANO2
VE_Capillary_A,ADGRL2
VE_Capillary_A,PRKG1
SMC,ENSG00000236060
SMC,ACTG2
Mesothelial,ITLN1
Mesothelial,WT1
ATII,ZNF385B
ATII,ERBB4
ATI,GPC5
ATI,LINC01290
Ionocyte_n_Brush,AMACR
Ionocyte_n_Brush,CFTR
Dividing_Basal,HELLS
Dividing_Basal,H2AX
Dividing_Basal,CENPU
Dividing_Basal,BIRC5
Dividing_Basal,PTTG1
Secretory_Goblet,TMPRSS4
Secretory_Goblet,MSMB
Macrophage_Alveolar,ATP10A
Macrophage_Alveolar,KLHL29
Macrophage,SLC16A10
Macrophage,DOCK4
cMonocyte,S100A12
cMonocyte,VCAN
cMonocyte,JARID2
ncMonocyte,MTSS1
ncMonocyte,RNF144B
DC_Langerhans,CD1A
DC_Langerhans,TRPC6
DC_Langerhans,PKIB
DC_Langerhans,S100B
cDC2,ATP8B4
cDC2,ENTPD1
cDC2,PKIB
cDC1,CLEC9A
cDC1,SIPA1L3
DC_Mature,ANKRD33B
DC_Mature,SLC22A23
Mast,TPSAB1
Mast,SCHLAP1
T_Regulatory,IL2RA
T,RORA-AS1
T,PBX4
T_Cytotoxic,ENSG00000255819
T_Cytotoxic,PBX4
ILC_A,MCTP2
ILC_A,KLRC1
ILC_A,ENSG00000255819
ILC_B,RUNX2
ILC_B,SSBP2
ILC_B,XCL1
B,TNFRSF13C
B,EBF1
pDC,LINC01478
pDC,PTPRS
B_Plasma,TXNDC5
PNEC,GRP
PNEC,NRG1
VE_Peribronchial,ZNF385D
VE_Peribronchial,PVT1
VE_Venous,PLA1A
VE_Venous,ANO2
Suprabasal,LY6D
Suprabasal,CLCA2
SMG_Basal,KRT14
SMG_Basal,SOX9
SMG_Basal,SLC1A5
Basal,KRT15
Basal,KRT17
Goblet,CYP2F1
Goblet,TSPAN8
Differentiating Basal,MIR205HG
