cluster_name,skos,manual_mapped_cid,cell_ontology_id
AT1,,,CL:0000646
AT1,,,CL:0000786
AT1,,,CL:0002062
AT1,,,CL:0002063
AT2,,,CL:0000646
AT2,,,CL:0000786
AT2,,,CL:0002062
AT2,,,CL:0002063
ATI,,,CL:0002062
ATI,,,CL:0002063
ATII,,,CL:0000646
ATII,,,CL:0002062
ATII,,,CL:0002063
Adventitial Fibroblast,,,CL:0000057
Adventitial Fibroblast,,,CL:0000077
Adventitial Fibroblast,,,CL:0000186
Adventitial Fibroblast,,,CL:0002553
Airway Smooth Muscle,,,CL:0000669
Airway Smooth Muscle,,,CL:0002553
Airway Smooth Muscle,,,CL:0002591
Alveolar Epithelial Type 1,,,CL:0002062
Alveolar Epithelial Type 2,,,CL:0000158
Alveolar Epithelial Type 2,,,CL:0000646
Alveolar Epithelial Type 2,,,CL:0000786
Alveolar Epithelial Type 2,,,CL:0002062
Alveolar Epithelial Type 2,,,CL:0002063
Alveolar Fibroblast,,,CL:0000057
Alveolar Fibroblast,,,CL:0000077
Alveolar Fibroblast,,,CL:0000186
Alveolar Fibroblast,,,CL:0000669
Alveolar Fibroblast,,,CL:0002553
Alveolar Fibroblast,,,CL:0002591
Alveolar_Type1,,,CL:0000158
Alveolar_Type1,,,CL:0000646
Alveolar_Type1,,,CL:0000786
Alveolar_Type1,,,CL:0002062
Alveolar_Type1,,,CL:0002063
Alveolar_Type2,,,CL:0000786
Alveolar_Type2,,,CL:0002062
Alveolar_Type2,,,CL:0002063
Artery,,,CL:0002144
Artery,,,CL:0002543
Artery,,,CL:1000413
Artery,,,CL:4028003
B,,,CL:0000784
B,,,CL:0000786
B,,,CL:0000787
B,,,CL:0000788
B_Plasma,,,CL:0000786
B_Plasma,,,CL:0000787
B_Plasma,,,CL:0000815
B_Plasma,,,CL:0000939
B_Plasma,,,CL:0000980
B_cells,,,CL:0000786
B_cells,,,CL:0000787
B_cells,,,CL:0000788
B_cells,,,CL:0000815
B_cells,,,CL:0000913
B_memory,,,CL:0000786
B_memory,,,CL:0000787
B_memory,,,CL:0000788
B_memory,,,CL:0000939
B_naive,,,CL:0000787
B_naive,,,CL:0000788
B_plasma_IgA,,,CL:0000786
B_plasma_IgA,,,CL:0000787
B_plasma_IgA,,,CL:0000788
B_plasma_IgA,,,CL:0000980
B_plasma_IgG,,,CL:0000786
B_plasma_IgG,,,CL:0000787
B_plasma_IgG,,,CL:0000788
B_plasma_IgG,,,CL:0000980
B_plasmablast,,,CL:0000786
B_plasmablast,,,CL:0000787
B_plasmablast,,,CL:0000980
Basal,,,CL:0000057
Basal,,,CL:0000646
Basal,,,CL:0002063
Basophil/Mast 1,,,CL:0000097
Basophil/Mast 2,,,CL:0000097
Blood_vessel,,,CL:0000786
Blood_vessel,,,CL:0000787
Blood_vessel,,,CL:0000905
Blood_vessel,,,CL:0000939
Blood_vessel,,,CL:0002144
Blood_vessel,,,CL:0002543
Blood_vessel,,,CL:0002591
Blood_vessel,,,CL:1000413
Blood_vessel,,,CL:4028003
Bronchial Vessel 1,,,CL:0002144
