cluster,n_cells,percentage
Bcells,1780,2.43
CentralHep,15819,21.58
Cholangiocyte,1934,2.64
Erythroid,66,0.09
InfMac,1627,2.22
InterHep,11059,15.09
NKTcell,3283,4.48
NonInfMac,3044,4.15
PortalEndo,1558,2.13
PortalHep,23509,32.07
Stellate,3240,4.42
cvLSECs,6376,8.7
