author_cell_type,mean,std,median,count,q1,q3,f_score
pdc,0.9413781433333334,0.01975122126436668,0.9498415,12,0.93749265,0.9541528875,0.9090909090909092
dc1,0.9125095454545454,0.09607457775632258,0.94593346,11,0.9375524,0.9461637350000001,1.0
cd8_mait,0.7724253264694281,0.2536145877243074,0.8309887,507,0.8111671,0.84326422,0.7766470273165507
monocyte_nonclassical,0.5981700520869565,0.22654949362754717,0.6929074,230,0.569939465,0.728306,0.8551068883610451
cd4_naive,0.57044103,0.22982544488403153,0.6431761,29,0.5819135,0.6910965,0.4705882352941176
cd4_temra,0.4846191160253165,0.3315892722561359,0.6413751,79,0.52723217,0.6719367199999999,0.3597122302158273
nk_cd56br,0.30420477920069444,0.3074143071077625,0.47332874,576,0.1388267675,0.512273025,0.6613924050632911
progenitor,0.18795689822222222,0.30873063837994663,0.375838985,18,0.024149383499999996,0.3977474675,0.7258064516129032
cd4_treg,0.19374076907142856,0.3568691752645897,0.35705597,56,-0.1296291,0.49468281000000003,0.7291666666666666
monocyte_classical,0.2272743813362559,0.3127646127890991,0.34297922000000003,422,0.1039094975,0.451109105,0.9530095036958818
dc2,0.243860590625,0.35211180842945394,0.340867315,32,0.2538381975,0.43349451499999997,0.7870370370370371
nk_cd56dim,0.23487099429257222,0.26194123478144093,0.332482875,1454,0.1565106075,0.423274065,0.8742380494064806
cd4_cm,0.08804582322151162,0.4019989307855191,0.291690375,172,-0.2543010425,0.39098913,0.5815508021390374
cd8_cm,-0.04382999347826088,0.4994420583169904,0.23569895,23,-0.60982158,0.393728275,0.379746835443038
ilc3,-0.11126915200000001,0.4844847366660241,0.19235799,5,-0.57513255,0.2614332,0.5555555555555556
cd8_temra,0.09073012644463624,0.20332145115030362,0.13657793,811,-0.033689134999999995,0.24980735999999998,0.5034774720290294
nk_ilc_precursor,-0.02750553783335484,0.2437674130978171,0.055065032,155,-0.13575825,0.14937846,0.1771117166212534
cd3_gd,-0.0404374121386262,0.25596450337932936,0.041809237,626,-0.174836315,0.1520162275,0.3643803585346843
macrophage,-0.08463213421363637,0.3214852198444831,0.015186541000000001,44,-0.324417875,0.1771124425,0.4375
cd4_trm,-0.23340574144470047,0.43057984124220483,-0.08491591,217,-0.74901265,0.17431912,0.209471766848816
cd8_trm,-0.13816405488738237,0.35501598784774896,-0.120222088,680,-0.43370128,0.22370977749999998,0.609925788497217
cd8_tem,-0.26798985300867056,0.15453241264936077,-0.259468195,346,-0.342130945,-0.14266348,0.2904761904761905
ilc1,-0.29674722385714286,0.20703839566905338,-0.26890576,7,-0.45011084999999995,-0.1489893385,0.4545454545454545
cd4_tem,-0.4585944083361963,0.255805123505909,-0.350755545,326,-0.7111149250000001,-0.26933189,0.2234636871508379
cd8_naive,-0.47220139215,0.3221228798151426,-0.45452567,20,-0.759717025,-0.12971122499999999,0.3571428571428571
