reference,collection_name,dataset_title,normal_cell_count,total_cell_count,author_cell_type,embedding,first_author,journal,year,doi,collection_url,explorer_url,tissue,disease,collection_id,collection_version_id,dataset_id,dataset_version_id,is_preprint,revised_at,visibility,organism,filter_normal,metric,save_scores,save_cluster_summary,save_annotation,h5ad_url,tissue_ontology_term_id,assay_ontology_term_id,cell_type_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,sex_ontology_term_id,is_primary_data,donor_id_count,tissue_ontology_summary,assay_ontology_summary,cell_type_ontology_summary,disease_ontology_summary,sex_ontology_summary,development_stage_summary,organ,dataset,cluster_header,n_clusters,n_cells,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
unk,Multimodal profiling reveals tissue-directed signatures of human immune cells altered with age,Immune aging project - all cells,6859,1281499,author_cell_type,X_umap,Wells,Nat Immunol,2025,10.1038/s41590-025-02241-4,https://cellxgene.cziscience.com/collections/cc431242-35ea-41e1-a100-41e0dec2665b,https://cellxgene.cziscience.com/e/1b350d0a-4535-4879-beb6-1142f3f94947.cxg/,blood | bone marrow | colonic epithelium | epithelial lining fluid | inguinal lymph node | jejunal epithelium | jejunum lamina propria | lamina propria of mucosa of colon | liver | lung | mesenteric lymph node | skin of body | spleen | thoracic lymph node,normal,cc431242-35ea-41e1-a100-41e0dec2665b,b0bc35c2-280e-4b02-97d5-c5f2fc4b8593,1b350d0a-4535-4879-beb6-1142f3f94947,7c98dadf-b249-4873-83be-51776674e9e1,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/7c98dadf-b249-4873-83be-51776674e9e1.h5ad,UBERON:0002107,EFO:0009900,CL:0000097 | CL:0000235 | CL:0000784 | CL:0000792 | CL:0000798 | CL:0000860 | CL:0000875 | CL:0000895 | CL:0000897 | CL:0000900 | CL:0000904 | CL:0000905 | CL:0000907 | CL:0000909 | CL:0000913 | CL:0000938 | CL:0000939 | CL:0000940 | CL:0000990 | CL:0001062 | CL:0001067 | CL:0001071 | CL:0001082 | CL:0001087 | CL:0011026,PATO:0000461,HsapDv:0000239 | HsapDv:0000240 | HsapDv:0000242,PATO:0000383 | PATO:0000384,TRUE,3,"""UBERON:0002107: 6","859""","""EFO:0009900: 6","859""","""CL:0000939: 1","454; CL:0001062: 811; CL:0000909: 680; CL:0000798: 626; CL:0000938: 576; CL:0000940: 507; CL:0000860: 422; CL:0000913: 346; CL:0000905: 326; CL:0000875: 230; CL:0000897: 217; CL:0000904: 172; CL:0001082: 155; CL:0001087: 79; CL:0000792: 56; CL:0000235: 44; CL:0000990: 43; CL:0000895: 29; CL:0000907: 23; CL:0000900: 20; CL:0011026: 18; CL:0000784: 12; CL:0001067: 7; CL:0001071: 5; CL:0000097: 1""",liver,liver_Wells_2025,author_cell_type,25,6858,0.29169038,0.25425473251999997,0.3929552133088581,6,7,12,0.5555555555555556,0.5698457555497872
