,AT2 cell,Antigen presenting cell (RPS high),B cell,B cell (Plasmocyte),Basal cell,CB CD34+,Chondrocyte,Dendritic cell,Endothelial cell,Endothelial cell (APC),Endothelial cell (endothelial to mesenchymal transition),Epithelial cell,Fetal chondrocyte,Fetal epithelial progenitor,Fetal mesenchymal progenitor,Fetal stromal cell,Fibroblast,M2 Macrophage,Macrophage,Mast cell,Mesothelial cell,Monocyte,Neutrophil,Neutrophil (RPS high),Sinusoidal endothelial cell,Smooth muscle cell,Stratified epithelial cell,Stromal cell,T cell,Thyroid follicular cell
ITM2B,0.0,0.0,0.0,0.0,2.1915557,0.0,2.357961,0.0,2.8123772,3.116842,2.8035953,0.0,3.0145464,2.2398617,0.0,2.6421833,0.0,2.812745,1.8984244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.339964,2.4839904,0.0,2.7905834
SH3BGRL3,0.0,2.9337182,2.1556602,0.0,2.5506704,0.0,2.4322278,3.0163913,0.0,0.0,0.0,0.0,2.7998166,0.0,0.0,0.0,0.0,3.1593971,2.7905834,3.0502548,0.0,3.3340385,0.0,2.33321,2.97665,0.0,0.0,0.0,3.3176615,0.0
HLA-B,2.2395668,3.2064028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4057713,3.0735521,2.9833937,1.4081357,0.0,0.0,0.0,0.0,3.8821516,2.7403724,0.0,0.0,2.4650664,0.0,0.0,3.1827295,0.0,0.0,0.0,0.0,0.0
IGFBP7,0.0,1.0207669,0.0,0.0,0.0,0.0,0.0,0.0,2.524212,3.038826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.204398,0.0,2.711042,0.0,0.0
CAPSL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9302297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX5A,0.0,2.0588288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL1A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.912415,3.2985222,2.4518738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.662588,0.0,0.0
SOD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.714415,0.0,1.2359946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSPO,0.0,2.0588288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6839328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL26,0.0,2.4997401,2.8352234,0.0,0.0,3.0941021,0.0,2.8622952,0.0,2.1862776,2.5697627,3.1019828,0.0,0.0,2.9944983,0.0,0.0,1.8945744,0.0,2.97665,3.1366427,2.6776004,0.0,3.47473,2.766516,0.0,0.0,0.0,3.0696275,0.0
RPS27A,2.492087,2.2740564,3.272633,2.5877733,0.0,3.446653,0.0,3.21926,0.0,0.0,3.0579545,2.8558624,3.5361168,2.3753343,0.0,0.0,0.0,2.466545,2.449453,3.2799878,3.0755208,0.0,0.0,3.773983,2.612389,2.8182807,0.0,2.4246843,3.8655386,3.2390628
SCRG1,0.0,0.0,0.0,0.0,0.0,0.0,3.6815948,0.0,0.0,0.0,0.0,0.0,3.7081242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS27L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9820799,0.0,0.0,1.5675876,0.0,0.0,0.0
SDHB,0.0,1.2128117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERF2,2.4931047,3.3445086,2.6429663,2.373705,0.0,0.0,2.2623725,2.7189443,0.0,2.4839904,2.8923573,3.0618289,3.0145464,3.075339,3.6622958,0.0,0.0,3.2089453,2.5980725,2.7834363,0.0,0.0,0.0,2.9843411,0.0,2.8065128,0.0,0.0,2.784861,2.3034856
NOP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1549854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000211592,0.0,0.0,0.0,7.183305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL12,2.443192,1.2359946,2.4586885,2.1831274,2.8138494,2.711042,2.3408122,2.4417539,2.8197627,2.6237786,2.443672,3.0804615,0.0,0.0,3.1015067,3.302856,2.470501,1.6266168,2.0946388,2.7834363,3.1698964,2.352779,0.0,3.47473,2.766516,2.7032104,2.4407964,3.0755208,2.6131697,2.7905834
MSN,0.0,2.4488063,0.0,0.0,0.0,0.0,0.0,0.0,2.2029338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUC1,3.0072045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS3,3.0163913,3.160942,3.620698,2.4398398,2.3536403,2.784861,0.0,3.023808,0.0,2.7834363,3.0256717,3.3839078,2.8716798,0.0,3.1345382,0.0,2.6763394,2.0896583,2.6381292,3.2089453,3.4205358,2.964363,2.3843713,4.040696,3.1953697,2.7567935,0.0,2.5866365,3.4659781,0.0
NAA38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9820799,0.0,0.0,0.0,0.0,0.0,0.0
CD74,0.0,2.9648585,4.311194,0.0,0.0,0.0,0.0,5.364882,2.5085158,2.2938123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0098577,3.94168,0.0,0.0,3.031286,0.0,3.0598898,3.581415,0.0,0.0,0.0,0.0,0.0
RNASE2,0.0,2.8791113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.603848,0.0,0.0,0.0,0.0,0.0,0.0
DDIT4,0.0,0.80858123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAP1,0.0,1.1029018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7231119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACAN,0.0,0.0,0.0,0.0,0.0,0.0,3.2750783,0.0,0.0,0.0,0.0,0.0,3.5361168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP5PB,0.0,1.0207669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHNAK,0.0,1.0380619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.100595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF1,2.8607407,1.0207669,3.0445225,2.4024532,0.0,0.0,1.8154814,3.3083103,0.0,2.7499142,3.038826,2.9319823,3.7081242,0.85131204,3.1345382,0.0,0.0,2.6285357,3.1572397,3.1688046,0.0,2.7045107,0.0,0.0,3.3279712,2.8079755,0.0,0.0,3.341021,0.0
DAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33321,0.0,0.0,0.0,0.0,0.0,2.4779685
XBP1,0.0,0.0,0.0,2.2328486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4081357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33321,0.0,0.0,0.0,0.0,0.0,0.0
DYNLT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3902388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPD1,0.0,0.80858123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAN,0.0,2.0588288,0.0,0.0,2.276372,0.0,2.0940146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2141047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRGN,0.0,3.6493106,2.4303355,2.1852262,0.0,0.0,0.0,3.7432992,2.297024,0.0,0.0,0.0,3.5361168,0.0,0.0,0.0,0.0,2.611999,3.8863502,3.9140177,0.0,2.7499142,2.6533837,3.773983,3.4599893,0.0,0.0,0.0,3.2485309,0.0
SAA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4853683,0.0,0.0,0.0
HMGN1,0.0,2.5465932,0.0,0.0,0.0,2.2654624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9820799,0.0,0.0,0.0,0.0,0.0,0.0
GNG5,0.0,2.0588288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7140973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMTOR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.163801,0.0,0.0,0.0,0.0,0.0
SLC44A1,0.0,0.80858123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPD1,0.0,1.2869285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0598898,0.0,0.0,0.0,0.0,0.0,2.4779685
UXT,0.0,1.0207669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEDD8,0.0,0.0,0.0,0.0,0.0,1.6913382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPLP1,3.1976187,3.249311,3.1931264,3.088421,2.792739,4.210661,0.0,3.2135153,0.0,0.0,3.1688046,3.457048,3.6828535,0.0,2.3545027,0.0,0.0,2.4190707,2.7390177,2.6826625,3.6301827,0.0,0.0,4.484239,0.0,2.7269187,0.0,0.0,3.5746486,0.0
TFPI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1644833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3034856
MYL12B,0.0,2.4488063,0.0,0.0,2.8495507,0.0,2.0877988,0.0,2.5402029,2.6539488,0.0,2.487527,0.0,2.4465194,2.6980278,0.0,0.0,2.3781319,0.0,0.0,2.1713376,0.0,1.8824348,0.0,0.0,2.1915557,2.7077703,0.0,2.478969,2.5843675
RPS5,0.0,1.0380619,2.6776004,2.2954166,2.6782317,3.0941021,2.2631438,0.0,2.563105,0.0,0.0,2.6667411,0.0,0.0,2.7651205,2.860486,0.0,0.0,0.0,0.0,2.7815402,0.0,0.0,3.2592993,0.0,0.0,2.2826698,2.6405444,0.0,0.0
CD93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4839904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3034856
LIX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3034856
CD164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0906757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4779685
RPSA,0.0,3.0977817,2.9539628,0.0,2.454301,3.3703907,1.6975043,0.0,2.299441,0.0,0.0,2.4587803,2.1922622,0.85131204,0.0,0.0,0.0,0.0,0.0,0.0,3.0445225,0.0,0.0,0.0,2.612389,0.0,2.3290167,2.4860075,2.6333194,2.945387
TMED2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4081357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFS5,0.0,2.4488063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7696521,1.4081357,0.0,0.0,1.2359946,0.0,0.0,0.0,0.0,1.6072017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3034856
EMSY-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33321,0.0,0.0,0.0,0.0,0.0,0.0
LTF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7071185,0.0,0.0,0.0,4.428621,0.0,0.0,0.0
IMPDH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.412569,0.0,0.0,0.0,0.0,0.0,0.0
SAMHD1,0.0,1.8466431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5022135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCNA,0.0,2.522923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUPR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8690995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
