author_cell_type,mean,std,median,count,q1,q3,f_score
Thyroid follicular cell,0.8629308901666217,0.031199082515903857,0.8673326953510692,5,0.8525134881396508,0.8834018794457813,0.9523809523809524
Mast cell,0.7364500226331611,0.1977302368315167,0.811810530765625,679,0.7704143315055164,0.8300804650961382,0.8998915793277918
M2 Macrophage,0.6906313364888168,0.22002799857935051,0.7690478310275777,5421,0.6975543749567696,0.7939096028119468,0.9119103716882244
Chondrocyte,0.6519272165784055,0.22455021810983636,0.7178758635920999,421,0.6668241156335175,0.7421443106621655,0.8482384823848238
Stratified epithelial cell,0.6100084603233815,0.13425005397269904,0.6475290883428793,3603,0.5800958303667592,0.6874558097196382,0.8675534991324465
Mesothelial cell,0.5640398180198889,0.175409901399906,0.6282542992186875,2611,0.5329141351814173,0.6703773520092231,0.9410914072608264
T cell,0.5099843324622173,0.24818635672142308,0.6021149530870687,1079,0.4555190241190472,0.6534408087244536,0.6801943412403544
Endothelial cell,0.4440832898949108,0.3353057426479795,0.6003584551709197,1229,0.4397876126675905,0.6364743689393224,0.6299112801013942
Fetal chondrocyte,0.3175495329423169,0.3565668859529355,0.5541910655761978,5,-0.0119950757675733,0.566041235791548,0.5555555555555556
Neutrophil,0.48946272772309735,0.20040972855624548,0.5507053827780217,1110,0.4246389598054598,0.6287875398151762,0.8181126331811264
B cell (Plasmocyte),0.4720132647843006,0.23976725425208165,0.5362656856631413,493,0.4445868950603124,0.5907543888168044,0.8456057007125891
Stromal cell,0.4103162381546043,0.2807198095395309,0.5031608110624399,381,0.3502698520912458,0.5783527142975984,0.2025886325267304
Fetal mesenchymal progenitor,0.3542573935002865,0.3826242284447681,0.4910067697083564,33,0.4660714806438464,0.5110783309101132,0.2040816326530612
Neutrophil (RPS high),0.2878792244832406,0.32654719701826923,0.4648874022721095,5,0.2010516843316268,0.5009733260482703,0.7692307692307693
Basal cell,0.32109896160528084,0.3360297203451132,0.445929940041762,2388,0.308778891600634,0.5062565969740281,0.8059626073774634
Sinusoidal endothelial cell,0.37432867460265995,0.24961240897410253,0.4326878692018513,9,0.334644630718532,0.4842252794589397,0.3846153846153846
Fibroblast,0.34020883358757453,0.2865431450152016,0.4204261191361106,16076,0.27710913070246435,0.5243520704798915,0.7910999215275961
Monocyte,0.29746793516942693,0.2663838609146256,0.4076426173464517,537,0.1608428540131203,0.4948362450180743,0.4506742370475514
Fetal epithelial progenitor,0.008072833645332757,0.5494800711805694,0.3647288994170784,42,-0.76461150961237,0.45341093083595724,0.7456140350877193
Epithelial cell,0.2278162838078507,0.23853262741467135,0.3135414535795033,68,0.1584970158312411,0.37717529925196097,0.2884615384615384
Endothelial cell (APC),0.2084425850391535,0.322763275328126,0.3091264712456943,2573,0.0497852666476713,0.4581237329257807,0.469166734017619
Dendritic cell,0.23345891876397243,0.2773191867284964,0.3039574998574224,819,0.03505354333441055,0.48334291995933854,0.5707762557077626
Smooth muscle cell,0.13230126887139051,0.31115565519083843,0.271705466632255,691,-0.041917946748908155,0.3782622958329208,0.7328504473796336
CB CD34+,0.30407859437841755,0.2335903385960655,0.2413815100869363,9,0.1176922723900894,0.5393134381694219,0.5882352941176471
AT2 cell,-0.07547649535159505,0.32801158394318297,-0.0547908663787469,7401,-0.2647701536059685,0.2196410995778482,0.937549912154608
Macrophage,-0.06099818096571184,0.21605038094827386,-0.0654242113295065,2229,-0.2000272360316496,0.1171689263506141,0.6337284356296209
Endothelial cell (endothelial to mesenchymal transition),-0.1697880117936097,0.20187096018443768,-0.1730160335330361,3681,-0.2825061042635947,-0.0307375666196022,0.5150708146713473
Antigen presenting cell (RPS high),-0.1564325388763111,0.20157452269039944,-0.17996142811599058,6,-0.2628661348991602,-0.13432661139809035,0.5555555555555556
B cell,-0.4216648142758016,0.20004849503889238,-0.3942004936258866,55,-0.5564032748514542,-0.2661958650565849,0.2525252525252525
Fetal stromal cell,-0.6264821787222825,0.1521918382116525,-0.5567370978701989,8,-0.6596988501083638,-0.5324775405317848,0.4166666666666667
