,Adventitial Fibroblast,Airway Smooth Muscle,Alveolar Epithelial Type 1,Alveolar Epithelial Type 2,Alveolar Fibroblast,Artery,B,Basal,Basophil/Mast 1,Basophil/Mast 2,Bronchial Vessel 1,Bronchial Vessel 2,CD4+ Memory/Effector T,CD4+ Naive T,CD8+ Memory/Effector T,CD8+ Naive T,Capillary,Capillary Aerocyte,Capillary Intermediate 1,Capillary Intermediate 2,Ciliated,Classical Monocyte,Club,Differentiating Basal,EREG+ Dendritic,Fibromyocyte,Goblet,IGSF21+ Dendritic,Intermediate Monocyte,Ionocyte,Lipofibroblast,Lymphatic,Macrophage,Mesothelial,Mucous,Myeloid Dendritic Type 1,Myeloid Dendritic Type 2,Myofibroblast,Natural Killer,Natural Killer T,Neuroendocrine,Nonclassical Monocyte,OLR1+ Classical Monocyte,Pericyte,Plasma,Plasmacytoid Dendritic,Platelet/Megakaryocyte,Proliferating Basal,Proliferating Macrophage,Proliferating NK/T,Proximal Basal,Proximal Ciliated,Serous,Signaling Alveolar Epithelial Type 2,TREM2+ Dendritic,Vascular Smooth Muscle,Vein
ENSG00000105011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9642857142857143,0.9652609920927456,0.982333956020219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000074695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.737746325986726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7919842803052494,0.0,0.0,0.7176339881760734,0.0,0.0,0.768418795296124,0.0,0.0,0.7796863370708057,0.0,0.0,0.7193840241857937,0.7901063699807439,0.7295711317232677,0.0,0.0,0.0,0.0,0.0,0.7504773767931121,0.0,0.0,0.0,0.8377578535250255,0.0,0.76014173243727,0.7820216598255294,0.7306675825800214,0.0,0.7629241826278823,0.7778960402522769,0.7317850185292107,0.0,0.7142857142857143,0.0,0.0
ENSG00000168924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196843,0.0,0.0,0.0,0.0,0.0,0.8915559064064708,0.0,0.0,0.0,0.0,0.8759093156882695,0.9359571114182472,0.0,0.0,0.0,0.0,0.0,0.0,0.8638537068452153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8638462115611348,0.0,0.7905855679086277,0.7857142857142857,0.0,0.0,0.8218373496617589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.814786114862987,0.8444893179195267,0.7904831681932721,0.0,0.7996803596615791,0.0,0.0,0.0,0.0,0.0,0.8064759650400707,0.0,0.0
ENSG00000162300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9879852384328842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9821428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000140263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523435426609856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9403019845485687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,0.0,0.0,0.941916789327349,0.9308104664087296,0.0,0.0,0.0,0.0,0.0
ENSG00000026103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9899841515081269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9821428571428571,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000072682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000031698,0.0,0.7459489064557212,0.0,0.7311928538339478,0.0,0.0,0.0,0.7178750804492405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7205999089138848,0.0,0.0,0.0,0.0,0.7120079930339541,0.0,0.8210279249719211,0.7040686447705541,0.0,0.0,0.7776997568351882,0.0,0.0,0.6871710547379085,0.6832380720547268,0.6785714285714286,0.6997558666127068,0.0,0.0,0.0,0.0,0.781683016036238,0.0,0.0,0.0,0.7009390337126595,0.0,0.7724086727414813,0.7311807115163121,0.6893090009689331,0.0,0.7551107385328838,0.0,0.0,0.0,0.6968676320144108,0.0,0.0
ENSG00000100201,0.40959187703473227,0.0,0.0,0.47641839938504355,0.5956127462642533,0.5076042658516339,0.0,0.4720337412187031,0.0,0.0,0.42103803902864456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5858299817357745,0.0,0.6521825481738363,0.0,0.5466291617069926,0.49405965421880993,0.4022746171270098,0.39285714285714285,0.500154407961028,0.0,0.0,0.5472110712102481,0.4211493379303387,0.47194414905139376,0.3944901813353811,0.42706676359687534,0.4229279575603349,0.442391037940979,0.4196487015911511,0.5435125902295113,0.0,0.0,0.6305503472685814,0.0,0.0,0.6454145876424653,0.0,0.5253980649369103,0.4955411085060665,0.4656864958150046,0.40772286376782824,0.39787342825106214,0.4997352531978062,0.6384095805031913,0.4213754545365061,0.48659023003918783,0.40305992641619276,0.0,0.5427320365394864
ENSG00000100242,0.0,0.9038725144096783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9130860790610313,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.9360774159431458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8780846574476787,0.87342597757067,0.8612632304430008,0.9254063655223165,0.0,0.0,0.0,0.0,0.8596685911927905,0.0,0.0
ENSG00000198860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000122490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9914342282073838,0.9821428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9854189849325589,0.9821428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.970374838582107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9642857142857143,0.0,0.0,0.0,0.0,0.9850863931434495,0.0,0.0,0.0,0.0,0.0
ENSG00000162623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000075142,0.44097952970436644,0.0,0.0,0.4788424383316721,0.0,0.0,0.0,0.5880926283342498,0.5270430381808963,0.49680805844920023,0.44160420979772297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44447696421827587,0.0,0.7629976293870381,0.0,0.5159418231674603,0.568412643458162,0.0,0.42857142857142855,0.5935946873256138,0.0,0.4399308604853494,0.4838872232607433,0.5010491386055946,0.5530783395682063,0.5131068389330592,0.47996208391019274,0.5077208248632294,0.5027624464460781,0.44492154994181227,0.0,0.0,0.0,0.58120339683124,0.48794869439942495,0.0,0.0,0.4318643882870674,0.44341815475906643,0.6545425642813955,0.5462119089705604,0.49331570310252054,0.4651798595275198,0.5714692015733037,0.7535905348403114,0.0,0.0,0.4815218171903065,0.4604543926460402,0.0
ENSG00000015285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9087299225585801,0.0,0.0,0.0,0.8598601967096329,0.0,0.0,0.8759886186037745,0.9028506406715938,0.0,0.0,0.0,0.0,0.9244225834097181,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.8598466845495361,0.9090192190238408,0.0,0.0,0.0,0.0,0.8723807377474648,0.0,0.0
ENSG00000054356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000140157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9666001903159278,0.9780050665140152,0.0,0.0,0.0,0.0,0.0,0.9642857142857143,0.0,0.0
ENSG00000177700,0.2855450510978699,0.2831005837236132,0.4286750310233661,0.4199392444321087,0.0,0.23214285714285715,0.0,0.40036601360355106,0.0,0.2639108034116881,0.35264163251434055,0.2856688808117594,0.0,0.0,0.0,0.0,0.0,0.28092090466192793,0.277526182787759,0.0,0.37496516214949743,0.3378031189952578,0.39040486833878923,0.33316238863127573,0.34860521980694364,0.29884306341409683,0.4187045150569507,0.0,0.32175244071653913,0.24212194766317094,0.3072828916566713,0.4755978509783745,0.25326539682490484,0.5649928120630128,0.2690629320485251,0.24541550129652023,0.2439919433423451,0.24426279217004776,0.0,0.0,0.24966477070535933,0.23892573054347718,0.2926789437021528,0.0,0.233498286988054,0.2721018706049238,0.30451148961271557,0.3212720421808107,0.2322982166494642,0.2429239856345313,0.29570781333105906,0.4150036669203213,0.32067510911396574,0.44719687529972624,0.23804745290960586,0.2439497368676322,0.29912727751902174
ENSG00000228716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9821428571428571,0.9926666766405106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9905757169638362,0.9821428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000013810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9642857142857143,0.9686055162123272,0.9799004441925457,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000179526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9091794671756881,0.0,0.0,0.0,0.0,0.0,0.876972282571452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9049553062234607,0.9121351529444967,0.8934762424656323,0.0,0.8849367105535099,0.881502458027431,0.0,0.0,0.875,0.0,0.0
ENSG00000118492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9877141160624368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9821428571428571,0.0,0.0,0.0,0.0,0.0
ENSG00000183570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9464285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9513081780501774,0.0,0.9609870314598083,0.0,0.0,0.0,0.0,0.0,0.9480036827070373,0.0,0.0
ENSG00000129810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98586013593844,0.9821428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9642857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9738259006823812,0.9694287138325828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9195325034005302,0.0,0.0,0.0,0.0,0.0,0.8653089883072036,0.0,0.0,0.0,0.0,0.0,0.8679883629083633,0.0,0.8691668510437012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8776089368121964,0.8571428571428571,0.8722076905625207,0.0,0.0,0.9345537828547614,0.0,0.0,0.9120061897805759,0.0,0.0
ENSG00000196188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000188938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9603822454810143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9503079961453166,0.0,0.0,0.0,0.0,0.0,0.0,0.9552266672253609,0.9464285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000043093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162980,0.0,0.0,0.0,0.7785614420260701,0.0,0.0,0.0,0.7647116045866694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.7414916381239891,0.0,0.0,0.8562858136636871,0.0,0.0,0.7207295053771564,0.7304247213261468,0.7143937477043697,0.0,0.7786304184368679,0.0,0.0,0.0,0.8260515555739403,0.0,0.0,0.0,0.7289277304496083,0.0,0.8002588046448571,0.7583302802273205,0.7300636555467334,0.0,0.7856559157371521,0.7937822991183826,0.0,0.0,0.7298498196261269,0.0,0.0
ENSG00000186660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000126062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000123297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9107142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.93026324148689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9356192094939095,0.9210959098168782,0.9243515208363533,0.0,0.9168183984501022,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000087086,0.1419001477105277,0.02640343351023538,0.00203386800629752,0.16642752289772034,0.11556536597864968,0.008071900478431157,0.05251940020493099,0.02346402406692505,0.19627582814012254,0.14602229850632803,0.0240478121808597,0.011883727141789027,0.005961682115282331,0.009572989174297877,0.03373711024011884,0.03582531639507839,0.0018234529665538243,0.010839951889855521,0.0039092547127178735,0.07747479634625572,0.023661460195268904,0.30796037720782415,0.06022795396191733,0.02331070601940155,0.2707448463354792,0.034781994564192634,0.005920979593481336,0.331000774034432,0.32520060666969847,0.042309824909482686,0.14399158635309764,0.05349813188825335,0.4249914086290768,0.12703744641372136,0.0013715316142354692,0.06269021758011409,0.16370844095945358,0.10517066291400365,0.0630276905638831,0.032682218721934726,0.06819444788353783,0.3265061697789601,0.24558484660727636,0.04592304463897433,0.1222143822482654,0.09017814482961382,0.39370637387037277,0.008292384445667267,0.3903149228010859,0.0006542035511561803,0.01355802799974169,0.0,0.000877294157232557,0.18854222233806336,0.4024808960301535,0.050670972892216275,0.01330653258732387
ENSG00000170248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8788155902709279,0.0,0.8582307675055095,0.0,0.0,0.0,0.0,0.0,0.8465204590133258,0.0,0.0,0.0,0.0,0.0,0.8657121786049434,0.0,0.8214285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8343498004334313,0.8389976503593581,0.8551414651530129,0.0,0.8344758727720806,0.9064855117883001,0.0,0.0,0.8570024073123932,0.0,0.0
ENSG00000140307,0.0,0.0,0.0,0.5877240129879543,0.0,0.0,0.0,0.6273734771779605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5765212572046688,0.0,0.6355856018407005,0.0,0.0,0.5924013650843075,0.0,0.0,0.6552798854453223,0.0,0.606608255633286,0.691437021962234,0.6205648928880692,0.0,0.5897964302982602,0.6071551804031644,0.5811592223388808,0.5714285714285714,0.5981591705765043,0.0,0.0,0.0,0.6967335588165692,0.608385195689542,0.0,0.0,0.0,0.6652426421642303,0.5801931598356792,0.6439660883375576,0.6529727205634117,0.6166633612343243,0.6350531918661935,0.715047184910093,0.5730302163532802,0.0,0.5772451971258435,0.0,0.0
ENSG00000196083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000139410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9694251077515739,0.0,0.9642857142857143,0.0,0.0,0.0,0.0,0.0,0.9773212703210967,0.0,0.0
ENSG00000143314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8408581699643817,0.0,0.0,0.8759266297732081,0.0,0.0,0.0,0.0,0.0,0.8457608137811933,0.8604199002896037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8744481024997575,0.8975135535001755,0.8396263963409832,0.0,0.8950228925262179,0.0,0.8392857142857143,0.0,0.8481289648583957,0.0,0.0
ENSG00000131174,0.0,0.37924751532929285,0.0,0.32134491205215454,0.0,0.27057494542428423,0.0,0.3264725293431963,0.27795978635549545,0.31930142428193775,0.2882093425307955,0.0,0.26785714285714285,0.0,0.0,0.0,0.0,0.0,0.292383502636637,0.0,0.4171664448721068,0.3895949934210096,0.28617964152778896,0.38380947709083557,0.38403293383972986,0.36965352083955494,0.4549041156257902,0.3481953335659845,0.4622525934662138,0.5806192670549665,0.2689001592142241,0.29457988164254595,0.4082856508237975,0.3865402287670544,0.2986550160816738,0.30431600340775083,0.3777636321527617,0.28529914787837435,0.0,0.0,0.28785797847168787,0.4111016073397228,0.3798062354326248,0.0,0.27499297154801233,0.3175677816782679,0.3447519838809967,0.4574067262666566,0.36110000738075804,0.36049755236932207,0.388375637786729,0.49215171166828703,0.2728638968297413,0.2917468877775328,0.4069322720170021,0.3243551988686834,0.0
