clusterName,gene
CD4+ memory T cells,ENSG00000168685
CD4+ memory T cells,ENSG00000010610
CD4+ memory T cells,ENSG00000008517
CD69+PD-1+ memory CD4+ T cells,ENSG00000005844
CD69+PD-1+ memory CD4+ T cells,ENSG00000139193
CD69+PD-1+ memory CD4+ T cells,ENSG00000277734
CD69+PD-1+ memory CD4+ T cells,ENSG00000158050
CD69+PD-1+ memory CD4+ T cells,ENSG00000145649
CD8+CD103+ tissue resident memory T cells,ENSG00000153563
CD8+CD103+ tissue resident memory T cells,ENSG00000139193
CD8+CD103+ tissue resident memory T cells,ENSG00000168685
CD8+CD103+ tissue resident memory T cells,ENSG00000277734
CD8+ central memory T cells,ENSG00000153563
CD8+ central memory T cells,ENSG00000145649
CD8+ central memory T cells,ENSG00000158050
CD8+ central memory T cells,ENSG00000277734
NK T cells,ENSG00000211829
NK T cells,ENSG00000158050
NK T cells,ENSG00000145649
CD8+ effector memory T cells,ENSG00000115523
CD8+ effector memory T cells,ENSG00000153563
CD8+ effector memory T cells,ENSG00000227191
GammaDelta T cells,ENSG00000211829
GammaDelta T cells,ENSG00000168685
GammaDelta T cells,ENSG00000227191
CD4+ cytotoxic T cells,ENSG00000115523
CD4+ cytotoxic T cells,ENSG00000111796
CD4+ cytotoxic T cells,ENSG00000150093
CD4+ cytotoxic T cells,ENSG00000205336
CD56brightCD16- NK cells,ENSG00000211829
CD56brightCD16- NK cells,ENSG00000140678
CD56brightCD16- NK cells,ENSG00000109321
CD56dimCD16+ NK cells,ENSG00000203747
CD56dimCD16+ NK cells,ENSG00000211829
Plasma cells,ENSG00000177606
Plasma cells,ENSG00000170476
Immature B cells,ENSG00000100721
Immature B cells,ENSG00000137101
Mature naive B cells,ENSG00000077238
Mature naive B cells,ENSG00000100721
Nonswitched memory B cells,ENSG00000156738
Nonswitched memory B cells,ENSG00000132465
Class switched memory B cells,ENSG00000272398
Class switched memory B cells,ENSG00000091490
Class switched memory B cells,ENSG00000007312
CD11c+ memory B cells,ENSG00000177455
CD11c+ memory B cells,ENSG00000156738
CD11c+ memory B cells,ENSG00000140678
Mesenchymal cells_1,ENSG00000107562
Aberrant erythroid,ENSG00000112077
Aberrant erythroid,ENSG00000223609
Aberrant erythroid,ENSG00000133742
CD8+ naive T cells,ENSG00000172116
CD8+ naive T cells,ENSG00000126353
CD8+ naive T cells,ENSG00000153563
CD8+ naive T cells,ENSG00000139193
CD4+ naive T cells,ENSG00000126353
CD4+ naive T cells,ENSG00000010610
Pre-pro-B cells,ENSG00000169575
Pre-pro-B cells,ENSG00000168209
Plasmacytoid dendritic cell progenitors,ENSG00000185291
Plasmacytoid dendritic cell progenitors,ENSG00000131747
Plasmacytoid dendritic cells,ENSG00000148154
Plasmacytoid dendritic cells,ENSG00000132465
Late promyelocytes,ENSG00000005381
Late promyelocytes,ENSG00000121552
Conventional dendritic cell 1,ENSG00000235162
Conventional dendritic cell 1,ENSG00000169385
Conventional dendritic cell 1,ENSG00000179639
Conventional dendritic cell 1,ENSG00000120708
Early erythroid progenitor,ENSG00000164305
Early erythroid progenitor,ENSG00000005961
Early erythroid progenitor,ENSG00000125538
Late erythroid progenitor,ENSG00000143476
Late erythroid progenitor,ENSG00000169877
Pre-B cells,ENSG00000115163
Pre-B cells,ENSG00000196549
Pro-B cells,ENSG00000107447
Pro-B cells,ENSG00000169575
Early promyelocytes,ENSG00000005381
Early promyelocytes,ENSG00000128040
Lymphomyeloid prog,ENSG00000113140
Lymphomyeloid prog,ENSG00000128040
Lymphomyeloid prog,ENSG00000122025
Megakaryocyte progenitors,ENSG00000117400
Megakaryocyte progenitors,ENSG00000005961
Erythro-myeloid progenitors,ENSG00000135426
Erythro-myeloid progenitors,ENSG00000145708
Erythro-myeloid progenitors,ENSG00000163751
Eosinophil-basophil-mast cell progenitors,ENSG00000186652
Eosinophil-basophil-mast cell progenitors,ENSG00000140287
HSCs & MPPs,ENSG00000145708
HSCs & MPPs,ENSG00000128040
NK cell progenitors,ENSG00000203747
NK cell progenitors,ENSG00000145708
NK cell progenitors,ENSG00000174099
NK cell progenitors,ENSG00000111796
Conventional dendritic cell 2,ENSG00000158481
Conventional dendritic cell 2,ENSG00000179344
Conventional dendritic cell 2,ENSG00000105383
Conventional dendritic cell 2,ENSG00000140678
Classical Monocytes,ENSG00000177575
Classical Monocytes,ENSG00000170458
Myelocytes,ENSG00000143546
Myelocytes,ENSG00000169385
Non-classical monocytes,ENSG00000166927
Non-classical monocytes,ENSG00000203747
