,BEST4+ cell,Enterocyte progenitor cell subset 2,Enterocyte progenitor cell subset 3,Enterocyte subset 1,Enterocyte subset 2,Enteroendocrine cell subset 1,Enteroendocrine cell subset 2,Goblet cell subset 1,Goblet cell subset 2,Goblet cell subset 3,Goblet progenitor,Mature enterocyte subset 1,Mature enterocyte subset 2,Microfold cell,Mixed cell types,Paneth cell,Stem cell,Transit amplifying cell subset 1,Transit amplifying cell subset 2,Transit amplifying cell subset 3,Tuft cell,enterocyte progenitor subset 1
ENSG00000188976,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0
ENSG00000188290,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000078808,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
ENSG00000160087,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0
ENSG00000175756,1.0986123,1.3862944,1.609438,1.609438,1.609438,1.0986123,1.0986123,1.3862944,0.6931472,1.3862944,1.609438,1.3862944,1.609438,1.0986123,1.0986123,0.6931472,1.0986123,1.609438,1.609438,1.609438,1.0986123,1.3862944
ENSG00000221978,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.6931472,0.0,0.0
ENSG00000242485,1.0986123,1.0986123,1.3862944,1.3862944,1.0986123,1.0986123,0.6931472,1.0986123,0.6931472,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123,1.3862944,1.3862944,1.3862944,0.6931472,1.3862944
ENSG00000160075,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
ENSG00000248333,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
ENSG00000008128,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472
ENSG00000078369,1.609438,1.609438,1.3862944,1.609438,1.7917595,1.7917595,1.7917595,1.609438,1.609438,1.7917595,1.609438,1.7917595,1.7917595,1.7917595,1.609438,1.3862944,1.3862944,1.3862944,1.609438,1.3862944,1.7917595,1.3862944
ENSG00000067606,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
ENSG00000157933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0
ENSG00000157916,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123
ENSG00000157873,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472
ENSG00000142611,1.0986123,1.0986123,0.6931472,1.0986123,0.0,0.6931472,1.0986123,0.0,0.6931472,0.6931472,0.0,0.6931472,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.0
ENSG00000158109,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116251,2.7080503,2.6390574,3.0445225,2.8903718,2.3978953,2.4849067,2.1972246,2.7725887,1.9459101,2.8332133,2.7725887,2.1972246,1.9459101,2.8903718,2.7080503,2.0794415,2.8332133,2.8903718,2.8332133,2.944439,2.3025851,2.944439
ENSG00000116237,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.6931472
ENSG00000097021,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,1.0986123,0.6931472,1.0986123,1.0986123,0.0,0.0,0.0,0.6931472,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
ENSG00000187017,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000007923,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472
ENSG00000171735,1.0986123,1.3862944,1.3862944,1.3862944,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.3862944,1.0986123,1.0986123,0.6931472,1.0986123,0.6931472,1.3862944,1.3862944,1.0986123,1.3862944,0.6931472,1.0986123
ENSG00000116288,1.3862944,1.3862944,1.7917595,1.3862944,1.3862944,1.3862944,1.0986123,1.3862944,0.6931472,1.3862944,1.609438,1.0986123,1.0986123,1.3862944,1.0986123,0.89587975,1.3862944,1.609438,1.609438,1.609438,1.0986123,1.609438
ENSG00000116285,0.6931472,0.0,0.0,0.0,0.0,0.0,1.0986123,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0
ENSG00000142599,1.9459101,1.9459101,1.609438,1.609438,1.3862944,2.4849067,2.3025851,1.7917595,2.3025851,2.3025851,1.7917595,1.3862944,1.0986123,2.0794415,1.9459101,1.9459101,1.9459101,1.609438,1.609438,1.609438,2.3978953,1.609438
ENSG00000074800,1.3862944,1.9459101,2.1972246,1.9459101,1.9459101,1.0986123,1.3862944,1.3862944,1.0986123,1.3862944,1.609438,1.609438,1.609438,1.7917595,1.7917595,1.0986123,1.609438,2.1972246,2.1972246,2.0794415,1.0986123,2.0794415
ENSG00000142583,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,1.3862944,1.609438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171621,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171612,0.0,0.6931472,0.0,0.0,0.0,0.6931472,0.6931472,0.3465736,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.0
ENSG00000171603,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
ENSG00000178585,0.0,0.3465736,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.6931472
ENSG00000162441,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
ENSG00000130939,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,1.0986123,1.3862944,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
ENSG00000054523,1.0986123,1.3862944,1.0986123,1.0986123,1.3862944,1.3862944,1.3862944,1.0986123,1.3862944,1.0986123,1.0986123,1.3862944,1.3862944,1.3862944,1.0986123,1.3862944,1.0986123,1.0986123,1.0986123,1.0986123,1.3862944,1.0986123
ENSG00000142657,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
ENSG00000175279,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0
ENSG00000160049,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.6931472
ENSG00000142655,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
ENSG00000130940,1.0986123,1.3862944,1.0986123,1.3862944,1.3862944,1.0986123,1.3862944,1.3862944,1.609438,1.3862944,1.0986123,1.3862944,1.3862944,0.6931472,1.3862944,0.6931472,1.0986123,1.0986123,1.0986123,1.0986123,1.7917595,1.0986123
ENSG00000120948,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472
ENSG00000116649,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0
ENSG00000198793,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0
ENSG00000116685,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
ENSG00000116688,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0
ENSG00000028137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000048707,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.3862944,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123
ENSG00000162496,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.6931472
ENSG00000116731,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
ENSG00000189337,1.3862944,2.0794415,1.7917595,2.3025851,1.3862944,1.0986123,1.0986123,2.3978953,2.8903718,1.3862944,2.3978953,2.7725887,1.3862944,1.0986123,2.0794415,2.3502402,2.3025851,1.609438,0.6931472,1.7917595,2.7080503,1.609438
ENSG00000171729,0.6931472,0.6931472,0.6931472,0.6931472,0.0,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
ENSG00000142634,1.3862944,1.0986123,1.0986123,1.0986123,1.3862944,0.6931472,0.6931472,1.0986123,0.6931472,1.0986123,1.0986123,1.0986123,1.3862944,1.3862944,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123
ENSG00000116138,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116771,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.6931472
ENSG00000197312,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.6931472
ENSG00000162460,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162458,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.0,0.6931472,0.3465736,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
ENSG00000065526,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,1.0986123,1.0986123,1.0986123,0.6931472
ENSG00000142627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0
ENSG00000037637,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.6931472
ENSG00000055070,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472
ENSG00000058453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.6931472,0.0,0.0
ENSG00000117118,1.0986123,1.0986123,1.0986123,1.3862944,1.3862944,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123
ENSG00000179051,0.0,0.6931472,0.6931472,0.0,0.0,0.6931472,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
ENSG00000074964,0.6931472,1.0986123,0.6931472,0.0,0.0,1.0986123,0.6931472,1.3862944,1.3862944,1.0986123,1.3862944,0.0,0.0,1.0986123,0.6931472,0.89587975,1.0986123,0.6931472,0.6931472,0.6931472,1.2424533,1.0986123
ENSG00000127481,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
ENSG00000053372,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.6931472
ENSG00000162482,1.0986123,1.0986123,1.3862944,2.0794415,2.0794415,0.6931472,0.6931472,0.0,0.6931472,0.0,0.0,2.4849067,2.0794415,0.6931472,0.6931472,0.6931472,0.6931472,1.3862944,1.0986123,1.3862944,0.6931472,1.0986123
ENSG00000053371,1.0986123,0.6931472,1.0986123,1.3862944,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.3862944,0.6931472,1.0986123,0.6931472,0.6931472
ENSG00000077549,1.3862944,1.3862944,1.609438,1.609438,1.3862944,1.3862944,1.0986123,1.609438,1.3862944,1.3862944,1.609438,1.3862944,1.3862944,1.609438,1.0986123,1.0986123,1.0986123,1.3862944,1.3862944,1.609438,1.0986123,1.3862944
ENSG00000173436,1.7917595,1.9459101,2.3025851,2.0794415,1.9459101,1.3862944,1.0986123,1.609438,1.0986123,1.609438,1.7917595,1.7917595,1.7917595,1.609438,1.7917595,1.0986123,1.7917595,2.3025851,2.1972246,2.1972246,1.3862944,2.0794415
ENSG00000158747,0.6931472,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.6931472,1.7917595,1.609438,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123
ENSG00000162542,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0
ENSG00000178828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0
ENSG00000188257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.979638,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162545,1.609438,1.0986123,1.3862944,1.3862944,1.3862944,1.3862944,1.3862944,2.1972246,1.0986123,1.9459101,1.609438,1.3862944,1.3862944,0.6931472,1.0986123,1.609438,1.3862944,1.0986123,1.0986123,1.3862944,1.0986123,1.3862944
ENSG00000244038,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
ENSG00000127483,1.3862944,1.3862944,1.3862944,1.0986123,1.0986123,1.3862944,1.3862944,1.3862944,1.3862944,1.609438,1.7917595,1.0986123,1.0986123,1.0986123,1.3862944,1.0986123,1.3862944,1.609438,1.7917595,1.3862944,1.609438,1.3862944
ENSG00000075151,2.0794415,1.9459101,1.609438,1.9459101,1.9459101,1.9459101,2.1972246,1.7917595,2.0794415,1.7917595,1.7917595,1.7917595,1.3862944,2.3978953,1.9459101,1.609438,1.609438,1.609438,1.3862944,1.609438,2.0794415,1.7917595
ENSG00000117298,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000076864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,0.6931472,0.0,1.0986123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000090686,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,1.0986123,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
ENSG00000070831,1.7917595,1.3862944,1.609438,1.609438,1.7917595,1.3862944,1.3862944,1.609438,1.0986123,1.609438,1.609438,1.609438,1.7917595,1.9459101,1.609438,1.0986123,1.609438,1.609438,1.7917595,1.7917595,1.3862944,1.609438
ENSG00000173372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.713572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7080503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.713572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133216,0.6931472,1.7917595,1.609438,0.6931472,0.0,1.3862944,1.3862944,1.3862944,1.609438,1.7917595,1.609438,0.0,0.6931472,0.6931472,1.609438,1.7917595,1.7917595,1.609438,1.609438,1.609438,1.0986123,1.609438
ENSG00000004487,0.6931472,0.6931472,0.6931472,0.6931472,0.0,1.0986123,0.6931472,0.6931472,0.6931472,1.3862944,0.89587975,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472
ENSG00000169641,1.0986123,1.0986123,1.0986123,1.3862944,1.3862944,1.0986123,1.0986123,1.0986123,1.3862944,1.0986123,1.0986123,1.609438,1.609438,0.6931472,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123
ENSG00000125944,1.3862944,1.609438,1.7917595,1.0986123,1.0986123,1.3862944,1.3862944,1.3862944,1.3862944,1.609438,1.7917595,0.6931472,1.0986123,1.3862944,1.609438,1.0986123,1.3862944,1.7917595,1.7917595,1.609438,1.3862944,1.609438
ENSG00000204219,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,1.3862944,1.0986123,0.0,1.0986123,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
ENSG00000117318,1.0986123,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.609438,1.3862944,1.0986123,1.3862944,0.6931472,1.0986123
ENSG00000142676,3.2580965,3.1354942,3.583519,3.465736,3.0445225,2.944439,2.8332133,3.1780539,2.3025851,3.218876,3.0445225,2.8903718,2.6390574,3.295837,3.218876,2.8903718,3.4965076,3.465736,3.4011974,3.4965076,2.944439,3.4965076
ENSG00000057757,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.0
ENSG00000117308,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.6931472,0.0,0.6931472,0.0,0.0
ENSG00000117305,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000179163,0.6931472,0.0,0.6931472,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,1.3862944,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.6931472
ENSG00000189266,1.0986123,0.6931472,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,1.0986123,1.3862944,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,1.3862944,1.0986123,0.6931472,1.0986123
ENSG00000188529,1.0986123,1.3862944,1.3862944,0.6931472,1.0986123,1.3862944,1.0986123,1.0986123,1.0986123,1.0986123,1.3862944,0.6931472,1.0986123,1.0986123,1.0986123,1.0986123,1.0986123,1.609438,1.0986123,1.0986123,1.3862944,1.3862944
ENSG00000185436,0.0,0.0,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000001461,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117602,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986123,0.0
ENSG00000133226,1.609438,1.3862944,1.609438,1.3862944,1.0986123,1.3862944,1.0986123,1.3862944,1.0986123,1.609438,1.609438,1.0986123,1.0986123,1.3862944,1.3862944,1.0986123,1.3862944,1.7917595,1.609438,1.609438,1.3862944,1.609438
ENSG00000117614,1.0986123,0.6931472,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,1.0986123,1.0986123,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123
ENSG00000117616,1.0986123,1.0986123,0.6931472,1.0986123,0.6931472,1.0986123,1.0986123,1.0986123,1.0986123,0.6931472,0.6931472,1.0986123,1.0986123,1.0986123,0.6931472,1.0986123,1.0986123,0.6931472,1.0986123,1.0986123,1.0986123,0.6931472
ENSG00000183726,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,1.0986123,0.6931472,0.6931472,0.6931472,0.6931472,1.0986123,0.6931472,0.6931472,0.6931472
ENSG00000204178,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.0,0.0,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472,0.6931472
ENSG00000117632,0.6931472,1.0986123,1.3862944,0.0,0.0,1.7917595,1.0986123,0.6931472,0.6931472,2.3025851,2.1972246,0.0,0.0,0.6931472,1.3862944,0.6931472,1.0986123,2.3025851,2.0794415,1.0986123,1.0986123,1.3862944
ENSG00000142684,0.0,0.0,0.6931472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931472,0.6931472,0.6931472,0.0,0.0
