dataset,organ,first_author,year,cluster_header,embedding,doi,collection_name,dataset_title,journal,collection_url,explorer_url,h5ad_url,n_clusters,n_cells,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
digestive_tract_Zwick_2024,digestive_tract,Zwick,2024,cell.type,X_umap,10.1038/s41556-023-01337-z,Epithelial zonation along the mammalian small intestine defines five discrete metabolic domains,Epithelial cells collected from 30 segments across the proximal (1) to distal (30) ends of the human small intestine.,Nat Cell Biol,https://cellxgene.cziscience.com/collections/3db5617e-9f12-4eb4-8416-94893a0d7c46,https://cellxgene.cziscience.com/e/b6ee0939-b5b9-4e03-9d69-96fb6bf5d434.cxg/,https://datasets.cellxgene.cziscience.com/0f4515c2-2cb1-47a8-9295-40f771f5803a.h5ad,22,19200,0.6116685695385269,0.4597652042806661,0.4138484420032243,14,4,4,0.6967256731349107,0.6548671104926966
