,B cells,CD16+ NK cells,CD16- NK cells,CD4 T cells,Central venous LSECs,Cholangiocytes,Classical monocytes,DC1,DC2,Fibroblasts,Immune mix,Inflammatory macrophages,Interzonal hepatocytes,MAIT cells,Macrophages,Migratory DCs,NK cells,Neutrophils,Non-classical monocytes,Non-inflammatory macrophages,Pericentral hepatocytes,Periportal LSECs,Periportal hepatocytes,Plasma cells,Portal endothelial cells,Stellate cells,Tem/Temra cytotoxic T cells,Tem/Trm cytotoxic T cells,pDC
NR5A2,0.0,0.0,0.0,0.0,1.6155457,1.0428255,0.0,0.0,0.0,0.0,0.0,0.0,0.9960132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4605436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NR6A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5425471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62210757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.761986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7552235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRP1,0.0,0.0,0.0,0.0,2.0397859,0.0,0.0,0.0,0.0,1.8167777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7905105,0.0,0.0,0.0
NRP2,0.0,0.0,0.0,0.0,0.9085021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61289936,0.71201783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5623727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSMCE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1994216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSMCE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2916172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0541668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSRP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40883794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6585384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSUN6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1977644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.425989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NT5C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27759776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71616644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NT5DC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5756074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1136879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5124742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTN4,0.0,0.0,0.0,0.0,2.0351448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUAK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.472803,0.0,0.0,0.0,0.0
NUB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3365877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUCB2,0.0,0.0,1.0405705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.302492,0.0,0.0,0.0,0.0,1.1417344
NUCKS1,0.0,0.0,0.0,0.0,0.0,1.2127353,0.0,0.6344242,0.66842353,0.0,0.0,0.0,0.86912274,0.0,0.0,0.61529946,0.0,0.0,0.0,0.0,0.9138825,1.3247612,0.0,0.0,1.2486709,0.0,0.0,0.0,0.0
NUDT16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5988411,0.74832606,0.0,0.0,0.8503188,0.0,0.0,0.0,0.0,0.0,0.0,1.0563993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUGGC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7022704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUMB,0.0,0.0,0.0,0.0,0.8436574,0.8888279,0.0,0.0,0.0,0.0,0.0,0.0,0.7444184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1693182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUP214,0.0,0.0,0.0,0.0,0.0,0.0,0.788152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8620259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8243551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OAZ1,2.3386934,1.9869515,2.1248825,1.8250191,0.0,0.0,3.0795944,2.2523994,2.66108,0.0,1.7303318,2.6523762,0.0,1.9229517,0.0,2.4090824,0.0,3.2258139,3.2167907,2.5896034,0.0,1.3873321,0.0,2.2272925,0.0,0.0,2.0610242,2.093131,2.506057
OAZ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55344534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCIAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5166596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56101227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ODF2L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2106642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OFD1,0.0,0.0,1.1729141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125027
OGFRL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68366706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OIT3,0.0,0.0,0.0,0.0,2.019323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ONECUT1,0.0,0.0,0.0,0.0,0.0,0.885124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6245353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062499
ORM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.183653,0.0,2.1408663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93211806,0.54783297,3.148305,0.0,0.0,0.0,0.0,0.0,0.0
ORM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8463732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OS9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48785126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57144153,0.0,0.0,0.0,0.0,0.0
OSBPL10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3357108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSBPL8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5512081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSBPL9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1662388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4622798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSMR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64185864,0.0,0.0,0.0
OST4,1.4769392,1.5725623,1.7232063,1.784711,0.0,0.0,1.6647761,1.7399471,1.6100783,0.0,0.0,1.5138962,0.0,1.7000594,0.0,1.9645281,0.0,0.0,1.6585519,1.3181877,0.0,1.1100985,0.0,2.0885553,0.0,0.0,1.6651236,1.8760878,2.1006997
OSTC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8348469,0.86711067,0.0,0.0,0.7400931,0.0,0.0,0.0,0.32485795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1692954,0.0,0.0,0.0,0.0,1.434719
OSTF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4132272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2506217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OXA1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5469421,0.5127801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OXR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62142897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2RY13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82916546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2RY14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47740418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0576859
P4HB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.518448,0.58066344,0.0,0.0,0.0,1.1560501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6079787,0.0,0.0,1.3707161,0.0,0.0,0.0,0.0,1.2221966
PA2G4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61322796,0.6630243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PABPC1,2.0727766,1.4269707,1.8924174,1.9705672,0.0,1.040985,2.472983,2.6573024,2.6074772,0.0,1.2894769,2.34795,0.7615881,1.9086273,1.0846167,2.543822,2.597367,0.0,2.4749737,2.0633204,0.68017924,1.8998735,0.0,1.6412876,1.9958855,0.0,1.3542814,1.8167745,2.3302126
PABPC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49675474,0.0,0.0,0.8358451,0.0,0.0,0.0,0.6620764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76363647,0.0,0.0,0.0,0.0,0.0
PACS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8430538,0.0,0.0,0.0
PAFAH1B1,0.0,0.0,0.0,0.0,0.0,0.64689106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65120596,0.0,0.0,0.0,0.0,0.6989472,0.0,0.0,0.0
PAG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.453459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0559101,0.0,0.0,0.0,0.0,0.0,0.0,1.8073447,0.0,0.0,0.0
PAH,0.0,0.0,0.0,0.0,0.0,1.830275,0.0,0.0,0.0,0.0,0.0,0.0,1.8112409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.204968,0.0,1.398875,0.0,0.0,0.0,0.0,0.0,0.0
PAIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48819128,0.72823364,0.0,0.0,0.64378303,0.0,0.0,0.0,0.6725117,0.0,0.0,0.678646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8949355
PAK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63045484,0.8266654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48819128,0.53289425,0.0,0.0,0.0,0.46783513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4498654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PALLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4451218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5260642,0.0,0.0,0.0
PAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0419701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAMR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1374782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAN3,0.0,0.0,0.0,0.0,0.0,0.8113471,0.0,0.0,0.0,0.84855735,0.0,0.0,0.39651984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99807787,0.0,0.0,0.0,0.0,1.1711452,0.0,0.0,0.0
PANK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6879628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.006758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAPOLA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5865095,0.5916713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50629383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAPSS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83972824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4036034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARD3,0.0,0.0,0.0,0.0,0.0,1.8860835,0.0,0.0,0.0,3.3393369,0.0,0.0,1.5454888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0875409,0.0,0.0,0.0,0.0,2.6564083,0.0,0.0,0.0
PARD3B,0.0,0.0,0.0,0.0,0.0,1.9029417,0.0,0.0,0.0,1.9267017,0.0,0.0,0.42717186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5594875,0.0,0.0,0.0,0.0,1.9646564,0.0,0.0,0.0
PRKN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8900303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARK7,0.0,1.3158098,1.282938,0.0,0.0,0.0,0.87602913,1.3041521,1.2735934,0.0,0.0,1.1259408,0.0,0.0,0.0,1.5421789,0.0,0.0,1.1243249,0.5884596,0.0,0.0,0.0,1.0984538,0.0,0.0,1.1376863,0.0,2.1006997
PARP14,0.0,0.0,0.0,0.0,0.97083604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9807299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49257028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9514774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARVB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8959637
PARVG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7598604,0.6122793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAWR,0.0,0.0,0.0,0.0,0.0,1.4358164,0.0,0.0,0.0,1.0167964,0.0,0.0,0.523212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84955186,0.0,0.0,0.0,0.0,1.2039261,0.0,0.0,0.0
PBLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6518985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8029241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PBRM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49403822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83889186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PBX1,0.0,0.0,0.0,0.0,0.0,1.1759274,0.0,0.0,0.0,2.0186992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1536268,0.0,0.0,0.0
PBX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0315971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7481279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82342166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCBP1,0.0,0.9843848,0.0,0.0,0.0,0.0,1.4561641,1.1352837,1.2852511,0.0,0.0,1.2518709,0.0,0.0,0.0,1.6230054,0.0,0.0,1.2137737,1.1157,0.0,0.0,0.0,0.77309155,0.0,0.0,0.0,0.0,1.1276326
PCBP2,0.0,0.0,0.0,0.0,0.0,0.72408336,1.1629171,1.1730697,1.1827903,0.0,0.0,1.1174616,0.6821725,0.0,0.0,1.1410061,0.0,0.0,0.0,0.8220456,0.65537727,0.826637,0.0,0.85953736,1.1564564,0.0,0.0,0.0,1.2421509
PCCA,0.0,0.0,0.0,0.0,0.0,1.9813608,0.0,0.0,0.0,1.5570118,0.0,0.0,2.0922337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.387461,0.0,0.0,0.0,0.0,1.5837029,0.0,0.0,0.0
PCDH9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2092304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4829661,0.0,0.0,0.0
PCED1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0771186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0195894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9618322,0.0,1.9533613,0.0,0.0,0.0,0.0,0.0,0.0
PCM1,0.0,0.0,0.0,0.0,0.0,0.8896375,0.0,0.0,0.0,0.95754683,0.0,0.0,0.4426179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81939036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCSK6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7151554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2927444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDCD4,0.0,0.0,1.4155293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.339231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDCD6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5491206,0.6401583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0131934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5187106,0.0,0.0,0.0
PDE2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85821515,0.0,0.0,0.0,0.0
PDE3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1323843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6052908,0.0,0.0,0.0
PDE3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.206628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8799206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE4D,0.0,0.0,0.0,0.0,1.1166663,1.020061,0.0,0.0,0.0,2.8265886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3419445,0.0,0.0,0.0
PDE4DIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4171469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.065104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE7B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4101619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE8A,0.0,0.0,0.0,0.0,0.0,1.2023625,0.0,0.0,0.0,1.7627745,0.0,0.0,0.6501541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1870776,0.0,0.0,0.0,0.0,1.613933,0.0,0.0,0.0
PDE8B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7355571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDGFC,0.0,0.0,0.0,0.0,0.0,1.3870448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6664815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDGFD,0.0,0.0,0.0,0.0,0.0,0.75795853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDIA3,0.0,1.1689996,1.1279151,0.0,0.0,0.0,0.0,1.1042215,0.8988908,0.0,0.0,0.8006527,0.608551,0.0,0.0,0.85708034,0.0,0.0,0.0,0.6460868,0.0,0.0,0.0,1.0904133,0.0,0.0,0.0,0.0,1.216985
PDIA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55327255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1214743,0.0,0.0,0.0,0.0,0.0
PDIA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62951124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0980792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDIA6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.618611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69480133,0.0,0.0,0.0,1.7246256,0.0,0.0,0.0,0.0,0.87906605
PDK4,0.0,0.0,0.0,0.0,1.1722212,0.0,0.0,0.0,0.0,1.228483,0.0,0.0,0.0,0.0,1.4155304,0.0,0.0,0.0,0.0,2.7762055,0.9331838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
