,Arterial endothelial cells,BEST4+ enterocytes,Capillary endothelial cells,Colonocytes,Cycling B cells,Cycling/Secretory TA,DC1,DC2,Enterocytes,Enteroendocrine cells,Follicular B cells,Follicular helper T cells,Germinal center B cells,Glia,Goblet cells,ILC,Immature goblet cells,Intestinal macrophages,Lymphatic endothelial cells,Macrophages,Mast cells,Memory B cells,Monocytes,Myofibroblasts,NK cells,Naive B cells,Paneth,Pericytes,Plasma cells,Regulatory T cells,Stem cells,Stromal 1,Stromal 2,Stromal 3,TA,Tcm/Naive helper T cells,Tem/Effector helper T cells,Tem/Trm cytotoxic T cells,Trm cytotoxic T cells,Tuft cells,Type 1 helper T cells,Type 17 helper T cells,Venous endothelial cells,gamma-delta T cells
ENSG00000185825,0.0,0.0,0.0,0.0,0.0,1.0110205,0.0,0.0,0.0,0.5592731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6107936,1.5815518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7311229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000064787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7663086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124243,0.0,0.0,0.0,0.0,1.0039012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3459193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000119866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27321956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000126453,0.0,0.0,0.0,0.0,0.5409682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000110987,0.0,0.0,0.0,0.0,0.67382336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78586996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000099385,0.0,0.0,0.0,0.0,0.0,0.40106407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000029363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7018596,0.0,0.9626577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6093094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0735233,0.0,0.0,0.0
ENSG00000142959,0.0,3.5043468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5685122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000166681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9534976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42600203,0.0,0.0,0.78965926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7465615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000015475,0.0,0.0,0.0,0.0,0.0,0.0,1.2063816,0.96476376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100290,0.0,0.0,0.0,0.0,0.77284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8826237,0.0,0.0,0.0,0.0
ENSG00000023445,0.0,0.0,0.0,0.0,0.63673425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0242755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5325062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0391515,0.0,0.0,0.0
ENSG00000089685,0.0,0.0,0.0,0.0,0.9157211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6337174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000095585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5934965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135441,0.0,0.6403701,0.0,1.3286171,1.2418882,1.4693573,0.6239315,0.6515575,0.0,0.8203142,0.0,0.0,0.0,0.0,0.7025788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9544325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.597698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4544008,0.0,0.0,0.0,0.0
ENSG00000090013,0.0,0.5604313,0.0,0.0,0.0,1.027874,0.0,0.0,0.37734008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63674986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43024516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.196514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.067602,0.0
ENSG00000102010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4079556,0.0,0.0,0.0,0.0
ENSG00000176171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30572036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5184605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46744537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163170,0.0,0.0,0.0,0.0,0.0,0.7254144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43024516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78263384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3954236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333933,0.75844085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1363199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62578684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000254999,0.0,0.0,1.0715281,0.0,1.7005472,1.0263968,1.4388998,1.4333802,0.0,0.90445626,0.0,0.0,1.7342901,0.0,0.0,0.0,0.0,1.0579314,1.0256504,0.9563984,0.0,0.93941444,1.305792,1.0986123,0.0,0.0,0.0,1.0469502,0.0,0.0,0.7463383,1.5286756,1.5434114,0.99318254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9603375
ENSG00000185658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4366376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172270,0.0,1.6707071,1.177376,2.030952,0.0,1.5564692,0.0,0.0,0.45142478,0.9650654,0.0,0.0,0.0,0.0,0.5721885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5309427,0.0,0.0,0.0,0.0,0.4490642,0.0,0.9555114,1.6476257,2.0208192,1.1969489,0.363408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83870566
ENSG00000130303,1.8289576,0.0,1.8424172,0.0,0.0,0.0,0.9680934,0.8411737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.489583,0.0,0.93305254,0.0,0.0,0.0,0.0,0.9359647,0.0,0.0,0.0,0.0,0.0,0.62596893,0.0,0.0,1.6906765,1.9370484,0.7547791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53145725,0.9507129
ENSG00000145741,1.7285515,1.354317,2.004392,1.4160903,2.7390177,2.0999658,2.4137595,2.3306916,1.6848241,1.7842987,2.338905,2.2065227,2.7839541,1.3565243,1.4969426,2.1590421,1.8938546,1.6506809,1.9233259,1.74591,2.1055932,2.1990933,1.9084893,2.0980816,2.1123252,2.179207,1.9636904,1.9072499,1.146122,2.289284,2.3352544,2.193913,2.200788,1.99734,1.6902556,2.4144216,2.407266,2.0685372,2.2383184,1.0253062,2.1561103,2.2931447,2.08718,2.1332026
ENSG00000133639,0.0,1.011251,0.0,0.796986,2.0805273,0.7394059,0.7889377,1.4491405,0.6953796,0.9434675,2.8337405,3.4104636,2.5012891,1.6993284,0.0,3.4091578,0.0,0.9369056,0.0,0.0,2.32086,2.8553088,1.6649218,1.023818,3.1310413,3.359221,0.0,1.078492,1.1085434,3.221279,0.69808346,1.5619055,1.5562723,0.0,0.0,3.0154684,3.0377226,3.317021,2.898817,0.0,3.379476,3.2870293,0.0,2.9953508
ENSG00000159388,0.0,0.0,0.0,0.0,0.8735018,0.0,0.0,0.79601645,0.0,0.5317465,0.0,1.8912219,0.9792695,0.0,0.0,1.8931357,0.0,0.50596666,0.0,0.0,1.6225255,1.1402127,0.0,0.0,1.2583264,1.2878602,0.0,0.8103421,1.3073099,0.0,0.48242694,0.0,0.0,0.96981823,0.0,0.0,0.0,1.4355723,0.0,0.0,1.4370381,1.2291666,0.0,1.1407194
ENSG00000154473,0.0,0.0,0.0,0.0,1.2554481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2299947
ENSG00000106245,0.0,0.0,0.0,0.0,0.8601488,0.64919174,0.0,0.0,0.0,0.5423812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000082153,0.0,0.0,0.0,0.0,0.62493837,0.0,0.0,0.0,0.0,0.6690032,0.0,0.0,0.0,0.0,0.0,1.197917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36682445,0.0,0.0,0.994254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7833985
ENSG00000136261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29237455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000188373,0.0,1.1858342,0.0,1.5283692,0.0,1.52811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000211450,0.0,0.0,0.0,0.0,1.0638597,1.2479624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162194,0.0,0.0,0.0,0.0,0.8060311,0.5927359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000110696,0.0,0.0,0.0,0.0,1.0824765,0.0,0.567551,0.6359051,0.0,0.9941467,0.0,1.0172348,0.0,0.0,0.0,0.0,0.0,0.0,1.019268,0.0,0.0,0.8119037,0.0,0.0,0.0,0.9845971,0.0,0.16639385,0.0,0.0,0.63533413,0.0,0.0,0.8610151,0.0,0.0,0.0,0.0,0.0,0.0,1.0800302,0.9005815,0.0,0.9796329
ENSG00000204922,0.0,0.0,0.0,0.0,0.0,0.8190238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3220453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111678,0.0,0.0,0.87468225,0.0,0.6496722,1.1634213,0.0,0.0,0.0,1.1929871,0.0,1.3264868,0.0,0.0,1.2088481,0.0,0.9599731,0.0,1.4058071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4799457,0.3860544,0.0,1.096019,1.1685414,1.315012,1.46685,0.0,0.0,0.0,0.0,0.0,1.1188824,1.112126,0.0,0.0,1.2067509
ENSG00000235162,0.0,0.0,0.0,0.0,1.4811257,0.0,0.0,0.0,0.0,1.2733154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000087302,0.0,0.0,0.0,0.0,1.3851705,0.6663202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000166920,0.0,2.219578,0.0,3.1081204,0.0,2.8259823,0.0,0.0,0.8701023,1.5503948,0.0,0.0,0.0,0.0,1.7770171,0.0,2.502833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5913916,0.0,0.0,0.0,1.3281156,0.0,0.0,0.0,3.0598896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130731,0.0,0.0,0.0,0.0,0.0,0.7663394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000224877,0.0,0.0,0.0,0.0,0.6423279,0.6500221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40735736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000074842,0.0,0.0,0.0,0.0,0.0,1.1397064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228300,0.0,0.0,0.0,0.0,0.0,0.41208977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167644,0.0,1.3991048,0.0,1.7560725,0.0,1.0858439,0.0,0.0,1.1822255,0.0,0.0,0.0,0.0,0.0,0.7323077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65478426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000123144,0.0,0.0,0.0,0.0,1.4585651,1.3931016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167747,0.0,0.0,0.0,0.0,0.71616644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104979,0.0,0.0,0.0,0.0,1.4030248,1.069484,0.8761109,0.73917717,0.0,0.7468053,0.0,1.0231327,0.92251563,0.0,0.0,0.0,0.0,0.68285835,0.0,0.0,0.0,0.9491577,0.66533315,0.0,0.0,0.0,0.0,0.0,0.32723272,0.0,0.76049805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8392277,0.91196275,0.0,0.94683385
ENSG00000006015,0.0,0.0,0.0,0.0,0.0,0.7603767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174917,0.0,0.0,0.0,0.0,0.0,1.3780637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0392697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4489992,0.0,3.4895515,0.0,0.0,1.3254259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4826465,0.0,3.3997808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000108561,0.0,0.0,0.0,0.0,1.0450912,1.5683526,0.95837605,0.7482686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2421072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4242227,0.0,3.3558128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1946164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1441853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0414798,2.0898652,2.9714892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45308918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143110,0.0,0.0,0.0,0.0,0.0,0.0,0.9835981,1.2151477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4266729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143612,0.0,0.0,0.0,0.0,0.0,0.3993274,0.0,0.0,0.0,0.70611995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53923476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118292,0.0,0.0,0.0,0.0,0.0,0.0,1.9460473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39671093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
