cell_type,mean,std,median,count,q1,q3,f_score
stromal cell of lamina propria of colon,0.6419426866106486,0.28459703105074524,0.7697661806238505,1172,0.6562177494693597,0.7831678581168107,0.966305189775368
T cell of anorectum,0.6669837585038576,0.083834210060049,0.6894775729662822,3249,0.6299973025162172,0.7247865404023592,0.9678315847981658
plasma cell,0.5984724425806338,0.20020032154951764,0.682785664567827,3359,0.556546653691343,0.7333167669037417,0.9653711183208634
colon epithelial cell,0.6049527494687897,0.18041247106141695,0.6617482773028035,6713,0.5657559961458126,0.7074638095623486,0.9447689489510248
myeloid cell,0.5391181291439168,0.07498736170122519,0.5815975238490388,677,0.5057975213506439,0.5948067053950781,0.7391304347826086
