cell_type,mean_silhouette,std_silhouette,median_silhouette,count
myeloid cell,0.5391181291439168,0.07498736170122519,0.5815975238490388,677
plasma cell,0.5984724425806338,0.2002003215495176,0.682785664567827,3359
stromal cell of lamina propria of colon,0.6419426866106486,0.2845970310507453,0.7697661806238505,1172
T cell of anorectum,0.6669837585038576,0.083834210060049,0.6894775729662822,3249
colon epithelial cell,0.6049527494687897,0.18041247106141695,0.6617482773028035,6713
