clusterName,gene
plasma cell,ENSG00000132465
T cell of anorectum,ENSG00000167286
myeloid cell,ENSG00000011600
myeloid cell,ENSG00000204287
stromal cell of lamina propria of colon,ENSG00000164692
stromal cell of lamina propria of colon,ENSG00000182326
colon epithelial cell,ENSG00000171747
colon epithelial cell,ENSG00000170421
