,AT1/AT2-like,AT2/Club-like,B cell,T cell,alveolar macrophage,basal cell,blood vessel endothelial cell,chondrocyte,ciliated cell,club cell,dendritic cell,endothelial cell,endothelial cell of artery,enucleate erythrocyte,fibroblast,goblet cell,lymphatics,macrophage,mast cell,monocyte,myofibroblast cell,natural killer cell,pericyte cell,smooth muscle cell,type I pneumocyte,type II pneumocyte,unknown,vascular associated smooth muscle cell,vein endothelial cell
ENSG00000186522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2602773,0.0,0.0,0.0,0.0
ENSG00000115977,0.0,0.0,0.0,2.9652753,1.8300865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4638085,0.0,0.0,0.0,0.0,1.9020643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.128508
ENSG00000165084,3.034176,3.7521076,0.0,0.0,0.0,0.0,0.0,0.0,3.6523888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2995691,0.0,0.0,0.0
ENSG00000067798,0.0,0.0,0.0,0.0,0.0,0.0,3.3456664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.627141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2192166,0.0,0.0,0.0,0.0
ENSG00000072134,0.0,1.2886547,0.0,0.0,0.0,0.0,0.0,0.0,0.44539446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000166833,0.0,2.3482528,0.0,0.0,0.0,0.0,0.0,3.1041327,2.3408687,2.5498223,0.0,0.0,0.0,0.0,4.001355,2.011217,0.0,0.0,0.0,0.0,3.5201364,0.0,0.0,0.0,2.9609923,1.4431288,0.9018284,0.0,0.0
ENSG00000115414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9584303,0.0,0.0,0.0,0.0,0.0,0.85570234,0.0,0.0,2.9503565,0.0,0.0,0.0,0.0,0.0
ENSG00000164674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0345762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7753342,0.0,0.0,2.6558616,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6628335,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000151726,0.0,1.3538517,0.0,0.0,2.9406085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3129675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.182694,0.0,0.0,0.0
ENSG00000039560,1.7267783,2.101711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1455128,0.0,0.0,0.0,0.0,0.0,2.279928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9006193,0.0,0.0,0.8141798
ENSG00000186260,0.0,1.6069329,0.0,0.0,0.0,0.0,3.4594316,0.0,0.0,0.56279033,0.0,0.0,3.2074606,0.0,0.0,2.7870808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1200476
ENSG00000109756,0.0,2.208274,0.0,0.0,0.0,0.0,0.0,0.0,1.5394193,0.0,0.0,0.0,2.1037169,0.0,0.0,1.4231272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2584152,1.2537824,0.0,0.0,0.0
ENSG00000165959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3884729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000144645,0.0,0.0,1.0948957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132466,2.494207,2.7729745,0.0,0.0,2.1668444,2.1974761,2.9751565,0.0,1.2716458,2.0077581,0.0,0.0,2.9240592,0.0,1.3851545,2.291485,2.3650322,0.0,0.0,0.0,0.0,0.0,0.0,1.1397431,2.1274893,2.1099453,1.6398814,0.0,2.1121082
ENSG00000075292,0.0,2.2487464,0.0,0.0,1.5665417,1.3144913,0.0,0.0,1.2197704,1.7100513,0.8100183,0.0,2.2231295,0.0,2.431028,1.8814938,2.2919002,0.0,0.0,0.0,0.0,0.0,0.0,1.1288295,1.4022398,1.7247418,0.0,0.0,0.0
ENSG00000159216,1.6038594,2.6571496,0.0,3.3566465,3.753219,2.8916364,0.0,0.0,1.8710371,3.189063,3.2430992,0.0,0.0,0.0,0.0,4.0140076,0.0,2.9691231,2.9019942,2.7821767,3.2210817,2.570043,0.0,0.0,1.075608,0.0,1.2230523,0.0,0.0
ENSG00000188817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8610984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145703,0.0,0.0,0.0,3.026892,1.3805034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6411266,0.0,2.1474798,0.0,0.0,0.0,3.4899814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000106052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4848433,0.0,0.0,0.0,0.0,0.0,0.0,1.6716522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5363595,0.0,0.0,0.0,0.0,0.0,0.0,1.249967,0.0,1.2988228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000102024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83045566,2.3690724,0.0,0.0,0.0,0.0
ENSG00000102804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1048129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1391447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137502,0.0,0.0,2.0931904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000108100,0.0,2.101711,0.0,0.0,1.3882444,0.0,3.3594577,0.0,0.0,0.0,1.5272288,0.0,0.0,0.0,0.0,1.0824084,1.3430047,1.6318383,0.0,0.0,0.0,0.0,0.0,0.0,2.7791548,1.0727146,0.0,0.0,0.0
ENSG00000075391,0.0,0.0,0.0,0.0,1.558525,0.0,3.0111642,0.0,2.8532624,0.0,0.0,2.4579606,0.0,0.0,0.0,0.0,2.4861975,0.0,0.0,0.0,0.0,0.0,3.785883,0.0,3.4763541,0.0,0.0,0.0,2.6723323
ENSG00000134245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5368173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000119681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1652095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000181090,0.0,1.4778821,1.5454829,0.0,1.5335714,1.7276486,0.0,0.0,0.0,1.8438555,0.77292347,0.0,0.0,0.0,0.0,2.038607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5726621,1.2507743,1.3260535,0.0,0.0
ENSG00000168300,0.0,1.3494262,0.0,0.0,0.0,0.0,2.7052727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4182024,0.0,0.0,0.0,1.7976866
ENSG00000166825,0.0,0.0,0.0,0.0,1.5117255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000011566,0.0,1.5832334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.942358,1.3077661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000139132,0.0,2.1004367,0.0,0.0,1.7994082,1.482059,0.0,0.0,0.0,0.0,2.479463,0.0,2.1037169,0.0,0.0,1.8266488,0.0,2.377999,0.0,2.6599457,0.0,0.0,0.0,0.0,3.208786,2.3134708,1.855113,0.0,0.99681973
ENSG00000196782,2.4588442,2.7979484,0.0,0.0,1.3271,2.5351567,2.6354675,0.0,2.187025,2.5531936,0.0,0.0,0.0,0.0,0.0,2.868133,0.0,2.2714243,3.9090652,3.0954468,0.0,0.0,2.352413,1.3947248,0.0,2.2962673,1.9601443,0.0,0.0
ENSG00000145495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4324892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1786649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000131069,0.0,1.5148546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3546388,0.0,0.0,0.0
ENSG00000010327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3436809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170776,5.5018177,5.305624,3.3139052,3.3035102,3.2317328,2.0229812,3.0111642,3.8368368,2.6769412,2.8654578,3.3373592,2.9790566,2.5466142,0.0,3.3977633,2.7106824,0.0,3.2331765,4.191203,3.548784,3.2437093,2.987322,2.1417496,3.6611047,3.7619205,4.773434,4.197489,0.0,1.8329746
ENSG00000261879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2115071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000082438,0.0,2.5679715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4231272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0999823,2.4460943,0.0,0.0,0.0
ENSG00000158966,0.0,2.036912,0.0,0.0,0.0,3.3592649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9561251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4191225,0.0,0.0,0.0
ENSG00000114473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9575183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167232,0.0,1.3560418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1875325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000147421,0.0,1.3605832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8299553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33389
ENSG00000103534,0.0,2.108109,0.0,0.0,0.0,0.60944283,0.0,0.0,1.7715234,2.8730483,0.0,0.0,0.0,0.0,0.0,2.9265382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3044767,1.7836231,0.0,0.0,0.0
ENSG00000085224,0.0,2.1188126,0.0,0.0,0.0,2.2750235,0.0,0.0,1.0095096,1.6619465,1.5987947,0.0,0.0,0.0,0.0,2.011217,1.7040384,0.0,0.0,0.0,0.0,0.0,0.0,2.3134756,1.6207454,1.7073122,0.9666442,0.0,1.7722862
ENSG00000112541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7894497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000080823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8923306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137462,0.0,1.6164122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9366113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000151914,0.0,0.0,0.0,0.0,0.0,1.9058778,0.0,2.3358786,0.0,0.0,0.841384,0.0,2.925298,0.0,3.87118,0.0,2.6652365,0.0,0.0,0.0,3.387588,0.0,2.2150533,3.763895,4.237243,0.0,0.0,2.6411633,0.0
ENSG00000136048,0.0,1.64175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.326092,0.0,0.0,0.0
ENSG00000092199,0.0,1.7461421,0.0,0.0,1.3391304,1.2193778,0.0,0.0,0.0,1.8935878,2.116739,0.0,0.0,0.0,0.0,2.121912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5574135,0.0,0.0,0.0
ENSG00000157077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3554254,0.0,0.0,0.0,0.0
ENSG00000115756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4885192,0.0,0.0,0.0,0.0
ENSG00000197168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.614236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198840,0.0,0.0,5.886051,5.6684537,6.0100937,6.4669,6.1390724,6.6123033,5.815384,1.6420529,5.082982,4.3058176,3.6662915,5.555507,4.254855,2.886328,5.0608106,6.2985144,6.914806,6.491937,4.605222,6.1938143,4.928611,2.8769612,3.4153328,6.2470903,5.9886847,0.0,4.7146907
ENSG00000168209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1521795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000065243,0.0,1.7644763,0.0,0.0,1.3710269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9875388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4373927,0.0,0.0,0.0,0.0
ENSG00000178104,0.0,0.0,0.0,0.0,2.7426832,0.0,0.0,0.0,2.291953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000068796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7445929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117758,0.0,1.2671555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.196187,0.0,0.0,0.0,0.0
ENSG00000140396,0.0,2.7351413,0.0,0.0,1.5058535,1.505384,0.0,0.0,2.0607717,2.5616693,0.78205425,0.0,2.2231295,0.0,0.0,2.4516127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6932156,2.0056448,1.0508927,0.0,0.0
ENSG00000072803,0.0,1.9324019,0.0,0.0,0.0,1.4313954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0602562,1.8055536,0.0,0.0,0.0
ENSG00000188153,0.0,0.0,0.0,0.0,0.0,2.3936214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9840059,0.0,0.0,0.0,0.0
ENSG00000170959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142347,0.0,0.0,0.0,0.0,1.7118608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4468808,0.0,3.4581208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164300,0.0,2.108109,0.0,0.0,1.3625197,0.0,0.0,0.0,0.0,1.6255219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5179136,0.0,0.0,0.0,0.0
ENSG00000108091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7210395,0.0,0.0,0.0,0.0
ENSG00000206199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0971177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162104,0.0,1.2671555,0.0,0.0,0.0,0.0,0.0,0.0,1.3807684,1.8081362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.440109,2.2772808,1.5355427,0.0,0.0,0.0
ENSG00000158019,0.0,1.8091604,0.0,0.0,0.0,0.0,0.0,0.0,0.47022158,0.0,0.0,0.0,0.0,0.0,0.0,1.7591249,1.6979599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7155192,0.0,0.0,0.0
ENSG00000245750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5577283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000148655,3.3243327,3.8855548,0.0,0.0,4.7598286,2.2930632,3.8803756,2.6740384,1.4943664,2.8145552,0.0,3.7675226,4.6383276,0.0,0.0,2.8791723,4.3330503,4.7412863,3.2923012,4.2155485,0.0,0.0,0.0,2.4729075,3.2683718,3.6819348,3.4535441,0.0,5.165428
ENSG00000169045,2.5674071,2.1594374,2.0931904,0.0,1.6938266,1.6081507,2.9751565,0.0,0.0,2.0296884,2.334166,0.0,2.2231295,0.0,1.8538578,2.363916,2.0442183,1.1864996,0.0,0.0,0.0,0.0,0.0,1.8226283,1.8918583,1.8792394,1.8778335,0.0,0.0
ENSG00000133962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3081636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000123338,0.0,0.0,0.0,0.0,1.1358378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000205838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2614293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000110066,0.0,1.3560418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000044115,2.3055606,2.3898096,0.0,0.0,1.1635499,2.0759373,2.6354675,0.0,1.3611149,2.2292883,0.0,0.0,0.0,0.0,0.0,2.0221367,2.0914578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7621837,1.948602,1.5836172,0.0,1.5930717
ENSG00000142173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9104066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5900526,0.0,0.0,0.0,2.9987383,0.0
ENSG00000010626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5465368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3755565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1288295,0.0,0.0,0.0,4.076646,0.0
ENSG00000143442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8744692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4595821,0.0,0.0,0.0,0.0
ENSG00000198815,0.0,1.2671555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77292347,0.0,0.0,0.0,0.0,1.4231272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3979799,0.0,0.0,0.0,0.0
ENSG00000010017,0.0,1.7473352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1521795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196588,0.0,1.2886547,0.0,0.0,1.2935934,2.3026881,0.0,0.0,0.0,0.0,2.3719368,0.0,0.0,0.0,0.0,1.6336867,1.5127529,0.0,0.0,1.1623627,0.0,0.0,2.4133587,0.0,1.4217606,1.0223656,0.0,0.0,0.0
ENSG00000134108,0.0,1.1953411,0.0,0.0,1.1666286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163393,0.0,0.0,0.0,0.0,1.0707144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000140968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7947881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162923,0.0,0.9546983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186088,0.0,2.0342915,0.0,0.0,2.2321157,2.0229812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0416663,1.1156974,0.0,0.0,0.0
ENSG00000172164,0.0,2.0668788,0.0,0.0,3.6904259,0.0,0.0,0.0,1.730856,2.371459,0.0,0.0,0.0,0.0,0.0,1.9396309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2060305,2.8948698,0.0,0.0,0.0
ENSG00000196975,0.0,1.297948,0.0,0.0,0.0,0.0,0.0,0.0,1.7367342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4765632,0.0,0.0,0.0,0.0
ENSG00000206560,0.0,1.617216,1.9064146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3077661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2049624,0.0,0.0,0.0
ENSG00000114126,0.0,1.4040102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143324,0.0,1.3873796,0.0,0.0,0.0,3.0647764,0.0,0.0,0.0,0.0,0.0,0.0,1.7933097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000105976,2.5674071,2.7284565,0.0,0.0,0.0,2.8463373,0.0,0.0,0.0,3.2724268,0.0,0.0,0.0,0.0,0.0,2.3672967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0245609,0.0,0.0,0.0
ENSG00000135299,0.0,1.5291116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000108510,0.0,1.4993492,0.0,0.0,1.3699048,1.3830009,2.4935894,0.0,0.0,1.392529,2.3193884,0.0,0.0,0.0,0.0,1.4191077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3625947,1.3426107,0.0,0.0,0.0
