clusterName,NSForest_markers,f_score,onTarget,precision,recall
chondrocyte,"['ENSG00000164692', 'ENSG00000168542', 'ENSG00000196569', 'ENSG00000122852']",0.3007518796992481,0.3450479507446289,0.3333333333333333,0.2162162162162162
ciliated cell,"['ENSG00000174844', 'ENSG00000160401']",0.9615384615384616,1.0,1.0,0.8333333333333334
natural killer cell,"['ENSG00000134539', 'ENSG00000136250']",0.5544147843942505,0.7710132598876953,0.7105263157894737,0.2950819672131147
T cell,['ENSG00000172673'],0.7971619365609349,1.0,0.8488888888888889,0.6409395973154363
B cell,['ENSG00000116191'],0.5685131195335277,0.6998645663261414,0.609375,0.4482758620689655
dendritic cell,['ENSG00000128815'],0.6547619047619048,1.0,0.8461538461538461,0.34375
monocyte,"['ENSG00000170873', 'ENSG00000136250']",0.5664160401002506,0.4864490330219269,0.7766323024054983,0.2719614921780987
macrophage,"['ENSG00000124491', 'ENSG00000010327']",0.6389452332657201,1.0,0.875,0.3073170731707317
alveolar macrophage,"['ENSG00000144681', 'ENSG00000160179']",0.8244972577696527,1.0,0.9726815240833931,0.5123059447179099
type I pneumocyte,"['ENSG00000053747', 'ENSG00000114790']",0.8930276981852913,1.0,0.96640826873385,0.684981684981685
unknown,"['ENSG00000153395', 'ENSG00000144218', 'ENSG00000068650']",0.1512337490050411,0.1401470899581909,0.1383495145631068,0.241014799154334
type II pneumocyte,"['ENSG00000078081', 'ENSG00000122420']",0.8037578288100209,1.0,0.9030492572322126,0.5582406959884002
AT2/Club-like,"['ENSG00000025423', 'ENSG00000146477', 'ENSG00000115896']",0.5919003115264797,0.3651454150676727,0.7450980392156863,0.3247863247863248
AT1/AT2-like,"['ENSG00000138593', 'ENSG00000236039']",0.3333333333333333,0.289135217666626,0.48,0.15
goblet cell,"['ENSG00000125999', 'ENSG00000197446']",0.7877813504823151,1.0,0.9074074074074074,0.5157894736842106
club cell,"['ENSG00000047457', 'ENSG00000167757']",0.5076923076923077,0.4526019096374511,0.6285714285714286,0.2869565217391304
basal cell,"['ENSG00000164171', 'ENSG00000064655', 'ENSG00000011201']",0.603448275862069,0.6031476855278015,1.0,0.2333333333333333
lymphatics,['ENSG00000205038'],0.9116541353383458,1.0,0.9603960396039604,0.7578125
endothelial cell of artery,['ENSG00000155011'],0.8895705521472392,1.0,0.935483870967742,0.7435897435897436
vein endothelial cell,"['ENSG00000144837', 'ENSG00000203727']",0.6756756756756757,1.0,1.0,0.2941176470588235
blood vessel endothelial cell,"['ENSG00000204291', 'ENSG00000104689']",0.6666666666666666,1.0,1.0,0.2857142857142857
endothelial cell,"['ENSG00000165810', 'ENSG00000117114']",0.6997455470737913,0.7051042318344116,0.8461538461538461,0.4135338345864661
pericyte cell,['ENSG00000185736'],0.8008658008658008,1.0,0.925,0.5211267605633803
vascular associated smooth muscle cell,"['ENSG00000140538', 'ENSG00000107796']",0.7377049180327869,0.7477059960365295,1.0,0.36
smooth muscle cell,"['ENSG00000141052', 'ENSG00000172403']",0.6818181818181818,0.7744162082672119,1.0,0.3
myofibroblast cell,['ENSG00000154127'],0.3846153846153846,1.0,1.0,0.1111111111111111
fibroblast,"['ENSG00000165124', 'ENSG00000196616']",0.823890462700661,1.0,0.9667590027700832,0.5178041543026706
mast cell,"['ENSG00000157404', 'ENSG00000185052']",0.8108108108108109,0.8992106914520264,1.0,0.4615384615384615
enucleate erythrocyte,"['ENSG00000138670', 'ENSG00000167996', 'ENSG00000156273']",0.238095238095238,0.1757712811231613,0.5,0.0769230769230769
