,AZGP1 SCGB3A1 LTF high Goblet Cells,AZGP1 high Goblet Cells,B Cells,BEST4 high Cilia high Ciliated Cells,BPIFA1 high Secretory Cells,Basal Cells,CCL5 high Squamous Cells,CD8 T Cells,Cilia high Ciliated Cells,Dendritic Cells,Deuterosomal Cells,Developing Ciliated Cells,Developing Secretory and Goblet Cells,Early Response FOXJ1 high Ciliated Cells,Early Response Secretory Cells,Early Response T Cells,Enteroendocrine Cells,Erythroblasts,FOXJ1 high Ciliated Cells,HOPX high Squamous Cells,ITGAX high Macrophages,Interferon Responsive Ciliated Cells,Interferon Responsive Cytotoxic CD8 T Cells,Ionocytes,KRT24 KRT13 high Secretory Cells,MUC5AC high Goblet Cells,Mitotic Basal Cells,SCGB1A1 high Goblet Cells,SERPINB11 high Secretory Cells,SPRR2D high Squamous Cells,VEGFA high Squamous Cells
ENSG00000035687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7781416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104964,0.0,1.0570728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3318691,1.2827208,0.0,0.0,0.0,1.0521958,0.8555019,0.0,1.0017424,0.0,1.1642796,1.5650713,0.0,0.0,0.0,0.0,0.0,0.7884792
ENSG00000130396,1.1961434,0.0,0.0,1.7917595,0.0,0.0,0.0,0.0,1.6219544,0.0,0.0,0.0,0.0,1.2850621,0.5074509,0.0,0.0,0.0,1.4004854,1.5286268,0.0,1.414118,0.0,1.4301405,0.0,0.0,0.0,0.0,0.0,1.8281012,2.0196846
ENSG00000172493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18224275,0.0,0.0,0.0,0.0,0.92565536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5810753
ENSG00000144218,0.0,0.0,0.7661107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000072364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2504425,0.0,0.0,0.0,0.6915165,0.8002639,0.0,0.0,0.0,0.0,1.2005205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9030687,1.7628543
ENSG00000141385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9652522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000119844,0.0,0.0,0.6322464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38241595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0184762
ENSG00000165923,0.0,0.0,0.0,1.6021183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1450106,0.0,0.0,0.0,0.0,0.93258506,0.0,0.0,0.27433252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38241595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000106351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4555808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6152132
ENSG00000123908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38241595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42792684,0.18224275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000106541,1.4802074,2.8530085,0.0,1.1932538,2.0325375,0.0,0.0,0.0,0.0,0.0,1.5313686,0.0,0.0,2.104268,2.3249865,0.0,0.0,0.0,2.1894405,0.0,0.0,2.2708144,0.0,0.0,3.1924353,1.8635682,0.0,2.803759,2.9385843,0.0,0.0
ENSG00000188157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0016581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6021479
ENSG00000101444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98494726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98359823,0.45403025,0.0,0.0,0.0,0.0,0.7459911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7547194
ENSG00000135541,0.0,0.0,0.0,1.5251491,0.0,0.0,0.0,0.0,1.8375727,0.0,0.0,0.0,0.0,0.5314164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124942,2.7469041,2.4482937,2.0311692,2.5187979,2.0260305,2.823606,0.0,2.912975,2.156167,2.1131232,1.618783,0.0,2.9234645,2.250763,2.6436841,3.0517056,0.0,2.0171394,2.402819,1.8080941,2.9672053,2.4181423,2.4360251,3.3690443,3.0806863,2.9344769,2.6300704,2.3750315,2.0865614,2.0528,2.114084
