,AT1,AT2,Artery,B Cells,Basophil and Mast Cells,Capillary,Ciliated Cells,Lymphatic  Cells,Macrophage and Dendritic Cells,Macrophages,Monocytes,Natural Killer Cells,Neutrophils,Other Epithelial Cells,Proliferating Macrophage,Stromal Cells,T Cells,Vein
ENSG00000178585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15945233,0.0,0.0,0.0
ENSG00000142657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.021674,1.1290469,0.0,0.0,0.0,0.5138928,0.0,0.0,0.0
ENSG00000175279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1604529,0.0,0.0,0.0
ENSG00000120948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24921855,0.0,0.0,0.0
ENSG00000116670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23078164,0.0,0.0,0.0
ENSG00000177674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19803438,0.0,0.0,0.0,0.0,0.30392718,0.0,0.0,0.0
ENSG00000116685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18300053,0.0,0.0,0.0
ENSG00000028137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4794222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4155282,0.0,0.0,0.0
ENSG00000116731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26850867,0.0,0.0,0.0
ENSG00000142621,0.0,0.0,0.0,0.0,0.0,0.0,1.2428521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6299416,0.8880532,1.5386535,1.7797773,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000065526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31908053,0.0,0.0,0.0,0.0,0.33948496,0.0,0.0,0.0
ENSG00000055070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32308894,0.0,0.0,0.0
ENSG00000157191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39679867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4291701,0.0,0.0,0.0,0.0,0.36768687,0.0,0.0,0.0
ENSG00000179051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14371613,0.0,0.0,0.0
ENSG00000127481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21780753,0.0,0.0,0.0
ENSG00000053371,0.0,0.0,0.0,0.0,0.0,0.0,0.57316583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41152918,0.0,0.0,0.0
ENSG00000077549,0.0,0.47658557,0.0,0.0,0.0,0.0,0.0,0.0,0.5165436,0.79376376,1.0276628,0.0,0.0,0.0,0.6650483,0.0,0.0,0.0
ENSG00000173436,0.0,0.5138167,0.0,0.0,0.0,0.0,0.68092525,0.0,0.0,0.7514992,0.0,0.0,0.0,0.0,0.7728322,0.0,0.0,0.0
ENSG00000162543,0.0,0.0,0.0,0.0,0.0,0.0,0.6990999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000244038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23359846,0.0,0.0,0.0,0.0,0.3542728,0.0,0.0,0.0
ENSG00000127483,0.0,0.5997476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75919384,0.0,0.0,0.0,0.0,1.5189836,0.0,0.0,0.0
ENSG00000162551,0.0,0.8875764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000090686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31184298,0.0,0.0,0.0
ENSG00000142798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99840254
ENSG00000070831,0.94452274,0.9918467,0.0,0.0,0.0,0.0,1.3624395,0.0,1.2649033,1.5380735,1.6506809,1.6483034,0.0,0.575369,1.1659974,0.0,1.1618599,0.0
ENSG00000173372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9138358,3.425799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6427319,2.2377834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8882544,3.5748944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000004487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29365215,0.0,0.0,0.0
ENSG00000125944,0.0,0.62170815,0.0,0.0,0.0,0.0,0.6388464,0.0,0.0,0.67195463,0.0,0.0,0.0,0.18072896,1.0789049,0.0,0.0,0.0
ENSG00000204219,0.0,0.25189674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20225593,0.0,0.0,0.0
ENSG00000142676,2.3219368,3.458844,3.0630212,3.5185165,4.033043,2.2990377,2.89434,2.9470956,3.2542584,3.3622887,3.3396482,3.3781075,0.0,3.2471044,3.2025962,3.1303434,3.7490683,3.140161
ENSG00000011007,0.0,0.4797783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23576161,0.0,0.0,0.0
ENSG00000057757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31238627,0.0,0.0,0.0
ENSG00000179163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24623889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000189266,0.0,0.7454643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3902652,0.0,0.0,0.0,0.0,0.8323512,0.0,0.0,0.0
ENSG00000188529,0.0,0.668887,0.0,0.0,0.0,0.0,1.0291343,0.0,0.0,0.39378315,0.0,0.0,0.0,0.0,0.8632982,0.0,0.0,0.0
ENSG00000117602,0.0,0.0,0.0,0.0,0.0,0.0,0.669375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133226,0.0,0.9213416,0.0,0.0,0.0,0.0,1.0552788,0.0,0.65010965,1.0313406,0.5760095,1.3367426,0.0,0.73516,1.1571345,0.0,0.0,0.0
ENSG00000169504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23760702,0.0,0.0,0.0
ENSG00000020633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5559772,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117614,0.0,0.27107337,0.0,0.0,0.0,0.0,0.56708825,0.0,0.0,0.72864515,0.0,0.0,0.0,0.0,0.66359043,0.0,0.0,0.0
ENSG00000117616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31401867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000183726,0.0,0.4167763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7557719,0.0,0.0,0.0,0.0,0.5803311,0.0,0.0,0.0
ENSG00000162430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20837526,0.0,0.0,0.0
ENSG00000117632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6524383,0.0,0.0,0.0,0.0,2.1968374,0.0,0.0,0.0
ENSG00000142684,0.0,0.5366336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20136742,0.0,0.0,0.0
ENSG00000142669,0.0,0.5545946,0.0,0.0,2.3112264,0.0,0.5365083,0.0,2.5137157,2.6806622,3.0767038,2.3846676,2.5316372,0.0,0.651844,0.0,2.0441625,0.0
ENSG00000158062,0.0,0.0,0.0,0.0,0.0,0.0,0.7303136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169442,0.0,0.0,0.0,0.0,1.8762054,0.0,0.0,0.0,0.0,2.7393036,0.0,0.0,0.0,0.0,0.0,0.0,1.3507739,0.0
ENSG00000198830,0.0,0.9567192,0.0,0.0,0.0,0.0,1.5210825,0.0,0.6196596,1.2929602,0.0,0.0,0.0,0.2751562,2.747971,0.0,0.0,0.0
ENSG00000117676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20134467,0.0,0.0,0.0
ENSG00000117713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28695476,0.0,0.0,0.0,0.0,0.49671593,0.0,0.0,0.0
ENSG00000175793,0.0,0.4516944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000090273,0.0,0.55026245,0.0,0.0,0.0,0.0,2.1108663,0.0,0.0,0.445212,0.0,0.0,0.0,0.0,0.7409638,0.0,0.0,0.0
ENSG00000142765,0.0,0.0,0.0,0.0,0.0,0.0,0.169044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142748,0.0,0.0,0.0,0.0,0.0,2.2670116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174950,0.0,0.0,0.0,0.0,0.0,0.0,0.7713994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158195,0.0,0.46398926,0.0,0.0,0.0,0.0,0.716327,0.0,0.6831008,0.9586569,1.0345111,0.0,0.0,0.0,0.6791873,0.0,0.0,0.0
ENSG00000000938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59342396,1.2124863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000126709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9412478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117758,0.0,0.4284109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52676505,0.0,0.0,0.0,0.0,0.39267975,0.0,0.0,0.0
ENSG00000130775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7538992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059683997,0.0,0.0,0.0
ENSG00000169403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62574637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000126698,0.0,0.5819912,0.0,0.0,0.0,0.0,0.57353747,0.0,0.0,0.6919743,0.0,0.0,0.0,0.0,0.7693112,0.0,0.0,0.0
ENSG00000130770,0.0,1.064523,0.0,0.0,0.0,0.0,2.5281818,0.0,0.0,0.8255352,0.0,0.0,0.0,0.45869267,1.2028522,0.0,0.0,0.0
ENSG00000204138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54590964,0.0,0.0,0.0
ENSG00000180098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24143647,0.0,0.0,0.0
ENSG00000198492,0.0,0.62912244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38460755,0.0,0.0,0.0,0.0,0.5073894,0.0,0.0,0.0
ENSG00000116350,0.0,0.620096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44172364,0.0,0.0,0.0,0.0,0.74016696,0.0,0.0,0.0
ENSG00000162511,0.0,0.0,0.0,0.0,1.2237207,0.0,0.0,0.0,2.2684345,2.3451295,2.3452082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134644,0.0,0.4776411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28277612,0.0,0.0,0.0,0.0,0.50249565,0.0,0.0,0.0
ENSG00000121766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30679327,0.0,0.0,0.0
ENSG00000162517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1934242,0.0,0.0,0.0
ENSG00000184007,0.0,1.2612802,0.0,0.0,0.0,0.0,0.53495044,0.0,0.0,0.83982545,1.4241501,0.0,0.0,0.6994309,1.213798,0.0,0.0,0.0
ENSG00000121774,0.0,0.64636755,0.0,0.0,0.0,0.0,0.7952159,0.0,0.0,0.7246182,0.0,0.0,0.0,0.0,1.2033956,0.0,0.0,0.0
ENSG00000025800,0.0,0.36314058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32423604,0.0,0.0,0.0
ENSG00000084652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18245286,0.0,0.0,0.0
ENSG00000222046,0.0,0.0,0.0,0.0,0.0,0.0,0.5197833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000084623,0.0,0.528303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51518327,0.0,0.0,0.0,0.0,0.6083411,0.0,0.0,0.0
ENSG00000176261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47878128,0.0,0.0,0.0,0.0,0.39968,0.0,0.0,0.0
ENSG00000162521,0.0,0.41753548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3589763,0.0,0.0,0.0,0.0,0.5622755,0.0,0.0,0.0
ENSG00000004455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27373132,0.0,0.0,0.0
ENSG00000134686,0.0,0.25405526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80555296,0.0,0.0,0.0,0.27165323,0.0,0.0,0.0
ENSG00000116560,0.0,1.1384068,0.0,0.0,0.0,0.0,0.86077857,0.0,0.0,0.67325807,1.0390637,0.0,0.0,0.5366263,0.9529598,0.0,0.0,0.0
ENSG00000142687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17918482,0.0,0.0,0.0
ENSG00000126067,0.0,0.42622322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47676504,0.0,0.0,0.0,0.0,0.607421,0.0,0.0,0.0
ENSG00000092853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50402933,0.0,0.0,0.0
ENSG00000092850,0.0,0.0,0.0,0.0,0.0,0.0,1.0136417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000054116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32734624,0.0,0.0,0.0,0.0,0.35807806,0.0,0.0,0.0
ENSG00000116871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30767328,0.0,0.0,0.0,0.0,0.2767815,0.0,0.0,0.0
ENSG00000054118,0.0,0.62854016,0.0,0.0,0.0,0.0,0.74926704,0.0,0.0,0.75153375,0.0,0.0,0.0,0.0,1.0233562,0.0,0.0,0.0
ENSG00000181817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3805774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116885,0.0,0.0,0.0,0.0,0.0,0.0,0.95723784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116898,0.0,0.64168394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5588602,0.0,0.0,0.0,0.0,0.688776,0.0,0.0,0.0
ENSG00000119535,0.0,0.73314035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1169488,0.0,2.9891067,0.0,0.0,0.0,0.0,0.0
ENSG00000163875,0.0,0.39200836,0.0,0.0,0.0,0.0,0.88533306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42259175,0.0,0.0,0.0
ENSG00000163879,0.0,0.0,0.0,0.0,0.0,0.0,1.5721518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2759391,0.0,0.0,0.0
ENSG00000134690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3078667,0.0,0.0,0.0
ENSG00000197982,0.0,0.43951386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38847274,0.0,0.0,0.0
ENSG00000183431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29379636,0.0,0.0,0.0
ENSG00000183520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29594183,0.0,0.0,0.0
ENSG00000116954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3150115,0.0,0.0,0.0
ENSG00000214114,0.0,0.0,0.0,0.0,0.0,0.0,0.40683645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18764332,0.0,0.0,0.0
ENSG00000168653,0.0,1.0097026,0.0,0.0,0.0,0.0,1.2027841,0.0,0.67745036,1.3962501,0.6768348,0.0,0.0,0.3681766,1.2526639,0.0,0.0,0.0
ENSG00000127603,0.0,1.0648496,0.0,0.0,0.0,1.6813009,0.8078179,0.0,0.0,0.2799828,0.0,0.0,0.0,0.0,0.7641882,0.0,0.0,0.9693103
ENSG00000090621,0.0,0.46853828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6116221,0.0,0.0,0.0,0.0,0.6995096,0.0,0.0,0.0
ENSG00000168389,0.0,1.4470241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000131236,0.0,0.59716487,0.0,0.0,0.0,0.0,0.0,0.0,1.3548146,1.5281959,1.8357805,1.283598,2.5642111,0.0,0.925635,0.0,0.0,0.0
ENSG00000131238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9538898,1.1233578,0.0,0.0,0.0,0.0,0.38978046,0.0,0.0,0.0
ENSG00000084070,0.0,0.0,0.0,0.8461851,0.0,0.0,0.64971596,0.0,0.5755392,0.6032726,1.7749286,1.4256488,2.421405,0.0,0.21257022,0.0,1.4559119,0.0
ENSG00000127125,0.0,0.31510606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5731912,0.0,0.0,0.0,0.0,0.5698019,0.0,0.0,0.0
ENSG00000186409,0.0,0.0,0.0,0.0,0.0,0.0,0.74424434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22987132,0.0,0.0,0.0
ENSG00000065978,1.3848523,1.6674155,0.0,0.60883784,1.7316731,0.0,1.1481606,1.714751,2.4855027,2.4693537,1.776643,1.5880265,0.0,0.985506,2.1945171,0.0,1.5574542,1.5890343
ENSG00000186973,0.0,0.0,0.0,0.0,0.0,0.0,2.4233444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29588878,0.0,0.0,0.0
ENSG00000243710,0.0,0.0,0.0,0.0,0.0,0.0,0.69165057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000179178,0.0,0.7451008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29497936,0.0,0.0,0.0
ENSG00000066322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31664807,0.0,0.0,0.0
ENSG00000159479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20210704,0.0,0.0,0.0
ENSG00000178922,0.0,0.4434009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56858003,0.0,0.0,0.0
ENSG00000142949,0.0,0.0,0.0,0.0,0.0,0.0,0.80816245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117410,0.0,0.73989254,0.0,0.0,0.0,0.0,0.0,0.0,1.3184857,1.6995125,1.482374,0.0,0.0,0.0,1.0989252,0.0,0.0,0.0
ENSG00000117419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2063412,0.0,0.0,0.0
ENSG00000187147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15699267,0.0,0.0,0.0
