,AT1,AT2,Artery,B Cells,Basophil and Mast Cells,Capillary,Ciliated Cells,Lymphatic  Cells,Macrophage and Dendritic Cells,Macrophages,Monocytes,Natural Killer Cells,Neutrophils,Other Epithelial Cells,Proliferating Macrophage,Stromal Cells,T Cells,Vein
GLS,0.0,0.9841573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3421353,0.0,0.0,0.0
STAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38168377,0.0,0.0,0.0,0.0,0.49897504,0.0,0.0,0.0
MYO1B,1.4840201,1.0528533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAVIN2,1.0396241,0.0,0.0,0.0,0.0,1.9411254,0.0,1.624159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2062175
DNAH7,0.0,0.0,0.0,0.0,0.0,0.0,1.2098379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STK17B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48543572,1.3531632,0.0,0.0,0.0,0.57359695,0.0,0.0,0.0
ENSG00000231621,0.0,0.0,0.0,0.0,0.0,0.0,1.5096531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SF3B1,0.0,0.8959637,0.0,0.0,0.0,0.0,0.91957325,0.0,0.5546577,0.93113303,0.90153396,0.0,0.0,0.41856396,0.84746957,0.0,0.0,0.0
HSPD1,0.0,0.98888445,0.0,0.0,0.0,0.0,1.2054799,0.0,0.0,0.8797875,0.0,0.0,0.0,0.0,1.0508044,0.0,0.0,0.0
HSPE1,0.0,0.92121637,0.0,0.0,0.0,0.0,1.0675395,0.0,0.0,0.7568405,0.0,0.0,0.0,0.16175403,0.7431525,0.0,0.0,0.0
SPATS2L,0.0,0.0,0.0,0.0,0.0,0.0,0.8696189,0.0,0.0,0.6135287,0.0,0.0,0.0,0.0,0.8120781,0.0,0.0,0.0
SGO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4837961,0.0,0.0,0.0
BZW1,0.0,1.0068498,0.0,0.0,0.0,0.0,0.7530987,0.0,0.0,0.8089857,0.5369091,0.8469932,0.0,1.018062,0.9856379,0.0,0.0,0.0
NDUFB3,0.0,0.3312967,0.0,0.0,0.0,0.0,0.5423812,0.0,0.0,0.61730033,0.0,0.0,0.0,0.0,0.58938724,0.0,0.0,0.0
CFLAR,2.2816823,1.2611477,0.0,0.0,0.0,2.1624384,1.3438908,0.0,0.0,0.5299436,1.0979472,1.5022135,0.0,0.0,0.9286096,0.0,0.0,1.5377443
SUMO1,0.0,0.5177194,0.0,0.0,0.0,0.0,0.5561134,0.0,0.0,0.47804254,0.0,0.0,0.0,0.0,0.57428294,0.0,0.0,0.0
NOP58,0.0,0.36851966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38757497,0.0,0.0,0.0
BMPR2,0.0,0.0,1.1715293,0.0,0.0,1.4704531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7579904
NBEAL1,0.0,0.51621646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23128556,0.0,0.0,0.0
CYP20A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15699267,0.0,0.0,0.0
ABI2,0.0,0.0,0.0,0.0,0.0,0.0,0.6536755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37202275,0.0,0.0,0.0
EEF1B2,0.0,1.8890578,0.0,2.5604434,2.3942668,0.0,1.4365491,0.0,2.0572948,1.8527892,1.8429133,2.1028006,0.0,1.9127973,2.0154085,0.0,2.3969867,1.6558038
CREB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20504624,0.0,0.0,0.0
IDH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4586338,0.0,0.0,0.0,0.0,0.29952246,0.0,0.0,0.0
ACADL,0.0,0.34312236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPAG16,0.0,0.0,0.0,0.0,0.0,0.0,1.5284399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BARD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67286736,0.0,0.0,0.0
ATIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19366808,0.0,0.0,0.0
FN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2390592,0.0,0.0,0.0,0.0,0.5929598,2.5864744,0.0,0.0
XRCC5,0.0,0.79352045,0.0,0.0,0.0,0.0,1.1120164,0.0,0.0,0.95767057,0.9542827,1.153924,0.0,0.72921896,1.1087749,0.0,0.0,0.0
RPL37A,2.3888535,3.0600076,2.955688,3.187543,3.4515705,2.0273757,2.6419966,2.928197,3.0914245,3.1144395,3.139399,2.9894054,0.0,3.0256717,3.0992267,3.0422764,3.1310413,2.950308
IGFBP2,0.0,0.0,0.0,0.0,0.0,0.0,1.8548651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGFBP5,0.0,0.0,0.0,0.0,0.0,0.0,0.85771763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22233903,0.0,0.0,0.0
ARPC2,1.2915777,1.7715592,0.0,0.0,1.3891907,0.0,0.8363265,0.0,2.0710578,2.2795172,2.190556,2.3059218,2.3924584,0.0,1.9421413,0.0,1.7769151,0.0
PNKD,0.0,0.7530512,0.0,0.0,0.0,0.0,0.61187303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5096204,0.0,0.0,0.0
TMBIM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.604295,0.0,0.0,0.0,0.0,0.33854216,0.0,0.0,0.0
SLC11A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9911891,1.7741197,1.8521214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTDSP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28622448,0.0,0.0,0.0
CYP27A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3201594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RETREG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27945203,0.0,0.0,0.0
TUBA4B,0.0,0.0,0.0,0.0,0.0,0.0,0.8859399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGPP2,0.0,0.31198883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSL3,0.0,0.50420773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6430327,0.0,0.0,0.0
CUL3,0.0,0.4441967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37724406,0.0,0.0,0.0
MFF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39426512,0.0,0.0,0.0
AGFG1,0.0,0.23393339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529843,1.2389199,0.0,0.0,0.0,0.42315617,0.0,0.0,0.0
DAW1,0.0,0.0,0.0,0.0,0.0,0.0,0.5215579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIP12,0.0,0.42867196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5163391,0.0,0.0,0.0,0.0,0.49644488,0.0,0.0,0.0
SP110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50180143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6043138,0.0,0.0,0.0,0.0,0.43930775,0.0,0.0,0.0
CAB39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1815939,0.0,0.0,0.0
PSMD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.391379,0.0,0.0,0.0,0.0,0.57380027,0.0,0.0,0.0
ARMC9,0.0,0.24156122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCL,0.0,1.6714375,0.0,0.87123084,1.7564046,0.0,1.6195407,0.0,1.2872888,1.4246399,1.0096878,1.9022948,0.0,1.5954003,1.5616574,0.0,1.8001417,1.1383888
PTMA,2.4890418,2.7790031,3.2437847,3.013637,3.8832183,2.9626212,3.3948739,2.9452448,3.1800566,3.1131554,3.2095726,3.4082158,0.0,2.9595525,3.8013768,2.8165548,3.4501908,3.1974778
EIF4E2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3663395,0.0,0.0,0.0,0.0,0.3124704,0.0,0.0,0.0
GIGYF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515557,0.0,0.0,0.0
DGKD,0.0,0.44721606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HJURP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15936652,0.0,0.0,0.0
ARL4C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1407282,0.0,0.0,0.0,0.0,0.0,0.0
IQCA1,0.0,0.0,0.0,0.0,0.0,0.0,0.8049128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COPS8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1634659,0.0,0.0,0.0
MLPH,0.0,1.1365594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29864568,0.0,0.0,0.0,0.0,0.54678154,0.0,0.0,0.0
LRRFIP1,2.0363023,1.5105462,0.0,0.0,1.3430886,0.0,1.4990997,0.0,1.9952097,2.2980886,1.7989659,1.0206283,0.0,0.813858,1.8220782,0.0,0.0,0.0
TRAF3IP1,0.0,0.0,0.0,0.0,0.0,0.0,1.2453132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFA10,0.0,0.3799444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39033464,0.0,0.0,0.0,0.0,0.49932355,0.0,0.0,0.0
COPS9,0.0,0.7064481,0.0,0.0,0.0,0.0,0.64164555,0.0,0.0,0.7685969,0.0,0.0,0.0,0.0,0.85944426,0.0,0.0,0.0
RNPEPL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42551893,0.0,0.0,0.0,0.0,0.40566584,0.0,0.0,0.0
PPP1R7,0.0,0.0,0.0,0.0,0.0,0.0,0.9529588,0.0,0.0,0.37013727,0.0,0.0,0.0,0.0,0.50893795,0.0,0.0,0.0
HDLBP,0.0,0.83167535,0.0,0.0,0.0,0.0,1.223719,0.0,0.0,0.580096,0.0,0.0,0.0,0.78678113,0.7789155,0.0,0.0,0.0
SEPTIN2,0.0,0.6726703,0.0,0.0,0.0,0.0,0.6127627,0.0,0.0,0.6713809,0.0,0.0,0.0,0.0,0.8510883,0.0,0.0,0.0
DTYMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92141813,0.0,0.0,0.0
BHLHE40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49834073,0.0,0.0,0.0,0.0,0.49014825,0.0,0.0,0.0
ARL8B,0.0,0.43792474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27188024,0.0,0.0,0.0,0.0,0.43708378,0.0,0.0,0.0
EDEM1,0.0,0.35155392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRGAP3-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.435209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THUMPD3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24392354,0.0,0.0,0.0
SETD5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31130382,0.0,0.0,0.0
TADA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28530633,0.0,0.0,0.0
ARPC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69527644,1.1295781,0.0,0.0,0.0,0.4925761,0.0,0.0,0.0
JAGN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17346403,0.0,0.0,0.0
EMC3,0.0,0.4168556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4738587,0.0,0.0,0.0,0.0,0.5199803,0.0,0.0,0.0
FANCD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20268038,0.0,0.0,0.0
BRK1,0.0,0.78430665,0.0,0.0,0.0,0.0,0.7649547,0.0,0.0,0.90757525,0.0,0.0,0.0,0.0,0.90377134,0.0,0.0,0.0
SEC13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29631007,0.0,0.0,0.0
VGLL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21877092,0.0,0.0,0.0
PPARG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1585135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28790247,0.0,0.0,0.0
RPL32,2.0670288,3.1342273,3.0589216,3.5255368,3.9618378,2.1304195,2.6171622,2.9445343,3.2052708,3.22055,3.4192543,3.3721182,0.0,3.1652064,3.1517446,3.093432,3.7645268,3.143693
IQSEC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40286544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20163035,0.0,0.0,0.0
XPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2852202,0.0,0.0,0.0
LSM3,0.0,0.5322536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52674377,0.0,0.0,0.0,0.0,0.94605744,0.0,0.0,0.0
SLC6A6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49317443,0.0,0.0,0.0,0.0,0.28361824,0.0,0.0,0.0
FGD5-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5475409,0.0,0.0,0.0
MRPS25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18226244,0.0,0.0,0.0
SH3BP5,0.0,0.0,0.0,0.0,0.0,1.7246255,0.0,0.0,0.0,0.7357682,0.0,0.0,0.0,0.0,0.120290786,0.0,0.0,1.3152113
ANKRD28,0.0,0.5374534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62587786,0.0,0.0,0.0,0.0,0.7287153,0.0,0.0,0.0
DPH3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21576533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBC1D5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17960761,0.0,0.0,0.0
EFHB,0.0,0.0,0.0,0.0,0.0,0.0,0.3993759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB5A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24347235,0.0,0.0,0.0
SGO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30842674,0.0,0.0,0.0
UBE2E2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3267958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL15,2.1050918,2.7826114,2.6518636,3.2186882,3.1963062,1.7888488,2.461556,2.745903,3.0774934,3.126185,2.9893756,3.031286,0.0,3.0613298,3.0074058,2.8257155,3.1045532,2.7146552
TOP2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3120581,0.0,0.0,0.0
NEK10,0.0,0.0,0.0,0.0,0.0,0.0,1.0597234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32489464,0.0,0.0,0.0
AZI2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67285824,0.0,0.0,0.0,0.0,0.3976088,0.0,0.0,0.0
TGFBR2,0.94404274,0.87019634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31932718,0.0,0.0,0.0,0.0,0.5518919,0.0,0.0,1.3696165
STT3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27232495,0.0,0.0,0.0,0.45677385,0.49918407,0.0,0.0,0.0
CMTM6,0.0,0.0,0.0,0.0,0.0,0.0,0.53632414,0.0,0.0,0.6468004,1.2419322,0.0,0.0,0.0,0.45724142,0.0,0.0,0.0
DYNC1LI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4391657,0.0,0.0,0.0,0.0,0.47339696,0.0,0.0,0.0
GLB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4314422,0.0,0.0,0.0,0.0,0.26818308,0.0,0.0,0.0
CRTAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4633873,0.0,0.0,0.0,0.0,0.49363053,0.0,0.0,0.0
PDCD6IP,0.0,0.30690715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778883,0.0,0.0,0.0,0.0,0.61083215,0.0,0.0,0.0
LRRFIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298445,0.0,0.0,0.0
GOLGA4,0.0,1.2439055,0.0,0.0,0.0,0.0,0.5456877,0.0,0.0,0.5753974,0.0,0.0,0.0,0.5386396,0.89457995,0.0,0.0,0.0
CTDSPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16762334,0.0,0.0,0.0
ACAA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34805566,0.0,0.0,0.0,0.0,0.29005396,0.0,0.0,0.0
MYD88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6317515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSA,1.5460213,2.418395,1.6545482,2.6869497,2.8450892,0.0,2.1992896,1.9035083,2.4052,2.312675,2.0799448,2.5287123,0.0,2.4549496,2.5908537,2.2650757,2.9352024,1.7589843
EIF1B,0.0,0.6782857,0.0,0.0,0.0,0.0,0.53632414,0.0,0.0,0.5859349,0.0,0.0,0.0,0.0,0.62846565,0.0,0.0,0.0
RPL14,2.1343515,2.8294263,2.3569508,2.9385843,3.5650759,1.4986947,2.188033,2.6369243,2.7149842,2.8450363,2.460744,2.97665,0.0,2.799181,2.7991643,2.694354,3.2799878,2.3843694
CTNNB1,0.0,0.8710067,0.0,0.0,0.0,0.0,0.988895,0.0,0.0,1.2028112,0.0,0.0,0.0,0.6826161,0.94203115,0.0,0.0,0.0
SEC22C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28622448,0.0,0.0,0.0
NKTR,0.0,0.47399026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33312336,0.0,0.0,0.0,0.0,0.5546454,0.0,0.0,0.0
HIGD1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3184325,0.0,0.0,0.0
ABHD5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9844635,0.0,0.0,0.0,0.0,0.5012389,0.0,0.0,0.0
KIAA1143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2568046,0.0,0.0,0.0
KIF15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28323695,0.0,0.0,0.0
ZDHHC3,0.0,0.2899838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32772505,0.0,0.0,0.0,0.0,0.3299249,0.0,0.0,0.0
CCDC12,0.0,0.3790335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2125534,0.0,0.0,0.0,0.0,0.3755067,0.0,0.0,0.0
SETD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38565087,0.0,0.0,0.0
KIF9,0.0,0.0,0.0,0.0,0.0,0.0,1.323546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146813,0.0,0.0,0.0
SMARCC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39426512,0.0,0.0,0.0
DHX30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14286724,0.0,0.0,0.0
MAP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5288105,0.0,0.0,0.0,0.0,0.6395017,0.0,0.0,0.0
TMA7,0.0,1.5693545,0.0,0.5278332,1.4547782,0.0,1.3154507,0.0,1.1232036,1.101247,1.5135554,1.8391209,0.0,0.92428464,1.5261362,0.0,1.7663836,0.0
SHISA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25247857,0.0,0.0,0.0,0.0,0.2989406,0.0,0.0,0.0
UQCRC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5163255,0.0,0.0,0.0,0.0,0.6690655,0.0,0.0,0.0
PRKAR2A,0.0,0.3933986,0.0,0.0,0.0,0.0,0.5506478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31342006,0.0,0.0,0.0
ARIH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2872764,0.0,0.0,0.0
P4HTM,0.0,0.0,0.0,0.0,0.0,0.0,1.101219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DALRD3,0.0,0.0,0.0,0.0,0.0,0.0,0.8099765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFAF3,0.0,0.5889803,0.0,0.0,0.0,0.0,0.93464607,0.0,0.0,0.4517567,0.0,0.0,0.0,0.0,0.7159461,0.0,0.0,0.0
IMPDH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59115803,0.0,0.0,0.0
QARS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27112156,0.0,0.0,0.0
RHOA,1.7068582,1.144062,0.0,0.0,0.0,0.0,0.9860676,0.0,1.5612507,1.6731164,1.9052107,1.2705435,0.0,0.4002344,1.6784796,0.0,0.0,0.0
CDHR4,0.0,0.0,0.0,0.0,0.0,0.0,0.38533148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBM6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27965283,0.0,0.0,0.0
RBM5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3130137,0.0,0.0,0.0
GNAI2,0.0,0.0,1.4024096,0.0,0.0,1.7988781,0.0,0.0,1.6219382,1.5752571,1.952972,1.0274899,0.0,0.0,0.7793964,0.0,0.0,1.1348141
HYAL2,0.0,0.0,0.0,0.0,0.0,2.3745885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1823195
RASSF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29208854,0.0,0.0,0.0
ZMYND10,0.0,0.0,0.0,0.0,0.0,0.0,1.7555115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNA2D2,0.0,1.0036166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAPKAPK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28040233,0.0,0.0,0.0
MANF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19105893,0.0,0.0,0.0
TEX264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29994977,0.0,0.0,0.0,0.0,0.36164498,0.0,0.0,0.0
RPL29,1.8821986,2.9027886,2.7920196,3.1745412,3.3548322,1.6503407,2.554308,2.6583948,2.8789418,2.848401,3.0546422,3.0426197,0.0,2.96844,2.8541079,2.8231072,3.19537,2.7809722
POC1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34875417,0.0,0.0,0.0
