,AT1,AT2,Artery,B Cells,Basophil and Mast Cells,Capillary,Ciliated Cells,Lymphatic  Cells,Macrophage and Dendritic Cells,Macrophages,Monocytes,Natural Killer Cells,Neutrophils,Other Epithelial Cells,Proliferating Macrophage,Stromal Cells,T Cells,Vein
PAFAH1B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45217222,0.0,0.0,0.0,0.0,0.41430247,0.0,0.0,0.0
SIDT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38708836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCSK7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233169,0.0,0.0,0.0,0.0,0.19115248,0.0,0.0,0.0
JAML,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6331263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPZL2,0.0,0.81448245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14866373,0.0,0.0,0.0
CD3E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4139961,0.0
CD3D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6517024,0.0
UBE4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24143647,0.0,0.0,0.0
ATP5MG,0.952274,1.5384524,0.0,1.314698,1.3956674,0.0,1.4513894,0.0,1.5468937,1.8169903,1.8613739,1.7100043,0.0,0.9904616,1.7862713,0.0,1.6046551,0.0
KMT2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50402606,0.0,0.0,0.0
ARCN1,0.0,0.38281894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30936664,0.0,0.0,0.0
DDX6,0.0,0.34016997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29722384,0.0,0.0,0.0,0.0,0.41289085,0.0,0.0,0.0
RPS25,1.7395598,2.7312245,2.6012578,2.9625936,3.2533014,1.7436355,2.429391,2.4040544,2.7225902,2.7112715,2.5466433,2.7526593,0.0,2.6329596,2.548102,2.5829837,3.2001953,2.6210155
TRAPPC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13106036,0.0,0.0,0.0
H2AX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75710225,0.0,0.0,0.0
DRC12,0.0,0.0,0.0,0.0,0.0,0.0,1.0571544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1771355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGEF12,0.0,0.55880004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBASH3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34613904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPA8,0.0,1.2523167,0.0,0.0,0.0,0.0,1.15133,0.0,1.3618994,1.7997835,0.0,1.2652227,0.0,0.44450784,1.5262823,0.0,0.0,0.0
VWA5A,0.0,0.0,0.0,0.0,1.380213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBRG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29782128,0.0,0.0,0.0,0.0,0.34390932,0.0,0.0,0.0
SPA17,0.0,0.0,0.0,0.0,0.0,0.0,1.5804131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRGN,0.0,0.9279832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EI24,0.0,0.5195762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37925997,0.0,0.0,0.0
SRPRA,0.0,0.34170455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25631413,0.0,0.0,0.0,0.0,0.30440265,0.0,0.0,0.0
ETS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8254557,0.0,0.0,0.0,0.0,1.662695,0.0
APLP2,2.6260946,1.9225113,0.0,0.0,0.0,0.0,1.3963829,0.0,1.4209849,1.922018,1.8858489,0.0,0.0,1.0440961,2.0970957,0.0,0.0,0.0
ST14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20400032,0.0,0.0,0.0
ZBTB44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21108223,0.0,0.0,0.0
NCAPD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3917812,0.0,0.0,0.0
ZMYND11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15703073,0.0,0.0,0.0
LARP4B,0.0,0.2976874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32248515,0.0,0.0,0.0
GTPBP4,0.0,0.33722824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20684901,0.0,0.0,0.0
IDI1,0.0,0.9659842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5765399,0.0,0.0,0.0
KLF6,2.8622952,0.91967154,0.0,0.0,1.0897322,0.0,0.90125877,0.0,1.76917,1.6187193,1.3614677,0.0,0.0,0.0,1.9611073,0.0,1.5181538,0.0
AKR1C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7255152,0.0,0.0,0.0,0.0
AKR1C3,0.0,0.0,0.0,0.0,0.0,0.0,0.56804776,0.0,0.0,0.9248964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GDI2,0.0,0.43119657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8531306,0.84520864,0.0,0.0,0.0,0.89428586,0.0,0.0,0.0
RBM17,0.0,0.4002344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4538003,0.0,0.0,0.0,0.0,0.6757399,0.0,0.0,0.0
ATP5F1C,0.0,0.56274617,0.0,0.0,0.0,0.0,0.31671113,0.0,0.0,0.81866944,0.0,0.0,0.0,0.0,0.7514869,0.0,0.0,0.0
SFTA1P,0.0,0.53770506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CELF2,0.0,1.042127,0.0,0.0,0.0,0.0,0.0,0.0,0.5143165,0.7950394,1.3745878,1.5595276,0.0,0.0,1.088004,0.0,0.0,0.0
UPF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.297182,0.0,0.0,0.0
NUDT5,0.0,0.43634728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44278437,0.0,0.0,0.0
CDC123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28539634,0.0,0.0,0.0
OPTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2446652,0.0,0.0,0.0
PHYH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34028104,0.0,0.0,0.0
FRMD4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5616349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM107B,1.112263,0.5993587,0.0,0.0,0.0,0.0,0.74204737,0.0,0.0,0.3652326,0.0,0.0,0.0,0.0,0.72956955,0.0,0.0,0.0
RPP38,0.0,0.0,0.0,0.0,0.0,0.0,0.5839957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSU1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3537845,0.0,0.0,0.0,0.0,0.210928,0.0,0.0,0.0
VIM,0.0,0.0,2.9713638,0.9820806,3.7305684,2.472983,0.0,3.7456858,3.7823346,4.086196,3.1460848,0.0,2.7499142,0.4165473,1.1308923,3.293209,2.2018602,2.9268024
MRC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6790862,2.934163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLXDC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9175225,1.3019266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEBL,0.0,0.50550944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.764539,0.0,0.0,0.0
COMMD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2531725,0.0,0.0,0.0
SPAG6,0.0,0.0,0.0,0.0,0.0,0.0,1.3082088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIP4K2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21279898,0.0,1.1461072,0.0,0.0,0.0,0.0,0.0,0.0
ARMC3,0.0,0.0,0.0,0.0,0.0,0.0,1.0806943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSRB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24406865,0.0,0.0,0.0
ARHGAP21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3926838,0.0,0.0,0.0
ENKUR,0.0,0.0,0.0,0.0,0.0,0.0,1.1060675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APBB1IP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4023069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3670968,0.0,0.0,0.0,0.0,0.31557238,0.0,0.0,0.0
YME1L1,0.0,0.50226796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45655105,0.0,0.0,0.0,0.0,0.55451584,0.0,0.0,0.0
MASTL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18356761,0.0,0.0,0.0
RAB18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21125337,0.0,0.0,0.0,0.0,0.32549757,0.0,0.0,0.0
ODAD2,0.0,0.0,0.0,0.0,0.0,0.0,0.6877906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPP7,0.0,0.3342923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAC,0.0,0.5688444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4148032,0.0,0.0,0.0,0.0,0.68192714,0.0,0.0,0.0
SVIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81473076,0.0,0.0,0.0,0.0,0.45688012,0.0,0.0,0.0
MAP3K8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4737729,0.0,0.0,0.0,0.0,0.22922483,0.0,0.0,0.0
KIF5B,0.0,0.9553146,0.0,0.0,0.0,0.0,1.123834,0.0,0.0,0.84921354,0.0,0.0,0.0,0.0,1.216464,0.0,0.0,0.0
EPC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35648143,0.0,0.0,0.0
ITGB1,1.6577493,0.9594343,1.2951291,0.0,0.0,1.0934392,0.8222043,0.0,0.5765625,0.86697066,0.0,0.0,0.0,0.0,1.1445913,1.4989656,0.0,1.7583878
NRP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34756383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15880617,0.0,0.0,0.0
ZNF33A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24071272,0.0,0.0,0.0
CSGALNACT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40667292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPF,0.0,0.8267268,0.0,0.0,0.0,0.0,1.274521,0.0,0.0,0.6095935,0.0,0.0,0.0,0.0,0.94538915,0.0,0.0,0.0
ZNF22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13274175,0.0,0.0,0.0
ALOX5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4461753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCOA4,0.0,0.48550782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62932706,0.0,0.0,0.0,0.0,0.56141967,0.0,0.0,0.0
SGMS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20793265,0.0,0.0,0.0
ZWINT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5508807,0.0,0.0,0.0
TFAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3042006,0.0,0.0,0.0
CCDC6,0.0,0.28595918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44411907,0.0,0.0,0.0
ANK3,0.0,0.93284214,0.0,0.0,0.0,0.0,0.6100634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2025267,0.0,0.0,0.0
CABCOCO1,0.0,0.0,0.0,0.0,0.0,0.0,0.7806158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARID5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22324997,0.0,0.0,0.0
NRBF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30606937,0.0,0.0,0.0,0.0,0.28042206,0.0,0.0,0.0
JMJD1C,0.0,0.49482113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8488418,0.0,0.0,0.0,0.0,0.62386835,0.0,0.0,0.0
REEP3,0.0,0.39965892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39849696,0.0,0.0,0.0,0.0,0.42478958,0.0,0.0,0.0
HNRNPH3,0.0,0.4100419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3464479,0.0,0.0,0.0,0.0,0.64265704,0.0,0.0,0.0
CCAR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22239618,0.0,0.0,0.0,0.0,0.482777,0.0,0.0,0.0
STOX1,0.0,0.0,0.0,0.0,0.0,0.0,0.36360112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDX50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15880641,0.0,0.0,0.0
DDX21,0.0,1.208107,0.0,0.0,0.0,0.0,0.0,0.0,0.6722712,1.1327863,1.0775328,0.0,0.0,0.0,0.6434296,0.0,0.0,0.947994
SRGN,0.0,0.0,1.8510101,0.0,2.9550848,0.0,0.0,0.0,1.993557,1.7966759,3.1627882,2.7644236,4.040696,0.0,0.0,0.0,2.3965328,2.0881083
VPS26A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30242682,0.0,0.0,0.0,0.0,0.4230465,0.0,0.0,0.0
HK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29023403,0.0,0.0,0.0,0.0,0.2688389,0.0,0.0,0.0
SAR1A,0.0,0.59473234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19815786,0.0,0.0,0.0,0.0,0.4954195,0.0,0.0,0.0
PPA1,1.4490159,1.5869098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37128067,0.0,0.0,0.0,0.97688806,0.82511127,0.0,0.0,0.0
EIF4EBP2,0.0,0.27779084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36281276,0.0,0.0,0.0
PRF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8806343,0.0,0.0,0.0,0.0,0.0,0.0
PCBD1,0.0,0.8158926,0.0,0.0,0.0,0.0,0.33403683,0.0,0.0,0.40905538,0.0,0.0,0.0,0.0,0.73926145,0.0,0.0,0.0
VSIR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5475492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSAP,0.0,0.71640736,0.0,0.0,0.0,0.0,0.918607,0.0,2.6114674,3.0467873,2.7060304,0.0,0.0,0.0,1.4734838,0.0,0.0,0.0
SPOCK2,1.9191378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANAPC16,0.0,1.0530964,0.0,0.0,0.0,0.0,1.2091366,0.0,0.0,0.6986675,0.0,0.0,0.0,0.6459785,1.0565331,0.0,0.0,0.0
DDIT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7272826,0.0,0.0,0.0,0.0,0.0,0.0
DNAJB12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2713398,0.0,0.0,0.0,0.0,0.3160872,0.0,0.0,0.0
MICU1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36669123,0.0,0.0,0.0
DNAJC9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49243727,0.0,0.0,0.0
MRPS16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30439803,0.0,0.0,0.0,0.0,0.53895944,0.0,0.0,0.0
CFAP70,0.0,0.0,0.0,0.0,0.0,0.0,1.235534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANXA7,0.0,0.4845482,0.0,0.0,0.0,0.0,0.63274324,0.0,0.0,0.5163391,0.0,0.0,0.0,0.0,0.5286347,0.0,0.0,0.0
CHCHD1,0.0,0.36298066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32279968,0.0,0.0,0.0,0.0,0.3967687,0.0,0.0,0.0
VCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285503,0.0,0.0,0.0
ADK,0.0,0.5309661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43995064,0.0,0.0,0.0
VDAC2,0.0,0.5348772,0.0,0.0,0.0,0.0,0.5347161,0.0,0.0,0.88486636,0.0,0.0,0.0,0.0,0.80070245,0.0,0.0,0.0
KCNMA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1810716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS24,2.0248034,3.0252519,2.7282548,3.037882,3.4950862,1.8280805,2.6986947,2.6375268,3.240924,3.1515114,3.462449,3.263521,0.0,3.2097056,2.9663215,2.8272102,3.3008966,2.7775245
SFTPA2,0.0,4.967079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SFTPA1,0.0,4.79839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SFTPD,0.0,2.515377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANXA11,0.78263384,0.7837956,0.0,0.0,0.0,0.0,1.1971102,0.0,0.0,1.1364565,0.0,0.0,0.0,0.54226065,0.8722042,0.0,0.0,0.0
DYDC2,0.0,0.0,0.0,0.0,0.0,0.0,0.8617251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRXL2A,0.0,0.52292496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSPAN14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5639478,0.0,0.0,0.0,0.0,0.33948496,0.0,0.0,0.0
GHITM,0.0,0.6611793,0.0,0.0,0.0,0.0,0.47408184,0.0,0.0,0.7222134,0.0,0.0,0.0,0.0,0.81219447,0.0,0.0,0.0
CCSER2,0.0,0.3714759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2652533,0.0,0.0,0.0
WAPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32455403,0.0,0.0,0.0,0.0,0.43171686,0.0,0.0,0.0
ADIRF,2.4819784,1.2347988,0.0,0.0,0.0,0.0,0.0,2.3304822,0.0,0.0,0.0,0.0,0.0,1.1406832,0.0,0.0,0.0,2.3815417
GLUD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20049515,0.0,0.0,0.0,0.0,0.15217426,0.0,0.0,0.0
PTEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22499897,0.9932363,0.0,0.0,0.0,0.41732234,0.0,0.0,0.0
LIPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51181424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFIT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44978824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIF20B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8878605,0.0,0.0,0.0
PCGF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27908874,0.0,0.0,0.0
TNKS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19977537,0.0,0.0,0.0
KIF11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6304555,0.0,0.0,0.0
MYOF,0.0,0.5351703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41769034,0.0,0.0,0.0,0.0,0.40587163,0.0,0.0,0.0
CEP55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6721014,0.0,0.0,0.0
HELLS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32790226,0.0,0.0,0.0
PDLIM1,0.0,0.9420756,1.3804357,0.0,0.0,1.6752777,1.0676646,0.0,0.0,0.97225803,0.0,0.0,0.0,0.0,1.0743443,0.0,0.0,2.0084305
TM9SF3,0.0,0.5523478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32530493,0.0,0.0,0.0,0.5835341,0.47561455,0.0,0.0,0.0
LCOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21606588,0.0,0.0,0.0
PGAM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57026076,0.77779996,0.0,0.0,0.0,0.74846685,0.0,0.0,0.0
AVPI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3558903,0.0,0.0,0.0,0.0,0.15936652,0.0,0.0,0.0
CRTAC1,0.0,0.594787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34591532,0.0,0.0,0.0,0.0,0.22840104,0.0,0.0,0.0
GOT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21855621,0.0,0.0,0.0
BLOC1S2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45815808,0.0,0.0,0.0,0.0,0.19422069,0.0,0.0,0.0
SCD,0.0,1.6780441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81006813,0.0,0.0,0.0,0.0,0.8448168,0.0,0.0,0.0
NDUFB8,0.0,0.6652051,0.0,0.0,0.0,0.0,0.81963885,0.0,0.0,0.8238163,0.0,0.0,0.0,0.0,0.71658146,0.0,0.0,0.0
SLF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19823448,0.0,0.0,0.0
MRPL43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27878466,0.0,0.0,0.0,0.0,0.46382397,0.0,0.0,0.0
DPCD,0.0,0.0,0.0,0.0,0.0,0.0,1.2663804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35548148,0.0,0.0,0.0
CUEDC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27027035,0.0,0.0,0.0
ACTR1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26064444,0.0,0.0,0.0
TRIM8,0.0,0.497927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17158577,0.0,0.0,0.0,0.0,0.3542728,0.0,0.0,0.0
ARL3,0.0,0.0,0.0,0.0,0.0,0.0,1.0222964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231787,0.0,0.0,0.0
BORCS7,0.0,0.37576902,0.0,0.0,0.0,0.0,0.5933152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36695066,0.0,0.0,0.0
