,Basal II cells,Basal cells,Ciliated cells,Club cells,Dendritic cells,Goblet cells,Ionocytes,MT gene enriched cells,Mast cells,Maturing ciliated cells,NK cells,Neutrophils & macrophages,Peri-goblet cells,Secretory cells (HLA-DQA1),Suprabasal cells,T cells
SLC25A14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PIM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC35A2,0.0,0.0,0.9576980247201267,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
PQBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RS1,0.0,0.0,0.0,0.9536290748175168,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
EMD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PGK1,0.35391918089667423,0.3333333333333333,0.3356765087789846,0.3514686490180585,0.4447977957688377,0.40951504873599137,0.4548465567538068,0.0,0.0,0.4225911210911032,0.0,0.0,0.3751787332799012,0.45186798566414177,0.34622758400916975,0.0
MAGT1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMS,0.0,0.0,0.8344209213725056,0.0,0.0,0.8159069006410079,0.0,0.0,0.0,0.8678606754586531,0.0,0.0,0.0,0.8,0.0,0.0
CDK16,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.9774374272539748,0.0,0.0,0.0,0.0,0.0,0.0
USP11,0.0,0.0,0.8936717658599383,0.0,0.0,0.0,0.8928361009884405,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
TIMP1,0.405888142804194,0.3726969242029131,0.3405811754193108,0.5588145771417535,0.3333333333333333,0.5902728570740945,0.0,0.0,0.5668685473634383,0.46962247425234416,0.0,0.0,0.3955048276930794,0.49975287458670803,0.36814385688451495,0.0
PIN4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MAGED2,0.4866137440143878,0.0,0.6344975771206176,0.6663573968460583,0.0,0.7355029905260186,0.5434879035002081,0.0,0.0,0.48089616598267865,0.0,0.0,0.5787806270778078,0.5364514649623984,0.4666666666666667,0.0
RBM3,0.27323834112640016,0.2281114463437792,0.2,0.24735709237140363,0.4383171818653075,0.32277916455000194,0.24390802439206402,0.0,0.2839090772970533,0.27749616422242085,0.0,0.0,0.35063783780181484,0.24953043188089621,0.2184382854425433,0.3102426892558195
PBDC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BEX4,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9477225297550127,0.0,0.0
FGF14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDFIP2,0.6792960407302339,0.0,0.7221607814427579,0.0,0.0,0.6688557485920121,0.0,0.0,0.0,0.6854845518833071,0.0,0.0,0.0,0.6666666666666666,0.7590430715094025,0.0
KLF5,0.46543230879923647,0.4586736509695217,0.4112990920787098,0.5066752592729084,0.0,0.5503821321743824,0.4,0.0,0.0,0.4939546484976794,0.0,0.0,0.5533043691490042,0.4905030151789825,0.558190259141308,0.0
STK24,0.42702094760229714,0.4129644450465052,0.4,0.42839631995160965,0.0,0.5416743859143166,0.44876822605184746,0.0,0.0,0.42829004653515873,0.0,0.0,0.4941408772220186,0.49076972010821307,0.4757689138014864,0.0
DNAJC3,0.0,0.0,0.0,0.0,0.0,0.9624601765420966,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
SUPT20H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPS31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KPNA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RGCC,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.941706887013719,0.0,0.0,0.0,0.0,0.0,0.0
TSC22D1,0.5429805028912817,0.5635320677377246,0.3772121956815021,0.4166278153956085,0.0,0.3723604688566807,0.3466795192353646,0.0,0.41964776852649227,0.3333333333333333,0.0,0.0,0.4192249126865205,0.5013525711029228,0.6963813469740416,0.0
MSLN,0.0,0.0,0.0,0.8486432368395099,0.0,0.8430908888896185,0.0,0.0,0.0,0.8614908698516871,0.0,0.0,0.0,0.8,0.0,0.0
TRADD,0.0,0.0,0.0,0.0,0.0,0.9744360501050261,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
CORO1A,0.0,0.0,0.0,0.0,0.9357760935117508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333
NUTF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NUP93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CENPT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TSNAXIP1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONP2,0.0,0.0,0.0,0.8369292901285266,0.0,0.8243707003723862,0.0,0.0,0.0,0.8128896457619674,0.0,0.0,0.0,0.8,0.0,0.0
POLR2C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CYB5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.9539925211892885,0.0,0.0
CFAP263,0.0,0.0,0.9789465143885864,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
PSMD7,0.0,0.0,0.0,0.7333333333333333,0.0,0.7969877395028657,0.0,0.0,0.0,0.8684593817905226,0.0,0.0,0.7335550158448163,0.7399307532583703,0.0,0.0
HAS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ESRP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
COTL1,0.0,0.0,0.0,0.0,0.9478070704380404,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0
USP10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLCN7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HAGHL,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METRN,0.0,0.0,0.978105577945098,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
STUB1,0.6014345889943963,0.0,0.6995293864235134,0.6364651535856084,0.0,0.6308795876152385,0.6557826879299057,0.0,0.0,0.7337901582813079,0.0,0.0,0.0,0.6,0.0,0.0
UBE2I,0.5555108206147475,0.0,0.0,0.5333333333333333,0.5396124376562764,0.565793474574588,0.6773154657659831,0.0,0.0,0.5822650809255729,0.0,0.0,0.5850109029590516,0.6087448171916366,0.0,0.0
CRYM,0.0,0.0,0.0,0.9454477509982403,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSPT1,0.0,0.0,0.0,0.7003483321276893,0.0,0.7550934642902317,0.7224911718412218,0.0,0.0,0.7538950512868106,0.0,0.0,0.6666666666666666,0.6729988837866655,0.0,0.0
CLUAP1,0.0,0.0,0.9642057256689903,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
ELOB,0.3918937793595148,0.3333333333333333,0.5298575076985467,0.42710915311365855,0.38778953583372555,0.47650998556338425,0.39652895769900537,0.0,0.0,0.5883433334629795,0.0,0.0,0.4097788072851198,0.43141909659810057,0.35198624605719053,0.0
GGA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RBL2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYCARD,0.689661122837143,0.0,0.0,0.6794600564516952,0.7953939728729478,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.7195283997729776,0.7173171767592571,0.0,0.0
RPGRIP1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MAZ,0.0,0.0,0.8291033994355371,0.0,0.0,0.8,0.0,0.0,0.0,0.9307717236975692,0.0,0.0,0.0,0.8261697463363511,0.0,0.0
NOMO1,0.4666666666666667,0.0,0.5948044201316098,0.4945169326958338,0.0,0.6626436729678488,0.5785010264795823,0.0,0.0,0.47976598041763385,0.0,0.0,0.494941125932443,0.5709826717694564,0.5055030620332812,0.0
TMC5,0.0,0.0,0.9147907174372776,0.8285150812784593,0.0,0.8483991453490318,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
RNF40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AQP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CSK,0.0,0.0,0.0,0.0,0.8616273774335247,0.7574434801020031,0.0,0.0,0.0,0.7333333333333333,0.0,0.0,0.7485718151222609,0.7622008568231319,0.0,0.0
RAB11A,0.4857358327362515,0.0,0.5460491375062676,0.5332915756569646,0.0,0.6058810902990177,0.49947329451495653,0.0,0.0,0.6496398033570442,0.0,0.0,0.5328838858995757,0.579081645621026,0.4666666666666667,0.0
CTSH,0.5333333333333333,0.0,0.75650277495864,0.5507349276491404,0.6484409560206089,0.5400073981758698,0.0,0.0,0.0,0.6092799769385515,0.0,0.0,0.5479528910800747,0.5970501132056751,0.0,0.0
HOMER2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM87A,0.5355542519617484,0.0,0.5333333333333333,0.599648414104252,0.0,0.65803842632557,0.0,0.0,0.0,0.6742884839552973,0.0,0.0,0.6049491383428928,0.5625760046445955,0.5643454782282128,0.0
ZNF106,0.0,0.0,0.9571595667538986,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
CEP152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DTWD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF3J,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RHOV,0.7333333333333333,0.0,0.0,0.8131026176044605,0.0,0.7411064073566893,0.0,0.0,0.0,0.0,0.0,0.0,0.7472225749733383,0.7616653706616869,0.0,0.0
CSPP1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZDHHC2,0.9388345112809888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
RP1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FZD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NBN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DECR1,0.0,0.0,0.0,0.0,0.0,0.7419081579386494,0.7431156649925209,0.0,0.0,0.8275631181254522,0.0,0.0,0.7333333333333333,0.7456443445636246,0.0,0.0
BPNT2,0.0,0.0,0.0,0.0,0.0,0.9464407066165015,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
LAPTM4B,0.0,0.0,0.0,0.0,0.0,0.8064223807188606,0.8516547947201362,0.0,0.0,0.7333333333333333,0.0,0.0,0.7601324143583478,0.8070484270847225,0.0,0.0
NIPAL2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IKBKB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RAB2A,0.4666666666666667,0.0,0.4768196022705151,0.5046470643182434,0.48880974241280833,0.6412525094992498,0.5467538984005021,0.0,0.0,0.5305282520943914,0.0,0.0,0.4888895343241698,0.5680953093547837,0.0,0.0
EIF3E,0.43054162881228675,0.4538003803653134,0.0,0.3432016692637517,0.3755732202698931,0.33659478289832057,0.3333333333333333,0.0,0.37347782366920723,0.4088565668138732,0.0,0.0,0.38089636001658583,0.41765249067204013,0.48496909352891887,0.0
EMC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ESRP1,0.0,0.0,0.0,0.0,0.0,0.9391007332722814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ZC2HC1A,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPAG1,0.0,0.0,0.936399288715594,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
NCALD,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GFUS,0.0,0.0,0.0,0.7333333333333333,0.0,0.8324147878851046,0.0,0.0,0.0,0.7606420119625585,0.0,0.0,0.7410122556411977,0.7717212626520455,0.0,0.0
EEF1D,0.1842218169146087,0.2247890591745665,0.06666666666666667,0.1217988943123094,0.1451946466337039,0.08895380313684234,0.1669171958309169,0.14325028829802436,0.11145015665158377,0.08707017956990495,0.1938640422323535,0.0,0.0980340810528469,0.13619196139717624,0.09826245379647792,0.19953552296794103
SQLE,0.0,0.0,0.9897863732648434,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
DCTN6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GSR,0.0,0.0,0.8666666666666667,0.0,0.0,0.9316361518104999,0.0,0.0,0.0,0.0,0.0,0.0,0.9022057472493724,0.0,0.0,0.0
PPP2CB,0.0,0.0,0.8084456065943536,0.6666666666666666,0.0,0.7270923087816801,0.0,0.0,0.0,0.687027067947257,0.0,0.0,0.6803782990792353,0.6755287862378261,0.0,0.0
TUSC3,0.0,0.0,0.933518658087898,0.0,0.0,0.0,0.8974093484256973,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0
ASAH1,0.2848664016463881,0.20250666037417503,0.26487346789482374,0.40192217164530547,0.3195701241854525,0.43779742003678557,0.2205925706413203,0.0,0.502308707899297,0.2969027693934608,0.0,0.4594933741139032,0.3524922930340557,0.37336927391661606,0.2,0.0
BNIP3L,0.0,0.0,0.7570116112293696,0.7490192051030415,0.0,0.7544190469327017,0.0,0.0,0.0,0.7896679904286944,0.0,0.0,0.0,0.7333333333333333,0.0,0.0
NUCB1,0.5401576280294608,0.0,0.0,0.5949627376315877,0.6724236516617316,0.6404284153821469,0.644231235881966,0.0,0.0,0.5333333333333333,0.0,0.0,0.5903703673993608,0.5836865748602472,0.0,0.0
ECH1,0.45178803527461164,0.42074801898388164,0.47533838596284617,0.43635313895228206,0.0,0.4706664190664895,0.4,0.0,0.0,0.4046535167854775,0.0,0.0,0.5272576964757154,0.4054013327967325,0.4082140719805452,0.0
HNRNPL,0.34879134807090373,0.3435540434404211,0.35314908544511875,0.34149517933177137,0.3333333333333333,0.36173316045661064,0.3708479746105944,0.0,0.0,0.3619422204700186,0.0,0.0,0.41148669004156097,0.4586657990521907,0.3944540342215662,0.0
TUBB4A,0.0,0.0,0.9602442391153975,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
SNRNP70,0.43648661800709626,0.4283248728284995,0.4359291301460735,0.42699274343951327,0.4,0.41676468395961536,0.42351119246537405,0.0,0.0,0.5643371230168847,0.0,0.0,0.47373756638458997,0.5295388755021959,0.0,0.0
CLPTM1,0.5354299425912316,0.0,0.5402111507234005,0.632092941120881,0.0,0.6236716011024523,0.6988430276071985,0.0,0.0,0.5333333333333333,0.0,0.0,0.5550015811989909,0.5645571248459135,0.0,0.0
FCGRT,0.43863760781658484,0.4590668940940746,0.4157295344672517,0.4609766120350815,0.5888768130143234,0.4190068025244844,0.4331774090576743,0.0,0.0,0.4221433238127486,0.0,0.0,0.4,0.4770904841519984,0.0,0.0
PIH1D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP1R13L,0.9422896305232494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0
RNASEH2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CD37,0.0,0.0,0.0,0.0,0.8942540881904065,0.0,0.0,0.0,0.8741594425701655,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667
SF3A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
OAZ1,0.016513959193893105,0.0,0.17269048906457884,0.022810406778242937,0.2827336922856189,0.0437121830313437,0.03479234901398263,0.004302405680710593,0.17323136835197286,0.1329603155033844,0.04004594401669535,0.19218528298210458,0.02038129527607955,0.03681489475151174,0.001679616117115438,0.059122737007369405
STX10,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.9440306502654006,0.0,0.0,0.0,0.0,0.0,0.0
PTOV1,0.0,0.0,0.7626222434717619,0.0,0.0,0.7396126593975352,0.7793777450377548,0.0,0.0,0.7706318738631711,0.0,0.0,0.0,0.7333333333333333,0.0,0.0
TLE5,0.17796327176618879,0.19297189763768585,0.21928217832266803,0.17316976169270118,0.07672959161804985,0.15763733002979416,0.32656680554236106,0.09703284863240674,0.06666666666666667,0.14154254533535243,0.0854249959045028,0.0,0.16472150299541183,0.15737201615670152,0.11846337072662291,0.13319927007091834
MED25,0.0,0.0,0.9542426237485988,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
C19orf53,0.6089540692043418,0.0,0.6807020589649107,0.6954705556345002,0.0,0.6137242328874469,0.0,0.0,0.0,0.610160722545025,0.0,0.0,0.6,0.6329122276003534,0.0,0.0
VRK3,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.937971603204504,0.0,0.0,0.0,0.0,0.0,0.0
FAM32A,0.0,0.0,0.0,0.0,0.0,0.8178359339700718,0.801032215208129,0.0,0.0,0.8,0.0,0.0,0.0,0.821426857563539,0.0,0.0
POP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
URI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PDCD5,0.8091116202692267,0.0,0.0,0.0,0.0,0.8201013359090302,0.0,0.0,0.0,0.8272658990313535,0.0,0.0,0.0,0.8,0.0,0.0
RPS16,0.15052595933769758,0.12740643350192118,0.013066956975963955,0.07037023246902639,0.0949830990114575,0.04771898139580592,0.022759605662783084,0.0728185320050782,0.011485154207162873,0.08516287190682842,0.19366124556583056,0.0,0.09548135482121563,0.11462621839722952,0.12254630610481726,0.07172535508413341
TIMM50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FBL,0.584409607144692,0.5480492602389789,0.4,0.4215162125747395,0.5035062570347518,0.4052945378013141,0.0,0.0,0.0,0.401324949224061,0.0,0.0,0.4685383540974581,0.4519919549715874,0.4067183412803374,0.0
DYRK1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GPI,0.0,0.0,0.0,0.7333333333333333,0.0,0.7736285904371385,0.8967903799039624,0.0,0.0,0.0,0.0,0.0,0.748208280658065,0.7394281442003809,0.0,0.0
AKT2,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.8970297228580651,0.0,0.0,0.0,0.8898736361298666,0.0,0.0
PLD3,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.9511046917271275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBCB,0.5353330248486784,0.0,0.5866884394184211,0.5333333333333333,0.0,0.5595874139026519,0.6859409046745377,0.0,0.0,0.7333510001488356,0.0,0.0,0.5458417876765288,0.5937628574469779,0.0,0.0
POLR2I,0.0,0.0,0.9088050236486076,0.8032286756160534,0.0,0.0,0.0,0.0,0.0,0.8840775241848887,0.0,0.0,0.0,0.8,0.0,0.0
SLC1A5,0.6420354428243428,0.6947166150875831,0.0,0.6,0.0,0.6115246907784401,0.0,0.0,0.0,0.0,0.0,0.0,0.6352259538915158,0.6102825358470604,0.6149115692843279,0.0
TJP3,0.0,0.0,0.8333269774968888,0.6999683064010361,0.0,0.7382772728593306,0.0,0.0,0.0,0.7564193539788189,0.0,0.0,0.669560039307468,0.6666666666666666,0.0,0.0
HNRNPUL1,0.4308205352684187,0.4578785334009504,0.4335214956756167,0.42785535036191,0.0,0.48582798826163054,0.5112918647543675,0.0,0.0,0.5985454620719213,0.0,0.0,0.45701492554916395,0.4829163013626571,0.4,0.0
TGFB1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMAC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PLIN3,0.0,0.0,0.962506119441977,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
MYH14,0.6,0.0,0.663597929649423,0.7071734585868961,0.0,0.6991000805475396,0.0,0.0,0.0,0.6310779337842857,0.0,0.0,0.6466845822924457,0.620057109853186,0.0,0.0
MRPL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.9544480498097786,0.0,0.0
SIGLEC8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS19,0.22154401472600502,0.19068887842096036,0.06666666666666667,0.10479856505774826,0.18923195395259215,0.08654394093092874,0.07133287972036477,0.1009050518352885,0.12864306745976017,0.1262586304830865,0.3107717711016435,0.0,0.1602873152949336,0.17184420460368205,0.1907351879172885,0.2256442714910397
NOP53,0.2747200775934143,0.32805418044788454,0.06666666666666667,0.17472669342084446,0.1067355553389467,0.09779743468331069,0.13054578363439887,0.08073481638403802,0.21978351466358753,0.07076750657777596,0.16782992879933822,0.0,0.19719872453808573,0.19659112821913588,0.2920480269508913,0.2710771346249613
ETFB,0.6264395037986179,0.0,0.6385582301156277,0.6203801004006356,0.0,0.6118124075391024,0.0,0.0,0.0,0.6519883594190112,0.0,0.0,0.6,0.62548857425363,0.0,0.0
CEACAM5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BABAM1,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.9415380831800476,0.0,0.0,0.0,0.0,0.0,0.0
CDC37,0.0,0.0,0.7153131137412294,0.6666666666666666,0.0,0.7396817783806541,0.0,0.0,0.0,0.667500300090283,0.0,0.0,0.6761038021772621,0.7056928109693458,0.0,0.0
RABAC1,0.0,0.0,0.0,0.8666666666666667,0.0,0.888993477538633,0.8912785551410481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDELR1,0.4767999033933144,0.4747656913243181,0.4,0.5171186185820926,0.0,0.6342060980022853,0.5184848396159445,0.0,0.0,0.40927921436835407,0.0,0.0,0.49085047808444027,0.5085110684176631,0.4278944041652857,0.0
CYTH2,0.0,0.0,0.7359091628383431,0.6678772809957557,0.0,0.6888731200354172,0.0,0.0,0.0,0.8158054985576694,0.0,0.0,0.6666666666666666,0.6989825954806683,0.0,0.0
ODAD1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB3D,0.0,0.0,0.0,0.0,0.0,0.8984204463751492,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.8717125526164258,0.0,0.0
TMEM205,0.6167658897679981,0.0,0.6,0.7171203963147706,0.0,0.6771599913183012,0.0,0.0,0.0,0.6120114000460977,0.0,0.0,0.6344069365271435,0.6752513415467961,0.0,0.0
CAPS,0.6136519293436646,0.0,0.9152088978373474,0.6029077941505603,0.0,0.609615155773664,0.0,0.0,0.0,0.8434087889830068,0.0,0.0,0.6,0.6490939803952502,0.0,0.0
PPP2R1A,0.5333333333333333,0.0,0.6205559854868828,0.5435669345634878,0.0,0.5524169582585338,0.707538732108246,0.0,0.0,0.5456376603867858,0.0,0.0,0.5525616728833905,0.5913745716831588,0.0,0.0
TNPO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WDR83OS,0.4356548357664219,0.35701355871538926,0.3333333333333333,0.38769335817665573,0.3689696247238278,0.37489880906880724,0.37951003843667636,0.0,0.0,0.3742696894757154,0.0,0.0,0.4037787913971223,0.521145409435611,0.35197824338210104,0.0
DNASE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
