clusterName,gene
Mast cells,ENSG00000197253
Mast cells,ENSG00000095303
Dendritic cells,ENSG00000197629
Dendritic cells,ENSG00000169413
Neutrophils & macrophages,ENSG00000119535
Neutrophils & macrophages,ENSG00000229644
NK cells,ENSG00000213849
NK cells,ENSG00000227852
MT gene enriched cells,ERCC-00022
MT gene enriched cells,ENSG00000198183
T cells,ENSG00000271503
Suprabasal cells,ENSG00000116285
Suprabasal cells,ENSG00000119508
Basal cells,ENSG00000187720
Basal cells,ENSG00000114270
Basal II cells,ENSG00000081277
Basal II cells,ENSG00000164120
Basal II cells,ENSG00000265190
Ionocytes,ENSG00000184908
Ionocytes,ENSG00000035720
Peri-goblet cells,ENSG00000228236
Peri-goblet cells,ENSG00000176153
Peri-goblet cells,ENSG00000074181
Secretory cells (HLA-DQA1),ENSG00000228349
Secretory cells (HLA-DQA1),ENSG00000162949
Goblet cells,ENSG00000105388
Goblet cells,ENSG00000173702
Club cells,ENSG00000255446
Club cells,ENSG00000127954
Maturing ciliated cells,ENSG00000139445
Maturing ciliated cells,ENSG00000234965
Ciliated cells,ENSG00000166596
Ciliated cells,ENSG00000160401
