,Basal II cells,Basal cells,Ciliated cells,Club cells,Dendritic cells,Goblet cells,Ionocytes,MT gene enriched cells,Mast cells,Maturing ciliated cells,NK cells,Neutrophils & macrophages,Peri-goblet cells,Secretory cells (HLA-DQA1),Suprabasal cells,T cells
TSPAN6,0.550274895772055,0.0,1.3260501802211901,0.9191049432320735,0.0,0.9678706229089197,0.481456042953039,0.0,0.0,0.9992717653733905,0.0,0.0,0.8066355353690662,0.8739490465891885,0.0,0.0
DPM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3004513206302648,0.0,0.0,0.0,0.0,0.0,0.0
CFH,0.0,0.0,0.0,0.4372777944295858,0.0,0.6934473156229757,0.0,0.0,0.0,0.0,0.0,0.0,0.42898161899815956,0.740207760312801,0.0,0.0
FUCA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3004513206302648,0.0,0.0,0.0,0.0,0.0,0.0
GCLC,0.0,0.0,0.6213497604705707,0.0,0.0,0.0,0.4916929104751672,0.0,0.0,0.25129291684307975,0.0,0.0,0.45508590500244583,0.0,0.0,0.0
STPG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14254457557830136,0.0,0.0,0.0,0.0,0.0,0.0
LAS1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1876811343436763,0.0,0.0,0.0,0.0,0.0,0.0
ENPP4,0.0,0.0,0.5362519066050626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFTR,0.0,0.0,0.0,0.0,0.0,0.0,1.4090695144349528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6420263477724462,0.0,0.0,0.0,0.0,0.0,0.0
CD99,0.730927396855522,0.8007994155657736,0.9721456373021578,0.5545630204608692,0.9863838330413786,0.721705403985465,0.0,0.0,1.1469862708576721,0.31748834289488526,0.0,0.0,0.7001383513266999,0.9064523870775859,0.0,1.3497151148025806
HS3ST1,0.0,0.0,0.0,0.6336551649359068,0.0,0.8677713240836569,0.0,0.0,0.9743137634860354,0.0,0.0,0.0,0.7026347807067953,0.609028751368045,0.0,0.0
LASP1,0.0,0.0,0.0,0.0,0.0,0.6810457552500299,0.0,0.0,0.0,0.5821085227074848,0.0,0.0,0.4797085767487133,0.5525982894983394,0.0,0.0
M6PR,0.0,0.0,0.0,0.3038946214903213,0.5190659392870337,0.36509100246021864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4268142335624914,0.0,0.0
CFLAR,0.5475561510864875,0.0,1.1900794953481517,0.6122208520254544,0.0,0.507435430880189,0.4911508421784786,0.0,0.0,0.6554701785157521,0.0,0.0,0.46473622476689347,0.5589523102178461,0.39625337267079536,0.0
SLC7A2,0.0,0.0,0.6697819669044249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLDIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12968452579984877,0.0,0.0,0.0,0.0,0.0,0.0
AK2,0.5201151299427026,0.0,0.14963347727006515,0.7456680488719852,0.0,0.7263777125186013,0.6696076024358254,0.0,0.0,0.841284705178903,0.0,0.0,0.5468634055675725,0.7975220340125727,0.0,0.0
CD38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10565454683360347,0.0,0.0,0.0,0.0,0.0,0.0
FKBP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2875912708518122,0.0,0.0,0.0,0.0,0.0,0.0
KDM1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23533907263345222,0.0,0.0,0.0,0.0,0.0,0.0
RBM6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10565454683360347,0.0,0.0,0.0,0.0,0.0,0.0
RECQL,0.0,0.0,0.0,0.0,0.0,0.0,0.4099481357561841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFAB1,0.459701252188796,0.0,0.946453908423169,0.5616915150505108,0.0,0.5595622217678013,0.0,0.0,0.0,0.9618751881264275,0.0,0.0,0.49085152799089593,0.5684126046679371,0.0,0.0
ZMYND10,0.0,0.0,1.4917950055024267,0.0,0.0,0.0,0.0,0.0,0.0,1.4971893539282473,0.0,0.0,0.0,0.0,0.0,0.0
ST7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6678003684340179,0.0,0.0,0.0,0.0,0.0,0.0
CDC27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2881829455877777,0.0,0.0,0.0,0.0,0.0,0.0
HCCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12968452579984877,0.0,0.0,0.0,0.0,0.0,0.0
PRSS22,0.0,0.0,0.6615354577016174,0.5480176251855495,0.0,0.660070605084086,0.0,0.0,0.0,0.5809941477946905,0.0,0.0,0.43327527066013616,0.5244400344558958,0.0,0.0
UPF1,0.0,0.0,0.6667287311870533,0.4372777944295858,0.0,0.5566533911311231,0.0,0.0,0.0,0.6623594720808921,0.0,0.0,0.416116305119967,0.48993563452451966,0.0,0.0
SKAP2,0.0,0.0,0.0,0.0,0.784118958765672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A5,1.4424425718231157,1.0159933427658352,0.7283996464032118,1.2380494355683815,1.036678803384127,1.2412756989420461,1.65941303686372,0.0,0.0,0.7066071580201473,1.2456657066246064,0.0,1.5263793877033636,1.4186661282242383,1.2320699057666857,0.0
MCUB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3941899625935108,0.0,0.0,0.0,0.0,0.0,0.0
POLR2J,0.3757190087459481,0.0,0.0,0.42186105120124534,0.0,0.4015864153973473,0.0,0.0,0.0,0.39681579253801236,0.0,0.0,0.0,0.0,0.0,0.0
LIG3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14254457557830136,0.0,0.0,0.0,0.0,0.0,0.0
CIAPIN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27222910137815015,0.0,0.0,0.0,0.0,0.0,0.0
SPPL2B,0.0,0.0,0.5310035379192938,0.0,0.0,0.0,0.0,0.0,0.0,0.5577891076387591,0.0,0.0,0.0,0.0,0.0,0.0
CREBBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10565454683360347,0.0,0.0,0.0,0.0,0.0,0.0
WDR54,0.0,0.0,1.3500691985216149,0.0,0.0,0.0,0.0,0.0,0.0,0.7575506817108963,0.0,0.0,0.0,0.0,0.0,0.0
KMT2E,0.42996334853638535,0.0,0.16410671887108527,0.0,0.0,0.41642412189788386,0.4099481357561841,0.0,0.0,0.3533638154024573,0.0,0.0,0.3485595746311346,0.41812002252209934,0.44754954040395895,0.0
RHBDD2,0.5387585131545153,0.0,0.945703631445967,0.6334891559824967,0.0,0.6578422934045539,0.0,0.0,0.0,0.8513984663828099,0.0,0.0,0.6111402399693788,0.4882640638093061,0.0,0.0
IBTK,0.0,0.0,0.0,0.0,0.0,0.3384843097346331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.029683707258007
ITGA3,0.48841001381371013,0.0,0.43755310838529227,0.0,0.0,0.0,0.0,0.0,0.0,0.10565454683360347,0.0,0.0,0.0,0.0,0.0,0.0
LAMP2,0.506385400803256,0.0,0.0,0.5169258370254622,0.0,0.7320461183407978,0.7415865658133521,0.0,0.0,0.5253266958619938,0.0,0.0,0.679971439331831,0.647363963266349,0.44189351592459797,0.0
GDE1,0.0,0.0,0.0,0.3962649617983013,0.0,0.2891731472231272,0.4726664051583784,0.0,0.0,0.41157742029620925,0.0,0.0,0.535870221666298,0.49362466408468403,0.0,0.0
TMEM98,0.0,0.0,0.0,0.0,0.0,0.46809158277411006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM132A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33104214536884885,0.0,0.0
AP2B1,0.0,0.0,0.0,0.0,0.0,0.2821416204373865,0.0,0.0,0.0,0.7066071580201473,0.0,0.0,0.0,0.0,0.0,0.0
CX3CL1,0.8486716442323419,0.8054676495049289,0.0,0.6274500355514552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45078379026075643,0.7774185105766718,1.0532310840746704,0.0
TNFRSF12A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9311543523533885,0.0
RALA,0.0,0.0,0.0,0.0,0.0,0.0,0.9903551896100931,0.0,0.0,0.3529468396863059,0.0,0.0,0.0,0.0,0.0,0.0
BAIAP2L1,0.0,0.0,0.7154991362887622,0.0,0.0,0.49905588056651085,0.0,0.0,0.0,0.4376001432318569,0.0,0.0,0.0,0.0,0.0,0.0
ALDH3B1,0.0,0.0,1.800770155876276,0.375976286682777,0.0,0.26595296695954923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333195043531526,0.0,0.0,0.0,0.0,0.0,0.0
SCIN,0.0,0.0,0.0,0.0,0.0,0.0,0.4726664051583784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARSD,0.0,0.0,0.6413263415774069,0.44801059254525843,0.0,0.3820675478787014,0.0,0.0,0.0,0.23533907263345222,0.0,0.0,0.44055229645372745,0.0,0.0,0.0
PNPLA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10565454683360347,0.0,0.0,0.0,0.0,0.0,0.0
MARK4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12968452579984877,0.0,0.0,0.0,0.0,0.0,0.0
PROM1,0.0,0.0,1.3644705311454413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAFAH1B1,0.45244273729640394,0.0,0.0,0.5135874638869647,0.0,0.5192864617426705,0.624213124317303,0.0,0.0,0.47893531502725567,0.0,0.0,0.34585989734563627,0.5371577088343632,0.0,0.0
NOS2,0.0,0.0,0.0,0.6408371333094223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAH9,0.0,0.0,1.1034819508550093,0.0,0.0,0.0,0.0,0.0,0.0,0.10565454683360347,0.0,0.0,0.0,0.0,0.0,0.0
BLTP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3143945484637103,0.0,0.0,0.0,0.0,0.0,0.0
LUC7L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3529468396863059,0.0,0.0,0.0,0.0,0.0,0.0
BAIAP3,0.0,0.0,0.9210459624856608,0.0,0.0,0.0,0.0,0.0,0.0,0.24819912241190484,0.0,0.0,0.0,0.0,0.0,0.0
MYLIP,0.0,0.0,0.0,0.0,0.0,0.0,0.6130727438104098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMB1,0.8369569926812187,0.6115755461212137,1.0787989835191278,0.9066943128498669,0.7044869578163537,1.0605161081787386,0.8018036234872503,0.0,0.0,1.2186297009929665,0.0,0.0,0.8699750403617688,1.002588718965967,0.503308511389249,0.0
NADK,0.0,0.0,0.0,0.0,0.6650788596685718,0.3974137846577861,0.0,0.0,0.0,0.12968452579984877,0.0,0.0,0.0,0.0,0.0,0.0
DLEC1,0.0,0.0,1.2380700867512577,0.0,0.0,0.0,0.0,0.0,0.0,0.34788046307406717,0.0,0.0,0.0,0.0,0.0,0.0
SYPL1,0.5836567249520703,0.0,0.5616795269075451,0.5614325336661569,0.0,0.6290406324366159,0.0,0.0,0.0,0.5771599280053673,0.0,0.0,0.6861071173889552,0.6636138065127133,0.4010396225238176,0.0
CYB561,0.0,0.0,0.8978430354113923,0.0,0.0,0.6004525953320177,0.0,0.0,0.0,0.7333637086157356,0.0,0.0,0.0,0.3240606517391422,0.0,0.0
MGST1,1.575823923664786,0.8471838103991378,0.5095691666081357,1.9400474221348993,0.0,1.5441353001040161,0.9759081107017509,0.0,0.0,1.3890596880866792,0.0,0.0,1.6789225173788465,1.797056830153566,0.7256509719970097,0.0
NFIX,0.9182753169154658,1.0340514837924455,0.6188678314060563,0.9327720173481232,0.0,0.6578422934045539,0.761105335702687,0.0,0.0,0.6405567426569865,0.0,0.0,0.8845640467368283,0.8518185078714072,0.8367074262316678,0.0
IL32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9022947142404674
PKD1,0.3056921176925886,0.0,0.6327270799163642,0.0,0.0,0.0,0.0,0.0,0.0,0.1456383700094763,0.0,0.0,0.0,0.0,0.0,0.0
MED24,0.0,0.0,0.583152081002329,0.3740270370265815,0.0,0.8897473185248667,0.6959085730514344,0.0,0.0,0.421337013630967,0.0,0.0,0.36215472750750677,0.0,0.0,0.0
SEC62,0.7628111469481216,0.9278566056743929,1.2735954352271552,1.1276561778560483,0.7495612698400367,1.3951449315755895,1.0598994309428262,0.0,0.0,0.80591185931475,0.0,0.0,0.8837523435000214,0.938955522055734,0.829157150659198,0.0
RPS20,2.7603922001693433,2.9562789656899966,2.144940680525962,2.645284184427406,2.594134412603927,2.3605642405306777,2.2929112959664266,2.992112993037968,2.6549317200320153,2.2589251710513585,3.212142050332458,1.8501118363064877,2.6632457194991535,2.5879899832689883,2.774239645162496,2.5976120796533575
CSDE1,1.1486752447370765,1.0972489920780468,0.8870237980071974,1.295417311280644,0.9670817808227228,1.2720663951767435,1.107490474506345,0.0,1.2755429968271879,1.251073737122042,0.0,0.0,1.3246226797595666,1.2484937148214952,1.1541175147511975,0.0
UBE3C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14254457557830136,0.0,0.0,0.0,0.0,0.0,0.0
REV3L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12968452579984877,0.0,0.0,0.0,0.0,0.0,0.0
VTA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46789650837769253,0.0,0.0,0.0,0.0,0.0,0.0
RANBP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.689815016887086,0.0,0.0,0.0,0.0,0.0,0.0
ZNF207,0.5836567249520703,0.0,0.6327270799163642,0.5677496271725825,0.0,0.6011779352095287,0.6130727438104098,0.0,0.0,0.6576987555370312,0.0,0.0,0.5502760184414048,0.6850467707624667,0.49806206222192345,0.0
UQCRC1,0.5387882498312492,0.0,0.43374417093033546,0.532297135032492,0.0,0.5084106764642081,0.6624738798295452,0.0,0.0,0.716858975402521,0.0,0.0,0.5865392337457455,0.5139922215172298,0.0,0.0
CD9,1.9225528026037995,1.7517677231327857,1.5897809265417864,1.7447263941952837,0.0,1.863729028064285,3.0353909769105645,0.0,1.8891542104434167,0.8727199665349874,1.3828915346149218,0.0,2.1669368680560357,1.8686359473435419,1.956874882139009,0.0
GIPR,0.0,0.0,0.35262501775638244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10565454683360347,0.0,0.0,0.0,0.0,0.0,0.0
NISCH,0.0,0.0,0.0,0.0,0.0,0.2706599846728806,0.0,0.0,0.0,0.42695717902002683,0.0,0.0,0.0,0.0,0.0,0.0
FUZ,0.0,0.0,0.7785367544528337,0.0,0.0,0.0,0.0,0.0,0.0,0.15790674505196342,0.0,0.0,0.0,0.0,0.0,0.0
IDS,0.0,0.0,0.9738029369903213,0.0,0.0,0.0,0.6376665314925225,0.0,1.3067005469314699,0.38903985653119477,0.0,0.0,0.0,0.0,0.16725902292603426,0.0
CD4,0.0,0.0,0.0,0.0,1.2442571049075963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC23,0.0,0.0,1.830711375755099,0.0,0.0,0.0,0.0,0.0,0.0,0.9149405861918892,0.0,0.0,0.0,0.0,0.0,0.0
BTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8763563597522306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCMH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1456383700094763,0.0,0.0,0.0,0.0,0.0,0.0
ELOA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3406784646438188,0.0,0.0,0.0,0.0,0.0,0.0
LYPLA2,0.0,0.0,0.4906268875540374,0.0,0.0,0.430753302775074,0.4099481357561841,0.0,0.0,0.6173517025010551,0.0,0.0,0.0,0.0,0.0,0.0
BTBD7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3004513206302648,0.0,0.0,0.0,0.0,0.0,0.0
MKS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2881829455877777,0.0,0.0,0.0,0.0,0.0,0.0
ANOS1,0.0,0.4678979016597763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4010396225238176,0.0
UTP18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10565454683360347,0.0,0.0,0.0,0.0,0.0,0.0
TTC19,0.0,0.0,0.0,0.409063867562645,0.0,0.42088797645203785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5205027678943345,0.49985331813302913,0.0
PTBP1,0.7932219925995289,0.6248205224711374,0.7162402614367361,0.7456680488719852,0.0,0.8446400515136826,0.9903551896100931,0.0,0.0,1.0158059826605355,0.0,0.0,0.805859685244819,0.9666104856264186,0.8542944601575908,0.0
PLAUR,0.0,0.0,0.0,0.0,0.8043208068286549,0.0,0.0,0.0,0.0,0.0,0.0,1.8409064784681892,0.0,0.0,0.49297534676708343,0.0
PPP5C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46789650837769253,0.0,0.0,0.0,0.0,0.0,0.0
TYROBP,0.0,0.0,0.0,0.0,2.5926622810865427,0.0,0.0,0.0,1.5565675793976708,0.0,0.0,2.4360387283537555,0.0,0.0,0.0,0.0
ERCC1,0.0,0.0,0.7277181370857018,0.0,0.0,0.0,0.0,0.0,0.0,0.5538467515533497,0.0,0.0,0.0,0.0,0.0,0.0
CD22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3719184188363356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELOVL5,0.0,0.0,0.3622796643743247,0.5921215305833445,0.0,0.6752882596466446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALOX5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5241651756007386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCOCO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4142437794639395,0.0,0.0,0.0,0.0,0.0,0.0
PSMC4,0.0,0.0,0.574870706474933,0.34932686045940037,0.0,0.5160258294815575,0.0,0.0,0.0,0.6903491425854194,0.0,0.0,0.40601884276209127,0.527070474393438,0.0,0.0
SLC25A39,0.4499374579345819,0.0,0.5358562770695863,0.5614325336661569,0.0,0.7739400101073071,0.0,0.0,0.0,0.6791540327538648,0.0,0.0,0.5501359520654616,0.5768018545633314,0.0,0.0
MVP,0.5387585131545153,0.0,0.8723780978358626,1.011354385901371,0.0,1.051256579797032,0.6624738798295452,0.0,0.0,1.248293095170021,0.0,0.0,0.890096515530196,0.8471074295368304,0.0,0.0
NUB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23533907263345222,0.0,0.0,0.0,0.0,0.0,0.0
CLK1,0.506385400803256,0.6157106028535049,0.17990920543352681,0.5339267514960866,0.0,0.5124039238100646,0.0,0.0,0.0,0.0,0.0,0.0,0.5266984049922345,0.6005083267045872,0.5166392855571933,0.0
GPRC5A,0.6159953855366281,0.0,0.0,0.9637596316101136,0.0,0.9011429456983626,0.0,0.0,0.0,0.0,0.0,0.0,0.5449636906152023,0.647363963266349,1.4375550387229554,0.0
CAPN1,0.7441863551673231,0.0,0.16410671887108527,0.7838279232398218,0.0,0.7739400101073071,0.0,0.0,0.0,0.4210555271830022,0.0,0.0,0.8064728136544705,0.9402693681096517,0.0,0.0
MDH1,0.7240701979939616,0.0,0.7696298937800863,0.6138881968862363,0.0,0.6562984201902302,0.7909748748287623,0.0,0.0,0.6774848269688201,0.0,0.0,0.7046163552984841,0.866690752200441,0.0,0.0
CCDC88C,0.4201163722619305,0.0,0.9097565846617308,0.0,0.0,0.31598455230309275,0.0,0.0,0.0,1.0948794361486827,0.0,0.0,0.43254205611178587,0.4998708976261246,0.0,0.0
WAS,0.0,0.0,0.0,0.0,0.853826928228069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL20RA,0.0,0.0,0.3794739489156601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLT8D1,0.0,0.0,0.5640175369395415,0.0,0.0,0.0,0.0,0.0,0.0,0.14254457557830136,0.0,0.0,0.0,0.0,0.0,0.0
ATP2C1,0.0,0.0,0.0,0.0,0.0,0.3908058322309699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGF1,0.0,0.0,0.0,0.0,0.0,0.0,0.9108504680559112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RALBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3297567179373724,0.0,0.0,0.0,0.0,0.0,0.0
VSIG2,0.0,0.0,0.0,0.752932341036494,0.0,1.0397028373936839,0.0,0.0,0.0,0.34788046307406717,0.0,0.0,0.3327825609578421,0.0,0.0,0.0
CD74,1.500226118381706,1.2836609510226902,2.641920295096476,2.7470407136149664,4.2832656323716645,3.1574193996865856,1.5451501897960034,2.5568543686813454,1.80862327528006,2.7404655907533373,1.9370484687053595,1.911678258043982,1.8539617292793777,3.2109229899157916,1.1091615563102852,1.9483139963667078
NCDN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4505146799115567,0.0,0.0
PLEKHB1,0.0,0.0,0.6737455373107082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB1,0.5557645964354587,0.0,0.945703631445967,0.8996690356717463,0.809128888289493,1.0157717458978048,0.5557329076015523,0.0,0.0,0.8974415507904352,0.0,0.0,1.0979190848125562,1.5372902478498247,0.0,0.0
AQR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10565454683360347,0.0,0.0,0.0,0.0,0.0,0.0
RTF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2797580621994403,0.0,0.0
RNF10,0.0,0.0,0.0,0.375976286682777,0.0,0.5019461060491929,0.0,0.0,0.0,0.5253266958619938,0.0,0.0,0.0,0.4027503241200162,0.0,0.0
RNH1,0.6655380649458784,0.5181472519526618,0.6238513763006956,0.6031960217104505,0.8114861733107621,0.8229915571268562,0.6624738798295452,0.0,0.0,0.40437542186596087,0.0,0.0,0.7763559251762648,0.8620410954264307,0.5499959239976786,0.0
NDUFS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23533907263345222,0.0,0.0,0.0,0.0,0.0,0.0
RB1CC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40745875674984244,0.0,0.0,0.0,0.0,0.0,0.0
ERP44,0.0,0.0,0.0,0.35332980612255177,0.0,0.6108898348278536,0.0,0.0,0.0,0.3646812132914013,0.0,0.0,0.1370090605703632,0.4027503241200162,0.0,0.0
STRAP,0.0,0.0,0.0,0.45398892328221896,0.0,0.5196176048543566,0.642071857429483,0.0,0.0,0.38051237474966865,0.0,0.0,0.0,0.4998708976261246,0.0,0.0
PLEKHO1,0.0,0.0,0.0,0.0,0.7758333135244039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCLM,0.0,0.0,0.6754526955230586,0.0,0.0,0.0,0.0,0.0,0.0,0.4047923975821123,0.0,0.0,0.0,0.0,0.0,0.0
CCDC28A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48590277936422294,0.0,0.0,0.0,0.0,0.0,0.0
PHF20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4542997379445328,0.0,0.0,0.0,0.0,0.0,0.0
TYMP,0.0,0.0,1.0943142199090934,0.0,1.353322738381558,0.5386396000543563,0.0,0.0,0.0,0.4047923975821123,0.0,0.49224488530843297,0.3377709800640769,0.866930632265877,0.0,0.0
SEC63,0.0,0.0,0.0,0.4487670336648881,0.0,0.5158625357779639,0.0,0.0,0.0,0.4542997379445328,0.0,0.0,0.0,0.3576332532623342,0.0,0.0
KPNA6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38787133504033483,0.0,0.0,0.0,0.0,0.0,0.0
VIM,0.0,0.0,0.0,0.0,2.037171836956201,0.0,0.0,0.0,2.9419791860624107,0.0,0.0,0.0,0.0,0.0,0.0,1.5131640956762562
RNASET2,0.0,0.0,0.0,0.0,1.7818289010254542,0.44571634559587214,0.0,0.0,0.0,0.34558787939563973,0.0,0.0,0.0,0.0,0.0,0.0
CD44,0.8909041261306794,0.8054676495049289,0.0,0.4495055274731126,1.3853950355534064,0.7739400101073071,0.0,0.0,2.3821999987203926,0.0,0.0,0.0,1.1161610788123375,0.9057128032286442,1.181148977543904,1.054750081906738
IFNGR1,0.0,0.0,0.0,0.0,0.5190659392870337,0.0,0.5557329076015523,0.0,0.0,0.0,0.0,0.0,0.0,0.4998708976261246,0.0,0.0
TNFRSF1B,0.0,0.0,0.0,0.0,0.9670817808227228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POU2F2,0.0,0.0,0.0,0.0,0.9670817808227228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNX1,0.0,0.0,0.0,0.0,0.0,0.23839307608460572,0.0,0.0,0.0,0.38787133504033483,0.0,0.0,0.0,0.34717074275012677,0.0,0.0
BMAL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1456383700094763,0.0,0.0,0.0,0.0,0.0,0.0
BCLAF1,0.4443070725050673,0.0,0.452994023343262,0.3962649617983013,0.0,0.49923393367025093,0.656879287527262,0.0,0.0,0.6795975748461275,0.0,0.0,0.49767403373341,0.5706117561543159,0.0,0.0
SLC39A9,0.0,0.0,0.0,0.0,0.0,0.36509100246021864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGB3,0.0,0.0,0.0,0.0,0.0,0.4202417865682553,0.9109837816412562,0.0,0.0,0.9115044092171215,0.0,0.0,0.0,0.4431262719268662,0.0,0.0
