cluster,count
Basal cells,334
T cells,245
Peri-goblet cells,238
Goblet cells,195
Basal II cells,187
Neutrophils & macrophages,142
Club cells,135
Secretory cells (HLA-DQA1),133
MT gene enriched cells,102
Ciliated cells,88
Suprabasal cells,68
Mast cells,53
NK cells,53
Dendritic cells,41
Ionocytes,41
Maturing ciliated cells,20
