cluster,count
PT,19500
C-TAL,18324
PC,12262
aPT,10968
DCT,9757
PT-S1/2,9173
EC-PTC,8242
CNT,8110
dPT,7996
M-TAL,7381
T cells,6663
DTL,6432
IMCD,6351
aTAL,6110
M-FIB,5204
IC-A,5029
dATL,3750
EC-GC,3631
VSMC/P,3361
CCD-IC-A,3332
EC-DVR,3000
EC-AVR,2698
T/NK,2474
FIB/aFIB,2419
IC-B,2395
PT-S3,2028
NK cells,2014
Podocytes,1984
Myeloid,1958
DC,1828
dC-IC-A,1784
B cells,1392
dVSMC,1273
EC-AEA,1121
Non-classical monocytes,1093
PEC,1050
dM-FIB,698
VSMC,546
Classical monocytes,534
DC2,393
EC-LYM,246
