,AT1,AT2,Adventitial FB,Alveolar FB,Alveolar macrophage,Arteriole,B cells,Basal,CD4,CD8/NKT,Ciliated,Differentiating ciliated,Inflamed,Inflammatory monocyte,Interstitial macrophage,KRT5-/KRT17+,Lymphatic,Mast,Mesothelial,Monocyte,Monocyte-derived macrophage,MyoFB,MyoFB - Activated,NK,PLIN2+ FB,PNEC,Pericyte,Plasma,Proliferating - Epi,Proliferating - Imm,SMC,Secretory - SCGB1A1+/MUC5B+,Secretory - SCGB1A1+/SCGB3A2+,Secretory - SCGB3A2+,Systemic venous,Transitional AT2,Venule,aCap,cDC1,cDC2,gCap,moDC,pDC
COPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.763203285363955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0369818316696906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCSTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5793988350158631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.332179040501849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD48,0.0,0.0,0.0,0.0,0.0,0.0,1.8602768186677692,0.0,1.9486897698462697,1.9599637897077224,0.0,0.0,0.0,1.4211566473960944,1.2517408730453221,0.0,0.0,0.0,0.0,1.7366311777823635,0.0,0.0,0.0,1.6883034556806593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLAMF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7163021234360691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2431762032035922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITLN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.468790472985757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F11R,1.4093727630453963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7985253448872656,0.0,0.0,0.0,0.0,1.4270841415953017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0023548029613192,0.0,0.7886302734196352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSTD1,1.8198924236185894,1.9036287446492433,0.0,0.0,0.0,0.0,0.0,1.6095346643033375,0.0,0.0,2.0367992657281317,1.986977884360201,0.0,0.0,0.0,1.431989927079066,0.0,0.0,0.7908178581118472,0.0,0.0,0.0,0.0,0.0,0.0,1.8224221267332494,0.0,0.0,1.6841834556226432,0.0,0.0,1.796662887118504,1.8866884423831634,1.887950353696775,0.0,1.4204422693114538,0.0,0.0,1.3043609369928353,0.0,0.0,0.0,0.0
PFDN2,0.0,0.0,0.0,0.0,1.4400243690308137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0932134012321573,1.2244439063271737,0.0,0.0,0.0,0.0,1.208097135348771,0.0,1.0824574098986433,0.0,0.0,1.4326101894489611,0.0,0.0,1.0295336298823967,1.0984944113698452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0596104370200958,0.0,0.0,0.0
UFC1,0.0,1.0265810544376301,0.0,0.0,1.3819598289633976,0.0,0.0,1.3166119123681252,0.0,0.0,2.0831468300174985,1.9475004545820127,0.0,0.0,1.2887339453244029,1.2439920407772225,0.0,0.0,1.3290716037418215,0.0,1.302917469699566,0.0,1.2295985918583554,0.0,0.0,1.5500853814256021,0.0,1.5155904983218678,1.368939424679639,1.3279855337892106,0.0,1.2598640835363806,0.0,0.9449001146503981,0.0,0.0,0.0,0.0,1.089894952369758,1.2854178261187121,0.0,1.2504631593175364,1.5245290161310565
B4GALT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8901482176892461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991332291122391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6974056648352318,0.0,0.0,1.4609998859127697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCER1G,0.0,0.0,0.0,0.0,2.5607939262480404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4972317046370787,2.376467570378182,0.0,0.0,2.433510604364065,0.0,2.5024557428808767,2.5026939473625363,0.0,0.0,2.2145795841026326,0.0,0.0,0.0,0.0,0.0,2.1690606926173652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.330883288886277,0.0,2.400840356235281,2.1810463990893343
SDHC,0.0,0.9558931375290284,0.0,0.0,1.1223464296266221,0.0,0.0,0.0,0.0,0.0,1.3374668980009328,1.1271111019272382,0.0,0.0,1.2561811733863621,0.8132395259721926,0.0,0.0,0.0,0.0,0.0,0.0,0.8590001819713492,0.0,0.0,0.0,0.0,0.0,1.0086504879655755,0.6039531911142213,0.0,0.0,0.0,1.0023548029613192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFAP126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7684605337204609,1.4902703552822936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCGR2A,0.0,0.0,0.0,0.0,1.614531458200001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4826985094626315,0.6325027103829624,0.0,0.0,0.0,0.0,0.0,1.6061154512319429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7975200763593708,0.0,1.8939432050429823,0.0
FCGR3A,0.0,0.0,0.0,0.0,1.6720677134523307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.006538409468437,0.3773932678952301,0.0,0.0,0.0,0.0,0.0,1.7699855371387936,0.0,0.0,2.3644234244425526,0.0,0.0,0.0,0.0,0.0,0.9198638970708597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2769971039950532,0.0
FCGR2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0197936497899285,0.0,1.7552952720381652,0.0
OLFML2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5947684618993204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH2D1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8069502278482081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UAP1,0.0,0.0,2.0766422266100495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6280775938407325,0.0,0.0,0.6087300793297298,0.0,0.0,0.0,1.2090295947141887,0.0,1.8594653732588051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGS5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8369631206556658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.215481279613289,0.0,0.0,0.0,0.0,0.0,0.0
MGST3,1.829146490381318,1.8147678467895672,1.9724367063391466,1.748456075766779,2.2869665237451278,1.1686175967872647,0.0,1.3593767988152925,0.0,0.0,1.760371387283414,1.6809553191756563,1.2520491416394453,1.3533059299383332,1.9710311326193466,1.3752344490309532,1.8876468830795017,0.0,1.8059227918472074,0.0,2.115745084303582,1.8951906530154858,1.7460861594804473,0.0,1.7651387077228395,0.0,0.0,0.0,1.5842603319935589,1.6222923845056312,2.0826608448935993,1.1015354071526917,1.5451174711649411,1.3982698446741146,1.3092603246189356,1.386756604963844,1.4101218580273687,1.6124848811822994,1.4263780919721247,1.3317973879189566,1.3086685934294016,1.589362909564859,0.0
TMCO1,0.0,0.0,0.0,0.0,0.8396974884167523,0.0,0.0,0.0,0.0,0.0,0.8187069004652892,0.849634181350557,0.0,0.0,1.1068323548836116,0.9114671138740434,0.0,0.0,0.867018799044893,0.0,0.0,0.0,0.9879520570893683,0.0,0.0,0.0,0.0,1.0568244851114283,0.7638890296449559,0.8936233952897781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8532526904372415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.396206895866233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CREG1,0.0,0.999954147607593,0.0,0.0,1.3886639537690528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1372396476865485,1.666911675273681,0.0,0.0,0.0,0.0,1.2305417982314661,1.5148456226237617,0.0,0.8027313975627288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.433254130916532,0.0
RCSD1,0.0,0.0,0.0,0.0,0.0,0.0,1.8336764153480911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPZL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9321028254548814,0.0,0.0,0.0,0.0,0.0,0.0,0.9158171128688402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPC2,0.0,0.0,0.0,0.0,1.0406586785180558,0.0,0.0,0.0,0.0,0.0,1.5443018197805185,1.4435168203375774,0.0,0.0,0.671325043001842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8619378565587225,0.0,0.0,0.0,0.0,0.0,0.974822120240292,1.09058783229522,0.0,1.1964669626147661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SFT2D2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5916162743317324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP1B1,1.9058782735020157,1.8232068053583093,0.0,0.0,1.1234443717315048,0.0,0.0,1.8046969126059509,0.0,0.0,1.4759405615465608,1.5490066144435903,0.0,0.0,1.2066200485479186,1.6902539600526993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8615065423577584,0.0,0.0,1.5213165434955243,0.0,0.0,1.7841593403449534,1.8808572699320139,2.0154750425699643,0.0,1.6310084793018373,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NME7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0528233203917692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SELP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7042284712004836,0.0,0.0,0.0,0.0,0.0,0.0
SELL,0.0,0.0,0.0,0.0,0.0,0.0,1.760354622915938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.045102575355499
PRRX1,0.0,0.0,0.0,1.3456095090971416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4107070952192131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FMO2,1.4089170741557813,0.0,0.0,1.019219862238006,0.0,0.0,0.0,1.4647833869057898,0.0,0.0,0.0,0.5739422552140676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.685879564391004,1.9961884459629027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRRC2C,0.0,0.0,0.0,0.0,0.9808782709012855,0.0,1.3198116462655927,0.8575037579766124,1.567919930904734,1.509453768150711,0.0,0.0,1.0663514264498881,1.3490491797837088,1.2867699708433218,1.3172179161015796,0.0,1.5194764674828658,0.9395142032278501,0.0,1.12665527413651,0.0,1.2570198520970721,1.2731253123506518,0.0,0.0,0.0,1.2754209064669597,0.9208633313691865,1.3306200492279432,0.0,0.0,0.0,0.8635615192666661,0.8621728315039293,0.6562891819713575,0.0,0.0,1.6195903411017485,1.4070795187665683,0.0,1.327720161762282,1.5036398453417903
PRDX6,1.8667567534026528,1.926991737547005,1.7917654228575712,1.7645175377749793,1.6822941689586288,0.0,0.0,1.8554032981791606,0.0,0.0,1.6340191365532457,1.640091072831078,0.0,0.0,1.5734521081667665,1.6484448186705818,1.113429106437438,1.9142029271632854,2.1279363665049287,0.0,1.5392985195636968,1.7864654936811961,1.8336058892666105,0.0,1.9553426711600093,1.617792499929293,1.6789710079624223,1.4520210142669825,1.7428395802634686,1.4304899683562429,1.74031732236165,1.7244458602666835,1.6543047008728289,1.7729967170709124,0.8177258623462977,1.7490520718433717,0.0,0.0,0.0,1.546699603221877,0.0,1.3114134472193708,1.3039077895578755
CACYBP,0.0,0.0,0.0,0.0,0.9695749458673236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1516262606046546,0.6871126824987352,0.0,0.0,0.0,0.0,0.0,0.0,0.6057538579555493,0.0,0.0,0.0,0.0,0.9051496851021199,1.207748674606919,1.3309484832322607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RALGPS2,0.0,0.0,0.0,0.0,0.0,0.0,1.7510022899770774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7963027615759894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOR3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.389416933500987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOAT1,0.0,0.0,0.0,0.0,0.8117918978297443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4205635672999493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEP350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7204128281364905,0.0,0.0,0.0,0.0
QSOX1,0.0,0.8025723032610583,0.0,1.7275830522057292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6533022938811511,1.674554136719153,0.0,0.0,0.0,0.0,0.0,0.0,1.002673984982247,0.0,1.1700189235777811,0.0,0.0,0.0,0.77603272238708,0.0,0.0,0.0,0.0,0.0,0.0,1.2138990699930892,0.0,0.0,0.0,0.90792244824458,0.0,0.0,0.0
IER5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.037513141007444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3687831825735315,1.2671219676824492,0.0,0.0,0.0
GLUL,0.0,1.0904072125951692,2.0458197064835137,1.5868109934569885,2.4483373016307013,1.3983009550456922,0.0,2.009300278475013,0.0,0.0,1.8325043941275598,1.7566645360448188,0.0,2.138104892106807,2.0402902634735245,1.0614071458210834,1.077915927600149,2.426771492421615,1.4035038333247831,2.0588452515987767,2.4658712503829987,1.9166116612237125,1.1227640418955436,0.0,1.7558707206623632,0.0,0.0,0.0,1.2713988597936927,1.7166523519093868,1.5293268957044994,1.955291183774338,1.1127549203539755,1.3418530548958847,0.0,0.0,1.4385073546017648,0.0,1.1312539428114419,1.8040486409844745,1.5434113505943992,2.092821279282501,0.0
NPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1903173969983993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMC1,0.0,0.0,0.0,1.113780168333652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9986032877642347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAMC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.588456317367235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCF2,0.0,0.0,0.0,0.0,1.7090778011442445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.544835120464053,1.574790962020161,0.0,0.0,0.0,0.0,1.7856498359395796,1.7142362281829286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2229599367190513,0.0,1.401870377783577,0.0
ARPC5,1.5128293664555845,0.0,0.0,0.0,1.8918759162237986,0.0,1.1788857606775365,0.7934219332249741,0.0,1.6461412164995033,0.0,0.0,0.0,1.995725012390689,2.0048019205024428,1.2339320942700482,1.2769866105520342,1.7321830430495708,1.1881638863178168,2.038730951348124,1.9683598110434093,0.0,1.372603698317375,1.8116512498614004,0.0,0.0,0.0,1.256860200973438,1.1668978331601791,1.8816450619125817,1.577303860599203,0.0,0.0,0.0,0.0,0.9065499154169856,0.0,0.0,1.854361784184916,1.8793095741504433,0.0,1.9451216043908897,1.8250889971664792
PRG4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5456274601500124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6972402959621649,0.9976921890046977,0.0,0.0,1.2942025756621767,0.0,0.0,0.0,1.0380167172983756,0.0,0.0,0.0,0.0,0.0,1.1197307820271758,1.2352289132568077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTGS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6990661486094898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3538107633220546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.359262712963395,2.150005557412656,0.0,1.7910457381600806,0.0
RGS13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.011436585421123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8556537301644824,0.8572881537966512,0.0,0.0,2.0820529629669826,0.0,2.13634632466846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5113420141657388,1.9211569972138258,0.0,1.6912257273790279,0.0
CFH,0.0,0.0,1.9669411418035372,1.8535691024756016,0.0,0.0,0.0,1.008741902617611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.043218986678327,0.0,0.0,2.3220581495881314,1.1075931727573902,0.0,1.4870695561790046,0.0,0.0,0.0,0.0,0.0,0.0,0.6970637137915101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRC,0.0,0.0,0.0,0.0,1.6427421987151452,0.0,2.1726485487946836,0.0,2.3700086611226387,2.435858681747888,0.0,0.0,0.0,2.088491794360411,1.6625033139655208,0.0,0.0,1.7713013269755042,0.0,2.0927317416702764,1.6198015135446622,0.0,0.0,2.4046754990984125,0.0,0.0,0.0,1.159848808202084,0.0,1.8977287981904922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6983876418120507,1.9800990064300015,0.0,1.8939432050429823,1.8440682738824445
LAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2367225929470926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6381506596754025,0.0,0.0,0.0,0.0
PHLDA3,0.0,0.0,0.0,0.0,1.318966794017912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8488879621420719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSRP1,0.0,0.0,0.0,1.967480505858425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2725014784086799,0.0,0.0,0.0,0.0,0.0,1.8382929938282655,1.0083221725838623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3106807197041004,0.0,0.0,0.0,0.0,0.8634433019528168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMOD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.114934443002576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIMM17A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83676828421108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6057538579555493,0.0,0.0,0.0,0.0,0.7953617729697031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNPEP,0.0,0.0,0.0,0.0,0.8429838423824791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0674941652105185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
