,AT1,AT2,Adventitial FB,Alveolar FB,Alveolar macrophage,Arteriole,B cells,Basal,CD4,CD8/NKT,Ciliated,Differentiating ciliated,Inflamed,Inflammatory monocyte,Interstitial macrophage,KRT5-/KRT17+,Lymphatic,Mast,Mesothelial,Monocyte,Monocyte-derived macrophage,MyoFB,MyoFB - Activated,NK,PLIN2+ FB,PNEC,Pericyte,Plasma,Proliferating - Epi,Proliferating - Imm,SMC,Secretory - SCGB1A1+/MUC5B+,Secretory - SCGB1A1+/SCGB3A2+,Secretory - SCGB3A2+,Systemic venous,Transitional AT2,Venule,aCap,cDC1,cDC2,gCap,moDC,pDC
MMP23B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9347961862239949,0.939150826856411,0.0,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9483971753180356
PRKCZ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAAP20,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9378796609016101,0.0,0.0,0.0,0.0,0.0,0.0,0.9405020541685493,0.0,0.0,0.0,0.0,0.0,0.9338030738751205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RER1,0.0,0.0,0.0,0.0,0.808490226620931,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.0,0.0,0.8191754587872265,0.8053943772814007,0.0,0.0,0.0,0.0,0.7993478744330044,0.0,0.8314695506928261,0.0,0.0,0.0,0.0,0.8191535680112099,0.8104478294942814,0.7978479314318226,0.0,0.0,0.0,0.7941687126276723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNAB2,0.0,0.0,0.0,0.0,0.9535183099206153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9627564960110666,0.0,0.0,0.0,0.0,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22,0.010126646949351913,0.07070808593958981,0.021840921531359123,0.022221810248519245,0.03802624491135549,0.03578224447624242,0.13194276014339368,0.04958784054771531,0.12216582669959927,0.07021218466687412,0.0033743511646945677,0.020425730353578246,0.0011353829983153348,0.029757351043490615,0.014765303213487325,0.0213468778221861,0.12305376625539122,0.07410851694376583,0.06844017075990913,0.06362953512415749,0.03522268822540334,0.04897823611430117,0.026403020304259277,0.05012765902725759,0.027685099473212727,0.017959253555568662,0.018041884760650467,0.027990203364566542,0.02680293211031107,0.018482429040213987,0.022875065459694956,0.08896554715252994,0.1009629336119912,0.05342069836063775,0.10365276050256575,0.021151525067305763,0.02755834924816214,0.0026550475523676705,0.05777778985741554,0.028411007214650365,0.0,0.024086005465809752,0.02961362137273616
CAMTA1,0.0,0.0,0.0,0.0,0.8727252482899882,0.0,0.0,0.875764220555792,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.8917390519848977,0.0,0.0,0.0,0.0,0.0,0.0,0.8706689745842459,0.0,0.0,0.0,0.0,0.0,0.8806155994070867,0.0,0.0,0.0,0.0,0.8629305472679505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VAMP3,0.0,0.0,0.0,0.0,0.9761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9794920548019077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARK7,0.0,0.2184859535659173,0.19223030627563314,0.16917654756455058,0.20291261447141057,0.14285714285714285,0.15865486385381544,0.2409196390962205,0.17594406486109984,0.23501467719589994,0.19116634769440322,0.17933438179734132,0.0,0.16779477500662973,0.18782059397132858,0.1658386516693165,0.16337087580236287,0.0,0.18878752643028834,0.17779190900547684,0.18461860713479716,0.21786143316392342,0.21594040374514484,0.24588519340362786,0.20665569706393883,0.2669234500848344,0.29307901563496336,0.2015283077528829,0.23959980676639078,0.20654770569167505,0.22430975871474335,0.2111513895217981,0.19008129265436485,0.1945631910375143,0.14756308866174436,0.16880931045260886,0.0,0.0,0.2606504736764978,0.17604039568524796,0.0,0.16693996694647975,0.34604335003593406
ERRFI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9665236347773154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9601921574017682,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENO1,0.3149336256107511,0.32259900944747544,0.21194153385528244,0.2382649202824238,0.259058543683815,0.0,0.0,0.3043820245745546,0.2951930865104063,0.26426642791857724,0.19902210406883128,0.2106839146046903,0.1946527403674757,0.2802363306550041,0.3275475435443756,0.3821253137137993,0.19047619047619047,0.24110685833201678,0.3085648511670563,0.32258006031245956,0.2780432148960967,0.2265900827463422,0.2449046739841875,0.26338889755278283,0.27817082148417294,0.0,0.0,0.2533000466831834,0.34238706647789996,0.3051008912084533,0.0,0.24027657109025183,0.2524819289421509,0.27898123161081606,0.19905254918166695,0.34103064697228763,0.0,0.0,0.2927842511336466,0.26845740004218677,0.0,0.26739290755012757,0.23014217091956876
GPR157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SPSB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGD,0.0,0.0,0.0,0.0,0.7881904144612528,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.7486264616992774,0.7640060059735218,0.0,0.0,0.0,0.0,0.7875709046894317,0.7819827114036555,0.0,0.7266599367552555,0.0,0.0,0.7357072509254482,0.0,0.0,0.721969196210563,0.7314118396181717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7321675224280566,0.0,0.7471506543596791,0.7589545699576956
SRM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,0.937172572343601,0.0,0.0,0.0,0.0,0.0,0.0,0.9410622050426559,0.0,0.0,0.0,0.0,0.9536883043931955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGTRAP,0.0,0.0,0.0,0.0,0.8823088106724596,0.0,0.0,0.0,0.0,0.0,0.8774755987638704,0.0,0.0,0.8948643928842325,0.8749329676031634,0.0,0.0,0.0,0.0,0.9299211320165303,0.8707727148153236,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLOD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9761904761904762,0.0,0.0,0.0,0.9869911008765291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9450577302359516,0.9285714285714286,0.0,0.0,0.0,0.0,0.9470156372193498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9308113628045867,0.0,0.0,0.0,0.0
PDPN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9518840169865774,0.0,0.9587091322698983,0.0,0.0,0.0,0.9392326006043212,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FHAD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFHD2,0.0,0.0,0.0,0.0,0.8034828570498931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8281183219558766,0.8291596480517404,0.7857142857142857,0.0,0.0,0.0,0.8483088127078443,0.7982481995819448,0.0,0.0,0.8515755801064385,0.0,0.0,0.0,0.0,0.0,0.7941427113248272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80108592833288,0.0,0.7880061075333074,0.0
EPHA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SZRD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NECAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9920924810797486,0.0,0.0,0.0,0.0
MFAP2,0.0,0.0,0.0,0.966788013362889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809523809523,0.0,0.0,0.0,0.9690739538038597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDHB,0.0,0.0,0.0,0.0,0.9761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9789885579839012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKR7A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9447465132299222,0.0,0.0,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9288732299919987,0.0,0.0,0.0,0.0,0.0,0.9414522791689276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAPZB,0.0,0.0,0.2858228069114598,0.3185187715530365,0.2769903893015798,0.0,0.34740845732117204,0.24854748587033998,0.3913780924803856,0.39960113265932,0.20062671306520233,0.1952883728193217,0.21857790375852892,0.34827319857743516,0.3382121293357227,0.243655460077824,0.25132833268357113,0.266935664003001,0.0,0.35122766337370126,0.28723819810815565,0.3110004419756797,0.33392926329522676,0.4082876969095124,0.30065846794105316,0.29084730960239513,0.37348527042587676,0.21230513322701444,0.22053763978533855,0.31659860452908456,0.30726738448274776,0.0,0.0,0.23334972181055424,0.19047619047619047,0.19900707950553986,0.193365321168342,0.0,0.2964796109531638,0.3194551593810027,0.0,0.3469816499137964,0.2967882506967315
NBL1,0.0,0.0,0.9114006290509626,0.913889391570356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9066773289610043,0.9060587113273186,0.0,0.9047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLA2G2A,0.0,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9656834101474028,0.0,0.0,0.0,0.0,0.0,0.9525611998726266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBXN10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMK2N1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDOST,0.0,0.0,0.0,0.6144194911811665,0.6037499254319483,0.0,0.0,0.624773788149187,0.0,0.0,0.0,0.0,0.0,0.0,0.6493854964939392,0.6376099496150115,0.0,0.0,0.6572660910109354,0.0,0.6039796995000286,0.0,0.6607120394982408,0.0,0.6358361240775173,0.0,0.0,0.7448496687367354,0.6003822750593755,0.6265508449381171,0.0,0.5952380952380952,0.0,0.6317396229318261,0.0,0.0,0.0,0.0,0.5997019406723603,0.6305463605890441,0.0,0.6219187606707566,0.6864452703572228
HP1BP3,0.0,0.0,0.7403718119932516,0.0,0.7070521117650218,0.0,0.0,0.7061029351438862,0.0,0.0,0.0,0.0,0.0,0.0,0.7017401636144909,0.7412766163100064,0.0,0.0,0.0,0.0,0.696817422531014,0.0,0.7132912417228915,0.0,0.0,0.0,0.0,0.7000734279879489,0.7011714151883836,0.7830950692663589,0.0,0.0,0.0,0.0,0.0,0.6904761904761905,0.0,0.0,0.7320083544668227,0.7196971861909803,0.0,0.0,0.7660146467414832
ECE1,0.0,0.0,0.0,0.0,0.0,0.9418222922355008,0.0,0.0,0.0,0.0,0.0,0.0,0.9591289409609184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,0.0,0.9421022532001901,0.0,0.0,0.0,0.0,0.0,0.0
ALPL,0.0,0.9629995627235621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9568155658737958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USP48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPG2,0.9237348634981023,0.0,0.0,0.0,0.0,0.9047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9054196386910339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9373342398182982,0.0,0.9314295579566005,0.0,0.0,0.0,0.0,0.0,0.0
CDC42,0.22304246155193658,0.17133535934242825,0.0,0.0,0.29449681481164885,0.17807077521086892,0.29481574207758615,0.20142555247330887,0.3193891431989901,0.31466846100149504,0.1952627986978919,0.19134190853767605,0.23345836483406637,0.3391540039458275,0.2857727962914382,0.21894263851553034,0.1878441656129874,0.26579011335971164,0.16666666666666666,0.36251909630698076,0.3124228683253408,0.0,0.18643157269919403,0.3656630202161643,0.0,0.24640440065658448,0.0,0.20634639613072198,0.17930791743209673,0.2826020967454223,0.172682178180092,0.18521540758161295,0.19160324350048374,0.19924313662815085,0.1711581263104269,0.22554738657570894,0.17291264374289392,0.1840751851301092,0.3658375495639164,0.3131985969094301,0.0,0.3055507138235476,0.0
C1QA,0.0,0.0,0.0,0.0,0.8852087258822514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8651975555367868,0.8670257040197656,0.0,0.0,0.0,0.0,0.0,0.8779469680089924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8650410516675352,0.0,0.8775486145564833,0.0
C1QC,0.0,0.0,0.0,0.0,0.8849153439620171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8636530586444044,0.8748456347207071,0.0,0.0,0.0,0.0,0.0,0.8803133959553381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.867138775971087,0.0,0.8823145005586341,0.0
C1QB,0.0,0.0,0.0,0.0,0.8925081772720598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8670908013499333,0.8791974915771893,0.0,0.0,0.0,0.0,0.0,0.8837775046865013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8665483105693532,0.0,0.8822721733111243,0.0
HNRNPR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9152939543942719,0.0,0.0,0.0,0.0,0.9177447879646818,0.9073946298548428,0.923730215542907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCEA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID3,0.6989431151564636,0.0,0.709673671349547,0.0,0.0,0.7575260658475012,0.0,0.0,0.0,0.0,0.0,0.0,0.6962601670130765,0.0,0.0,0.0,0.0,0.0,0.6904761904761905,0.0,0.0,0.7085692716252872,0.6933763804810464,0.0,0.7189661149398445,0.0,0.7457412501334436,0.0,0.0,0.0,0.7027535347239947,0.0,0.0,0.0,0.7390430690672668,0.0,0.7398656524905667,0.7665671083612424,0.0,0.0,0.7627107736597213,0.0,0.0
RPL11,0.001097688307147753,0.04810345481836152,0.017235559054753685,0.013663472879808528,0.018695957724111062,0.19623386006907392,0.09639683846213241,0.03462914653982733,0.08943685246205614,0.060492368099817895,0.0,0.014916383410639056,0.0459104988128528,0.015409744859492727,0.0024940847586100608,0.006156615562347272,0.24324322318406344,0.05248779180185016,0.03901997575707038,0.033541413248791015,0.01627448530292002,0.02775421098899297,0.007997620407940161,0.03281691423033151,0.038184588635661446,0.003937820444471226,0.0046265167453255485,0.027708266607974357,0.009491792400522217,0.003956058366930653,0.004348384707724272,0.07622251215180484,0.08140285852042554,0.031881418491698975,0.2261860426349307,0.003794679791944393,0.15156481237505398,0.052745310205437455,0.04580559242532525,0.015626232355202573,0.007673872764079447,0.010931647424316928,0.017951759848697943
LYPLA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNRC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSF10,0.0,0.0,0.0,0.7793661113284568,0.0,0.0,0.717564469312577,0.0,0.0,0.0,0.7394759401735476,0.7287917814953626,0.0,0.0,0.7217691756846155,0.7688613255474122,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.7442567203707768,0.0,0.0,0.0,0.0,0.7764576152860385,0.7607488378449707,0.7824303994269153,0.0,0.0,0.0,0.7319523198684306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7145226678585223
