dataset,organ,first_author,year,cluster_header,embedding,doi,collection_name,dataset_title,journal,collection_url,explorer_url,h5ad_url,n_clusters,n_cells,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
respiratory_system_Yoshida_2022,respiratory_system,Yoshida,2022,Cell_type_annotation_level3,X_umap,10.1038/s41586-021-04345-x,Local and systemic responses to SARS-CoV-2 infection in children and adults,Airway,Nature,https://cellxgene.cziscience.com/collections/03f821b4-87be-4ff4-b65a-b5fc00061da7,https://cellxgene.cziscience.com/e/edc8d3fe-153c-4e3d-8be0-2108d30f8d70.cxg/,https://datasets.cellxgene.cziscience.com/2d9f0e25-3e7f-4e4b-86ea-18fda98dc8be.h5ad,32,20656,0.35812847999999997,0.311300095625,0.37687263293286677,11,9,12,0.6985780423280423,0.6614322849298777
