,BEST4_enterocyte_colonocyte,B_GC_I,B_GC_II,B_memory,B_naive,B_plasma_IgA1,B_plasma_IgA2,B_plasma_IgG,B_plasma_IgM,B_plasmablast,B_preB,B_proB,Basal,Basal_cycling,Branch_A_interneuron,Chief,Colonocyte,Crypt_fibroblast_PI16,Cycling,DCS_MUC17,DCS_MUC17_cycling,DC_cDC1,DC_cDC2,DC_langerhans,DC_migratory,DC_pDC,Duct,EC_arterial_1,EC_arterial_2,EC_capillary,EC_cycling,EC_lymphatic,EC_venous,Enteric_neural_crest_cycling,Enterochromaffin,Enterocyte,Enteroendocrine,Enteroendocrine_G,Enteroendocrine_MX,Enteroendocrine_X,Enteroendocrine_progenitor,Epithelial_cycling_G2M,Epithelial_cycling_S,Epithelial_stem,Erythrocytes,Fibroblast_reticular,Follicular_DC,Gastric_fetal_epithelial,Gland_basal,Gland_duct,Gland_fetal,Gland_mucous,Glial/Enteric_neural_crest,Glial_1,Glial_2,Glial_3,Goblet,Goblet_cycling,Goblet_progenitor,ILC3,Immune_recruiting_pericyte,Ionocytes,Keratinocyte_fetal,Keratinocyte_inflammatory,Keratinocyte_outer,Keratinocyte_stratified,Lamina_propria_fibroblast_ADAMDEC1,MAIT,Macrophage,Macrophage_CD5L,Macrophage_LYVE1,Macrophage_MMP9,Macrophage_TREM2,Mast,Mature_colonocyte,Melanocyte,Mesothelium,Microfold,Mono/neutrophil_MPO,Monocyte,Mucous,Mucous_gland_neck,Myoepithelial,Myofibroblast,NK_CD16,NK_CD56bright,Neuroblast,Oesophagus_fibroblast,Oral_mucosa_fibroblast,Paneth,Pareital,Pericyte,Rectum_fibroblast,SF_like,Seromucous,Serous,Surface_foveolar,T/NK_cycling,TA,Tfh,Tfh_naive,Tnaive/cm_CD4,Tnaive/cm_CD8,Treg,Treg_IL10,Trm/em_CD8,Trm_CD4,Trm_CD8,Trm_Th17,Tuft,Vascular_smooth_muscle,Villus_fibroblast_F3,gdT,gdT_naive
ENSG00000188976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9911504424778761,0.0,0.0,0.0,0.0,0.0,0.0,0.9960052228606908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000188290,0.9660189225610378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9694420927393753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9734866487241425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9646017699115044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9851861184677192,0.0,0.0,0.0
ENSG00000187608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9823008849557522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9903925393534972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9833868451878033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000188157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000237330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9911504424778761,0.0,0.9947654109085555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000078808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9429392397931192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9398562090586772,0.9537761696672018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9317544804210156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9361853457130163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9487525303806879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9465134027784905,0.0,0.9292035398230089,0.0,0.0,0.0,0.0,0.0,0.9323483636948915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9849450635699044,0.0,0.0,0.9734513274336283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9801159068546464,0.0,0.0,0.0,0.9759668929386983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000175756,0.6260648786494162,0.6612221894011033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6835491704729806,0.0,0.0,0.6349930378188074,0.7439442408823334,0.0,0.0,0.6803624070851149,0.0,0.7532276906798371,0.65885663507259,0.7389679962554864,0.6114404127661106,0.0,0.0,0.0,0.0,0.6633303107413571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7552732587915606,0.6362695978806082,0.6422919847268974,0.6106194690265486,0.0,0.0,0.676176294288804,0.7646883979307867,0.7555197023712428,0.6343206098649354,0.0,0.0,0.0,0.7685894612717418,0.6473499372997115,0.6790998810160477,0.6365885127962163,0.729626733117399,0.0,0.0,0.0,0.0,0.6373044057229978,0.6909010373385607,0.6489321009247704,0.0,0.0,0.660430953565952,0.633354482397569,0.6150393359429014,0.6211879939104603,0.6996874292339899,0.0,0.0,0.0,0.6576045276844396,0.0,0.0,0.0,0.0,0.0,0.7071530180694783,0.6178849481903346,0.7081327818136299,0.0,0.0,0.7353668682343137,0.6306834727261974,0.6673317097984584,0.0,0.0,0.0,0.0,0.0,0.6247425575171952,0.0,0.6448158326402175,0.0,0.0,0.0,0.6763156779044497,0.6438872956596644,0.0,0.6546624413633768,0.6888852694393259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000221978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9823008849557522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9857540695013198,0.0,0.0,0.0,0.0,0.0,0.0,0.9833459664235072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000242485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8213960243537363,0.0,0.0,0.0,0.8590833344290741,0.0,0.0,0.0,0.0,0.0,0.0,0.8248910176015534,0.0,0.0,0.8314687414506895,0.0,0.0,0.839484640454824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8062375630952615,0.0,0.0,0.8263463594217216,0.873546316032916,0.873766880647271,0.0,0.0,0.0,0.0,0.8053097345132744,0.0,0.848817479821433,0.8063308021663564,0.8401772517018613,0.0,0.9156835669964816,0.0,0.0,0.0,0.8230329329988598,0.0,0.0,0.0,0.0,0.8132292248506462,0.0,0.0,0.8460443605363897,0.0,0.0,0.0,0.8272899188826569,0.0,0.0,0.0,0.0,0.0,0.0,0.812190357562715,0.0,0.0,0.0,0.8627905724322902,0.0,0.848574329266506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8344665206639112,0.8271981635979847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
