clusterName,gene
FIB,ENSG00000145675
FIB,ENSG00000172403
ENDO,ENSG00000127329
LEUK,ENSG00000136250
PEC,ENSG00000128918
PEC,ENSG00000000971
PTVCAM1,ENSG00000187323
PT,ENSG00000197901
PT,ENSG00000158296
ATL,ENSG00000115221
TAL1,ENSG00000223392
TAL1,ENSG00000169344
TAL2,ENSG00000198398
TAL2,ENSG00000113946
DCT1,ENSG00000070915
DCT1,ENSG00000271945
DCT2,ENSG00000251504
PC,ENSG00000259905
PC,ENSG00000166828
ICB,ENSG00000091137
ICA,ENSG00000147606
ICA,ENSG00000185274
PODO,ENSG00000139304
PODO,ENSG00000151490
MES,ENSG00000249669
MES,ENSG00000172572
