author_cell_type,mean_silhouette,std_silhouette,median_silhouette,count
ATL,0.5841425332450566,0.3348054482184015,0.6938525208859194,324
DCT1,0.7057839163579152,0.15600990333507542,0.7337182868996189,3489
DCT2,0.3017457283345895,0.2992061782673353,0.39271111295575556,2610
ENDO,0.789387960639776,0.07704436439435028,0.7960528000202298,1167
FIB,-0.29721343336419004,0.321025502300936,-0.08073059296027868,210
ICA,0.8268455894204738,0.07119746738970978,0.8349261258250203,1491
ICB,0.9261920390907388,0.013495459428997932,0.9277630687095976,376
LEUK,0.9469236373287342,0.018424054606636462,0.9552553558768512,54
MES,-0.009186581833876786,0.18197969288050805,-0.04221512176120926,268
PC,0.6155172887239581,0.18781465836717737,0.7020161573592638,2053
PEC,0.7769435117352849,0.1422070893611775,0.829262821635487,696
PODO,0.8870389359916596,0.10257707028828272,0.898818015903162,679
PT,0.6285129593758481,0.1574328210788651,0.6755169964298373,7919
PTVCAM1,0.7275891608281407,0.1792945976147129,0.7745142337779094,899
TAL1,0.2884638142684602,0.26412635856337074,0.36694113681724905,3854
TAL2,0.6046678735251612,0.14243510327480824,0.6549650058935623,1578
