author_cell_type,mean,std,median,count,q1,q3,f_score
LEUK,0.9469236373287342,0.018424054606636455,0.9552553558768512,54,0.9379124817043165,0.9598126012091297,0.6147540983606558
ICB,0.9261920390907388,0.013495459428997943,0.9277630687095977,376,0.916829320709383,0.9368598892866826,0.8756868131868132
PODO,0.8870389359916596,0.10257707028828272,0.898818015903162,679,0.8825123122361611,0.9113986418828048,0.982879853255885
ICA,0.8268455894204738,0.07119746738970978,0.8349261258250203,1491,0.810434315764252,0.85451366854728,0.9049327354260088
PEC,0.7769435117352849,0.14220708936117749,0.829262821635487,696,0.7773804335947114,0.8450735858364189,0.8409090909090909
ENDO,0.789387960639776,0.07704436439435028,0.7960528000202298,1167,0.7653264859836808,0.8261517554710617,0.8779247202441506
PTVCAM1,0.7275891608281407,0.1792945976147129,0.7745142337779094,899,0.7312056885523477,0.8011545296797706,0.6371711650153741
DCT1,0.7057839163579152,0.15600990333507542,0.7337182868996189,3489,0.689065835692621,0.7699313079884808,0.8155339805825242
PC,0.6155172887239581,0.1878146583671774,0.7020161573592638,2053,0.5781358906745638,0.7338274935776097,0.5756801442958064
ATL,0.5841425332450566,0.3348054482184015,0.6938525208859194,324,0.6219507855636934,0.7219436414941243,0.3620218579234973
PT,0.6285129593758481,0.1574328210788651,0.6755169964298373,7919,0.5915016398183661,0.7194778532425494,0.8754009529444738
TAL2,0.6046678735251612,0.14243510327480827,0.6549650058935623,1578,0.5711281455592936,0.6986655772843968,0.7468443197755961
DCT2,0.3017457283345895,0.2992061782673353,0.39271111295575556,2610,0.18523845445701703,0.5319853790860253,0.6768953068592057
TAL1,0.2884638142684602,0.26412635856337074,0.36694113681724905,3854,0.1913698614653917,0.48373275566696666,0.7830660585552449
MES,-0.009186581833876781,0.18197969288050803,-0.04221512176120925,268,-0.1647560913503298,0.16741009611430785,0.7654185022026432
FIB,-0.29721343336419,0.321025502300936,-0.0807305929602786,210,-0.7181884071543917,-0.050835570681113745,0.5027932960893855
