cluster,n_cells,percentage
ATL,324,1.17
DCT1,3489,12.61
DCT2,2610,9.43
ENDO,1167,4.22
FIB,210,0.76
ICA,1491,5.39
ICB,376,1.36
LEUK,54,0.2
MES,268,0.97
PC,2053,7.42
PEC,696,2.52
PODO,679,2.45
PT,7919,28.62
PTVCAM1,899,3.25
TAL1,3854,13.93
TAL2,1578,5.7
