reference,collection_name,dataset_title,normal_cell_count,total_cell_count,author_cell_type,embedding,first_author,journal,year,doi,collection_url,explorer_url,tissue,disease,collection_id,collection_version_id,dataset_id,dataset_version_id,is_preprint,revised_at,visibility,organism,filter_normal,metric,save_scores,save_cluster_summary,save_annotation,h5ad_url,tissue_ontology_term_id,assay_ontology_term_id,cell_type_ontology_term_id,disease_ontology_term_id,development_stage_ontology_term_id,sex_ontology_term_id,is_primary_data,donor_id_count,tissue_ontology_summary,assay_ontology_summary,cell_type_ontology_summary,disease_ontology_summary,sex_ontology_summary,development_stage_summary,organ,dataset,cluster_header,n_clusters,n_cells,median_silhouette,mean_silhouette,std_silhouette,high_quality_clusters,medium_quality_clusters,low_quality_clusters,median_fscore,mean_fscore
unk,The cellular and molecular cardiac tissue responses in human inflammatory cardiomyopathies after SARS-CoV-2 infection and COVID-19 vaccination,All cells from human cardiac tissue with myocarditis and healthy controls,142891,205596,author_cell_type,X_umap,Maatz,Nat Cardiovasc Res,2025,10.1038/s44161-025-00612-6,https://cellxgene.cziscience.com/collections/328d71f0-0ed7-4518-966f-be6bd0797324,https://cellxgene.cziscience.com/e/fe7aae33-6f7c-41a5-8d29-9996a9ddf1ab.cxg/,apex of heart | heart left ventricle,myocarditis | normal,328d71f0-0ed7-4518-966f-be6bd0797324,9d1576f5-35ba-4044-a70a-cfe691712d41,fe7aae33-6f7c-41a5-8d29-9996a9ddf1ab,b0903374-319e-47c2-99a0-c69039b6d046,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/b0903374-319e-47c2-99a0-c69039b6d046.h5ad,UBERON:0002084 | UBERON:0002098,EFO:0009899 | EFO:0009922,CL:0000097 | CL:0000136 | CL:0000542 | CL:0000746 | CL:0000763 | CL:0002548 | CL:0008034 | CL:0010008 | CL:0010022,PATO:0000461,HsapDv:0000237 | HsapDv:0000239 | HsapDv:0000240 | HsapDv:0000241 | HsapDv:0000242,PATO:0000383 | PATO:0000384,FALSE,18,"""UBERON:0002084: 96",772; UBERON:0002098: 46,"119""","""EFO:0009922: 99",297; EFO:0009899: 43,"594""",heart_plus_pericardium,heart_plus_pericardium_Maatz_2025,author_cell_type,10,142891,0.75520625,0.751378281,0.08499694155514713,10,0,0,0.5499282897095733,0.5499282897095733
