,Adipo,CM,EC,Fib,Lymph,Mast,Mural,Myel,Neuro,PKHD1L1+ EC
ENSG00000182667,3.4554086791144476,3.363411459657881,3.613356199529436,3.511954049269358,3.7228824165132313,1.0321186648474798,3.4938568671544394,3.4745827979511685,4.720784505208333,3.491047786341773
ENSG00000151474,1.118016607231564,1.155459874206119,1.1709380745887756,1.1781974368625217,1.1588981416490343,1.1375042531225417,1.1380824049313862,1.1505114767286513,1.1010338068008423,1.1552288399802313
ENSG00000260314,1.8664724230766296,1.9956327544318304,1.9108881023195055,1.8547870649231806,2.378834194607205,1.7836810946464539,1.7947200139363606,1.0626853439542983,1.92731108268102,2.199539773994022
ENSG00000077420,1.1082592805226643,1.236310561498006,1.149438050058153,1.150776704152425,2.046015845404731,1.1331859694586859,1.1340411172972784,1.3419063687324524,1.1749443941646152,1.227879868613349
ENSG00000148655,13.3705718782213,2.447620775964525,1.0439445707533095,1.3402090933587816,1.4092410537931654,1.0022092858950298,1.3268327315648396,1.002380006843143,1.4601339764065213,1.2650383710861206
ENSG00000156113,2.0253208147154913,2.086692644490136,2.1082144180933633,2.0398395326402454,2.39792490667767,1.0556643936369154,2.0055545767148337,2.571589787801107,2.1538289189338684,2.1990183326933117
ENSG00000108018,1.672119312816196,1.638674835364024,1.7669241163465712,1.735638717810313,1.7820873260498047,1.7314576043023004,1.727096398671468,1.7213457094298468,1.0700661738713582,1.728965116871728
ENSG00000119927,1.0173097451527913,5.143914686308967,7.1546783447265625,6.720720708370209,7.116323828697205,6.900640918148889,6.720793929364946,6.569220787949032,6.99290613995658,6.568707737657759
ENSG00000177575,2.06990083720949,2.2478565043873258,2.0377578337987265,2.010960280895233,2.4902979532877603,1.9284237424532573,1.9466639823383756,1.0575939284430609,2.0608503222465515,2.1983985702196756
ENSG00000008394,1.0246317982673645,2.998613781399197,2.0004891885651483,1.05418066183726,1.933456003665924,2.206548180845049,2.1693430278036328,2.289789140224457,2.10073459148407,2.3675508631600275
ENSG00000017427,1.0695364475250244,1.817153082953559,1.69825455877516,1.7286482453346252,1.7685988346735637,1.6793714430597093,1.6892825100156996,1.723723570505778,1.7076730860604181,1.7591418623924255
ENSG00000171310,1.4510433342721727,1.4737668368551466,1.5204744935035706,1.472690098815494,1.0880494117736816,1.0453241931067572,1.4512931770748563,1.174107763502333,1.501113752524058,1.5840245087941487
ENSG00000181234,1.0679093069500394,1.879748072889116,1.7208659648895264,1.7505220042334662,1.7999636729558308,1.6965261300404866,1.7090284162097507,1.7388982574145,1.7321625020768907,2.22021124098036
ENSG00000215483,1.0328516430324979,3.350369546148512,3.541503972477383,3.536581701702542,3.399598922994402,3.623451656765408,3.569421523147159,3.5090818537606134,3.6194169653786554,3.4744625091552734
ENSG00000021645,2.5304549071523876,2.4776972002453275,2.741548306412167,2.6518868737750583,2.805740568372938,2.647787928581238,2.6453748279147677,2.6176771455340915,1.0444444417953491,2.654132306575775
ENSG00000248905,1.5911192496617634,1.6128426326645746,1.685777035024431,1.6152300967110529,1.8688748677571614,1.7715507414605882,1.5930816067589655,1.0729413032531738,1.679401093059116,1.7188201281759474
ENSG00000171877,1.2900223930676777,1.2994501723183527,1.537578284740448,1.41754815975825,1.545317120022244,1.4680020478036668,1.4185013969739277,1.4041105839941237,1.0904557837380304,1.4371218813790216
ENSG00000166819,1.0075874990887113,14.809663063950008,14.656748745176527,14.999755673938328,13.890418854024675,15.352727254231771,15.255821625391642,15.034903566042582,14.6559762623575,14.409735394848717
ENSG00000140563,2.913649168279436,2.9764342109362283,3.041795074939728,2.9494647648599415,3.649386511908637,1.038314037852817,2.8988108105129666,2.9434579014778137,3.0404193003972373,3.125056187311808
ENSG00000237515,2.663839810424381,2.8317972819010415,2.385061045487722,2.4602758619520397,2.3574274844593472,2.459388381905026,2.454296867052714,2.5005591909090676,1.0471339755588107,2.4890105194515653
ENSG00000141293,3.6831070250935025,4.119107564290364,3.428322321838803,3.4518161945872836,1.0022600226932101,1.006693270471361,3.327674541208479,3.4816254377365112,3.4822945594787598,3.8012829224268594
ENSG00000154229,1.2229569554328918,1.2171473966704474,1.2683125403192308,1.2762724889649286,1.379117276933458,1.0887546274397109,1.2436858018239338,1.2640435563193426,1.1234524382485285,1.2539876633220248
ENSG00000154217,1.2564626865916781,1.3844038115607367,1.1022928025987413,1.146717992093828,1.1235398319032457,1.137852708498637,1.1421303153038025,1.1626859770880804,1.1360057261255052,1.28022301197052
ENSG00000169710,1.0127679242028131,10.166063096788195,8.27446479929818,8.994744247860378,7.82446934779485,9.127710541089376,8.9921672211753,9.17532612880071,8.461691955725351,9.097610983583662
ENSG00000171791,1.0574474069807265,1.4487502310011122,1.4962247477637396,1.500012907716963,1.516841623518202,1.5090739064746432,1.4904279708862305,1.4953346914715238,1.0502779947386847,1.4825380510754056
ENSG00000071991,1.8147183193100824,1.991916338602702,1.5148012042045593,1.072414345211453,1.504908839861552,1.5824149913258023,1.5733009444342718,1.6323044498761494,1.0480142831802368,1.6246564123365614
ENSG00000185052,3.442757500542535,3.4387879305415683,2.890591780344645,2.9464177091916404,2.909966660870446,1.038518163892958,2.9320095115237765,2.963047868675656,2.9040861195988126,2.9859673579533896
ENSG00000125968,1.5187375744183857,1.7878382338417902,1.1025501357184515,1.226912756760915,1.1692519651518927,1.2199233770370483,1.213113334443834,1.261285920937856,1.185880230532752,13.77934095594618
ENSG00000064655,1.1024595631493463,1.3125348620944552,1.1953930589887831,1.2068121433258057,1.2189683781729803,1.1915219624837239,1.194569422139062,1.2158304386668735,1.2015747825304668,1.2259170876608954
ENSG00000167772,1.045846316549513,2.32989999320772,2.6883619825045266,2.559952868355645,2.770088619656033,2.553112910853492,2.5544307894176908,2.513211316532559,2.6547150876786976,2.5650165478388467
ENSG00000198597,2.132629414399465,2.0099518497784934,2.790852884451548,2.5263997647497387,2.8514681922064886,2.599847356478373,2.529165870613522,2.4597731961144342,1.0494126346376207,2.5441635383499994
ENSG00000213904,1.0863279501597087,1.3618066642019484,1.5047552718056574,1.4099731511539884,1.522793663872613,1.4105766548050775,1.4080973863601685,1.4070085419548883,1.4549193779627483,1.425763189792633
ENSG00000079435,1.0447417100270588,2.328731742170122,2.7987491289774575,2.62330824136734,2.846695793999566,2.638430403338538,2.6261428727044,2.5915367470847235,2.721055269241333,2.6375567515691123
