cluster,n_cells,percentage
Adipo,672,0.47
CM,72612,50.82
EC,10447,7.31
Fib,18730,13.11
Lymph,1498,1.05
Mast,1037,0.73
Mural,31111,21.77
Myel,5172,3.62
Neuro,1122,0.79
PKHD1L1+ EC,490,0.34
