author_cell_type,mean,std,median,count,q1,q3,f_score
pdc,0.9035338602631579,0.09902435883414874,0.9251366999999999,228,0.912987475,0.932168775,0.8834134615384616
mast_cell,0.8587373144922024,0.03699838657100712,0.86915946,2629,0.8387189,0.88708985,0.9917835826680104
monocyte_nonclassical,0.7607610775819876,0.12101235870899885,0.801112665,4558,0.75460315,0.82547368,0.6761848936526546
dc_migratory,0.7324384087511312,0.18180782161325593,0.79513985,221,0.74973816,0.8178495,0.8246225319396051
b_age,0.679653485037037,0.26349205302683737,0.7686858,27,0.74015185,0.7912838200000001,0.6043956043956044
dc1,0.7117133662550336,0.220271538884964,0.7675048,149,0.7168631,0.7958725,0.8856682769726248
cd8_mait,0.5967586448331194,0.399521797254909,0.7614641,779,0.71510655,0.775293875,0.4975952645209027
cd4_naive,0.6323503135955829,0.20066430823188183,0.695472745,2076,0.6242031100000001,0.730377665,0.4515022860875245
plasmablast,0.58626137715808,0.26150951783040094,0.688486,625,0.5638583,0.74105096,0.8378088077336198
cd8_naive,0.44565249158190956,0.41191167739347306,0.63152695,995,0.5405664800000001,0.6580783400000001,0.7429857984066505
plasma_cell,0.4861633516236163,0.31461604632541096,0.6082665,271,0.47669521000000004,0.65594552,0.5837173579109063
nk_cd56br,0.41681004303885305,0.3854613407989804,0.6031501,4185,0.4841396,0.6369185,0.5779959042440506
cd4_temra,0.4407530690912573,0.3181789853143269,0.5946875,1201,0.44128266,0.62471575,0.2543842744266718
ilc3,0.2455745999210526,0.49787014108733785,0.517216475,266,0.281021275,0.5531075775000001,0.2317073170731707
b_naive,0.3186952439709984,0.3891428179795292,0.504757315,1262,0.2613812525,0.565786025,0.6871689228958211
cd4_trm,0.2527812282138081,0.320144101209899,0.39299489,4304,0.2187734875,0.45138231500000003,0.3050239234449761
cd4_treg,0.20103477499000527,0.3507604107131898,0.39083597,3793,-0.04285839,0.47637942,0.8897730621868553
nk_cd56dim,0.305449461501571,0.21439047043514292,0.377307375,22196,0.22075852,0.46138595,0.8549695740365112
macrophage,0.24828098988592237,0.32681283875166267,0.36222476,111047,0.09682145,0.5084005,0.9426454647822108
monocyte_classical,0.232246865733833,0.2673378367370511,0.3118939,18166,0.1298951025,0.43406833,0.891064323170571
dc2,-0.007269506250564315,0.46919401441536773,0.20490186,1205,-0.38014063,0.3968731,0.6006449879064768
cd8_temra,0.11561789694439892,0.24007845807204856,0.19275896999999997,5224,-0.014753493999999999,0.3070201975,0.4992435703479576
cd8_trm,0.05071759954598008,0.33896881260111816,0.13145806,3112,-0.1086130825,0.34062074,0.356457242582897
b_memory,0.05271692935427428,0.29977780927093367,0.12221621199999999,1998,-0.16043824,0.3201348375,0.7070240295748613
cd4_cm,-0.012584612387978247,0.3367143559591166,0.06014354,7395,-0.32558968499999996,0.29490761499999996,0.4413168929297961
nk_ilc_precursor,-0.04981706808106117,0.252814586555278,-0.00338463725,2158,-0.21148298,0.1452174875,0.3073336159389572
b_gc,-0.0594387370909091,0.38678200060996826,-0.049505543,22,-0.403244735,0.3191224675,0.3947368421052631
cd3_gd,-0.1505490766770738,0.19949489028677267,-0.11080249,1721,-0.23653433,-0.0051823105,0.067115947632989
progenitor,-0.16561476391870208,0.2736912203618917,-0.13376506,339,-0.30956475,0.044395205,0.5598755832037325
cd4_tem,-0.22510080988115103,0.19270243211821314,-0.17222753,7575,-0.30278090999999996,-0.0906539525,0.4483527865195394
cd8_cm,-0.22863511148101268,0.35125218386292956,-0.2199361,237,-0.55012655,0.10722135,0.160183066361556
cd8_tem,-0.2711285850746676,0.17941205754319975,-0.3287514,2948,-0.38706294750000003,-0.11116052375,0.3349964362081254
ilc1,-0.513908555016529,0.15448964691075454,-0.5298799,242,-0.64297596,-0.4140577875,0.1724137931034483
