cluster,count
macrophage,111047
nk_cd56dim,22196
monocyte_classical,18166
cd4_tem,7575
cd4_cm,7395
cd8_temra,5224
monocyte_nonclassical,4558
cd4_trm,4304
nk_cd56br,4185
cd4_treg,3793
cd8_trm,3112
cd8_tem,2948
mast_cell,2629
nk_ilc_precursor,2158
cd4_naive,2076
b_memory,1998
cd3_gd,1721
b_naive,1262
dc2,1205
cd4_temra,1201
cd8_naive,995
cd8_mait,779
plasmablast,625
progenitor,339
plasma_cell,271
ilc3,266
ilc1,242
cd8_cm,237
pdc,228
dc_migratory,221
dc1,149
b_age,27
b_gc,22
