,b_age,b_gc,b_memory,b_naive,cd3_gd,cd4_cm,cd4_naive,cd4_tem,cd4_temra,cd4_treg,cd4_trm,cd8_cm,cd8_mait,cd8_naive,cd8_tem,cd8_temra,cd8_trm,dc1,dc2,dc_migratory,ilc1,ilc3,macrophage,mast_cell,monocyte_classical,monocyte_nonclassical,nk_cd56br,nk_cd56dim,nk_ilc_precursor,pdc,plasma_cell,plasmablast,progenitor
ENSG00000188976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.240047,0.0
ENSG00000188290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34509063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2941201,0.0,0.35714993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17869778,0.0,0.0,0.0,0.0,0.14672965,0.0,0.0,0.34452718,0.0,0.0,0.0,0.0,0.0,0.06955077,0.0
ENSG00000186891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5046782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28672042,0.5758914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49923038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000078808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34093094,0.0,0.44187093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25277424,0.19560133,0.0,0.0,0.29738483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2688445,0.45211014,0.094087996
ENSG00000160087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20421277,0.0
ENSG00000127054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18869735,0.0
ENSG00000175756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40737236,0.0,0.4790941,0.0,0.4031328,0.0,0.0,0.0,0.0,0.0,0.2619042,0.3622157,0.3216772,0.0,0.0,0.4616923,0.0,0.32097557,0.42699814,0.0,0.0,0.0,0.419793,0.2854341,0.90518224,0.3090622
ENSG00000221978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08316125,0.0
ENSG00000242485,0.0,0.6376546,0.0,0.0,0.0,0.0,0.0,0.25717777,0.0,0.2738848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22836447,0.28478426,0.2994355,0.0,0.0,0.35225552,0.0,0.0,0.28363973,0.0,0.0,0.0,0.35340726,0.12661019,0.57144994,0.23652393
ENSG00000160072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12676099,0.0
ENSG00000197785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18593714,0.0
ENSG00000160075,0.35255745,0.467932,0.0,0.0,0.0,0.39190477,0.44480348,0.35939756,0.0,0.4390247,0.0,0.40723744,0.0,0.44287598,0.0,0.0,0.0,0.31393397,0.3909154,0.2780149,0.0,0.0,0.39026478,0.0,0.0,0.40061212,0.0,0.0,0.0,0.31669095,0.12153497,0.40659115,0.31215104
ENSG00000248333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14152662,0.0
ENSG00000008128,0.35255745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000008130,0.0,0.2449984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39452395,0.0,0.13429193,0.0
ENSG00000078369,0.56455845,0.583233,0.0,0.0,0.0,0.43093196,0.0,0.53448105,0.0,0.5421954,0.0,0.48375595,0.0,0.0,0.0,0.0,0.0,0.50747955,0.5831618,0.5829935,0.0,0.0,0.58027256,0.0,0.5943635,0.5813369,0.0,0.0,0.0,0.62496734,0.0,0.49620026,0.46740168
ENSG00000162585,0.40752086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26170516,0.30947977,0.4064299,0.0,0.0,0.16860975,0.0,0.0,0.26523292,0.0,0.0,0.0,0.34870556,0.0,0.15589756,0.20859465
ENSG00000157916,0.0,0.27155876,0.0,0.0,0.0,0.0,0.0,0.26312163,0.0,0.2050215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23570186,0.2811766,0.22428024,0.0,0.0,0.32649535,0.0,0.0,0.29322135,0.0,0.0,0.0,0.31513405,0.14308603,0.4516054,0.0
ENSG00000157873,0.54954463,0.0,0.0,0.0,0.0,0.33496663,0.0,0.39764076,0.0,0.5150314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25067443,0.12873079,0.23615937,0.0,0.0,0.23205295,0.0,0.0,0.3841557,0.0,0.0,0.0,0.0,0.0,0.1187025,0.0
ENSG00000130764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071293406,0.0
ENSG00000069424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36681396,0.0,0.0,0.3939367,0.0,0.0,0.0,0.0,0.0,0.088162035,0.0
ENSG00000116251,2.0034916,1.892997,2.1524773,2.2182443,1.8337699,2.2640944,2.6111326,1.9355159,1.8711714,1.8770124,1.8391037,2.1824462,1.9362789,2.4422624,1.7964873,1.8100713,1.742027,2.0852842,1.8557427,1.7191029,1.709749,1.8844991,1.6429132,2.1296,1.7879598,1.7981957,1.5860937,1.5557271,1.786083,2.0806184,0.9769235,1.7592186,2.0735164
ENSG00000116237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09606865,0.0
ENSG00000097021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0978755,0.0
ENSG00000215788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3469746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08080255,0.0
ENSG00000171735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23172805,0.2404284,0.25671452,0.0,0.0,0.1499436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22837076,0.0
ENSG00000049245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20827466,0.0,0.0,0.28903192,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116288,0.5466543,0.8871671,0.0,0.0,0.609915,0.53924006,0.4552082,0.6853003,0.5286346,0.80287784,0.0,0.56103736,0.48169795,0.48664418,0.62634563,0.0,0.0,0.57008654,0.6316414,0.8413838,0.21266721,0.0,0.59841835,0.43445516,0.3543496,0.5414536,0.0,0.6484134,0.5739496,1.298739,0.27501556,0.9439203,0.66140574
ENSG00000142599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2683341,0.0,0.07237652,0.0
ENSG00000074800,0.62361115,1.6199764,0.37170273,0.0,0.6417285,0.68547654,0.5443058,0.9195878,0.6196745,1.0549359,0.59001976,0.5920097,0.54562426,0.55044025,0.682378,0.0,0.0,0.89708173,0.96612006,0.9384324,0.0,0.0,1.0712293,0.5490235,1.2559516,0.9419185,0.0,0.66156954,0.6468984,0.666109,0.19355886,1.2938315,1.52259
ENSG00000180758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48751754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000049239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32296315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27294362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08855963,0.0
ENSG00000171603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06504271,0.0
ENSG00000178585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17289183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3960474,0.31829795,0.0,0.0,0.8604159,0.0,0.9350647,0.5353272,0.0,0.0,0.0,0.3669563,0.0,0.1963802,0.5478856
ENSG00000175279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07326494,0.0
ENSG00000160049,0.0,0.25132838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118865654,0.0
ENSG00000120948,0.0,0.08062855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15561974,0.0
ENSG00000116649,0.0,0.5352521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18832858,0.0,0.0,0.0,0.0,0.10839156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40976167,1.2251421,0.0
ENSG00000171824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13489874,0.0
ENSG00000116670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19709337,0.0
ENSG00000177674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23572873,0.0,0.603342,0.44094187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000285646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13673906,0.0
ENSG00000116685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20549965,0.0
ENSG00000116691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16768238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000028137,0.81894433,0.0,0.0,0.0,0.6069755,0.0,0.0,0.4481192,0.63273495,0.86328584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28285253,0.2731783,0.0,0.0,0.0,0.0,0.90790975,1.0866461,0.0,0.75885504,0.3616265,0.11790468,0.0,0.0,0.0
ENSG00000116731,0.6187221,0.0,0.51222515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24404497,0.0,0.15467955,0.0
ENSG00000142634,0.35255745,0.0,0.0,0.0,1.0078266,0.0,0.0,0.6487279,1.1852971,0.5854012,0.527879,0.0,0.47791487,0.0,0.78233933,0.90679646,0.0,0.8887616,0.80947924,0.70194405,0.60366595,0.0,0.8639813,0.0,1.240066,1.1217548,0.79358447,1.4874653,1.1104612,0.47708824,0.0,0.23462576,0.3985294
ENSG00000116786,0.37148142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21430595,0.0,0.0,0.0,0.21251297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06785472,0.0
ENSG00000065526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19448109,0.24069424,0.24172115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19600157,0.0
ENSG00000055070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18257858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15628822,0.0
ENSG00000157191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43500948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08043174,0.0
ENSG00000159363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4083886,0.0,0.0,0.0
ENSG00000117118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17463985,0.0,0.0,0.0,0.27838978,0.0,0.0,0.28506944,0.0,0.0,0.0,0.0,0.0,0.35204446,0.0
ENSG00000179051,0.0,0.38455138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18756138,0.21123365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17106552,0.16467236
ENSG00000127481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18027554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000053372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26338437,0.0
ENSG00000053371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11995798,0.0
ENSG00000077549,0.7699971,0.9172143,0.539276,0.0,0.7614807,0.7958263,0.57969,1.075115,0.8117331,0.98513556,0.75907314,0.7411316,0.63988835,0.72583765,0.806357,0.7648635,0.7048382,0.69572365,0.77353555,0.7990521,0.0,0.0,0.663157,0.5187782,0.8488132,0.90228474,0.67959285,0.7557437,0.40602785,0.5598939,0.0,0.48176435,0.5923898
ENSG00000173436,0.37218812,0.98060894,0.0,0.0,0.0,0.45827264,0.0,0.55193967,0.0,0.52342284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4145706,0.4411083,0.3317284,0.0,0.0,0.6509906,0.4680986,0.49030435,0.5853871,0.0,0.0,0.0,0.391757,0.12260111,0.7391807,0.32218027
ENSG00000244038,0.53384835,0.0,0.0,0.0,0.0,0.0,0.0,0.48135668,0.50795484,0.5077646,0.0,0.38586187,0.41617095,0.0,0.0,0.0,0.0,0.29597676,0.40701506,0.275658,0.0,0.0,0.29897976,0.0,0.0,0.29255623,0.0,0.0,0.0,0.41246468,0.59534556,0.8974752,0.28238818
ENSG00000127483,0.0,0.37157482,0.0,0.0,0.0,0.39378548,0.0,0.39497337,0.0,0.4198395,0.0,0.39621955,0.0,0.0,0.0,0.0,0.0,0.35979068,0.35612926,0.381098,0.0,0.0,0.34294793,0.0,0.0,0.3615626,0.0,0.512758,0.35718295,0.45669314,0.0,0.359183,0.4810443
ENSG00000075151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17968938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1106535,0.08327295
ENSG00000117298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11210562,0.0
ENSG00000090686,0.34271947,0.15827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17974395,0.3876789,0.0
ENSG00000070831,0.74300396,1.0636363,0.7187528,0.0,0.8724481,0.8723722,0.868179,0.82174075,0.86606103,0.89099956,0.8373403,0.82208455,0.8853767,0.6913873,0.8508426,0.845104,0.80707324,0.89410007,0.9433986,1.0518148,0.973029,0.7903582,0.9137358,0.70727605,1.1319151,1.1091957,0.92862916,1.0875082,1.0460405,0.7337069,0.21316396,0.7174555,0.92862916
ENSG00000173372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37722963,0.0,0.0,0.0,2.3014884,0.0,0.0,1.0968909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8885121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252373,0.0,0.0,0.0,2.462918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000004487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17335816,0.0
ENSG00000125944,0.0,0.0,0.0,0.0,0.0,0.33502117,0.0,0.38198435,0.0,0.4359366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25067443,0.3013606,0.2582867,0.0,0.0,0.18459539,0.0,0.0,0.3161493,0.0,0.0,0.0,0.5023546,0.0,0.63792735,0.46917498
ENSG00000007968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094918065,0.0
ENSG00000142676,3.2056398,2.8365684,3.3941092,3.3218641,2.8951743,3.3711033,3.5907574,3.0716283,3.0651357,2.9787424,2.9539719,3.3004436,2.9496126,3.451616,2.9532528,2.9454002,2.900023,2.852215,2.8156474,2.8226223,2.6611736,3.0533183,2.3243651,3.1748135,2.4730477,2.7451994,2.5798254,2.4924316,2.7628171,2.9200659,1.8869535,2.641513,2.8717544
ENSG00000011007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121561654,0.0
ENSG00000057757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12048723,0.0
ENSG00000011009,0.0,0.10579493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1142592,0.0
ENSG00000179163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25067443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000189266,0.0,0.15133268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23461908,0.19793783,0.1988309,0.0,0.0,0.0,0.0,0.0,0.25340953,0.0,0.0,0.0,0.2697978,0.0,0.15066247,0.22684969
ENSG00000188529,0.37148142,0.34433618,0.5890733,0.6926431,0.56645495,0.42804748,0.51535785,0.36472255,0.6604249,0.3794078,0.0,0.5300839,0.59010595,0.48461875,0.37082767,0.5611543,0.0,0.19243954,0.36611956,0.3388401,0.45760685,0.4898003,0.13736826,0.0,0.0,0.25848863,0.55648863,0.5928359,0.56468004,0.60901797,0.0,0.5840611,0.40165192
ENSG00000117602,0.0,0.0,0.0,0.0,0.0,0.4022035,0.5126934,0.0,0.0,0.32082978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133226,0.6962292,0.6308075,0.6607515,0.75394696,0.77029693,0.61019206,0.6005566,0.58236325,0.7510908,0.6105311,0.7394756,0.6792466,0.72969943,0.6395827,0.7516607,0.770522,0.78280425,0.48201123,0.6502873,0.5632817,0.84310496,0.735572,0.47025642,0.6211087,0.40074915,0.5161431,0.84784824,0.8041891,0.8081835,0.763004,0.14807566,0.60613376,0.64213896
ENSG00000169504,0.0,0.3440835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2295426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15994686,0.29181132,0.0
ENSG00000020633,0.0,0.0,0.0,0.0,0.7319833,0.0,0.0,0.0,0.37714306,0.0,0.0,0.522044,0.5566416,0.0,0.6629945,0.71055394,0.7273973,0.2252323,0.27354014,0.16810387,0.4880888,0.0,0.0,0.0,0.0,0.0,0.84057176,0.88998073,1.0125014,0.0,0.0,0.07816595,0.0
ENSG00000117614,0.37148142,0.055170152,0.0,0.0,0.0,0.42751098,0.48249626,0.35668525,0.0,0.42998114,0.0,0.26009917,0.0,0.0,0.0,0.0,0.0,0.29183194,0.3620562,0.32960445,0.0,0.0,0.28229165,0.0,0.3159433,0.38850987,0.0,0.0,0.42872274,0.4447345,0.0,0.1819294,0.36202434
ENSG00000117616,0.6962292,0.07034937,0.60149705,0.0,0.8875459,0.53272724,0.47104365,0.54835504,0.82122564,0.507828,0.75030935,0.5601835,0.9060558,0.48898023,0.7812562,0.88022625,0.74460673,0.27294362,0.3311682,0.41625553,0.7180974,0.8004421,0.12498976,0.46117085,0.0,0.35340562,0.93980205,0.9589601,0.8216551,0.55610704,0.13294533,0.1809366,0.29841742
