,Adipocyte,Endothelial cell (lymphatic),Endothelial cell (vascular),Epithelial cell (basal keratinocyte),Epithelial cell (cornified keratinocyte),Epithelial cell (mature keratinocyte),Epithelial cell (suprabasal keratinocyte),Fibroblast,Immune (DC/macrophage),Immune (Langerhans),Immune (T cell),Immune (mast cell),Melanocyte,Pericyte/SMC,Sebaceous gland cell,Sweat gland cell,Unknown
FHIP1A,0.0,0.0,0.0,1.8535261,0.0,1.7140973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.354394,0.0,0.0
FBXW7,0.0,0.0,0.0,2.5781584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSMO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9139316,0.0,0.0
TLL1,0.0,3.0768354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PALLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8184364,0.0,0.0,0.0,0.0,0.0
GALNTL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6801362,0.0,0.0,0.0,0.0
GPM6A,0.0,2.8302066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STOX2,0.0,2.5697627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSL1,3.0330791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6384706,0.0,0.0
SRD5A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2075915,0.0,0.0
TENT4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5475788,0.0,0.0
TRIO,0.0,1.7307138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXL7,0.0,2.9085948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYO10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3504906,0.0,0.0,0.0,0.0
PDZD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9454838,0.0,0.0
LIFR,0.0,0.0,2.274414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GHR,1.0671757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGCS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3431392,0.0,0.0
PARP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1429856,0.0,0.0,0.0,0.0,0.0,0.0
ARL15,0.0,2.9873166,2.4256282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLPP1,0.0,3.3100035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE4D,0.0,2.9428298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3010743,0.0,0.0,2.4744756,0.0,0.0,2.9574578,0.0
ELOVL7,0.0,0.0,0.0,0.0,2.3992827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERBIN,0.0,0.0,0.0,0.0,0.0,1.8964969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAST4,0.0,0.0,2.1513057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2940598,0.0,0.0
PIK3R1,0.0,0.0,0.0,1.9929518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IQGAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1469343,0.0,1.7838863,0.0,0.0,0.0,0.0,0.0,0.0
AP3B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1138308,0.0,0.0,0.0,0.0,0.0
RASGRF2,0.0,0.0,2.041534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSBP2,0.0,0.0,0.0,1.547693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEF2C,0.0,0.0,2.3558068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCTP1,0.0,0.0,3.29989,0.0,0.0,0.0,0.0,0.0,0.0,2.2650828,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELL2,2.5133176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2189652,0.0,0.0,2.1763675,0.0,0.0
ENSG00000153113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2982695,0.0,0.0,0.0,0.0,0.0
PAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5059278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFNA5,0.0,2.7973063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7630825,0.0,0.0,0.0,0.0,0.0
CAMK4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7838863,0.0,0.0,0.0,0.0,0.0,0.0
SEMA6A,0.0,2.1543114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARCHF3,0.0,0.0,0.0,0.0,2.3610044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC12A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3476613,0.0
CHSY3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8874711,0.0,0.0,0.0,0.0
TGFBI,0.0,0.0,0.0,0.91154593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0610242,2.3461332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH3RF2,0.0,0.0,0.0,0.0,0.0,2.8591888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPINK5,0.0,0.0,0.0,0.0,2.3906279,3.1240873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSNK1A1,0.0,0.0,0.0,0.0,0.0,2.4690154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.364048,2.6031756,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBF1,0.0,0.0,2.225452,0.0,0.0,0.0,0.0,2.6309242,0.0,0.0,0.0,0.0,0.0,3.1628246,0.0,0.0,0.0
ATP10B,0.0,0.0,0.0,0.0,0.0,1.8329176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STK10,0.0,0.0,0.0,0.0,3.011568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP1,2.7884474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8184364,0.0,0.0,0.0,0.0,0.0
CPEB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9394321,0.0,0.0
HNRNPH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2650828,0.0,1.3042481,0.0,0.0,0.0,0.0,0.0
RNF130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0237596,0.0,0.0,0.0,0.0,0.0
DSP,0.0,0.0,0.0,0.0,0.0,2.7554133,2.309701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0312936
TFAP2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2691593,0.0,0.0,0.0,0.0
GCNT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9192784,0.0,0.0,0.0,0.0
NEDD9,0.0,0.0,2.8079767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JARID2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8885592,0.0,0.0
ATXN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8654125,0.0,0.0,0.0,0.0,0.0,0.0
KIF13A,0.0,0.0,0.0,2.293612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-B,0.0,0.0,2.0588422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8272102,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.821409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DRB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.357095,2.7142434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DQA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4447923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DQB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6089606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69060796,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKS1A,0.0,2.7905834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FKBP5,2.5606747,0.0,2.5339065,3.1480393,0.0,1.9842411,3.5031266,3.5916557,3.469489,0.0,3.1220112,2.9511137,2.9833415,3.4073977,3.0214896,2.8639627,2.6441317
ZFAND3,0.0,1.9902167,0.0,0.0,0.0,0.0,0.0,0.0,1.9815406,2.4195437,0.0,0.0,0.0,0.0,1.4077616,0.0,0.0
CCND3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5412796,0.0,0.0,0.0,0.0,0.0,0.0
ELOVL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2277596,0.0,0.0
LRRC1,0.0,2.3666706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DST,0.0,0.0,0.0,3.929541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3566632
EEF1A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0700436
MYO6,0.0,0.0,0.0,0.0,1.7754798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRYBG1,0.0,0.0,0.0,0.0,2.6968522,0.0,0.0,0.0,0.0,0.0,2.8701086,0.0,0.0,0.0,1.446074,0.0,0.0
FOXO3,0.0,0.0,0.0,1.8537724,2.2071075,0.0,0.0,0.0,0.0,0.0,0.0,2.1668048,0.0,0.0,0.0,0.0,0.0
SLC16A10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1301498,0.0,0.0,0.0,0.0
REV3L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.983747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FYN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.606169,0.0,0.0,2.960883,0.0,0.0,0.0,0.0,0.0,0.0
MAN1A1,0.0,2.3357363,0.0,0.0,0.0,0.0,0.0,2.5843675,2.0568485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRK,0.0,0.0,2.2440772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9390953,0.0,0.0
LAMA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.559782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPB41L2,0.0,2.3536403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1138308,0.0,0.0,0.0,0.0,0.0
PDE7B,0.0,1.7571962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL20RA,0.0,0.0,0.0,2.0290966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3463528,0.0,0.0
PERP,0.0,0.0,0.0,0.0,0.0,2.0580392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707628
NHSL1,0.0,1.7631744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UTRN,0.0,2.7567935,2.2966218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0863996,0.0,0.0,0.0
STXBP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2599854,0.0,0.0,0.0,0.0
SASH1,0.0,3.2683697,2.8302116,0.0,2.3128743,0.0,0.0,2.3843694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9962397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLEKHG1,0.0,0.0,2.4557624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNKSR3,0.0,2.4719892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARID1B,0.0,2.1838264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8184364,0.0,0.0,1.7974067,0.0,0.0
SNX9,0.0,0.0,0.0,0.0,0.5397584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYTL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5391273,2.5172348,0.0,0.0,0.0,0.0,0.0
QKI,2.191861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0568485,0.0,0.0,0.0,2.3717165,0.0,0.0,0.0,0.0
AFDN,0.0,0.0,0.0,0.0,2.4775467,2.3348935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WIPI2,0.0,0.0,0.0,0.0,2.4284482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0989647,0.0,0.0,0.0
CYTH3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2870717,0.0,0.0,0.0,0.0
THSD7A,0.0,0.0,2.0946393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAPGEF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0543349,0.0,0.0
HNRNPA2B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1138308,0.0,0.0,0.0,0.0,0.0
CHN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9511137,0.0,0.0,0.0,0.0,0.0
ELMO1,0.0,1.7631744,2.5703287,0.0,0.0,0.0,0.0,0.0,2.983747,3.2279444,0.0,2.9911263,0.0,0.0,0.0,0.0,0.0
COBL,0.0,0.0,0.0,0.0,0.0,2.0628207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,0.0,0.0,0.0,2.6303282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2021091,0.0,0.0
AUTS2,0.0,2.96844,0.0,0.0,0.0,2.5488553,0.0,2.696737,0.0,0.0,0.0,0.0,0.0,1.8211694,2.943118,0.0,0.0
GTF2I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2490735,0.0,0.0
HIP1,0.0,2.0151632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5230841,0.0,0.0,0.0
PHTF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8184364,0.0,0.0,0.0,0.0,0.0
CD36,0.0,2.4379303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEMA3C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.903286,0.0,0.0,0.0,0.0
SEMA3A,0.0,2.9556878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCB1,0.0,0.0,2.1860628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAIAP2L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9650495
AZGP1,0.0,0.0,0.0,0.0,3.7244062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RELN,0.0,2.713668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KMT2E,0.0,1.9869515,1.7420251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5464616,0.0,0.0,0.0,0.0
SLC26A3,3.1074557,0.0,1.8544308,2.7084324,3.5908208,3.634961,3.141926,1.9204623,2.4350743,2.8415046,2.1817312,3.044735,0.0,2.1708217,2.2880967,1.6630489,3.3836963
LAMB4,0.0,0.0,0.0,3.1931264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMMP2L,1.7261207,0.0,0.0,2.314712,0.0,0.0,0.0,1.9436848,0.0,0.0,0.0,2.5172348,0.0,0.0,0.0,0.0,0.0
DOCK4,0.0,0.0,2.5327196,0.0,0.0,0.0,0.0,0.0,0.0,3.1652381,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXP2,0.0,0.0,0.0,1.6126763,0.0,0.0,0.0,2.6776004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPA4,0.0,0.0,0.0,0.0,2.6547256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MKLN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7485447,0.0,0.0,0.0,0.0,0.0,2.5609088,0.0,0.0,0.0
EXOC4,0.0,1.9684446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1387546,0.0,0.0,0.0
ATG9B,0.0,0.0,0.0,0.0,2.9560921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KMT2C,0.0,0.0,0.0,0.0,0.0,1.668608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INSIG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0974553,0.0,0.0
ESYT2,0.0,0.0,2.5439777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF2RA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8750442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XG,0.0,0.0,0.0,0.0,1.8903286,2.4107206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6574285,0.0,0.0,0.0,0.0
APOO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8406924
DMD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1563401,0.0,0.0,0.0
BCOR,0.0,0.0,0.0,0.0,1.9042504,1.5460215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POF1B,0.0,0.0,0.0,0.0,0.0,3.0231876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIAPH2,0.0,2.2732387,0.0,0.0,0.0,0.0,0.0,2.4533293,0.0,0.0,0.0,0.0,0.0,2.4480653,0.0,0.0,0.0
TSC22D3,0.0,0.0,0.0,2.6472208,0.0,0.0,0.0,2.889145,1.9815406,1.134282,0.0,2.9977894,0.0,0.0,0.0,0.0,0.0
TMEM164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2849288,0.0,0.0
LONRF1,0.0,0.0,0.0,0.0,0.0,2.038042,0.0,0.0,0.0,0.0,0.0,0.0,2.200274,0.0,0.0,0.0,0.0
DLC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7458217,0.0,0.0,0.0
MTUS1,0.0,0.0,2.363183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7759118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOCK5,0.0,3.0560234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8317173,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BNIP3L,0.0,0.0,0.0,0.0,2.3732665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBPMS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9500642,0.0,0.0,0.0
TACC1,0.0,0.0,2.7169623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4775362,0.0,0.0,0.0
SPIDR,0.0,1.6486424,0.0,0.0,0.0,0.0,0.0,0.0,2.665072,0.0,0.0,0.0,0.0,0.0,1.9131919,0.0,0.0
TOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2189652,0.0,0.0,0.0,0.0,0.0
PAG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.379442,2.6167202,0.0,0.0,0.0,0.0
ESRP1,0.0,0.0,0.0,0.0,0.0,1.6345432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF19A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7242525,0.0,0.0,0.0,0.0,0.0,0.0
PABPC1,0.0,0.0,0.0,0.0,2.9531217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBR5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8184364,0.0,0.0,0.0,0.0,0.0
ZFPM2,0.0,2.8955812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OXR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6404943,0.0,0.0
PKHD1L1,0.0,3.6439853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRPS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5348392,0.0,0.0,2.332796,0.0,0.0,2.0808585,2.8138494,0.0
MTSS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3719406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASAP1,0.0,2.506445,2.1042895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTK2,0.0,0.0,2.0701141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8211694,0.0,0.0,0.0
KIFC2,0.0,0.0,0.0,0.0,0.0,2.038042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLIS3,0.0,1.9995451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYRP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3072734,0.0,0.0,0.0,0.0
NFIB,0.0,2.418139,2.469016,1.9219656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7829816,0.0
TTC39B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4902916,0.0,0.0
BNC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.476472,0.0,0.0,0.0,0.0
UBE2R2,0.0,0.0,0.0,0.0,1.936554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNTNAP3B,0.0,2.2539356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGM5,0.0,2.3852644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
