cluster,n_cells,percentage
CNT,1805,9.03
DCT1,2761,13.82
DCT2,489,2.45
ENDO,1008,5.04
FIB,207,1.04
ICA,1107,5.54
ICB,349,1.75
LEUK,63,0.32
MES,239,1.2
PC,1022,5.11
PEC,552,2.76
PODO,463,2.32
PT,5036,25.2
PT_VCAM1,449,2.25
TAL,4435,22.19
