author_cell_type,mean_silhouette,std_silhouette,median_silhouette,count
CNT,0.37873734790662833,0.2621919998662435,0.4827359082372562,1805
DCT1,0.5135808880476807,0.21344634585794442,0.5844663706587886,2761
DCT2,0.6120295458564968,0.15541389306039524,0.6567479738550832,489
ENDO,0.7625460296179797,0.1707007848841018,0.7789361625482383,1008
FIB,0.7374167505352259,0.13336316968443343,0.7842935733818761,207
ICA,0.788612596838594,0.0903564868649946,0.8083615024349209,1107
ICB,0.8957477759131305,0.08998172001438028,0.9041587441139148,349
LEUK,0.9759708632788912,0.009129495031558391,0.9789561872870923,63
MES,0.5888760323765587,0.10722049546843386,0.655520787234682,239
PC,0.6546674984980209,0.1071626829043185,0.6908346026958221,1022
PEC,0.7776978966421983,0.0873499013822916,0.7930088000074228,552
PODO,0.8267774491813232,0.06492405701456026,0.8451867307559973,463
PT,0.5629564241245626,0.1481468071764223,0.601561704055779,5036
PT_VCAM1,0.8093762706198137,0.2223560467021083,0.8624077074692572,449
TAL,0.5334566348145297,0.17603731764382055,0.5786649628824869,4435
