,Age-associated B cells,CD16+ NK cells,CD16- NK cells,CD24 neutrophils,CMP,CRTAM+ gamma-delta T cells,Classical monocytes,Cycling T&NK,DC precursor,DC1,DC2,ELP,ETP,Early MK,Early erythroid,Erythrocytes,Follicular helper T cells,GMP,HSC/MPP,Late erythroid,MAIT cells,MEMP,Mast cells,Megakaryocyte precursor,Megakaryocytes/platelets,Memory B cells,Mid erythroid,NAMPT neutrophils,Naive B cells,Neutrophil-myeloid progenitor,Neutrophils,Non-classical monocytes,Plasma cells,Plasmablasts,Pro-B cells,Promyelocytes,Regulatory T cells,Small pre-B cells,Tcm/Naive cytotoxic T cells,Tcm/Naive helper T cells,Tem/Effector helper T cells,Tem/Temra cytotoxic T cells,Tem/Trm cytotoxic T cells,pDC,pDC precursor
MDM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19231302,0.0,0.2352668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2822458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDM4,0.0,0.0,0.0,0.81155574,0.5518887,0.0,0.4352475,0.63559175,0.706876,0.0,0.5179113,0.80738115,0.9506155,0.54108864,0.5364494,0.57085776,0.0,0.57212126,0.63121563,0.0,0.0,0.6114109,0.8419623,0.6963121,0.0,0.0,0.24528657,0.8849569,0.0,0.5194796,0.0,0.0,0.027454643,0.3126526,1.1354828,0.5435699,0.0,1.3133641,0.0,0.0,0.0,0.0,0.0,0.89193827,0.95748544
MDN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23263577,0.2224358,0.5446283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2500387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ME2,0.0,0.0,0.0,1.105594,0.0,0.0,0.0,0.0,0.29153812,0.0,0.23066482,0.0,0.0,0.45359594,0.2663092,0.084023684,0.0,0.0,0.0,0.0,0.0,0.28174955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29190183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEA1,0.0,0.0,0.0,0.0,0.28742814,0.0,0.0,0.5069505,0.37544215,0.37521976,0.0,0.0,0.0,0.499695,0.3517288,0.32729435,0.0,0.0,0.0,0.0,0.0,0.37017545,0.0,0.0,0.0,0.0,0.37622297,0.0,0.0,0.0,0.0,0.0,0.0,0.3187574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEAF6,0.57448566,0.0,0.0,0.0,0.36556345,0.0,0.0,0.6467354,0.44730908,0.37093928,0.36171302,0.5430449,0.0,0.6158457,0.55173206,0.4016416,0.0,0.38223016,0.41143686,0.0,0.0,0.5803496,0.0,0.5366558,0.0,0.0,0.46101534,0.0,0.0,0.0,0.0,0.0,0.0,0.12525262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3831419,0.4149441
MECP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46238613,0.0,0.0,0.0,0.0,0.0,0.31304967,0.18749116,0.36293772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122053124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MED1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27542627,0.0,0.28265923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21046248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MED12L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8721442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.302659,0.0,0.59226596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MED13,0.0,0.0,0.0,0.0,0.16308555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33607563,0.26830018,0.20590489,0.0,0.0,0.0,0.0,0.0,0.21666175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MED13L,0.0,0.0,0.0,1.4315997,0.6842142,0.0,0.6985405,0.0,0.5921351,0.0,0.45156994,1.2948973,1.326574,0.4481936,0.3461753,0.5442844,0.0,0.5666592,0.45135236,0.91392726,0.0,0.5193562,0.9555607,0.5640007,0.0,0.0,0.16969347,1.27239,0.0,0.54345506,0.0,0.0,0.0,0.43370068,1.334677,0.70420265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7733148,0.82111657
MED14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13893715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MED15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3981117,0.0,0.0,0.0,0.0,0.0,0.16116677,0.0,0.1960981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MED17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08274865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MED19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08221601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MED21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24069223,0.0,0.19910842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MED24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19836225,0.0,0.18865612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17859074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MED25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19697851,0.34711143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29853034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MED28,0.0,0.0,0.0,0.0,0.40873373,0.0,0.0,0.0,0.3622102,0.32366917,0.43676355,0.0,0.0,0.5992539,0.5311394,0.3811683,0.0,0.4222226,0.50251275,0.0,0.0,0.4899969,0.0,0.56211287,0.0,0.0,0.43817335,0.0,0.0,0.3037858,0.0,0.0,0.0,0.17029929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MED29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18346544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MED30,0.0,0.0,0.0,0.0,0.35092527,0.0,0.0,0.46664584,0.5289014,0.34079617,0.3606974,0.41892624,0.0,0.32741725,0.31856287,0.1653931,0.0,0.3923433,0.0,0.0,0.0,0.30741316,0.0,0.0,0.0,0.0,0.2196477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5812364,0.56991017
MED4,0.0,0.0,0.0,0.0,0.3789826,0.0,0.0,0.52631176,0.40217543,0.0,0.35920435,0.4136752,0.0,0.50179976,0.5306417,0.40118477,0.0,0.26985168,0.29345047,0.0,0.0,0.4902852,0.0,0.51523757,0.0,0.0,0.4642704,0.0,0.0,0.0,0.0,0.0,0.0,0.22705108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46451592
MED6,0.0,0.0,0.0,0.0,0.16686228,0.0,0.0,0.0,0.14481091,0.0,0.0,0.0,0.0,0.25300753,0.3030316,0.0664812,0.0,0.0,0.0,0.0,0.0,0.20943691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093480565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MED8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1871301,0.1750664,0.22988397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3166909,0.0,0.0,0.0,0.0,0.0,0.0,0.31120902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEF2A,0.98041284,0.0,0.0,0.8361783,0.0,0.0,0.0,0.0,0.4287238,0.27226898,0.43283626,0.4377904,0.54401416,0.05040425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2604951,0.0,0.0,0.0,0.0,0.0,0.14813367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44867015,0.47467938
MEF2C,1.7209728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6989666,0.53241324,1.3354679,0.86790204,1.1068124,1.37816,0.3563966,0.23229174,0.0,0.34530607,0.3166585,0.0,0.0,0.71500564,0.0,0.0,0.0,1.2469013,0.0,0.0,1.354388,0.0,0.0,0.7468053,0.64698005,0.8062662,1.0641394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2883358,0.60498446
MEGF9,0.0,0.0,0.0,2.181189,0.0,0.0,1.0129153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6589699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38532397,0.1597676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEIS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESD,0.0,0.0,0.0,0.0,0.36420017,0.0,0.0,0.5971493,0.46674085,0.3977822,0.41658252,0.0,0.0,0.635011,0.3056262,0.34344727,0.0,0.432532,0.0,0.0,0.0,0.33937734,0.0,0.0,0.0,0.0,0.22337957,0.0,0.0,0.33508945,0.0,0.0,0.37254688,0.70288754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42886305,0.44100302
MEST,0.0,0.0,0.0,0.0,0.34718293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5685263,0.43637627,0.18368435,0.0,0.0,0.0,0.0,0.0,0.5196884,0.0,0.33343726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39172578,0.1351746,0.36508715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23322642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METAP2,0.0,0.0,0.0,0.0,0.7666596,0.0,0.0,0.6596424,0.69165695,0.35768497,0.58231074,0.71043444,0.49322712,0.91228145,1.1427758,1.5636487,0.0,0.7617136,0.64690876,0.0,0.0,0.9266351,0.44595882,0.6771883,0.0,0.0,1.6290975,0.0,0.0,0.6991762,0.0,0.0,0.0,0.65360904,0.6975258,0.64784646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6228897,0.64447105
METTL14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13225535,0.0,0.18989263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METTL15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11969062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METTL16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20325774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METTL17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31765485,0.2715103,0.36150786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28454635,0.0,0.0,0.0,0.0,0.0,0.0,0.14972688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METTL21A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2025128,0.3179194,0.34905797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32870346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METTL23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33971557,0.0,0.16443472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1597676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METTL2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17580679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METTL2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15156281,0.0,0.053209417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METTL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13810003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METTL5,0.0,0.0,0.0,0.0,0.32066044,0.0,0.0,0.0,0.2793239,0.0,0.0,0.38251078,0.0,0.6160305,0.66093004,0.5730674,0.0,0.27440402,0.0,0.0,0.0,0.5859703,0.0,0.3631339,0.0,0.0,0.6881474,0.0,0.0,0.0,0.0,0.0,0.0,0.4188397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMT1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4156895,0.0,0.0,0.0,1.4943905,0.0,0.0,0.0,0.0,0.0,0.0,0.11641548,0.0,0.0,0.0,0.0,0.0,0.18600816,0.093480565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METTL8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08575259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEX3C,0.0,0.0,0.0,0.0,0.34495118,0.0,0.0,0.0,0.0,0.0,0.0,0.41043645,0.0,0.051106013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35935444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48394683
MFAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4086493,0.0,0.4045853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21063986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MFF,0.0,0.0,0.0,0.0,0.40253764,0.0,0.0,0.0,0.42784536,0.5214745,0.40476632,0.4511041,0.0,0.7444878,0.546702,0.5115844,0.0,0.40969265,0.4496597,0.0,0.0,0.53736496,0.0,0.5867574,0.0,0.0,0.45317712,0.0,0.0,0.15190479,0.0,0.0,0.0,0.44463843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45217103,0.5007273
MFNG,0.0,0.0,0.0,0.0,0.2846091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7367393,0.42034936,0.20469728,0.0,0.29741976,0.0,0.0,0.0,0.50339115,0.0,0.44044828,0.0,0.0,0.16793725,0.0,0.0,0.0,0.0,0.0,0.0,0.20380595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MFSD1,0.0,0.0,0.0,0.0,0.40140715,0.0,0.651162,0.0,0.39285734,0.67467314,0.59402287,0.0,0.0,0.31821913,0.10066527,0.29194447,0.0,0.50706744,0.0,0.0,0.0,0.0,0.0,0.0,1.8285189,0.0,0.0,0.0,0.0,0.39668098,0.0,0.75916564,0.0,0.0,0.0,0.69660115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MFSD10,0.0,0.0,0.0,0.0,0.78495157,0.0,0.0,0.0,0.49008298,0.28951037,0.2383965,0.0,0.0,0.3854342,0.20013075,0.0,0.0,0.78447497,0.0,0.0,0.0,0.3329261,0.45603204,0.0,0.0,0.0,0.0,0.0,0.0,0.74624336,0.0,0.0,0.0,0.0,0.0,0.78060746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MFSD11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2214821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MFSD12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124585815,0.0,0.0,0.0,0.0,0.17941064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48074883,0.0
MFSD14B,0.0,0.0,0.0,1.0065377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17381182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MFSD2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37358606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.259252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21123332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.72330445,0.0,0.46498054,0.54746395,0.6267796,0.0,0.0,0.31861627,0.0,0.18989263,0.0,0.37466505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1312463,0.37402704,0.5094516,0.0,0.20004243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61786246,0.36366802
MGAT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22638264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22223727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGAT4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6732638,0.0,0.0,0.0,0.98834383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8928019,0.845246,0.8038433,0.0,0.0,0.0,0.0
MGLL,0.0,0.0,0.0,0.0,0.3332181,0.0,0.0,0.0,0.0,0.0,0.0,0.47763598,0.0,1.1490352,0.24331829,0.0,0.0,0.0,0.40349174,0.0,0.0,0.4282503,0.0,0.57741815,1.6573483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.480937,0.4392715
MGME1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18346228,0.0,0.20960894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGMT,0.0,0.0,0.0,0.0,0.33678702,0.0,0.0,0.0,0.44909498,0.0,0.0,0.405069,0.0,0.52240026,0.40009916,0.3027196,0.0,0.46609205,0.31839925,0.0,0.0,0.38431102,0.0,0.0,0.0,0.0,0.14758444,0.0,0.0,0.25681418,0.0,0.0,0.0,0.1802879,0.54150844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGRN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009496979,0.0,0.0,0.0,0.0,0.18178684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGST1,0.0,0.0,0.0,0.0,1.2898421,0.0,0.67576224,0.0,0.5176479,0.0,0.0,0.0,0.0,0.35821575,0.3523988,0.0664812,0.0,1.3162224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1718441,0.0,0.0,0.0,0.0,0.0,1.106102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGST2,0.0,0.0,0.0,0.0,0.47251284,0.0,0.0,0.0,0.5098325,0.34549886,0.62292796,0.33885735,0.0,0.61548245,0.6650559,0.5317348,0.0,0.5960979,0.0,0.0,0.0,0.57777834,0.0,0.0,0.0,0.0,0.5042571,0.0,0.0,0.39308533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5471436,0.0
MGST3,0.0,0.0,0.0,0.0,0.7117547,0.0,0.62212753,0.70542,0.96128416,0.80209756,0.57129836,0.6244259,0.0,0.34816575,0.2590515,0.6443683,0.0,1.0527117,0.592935,0.5792753,0.0,0.0,0.0,0.4386323,0.0,0.0,0.9568771,0.0,0.0,0.7736333,0.0,0.8445265,0.0,0.0,0.0,0.6492841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61717254,0.7210634
MIA3,0.0,0.0,0.0,0.0,0.3030929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2838865,0.322868,0.20871335,0.0,0.0,0.0,0.0,0.0,0.2775796,0.28535125,0.0,0.0,0.0,0.1875849,0.0,0.0,0.0,0.0,0.0,0.012994782,0.24736819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45871842,0.0
MIB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26812163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
