,Age-associated B cells,CD16+ NK cells,CD16- NK cells,CD24 neutrophils,CMP,CRTAM+ gamma-delta T cells,Classical monocytes,Cycling T&NK,DC precursor,DC1,DC2,ELP,ETP,Early MK,Early erythroid,Erythrocytes,Follicular helper T cells,GMP,HSC/MPP,Late erythroid,MAIT cells,MEMP,Mast cells,Megakaryocyte precursor,Megakaryocytes/platelets,Memory B cells,Mid erythroid,NAMPT neutrophils,Naive B cells,Neutrophil-myeloid progenitor,Neutrophils,Non-classical monocytes,Plasma cells,Plasmablasts,Pro-B cells,Promyelocytes,Regulatory T cells,Small pre-B cells,Tcm/Naive cytotoxic T cells,Tcm/Naive helper T cells,Tem/Effector helper T cells,Tem/Temra cytotoxic T cells,Tem/Trm cytotoxic T cells,pDC,pDC precursor
A1BG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9858338507738981,0.9772727272727273
A4GALT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9772727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9841274117881601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAK1,0.0,0.7260003238916397,0.7095656137574803,0.0,0.0,0.7221171070228923,0.6711512221531435,0.7103061093525453,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.0,0.7398615723306482,0.6639743217013099,0.0,0.0,0.7418542964891954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6446842930533669,0.0,0.0,0.0,0.0,0.0,0.6772155504335057,0.7248580699617212,0.0,0.7116980877789584,0.7094976658170874,0.7222071222283624,0.7577372017231855,0.7168763198635795,0.0,0.0
AAMDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9574225016615607,0.9631913114677776,0.9545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAMP,0.0,0.0,0.0,0.0,0.8417229747230356,0.0,0.0,0.0,0.8469020074064081,0.0,0.0,0.0,0.0,0.8876402865756642,0.8625988797707991,0.8613485639745538,0.0,0.0,0.0,0.0,0.0,0.8536032790487463,0.0,0.0,0.0,0.0,0.8570197482000698,0.0,0.0,0.0,0.0,0.0,0.0,0.8409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AARS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AARSD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AASDH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AASDHPPT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.914037895473567,0.8924279551614415,0.9084062671119516,0.0,0.0,0.0,0.0,0.0,0.8954626375978644,0.0,0.0,0.0,0.0,0.8946970362554897,0.0,0.0,0.0,0.0,0.0,0.0,0.8863636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCB10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9809427451003682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9772727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCB7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9452177773822438,0.9471684924580834,0.9566129012541338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9318181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCB8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000243064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9761977222832766,0.0,0.9560361910950054,0.0,0.0,0.0,0.0,0.0,0.9545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9318181818181818,0.9439506855877963,0.9586028510873968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9374039809812199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCE1,0.0,0.0,0.0,0.0,0.7870479510589079,0.0,0.0,0.0,0.7727272727272727,0.0,0.0,0.0,0.0,0.8134133883497932,0.8136985884471373,0.83848060938445,0.0,0.7814653502269224,0.0,0.0,0.0,0.7929973832585595,0.0,0.7830680121075023,0.0,0.0,0.8219418200579557,0.0,0.0,0.0,0.0,0.0,0.0,0.7771595350720666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7743855525146831,0.0
ABCF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9820939857851375,0.0,0.9772727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98151141946966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9772727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD14A,0.0,0.0,0.0,0.0,0.9772727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9795714047822085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD14B,0.0,0.0,0.0,0.0,0.7853215336799622,0.0,0.0,0.0,0.0,0.7727272727272727,0.7828449200500142,0.0,0.0,0.8164518800648776,0.8175992478023876,0.818099944428964,0.0,0.7791436124931682,0.8140055212107572,0.0,0.0,0.8133193268017336,0.0,0.8222356208346107,0.0,0.0,0.7758359529755332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ABHD17A,0.0,0.8702432215213776,0.8327680948105726,0.0,0.6469479609619487,0.8115996081720699,0.0,0.8433902006257664,0.6908486607399854,0.0,0.6975606341253627,0.660915732383728,0.6840110922401602,0.6951637877659365,0.6565204899419438,0.6342857520688664,0.0,0.6656850603493777,0.0,0.0,0.0,0.654201477766037,0.0,0.0,0.0,0.0,0.6136363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.62772890383547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8187787167050622,0.0,0.0,0.6735233691605654
ABHD17C,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9446813179688021,0.9344583668492057,0.9547822665084492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9318181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD5,0.0,0.0,0.0,0.9730458706617355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9318181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9327741874889894,0.9659582471305673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABI1,0.0,0.0,0.0,0.9345919950441881,0.0,0.0,0.0,0.0,0.8156771199269728,0.8447519527240233,0.8247560587796298,0.8304538008841601,0.0,0.8617208979346536,0.8108260916037993,0.8034667359157042,0.0,0.0,0.0,0.0,0.0,0.822839540514079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7954545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABI2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABI3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9625851511955261,0.0,0.0,0.9545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9670583253557031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABLIM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ABRACL,0.0,0.0,0.0,0.0,0.41323521597818896,0.0,0.36960700289769605,0.4706696177070791,0.4118742983449589,0.43907923183657904,0.4816873872821981,0.42956980250098487,0.3577580682256005,0.6296357702125203,0.3738403929905458,0.34676589884541253,0.4571996033191681,0.48280818218534644,0.3839424076405438,0.0,0.4866779947822744,0.41739175942811096,0.36271023885770276,0.418728384104642,0.0,0.0,0.3409090909090909,0.0,0.0,0.4397036365487359,0.0,0.556499260393056,0.0,0.37809238921512256,0.39543888650157233,0.4088699235157533,0.46961370787837287,0.0,0.4548482664606788,0.4099488732489673,0.47908599403771485,0.0,0.0,0.44103285805745557,0.3937752761624076
ABRAXAS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9683052179488268,0.9545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.9577148814092983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABTB1,0.0,0.0,0.0,0.9772727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9817104569890283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000237819,0.0,0.0,0.0,0.0,0.9772727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9838819734074853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000266311,0.0,0.0,0.0,0.0,0.7851312485608187,0.0,0.0,0.7757042253559286,0.7838266573169015,0.0,0.0,0.8073989166454836,0.0,0.0,0.75,0.0,0.0,0.8446462262760509,0.7516243511980231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8028092655268583,0.0,0.0,0.0,0.7616695937785235,0.8187641352415085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8415657701817426,0.8717867528850382
ENSG00000269600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACAA1,0.0,0.0,0.0,0.0,0.736680036241358,0.0,0.0,0.0,0.8315048610622232,0.852860847657377,0.8882958780635487,0.7458187910643491,0.0,0.740973022851077,0.7623149779709902,0.7276654433120381,0.0,0.0,0.0,0.0,0.0,0.7510017942298542,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.8595354814421047,0.0,0.72922737354582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8288643021475185,0.0
ACAA2,0.0,0.0,0.0,0.0,0.7407057786529715,0.0,0.0,0.8619655817747116,0.7999381897124377,0.0,0.7350937900218096,0.7822212671691721,0.0,0.7416935021227057,0.7875045510855588,0.7472729181701486,0.0,0.7611042220484127,0.0,0.0,0.0,0.7429704896428369,0.0,0.0,0.0,0.0,0.8036296286366202,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7393564961173318
ACAD9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9992596168409694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9772727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACADM,0.0,0.0,0.0,0.0,0.8169977109540593,0.0,0.0,0.0,0.8199114555662329,0.0,0.0,0.7954545454545454,0.0,0.848007620735602,0.8543662943623282,0.8544168269092386,0.0,0.8222856629978527,0.0,0.0,0.0,0.8424813977696679,0.0,0.0,0.0,0.0,0.8314138325777921,0.0,0.0,0.0,0.0,0.0,0.0,0.8502596549012444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACADS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9558472037315369,0.9545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9556725959886204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACADVL,0.0,0.0,0.0,0.0,0.6019580093297091,0.0,0.0,0.5604243075305765,0.6348075568675995,0.545470961115577,0.5454545454545454,0.561429503289136,0.0,0.5960981913588264,0.644769699736075,0.5813928327777169,0.0,0.6001930440014059,0.5543975383043289,0.0,0.0,0.5648587318983945,0.5574977154081519,0.580800626765598,0.0,0.0,0.6504164852879264,0.0,0.0,0.5822897594083439,0.0,0.0,0.6018165796995163,0.5676435069604353,0.0,0.5495322224768725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6021236912770704,0.644120762293989
ACAP2,0.6459803635423834,0.0,0.0,0.8262972154400565,0.5352685194123875,0.0,0.7113378549163992,0.6171163997866891,0.5938201424750414,0.5536835952238603,0.6210106421600688,0.537480812181126,0.0,0.5207892913709987,0.5125114321708679,0.5273637866432016,0.0,0.5506219240752134,0.0,0.0,0.0,0.5071756975217299,0.5995752283117988,0.0,0.0,0.0,0.5101299231702631,0.8345833813602274,0.0,0.5510089871558276,0.0,0.6966033076698129,0.0,0.5,0.0,0.5969697819514708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6381852748719129,0.5565973791209134
ACAT1,0.0,0.0,0.0,0.0,0.8409090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.842760753902522,0.8905314044518904,0.9114940234205939,0.0,0.8589248088273135,0.0,0.0,0.0,0.856819437308745,0.0,0.0,0.0,0.0,0.9140939008105885,0.0,0.0,0.0,0.0,0.0,0.0,0.869672726501118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACAT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9141188304532658,0.8772125894373114,0.0,0.0,0.0,0.0,0.9243157573721625,0.8797834027897228,0.8636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8908097892999649,0.0,0.0,0.0,0.0,0.0,0.0,0.8823099366643212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACBD3,0.0,0.0,0.0,0.0,0.8471885147419843,0.0,0.0,0.0,0.8589874086054888,0.0,0.0,0.0,0.0,0.84476892108267,0.8372258218851957,0.8073573843999342,0.0,0.8338708823377435,0.0,0.0,0.0,0.8366794464263049,0.8489802222360264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7954545454545454,0.9164199991659685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACBD6,0.0,0.0,0.0,0.0,0.7235259955579584,0.0,0.0,0.0,0.712269360368902,0.6840146942572161,0.0,0.7020096629858017,0.0,0.7550365193323656,0.7657933546738191,0.7215947955846786,0.0,0.7115608277645978,0.7300973466851495,0.0,0.0,0.7563208490610123,0.0,0.7605696672743018,0.0,0.0,0.6998848400332711,0.0,0.0,0.6821446933529594,0.0,0.0,0.0,0.6818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6978535137393258
ACD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACER3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACIN1,0.0,0.0,0.0,0.0,0.6428558785807003,0.0,0.0,0.6977213553406976,0.6578301841562445,0.6170279654589567,0.6238177662545984,0.5909090909090909,0.0,0.6863023977388035,0.6636231433261525,0.7318872104991566,0.0,0.6372834457592531,0.0,0.0,0.0,0.6605830084193837,0.6113034215840426,0.6108249019492756,0.0,0.0,0.6598255878145044,0.0,0.0,0.6214808875864203,0.0,0.0,0.0,0.6180347312580455,0.0,0.644929750399156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6817581626501951,0.6176458407532085
ACKR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACLY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9556333978067745,0.9324860220605676,0.9340811629186977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9318181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8384626033631238,0.8254424292932857,0.8356905267997221,0.0,0.0,0.8255236040462147,0.8265350637110797,0.8277281698855486,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.8297643837603655,0.0,0.0,0.0,0.0,0.0,0.0,0.8809382007880644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOT13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9010417461395264,0.9192135415293954,0.906689771197059,0.0,0.0,0.0,0.0,0.0,0.9023104797710072,0.0,0.0,0.0,0.0,0.8952906456860629,0.0,0.0,0.0,0.0,0.0,0.0,0.8863636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9747062907977537,0.0,0.0,0.0,0.0,0.0,0.9515021497553046,0.0,0.9318181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9327452927827835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOT8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
