organ,first_author,journal,year,doi,collection_name,dataset_title,collection_url,explorer_url,h5ad_url,cluster_header,embedding_key,n_cells,n_clusters,median_of_medians_silhouette,median_of_means_silhouette,median_of_stds_silhouette,median_fscore,mean_fscore,n_nsforest_clusters
bone_marrow,Xu,Cell,2023,10.1016/j.cell.2023.11.026,Automatic cell-type harmonization and integration across Human Cell Atlas datasets,Bone_marrow,https://cellxgene.cziscience.com/collections/854c0855-23ad-4362-8b77-6b1639e7a9fc,https://cellxgene.cziscience.com/e/a20e2f2a-e171-450a-8ddc-8935c2977ad6.cxg/,https://datasets.cellxgene.cziscience.com/ad9529a3-0937-4177-9732-31dee15188c1.h5ad,Curated_annotation,X_umap,66613,45,0.1710351,0.07822578723835616,0.23895130494204805,0.7017543859649122,0.6274440246459837,45
