clusterName,NSForest_markers,f_score
Pro-B cells,"['DNTT', 'VPREB1']",0.9084349993440902
ELP,"['ACY3', 'DNTT', 'VPREB1', 'SPINK2']",0.3222222222222222
ETP,['ACY3'],0.4380165289256198
pDC precursor,"['NIBAN3', 'PLD4', 'UGCG']",0.7612781954887218
DC precursor,"['MTMR11', 'SPATS2L', 'SEPTIN9', 'CFP']",0.4411764705882353
Promyelocytes,"['MPO', 'S100A8', 'EREG']",0.3078817733990148
GMP,"['KCNE5', 'CSF1R', 'MPO']",0.3173777315296566
Neutrophil-myeloid progenitor,"['CTSG', 'MPO']",0.5491931285788652
CMP,"['CPA3', 'CTSG', 'MPO', 'CEBPA', 'SPINK2']",0.4739978331527627
Erythrocytes,"['ENSG00000189316', 'ENSG00000253154', 'WNK3', 'HIF3A', 'ACKR1']",0.4347826086956521
Small pre-B cells,"['DTX1', 'LHPP']",0.5882352941176471
Naive B cells,['TCL1A'],0.8552744794355532
Memory B cells,"['COBLL1', 'MS4A1']",0.5794254849005647
Age-associated B cells,"['ENSG00000184293', 'CD72']",0.4034582132564842
DC2,"['ENHO', 'PKIB', 'IL13RA1']",0.6660412757973734
DC1,"['C1orf54', 'XCR1']",0.7960199004975125
pDC,"['PTCRA', 'ENSG00000230138']",0.7843894899536321
Mast cells,"['HDC', 'CLC']",0.8592910848549946
Megakaryocyte precursor,"['PCDH9', 'CPA3', 'EMID1']",0.4079933388842631
HSC/MPP,['AVP'],0.8589618021547503
Mid erythroid,"['ADD2', 'MYL4']",0.7091737150292778
Early erythroid,"['APOC1', 'FAM178B']",0.7017543859649122
MEMP,"['IL1B', 'ITGA2B', 'CNRIP1', 'CPA3']",0.4676674364896074
Early MK,"['WFDC1', 'LTBP1']",0.7663316582914573
Plasmablasts,"['TNFRSF17', 'RRM2']",0.7874519846350833
Plasma cells,"['SDC1', 'DERL3']",0.8099646065886197
Late erythroid,"['TMCC2', 'SLC4A1']",0.8722741433021807
CD24 neutrophils,['MMP8'],0.9378668834100966
NAMPT neutrophils,"['ALPL', 'VNN2']",0.7491638795986622
Neutrophils,"['ENSG00000210082', 'RNF149', 'S100A8']",0.0930232558139534
Megakaryocytes/platelets,"['TUBB1', 'PPBP']",0.960698689956332
Classical monocytes,"['VCAN', 'S100A12']",0.9135996612937368
Non-classical monocytes,"['MS4A7', 'IFITM3']",0.6991735537190082
Cycling T&NK,"['NUSAP1', 'FGFBP2']",0.766897746967071
CD16+ NK cells,"['GNLY', 'CLIC3']",0.8057650777753435
CD16- NK cells,"['CD160', 'TLE1', 'GZMK']",0.513136288998358
Tem/Temra cytotoxic T cells,"['FGFBP2', 'CD8B', 'GNLY']",0.7757735410992543
Tem/Trm cytotoxic T cells,"['CD8B', 'GZMK']",0.7331815471350355
CRTAM+ gamma-delta T cells,"['KLRC3', 'ENSG00000227191', 'GZMK']",0.5285050159040862
MAIT cells,"['KLRB1', 'KLRG1', 'GZMK']",0.5626520681265207
Regulatory T cells,"['CTLA4', 'CD27', 'RGS1']",0.3992537313432835
Tem/Effector helper T cells,"['TRADD', 'AQP3', 'TOB1']",0.2834158415841584
Follicular helper T cells,"['CD40LG', 'IL6ST', 'ODF2L']",0.2120535714285714
Tcm/Naive helper T cells,"['PRKCQ-AS1', 'SOCS3']",0.7033437325013999
Tcm/Naive cytotoxic T cells,"['LINC02446', 'CCR7', 'CD8B']",0.7294072363356428
