cluster,count
PT,7919
TAL1,3854
DCT1,3489
DCT2,2610
PC,2053
TAL2,1578
ICA,1491
ENDO,1167
PTVCAM1,899
PEC,696
PODO,679
ICB,376
ATL,324
MES,268
FIB,210
LEUK,54
