cluster,count
PT,9901
TAL1,5552
DCT1,4674
DCT2,3795
PC,3295
TAL2,2197
ICA,2029
ENDO,1702
PTVCAM1,1577
PEC,1103
PODO,1069
ATL,679
ICB,670
MES,385
FIB,338
LEUK,210
