,B cells,C-TAL,CCD-IC-A,CNT,Classical monocytes,DC,DC2,DCT,DTL,EC-AEA,EC-AVR,EC-DVR,EC-GC,EC-LYM,EC-PTC,FIB/aFIB,IC-A,IC-B,IMCD,M-FIB,M-TAL,Myeloid,NK cells,Non-classical monocytes,PC,PEC,PT,PT-S1/2,PT-S3,Podocytes,T cells,T/NK,VSMC,VSMC/P,aPT,aTAL,dATL,dC-IC-A,dM-FIB,dPT,dVSMC
ENSG00000120675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43133453,0.0,0.0,0.0
ENSG00000205981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8811102,0.0,0.0,0.0
ENSG00000110011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48358127,0.0,0.0,0.0
ENSG00000213918,0.0,0.50106007,0.0,0.0,0.0,0.0,0.0,0.5540272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0455695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21159644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000079805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6832464,0.0,1.0469475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7508325,0.9986732,0.0,0.0,1.1699181,0.0
ENSG00000197959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1246662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1442443,0.0,0.0,0.0,0.0
ENSG00000112667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7688001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86609167,0.0,0.0,0.0
ENSG00000150760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3722479,1.2497356,0.0,1.188714,0.0,0.0,0.0,0.0,1.595975,1.7716298,0.0,1.6010641,1.4305103,1.1921343,0.0,0.0,0.0,0.0,1.5149627,0.0,0.0,0.0,1.1263986,0.0,0.0,1.3074872,0.0,0.0,1.5028925,1.6680264,0.0,0.0,0.0,0.0
ENSG00000135905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2386584,0.0,0.636533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5455079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000128512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5824437,1.3206204,1.2058896,0.0,0.0,0.6431402,1.0477281,0.0,0.0,0.0,0.0,2.0126357,0.0,0.0,0.0,1.1072214,0.0,0.0,0.0,1.3084716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000147459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6571769,0.0,0.0,0.0,0.0,0.97565055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5910785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.602447,0.0,0.84383357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000107099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5164863,0.0,0.0,0.0,0.0,1.3525817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5357882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000088387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5027022,1.334368,1.7106539,0.0,1.5594349,0.0,0.0,0.0,0.0,1.2010756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000015413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6816568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1316019,0.0
ENSG00000134146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.249558,0.0,0.72560686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8842299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000179085,0.0,0.0,1.081239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3388088,0.0,0.0,0.0
ENSG00000130226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9963326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000176978,0.0,0.0,0.55989987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80143094,0.0,0.0,0.0
ENSG00000177990,0.0,0.0,0.0,0.5776073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2771262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8407239,0.0,0.0,0.0
ENSG00000188641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4646943,0.0,0.0,0.0,0.0,1.6429001,1.064606,0.0,0.85258985,1.7479309,0.0,2.631024,0.0,0.0,0.0,1.243736,0.0,0.0,0.0,0.8056199,0.0,1.3436744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000147647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4330156,0.0,1.2034395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5164864,0.0
ENSG00000092964,0.0,0.0,0.0,0.0,0.0,0.0,0.87956065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000175550,0.0,0.0,0.0,0.0,0.0,0.0,1.0849351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.468649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7300768,0.0,0.0,0.0
ENSG00000177103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6363173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6266638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9790481,0.0,0.0,0.0,0.0
ENSG00000046604,0.0,0.0,1.2656186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1329918,0.0,0.0,0.0
ENSG00000096696,0.0,0.0,0.7059641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61042833,0.0,0.0,0.0
ENSG00000151914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0366788,0.0,0.9132565,0.0,1.1854659,0.0,1.7010279,0.0,2.1770375,1.3536421,0.0,1.2270606,2.0691037,0.0,0.0,0.0,0.0,0.0,1.8234324,0.0,0.0,0.0,2.659956,0.0,0.0,1.8704932,1.4070867,0.0,1.386032,0.9378035,0.0,0.0,0.0,0.0
ENSG00000125868,0.0,1.0670389,1.360282,1.1168045,0.0,0.0,0.0,0.72074586,1.2066687,1.8193679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9397465,0.0,0.78147566,0.0,0.0,0.0,0.9377561,0.0,1.5152385,0.0,0.0,0.7067979,0.0,0.0,1.5967654,1.5556821,0.654518,1.1857026,1.1501484,1.522903,0.0,0.0,3.6036623
ENSG00000138101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.688702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120129,2.84453,0.0,1.0954903,0.0,2.9804134,2.2264335,1.9553117,0.0,0.0,0.0,0.0,0.0,1.6791689,0.3149913,1.0419934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1107297,2.9234645,0.96466327,1.5533272,0.0,0.0,0.0,0.0,2.138964,0.0,0.0,0.0,0.0,0.0,0.0,1.2595,0.0,0.0,2.1231318
ENSG00000149599,0.0,0.0,0.4081712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.803571,0.0,0.0,0.0
ENSG00000158050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6930556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.734831,0.0,0.0,0.0
ENSG00000139318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0960853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000128951,0.0,0.0,0.5689275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.896479,0.0,0.0,0.0
ENSG00000141627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0668513,0.0,0.9151821,0.48466456,0.0,0.0,0.0,0.0,0.0,1.0130546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8390857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84646064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5336933,0.0,0.0,0.0,0.0,0.0,0.0,0.9120079,0.0,0.0,0.0,0.8719608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000126870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7893311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0208395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000088986,0.0,0.0,1.6485577,0.0,0.8521874,1.1321743,1.3063078,0.0,0.0,1.1694586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3763278,0.0,0.0,1.3440304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9711256,0.0,0.0,1.8226228
ENSG00000125971,0.0,0.0,1.2727046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92480457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5440238,1.5930808,0.0,0.0,1.0520746
ENSG00000146425,0.0,0.0,1.0750465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3601022,0.0,0.0,1.2492473
ENSG00000165169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6186998,0.0,0.0,0.0
ENSG00000157540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9203297,0.0,0.0,1.2383541,0.0,0.0,0.0,0.0,0.0,1.5503948,0.0,0.93908197,0.76210976,0.0,0.0,0.0,0.0,0.0,1.3826177,0.0,0.0,0.0,0.97595966,0.0,0.0,1.3283324,0.0,0.0,0.8936969,0.0,0.0,0.0,0.0,0.0
ENSG00000135636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.516209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1675334,1.3075198,0.0,0.0,0.0,2.431281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.691593,1.5347866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8310449,1.8818092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4200921,0.0
ENSG00000117298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88907164,1.0468875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000121310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5388477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83168447,0.0,0.6006942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59805024,0.0,0.0,0.0,0.0,0.5221569,0.5746893,0.0,0.54125315,0.0,1.1457049,0.0
ENSG00000127884,0.0,0.0,0.9417939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5738568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2352746,0.0,0.0,0.0
ENSG00000167969,0.0,0.0,1.0298381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.306897,0.0,0.0,0.0
ENSG00000198721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4491976,0.0,0.0,0.0
ENSG00000136813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9387975,0.0,0.52197564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000107223,0.8526011,0.0,1.6816925,0.0,1.383509,1.4525802,1.590199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89322734,0.0,0.0,0.0,0.0,1.5184324,1.4449148,0.0,0.0,1.7744708,0.0,0.0,0.0,1.4021002,0.0,0.0,0.0,0.0,0.0,0.0,1.9690189,0.0,0.0,1.6308987
ENSG00000164176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.587975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000156508,4.4177814,2.1213207,3.7266624,2.083272,3.7576785,3.7680292,3.9042149,0.0,2.0560308,3.2414207,1.3490818,1.9059067,2.580411,2.3971493,2.4138808,0.0,0.0,3.3380222,1.7123579,0.962708,2.0328345,0.0,3.738447,3.9049711,2.1736357,0.0,4.2131352,0.0,0.0,0.0,4.1129947,0.0,0.0,2.6886058,2.4340453,1.3046088,2.2415369,4.0316772,2.551586,0.0,3.6371744
ENSG00000254772,0.0,0.0,0.7845924,0.0,0.0,0.41497648,2.0329788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.574893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35440397,0.0,0.0,0.0
ENSG00000167658,2.1219416,0.0,1.3180099,0.0,1.3355037,1.1614835,1.2006696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4757365,0.0,0.0,0.0,0.0,1.3890762,1.4856045,0.0,0.0,1.6288532,0.0,0.0,0.0,1.5082129,0.0,0.0,0.0,0.0,0.0,0.0,1.3737979,0.0,0.0,1.3307723
ENSG00000115468,0.0,1.4475837,0.9474702,0.0,0.0,0.0,0.0,0.898114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0489918,1.1102121,0.0,0.0,0.89314216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0928128,0.0,1.2147589,0.0,0.0,0.0
ENSG00000142634,0.0,0.0,0.0,0.0,0.8152337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0088322,1.0104648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.090279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2010262,0.0,1.9829346,0.0,0.6372883,0.0,0.0,0.0,0.0,2.1454368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6832612,0.0,0.0,0.0,0.0,0.0
ENSG00000125266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9510113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138798,0.0,2.094743,0.0,0.0,0.0,0.0,0.0,2.8065128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.659844,1.5919888,1.79951,2.1143508,1.8357545,2.066677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000146648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.120342,0.0,0.0,0.0,0.0,0.0,0.0,1.5956615,1.5336453,0.0,1.2556275,1.6040428,0.0,0.0,0.0,0.0,0.0,1.224325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71902704,0.0,0.0,0.0,0.0
ENSG00000120738,0.0,0.0,0.7740557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73879266,0.0,0.0,0.0
ENSG00000115504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4646807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.032004,0.0,0.0,1.1195769,0.8208151,0.0,0.0,0.0,0.0,0.0,1.3744153,0.0,0.0,0.90027547,0.8319777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.214648,0.0
ENSG00000013016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6866597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000103966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0525601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2858664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000113790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.339647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1207945,0.0
ENSG00000181090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.986542,0.0,1.477722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8761723,0.0,0.0,0.0,0.0
